Gene = Acp7
index = 98
Annotated 5SS: [  224  1609 14015 14587 15704 15995 16207 16388 16532 16675 16849 20082]
Annotated 3SS: [ 1356 13813 14403 15579 15931 16091 16279 16473 16606 16776 19943 23061]
SMsplice 5SS: [  224  6711 14015 14587 15995 16207 16388 16532 16675 16849 20082]
SMsplice 3SS: [ 6554 13813 14403 15931 16091 16279 16473 16606 16776 19943 23061]
top_k =  500
Partition function (log Z): 17.25032280854452

Sorted 5' Splice Sites (High to Low Probability):
Position 16388: 0.9908452007802397
Position 16675: 0.9787441601562825
Position 14015: 0.9742202123063103
Position 16532: 0.9619411408094136
Position 16207: 0.9505593417646613
Position 20082: 0.8716434416359293
Position 6711: 0.8084009253457638
Position 224: 0.7299232659252507
Position 16849: 0.5370936030239768
Position 15704: 0.49937746901868424
Position 15995: 0.4569319596998684
Position 1609: 0.3558348106789995
Position 14587: 0.3322263285923903
Position 14604: 0.30136534507141866
Position 7500: 0.2995888648204649
Position 16857: 0.29716228507732056
Position 594: 0.21931063860425803
Position 6726: 0.1633882590439753
Position 9236: 0.15360294192371696
Position 11200: 0.14708306495860396
Position 22663: 0.14285952067483845
Position 14583: 0.1339733014278594
Position 19480: 0.13005656832293422
Position 16877: 0.1127513614875009
Position 20067: 0.07684560501029465
Position 7937: 0.0722639398200131
Position 14333: 0.06847710685844184
Position 19667: 0.06686619678723658
Position 9184: 0.060503291934086115
Position 18624: 0.056819042977816224
Position 11647: 0.04222208607528535
Position 327: 0.03262547231629488
Position 1792: 0.02914724046767856
Position 6026: 0.02910090656056504
Position 3094: 0.02830246289973698
Position 7243: 0.027007945824620377
Position 20128: 0.026334852909292862
Position 21974: 0.020636070228806085
Position 16217: 0.0198795152126158
Position 11192: 0.01946370684978194
Position 5914: 0.01754895342500883
Position 16702: 0.01688059146283308
Position 23316: 0.016517572851170136
Position 17808: 0.01491328161897596
Position 19492: 0.012845703396867643
Position 16977: 0.011917631341271114
Position 14778: 0.011712547429437203
Position 22961: 0.01089859905559128
Position 9180: 0.009547203557103437
Position 691: 0.009474275929125696
Position 14010: 0.008944912085256503
Position 704: 0.008812846960948596
Position 771: 0.008783183695485548
Position 567: 0.008629501979443068
Position 16135: 0.008548309748555489
Position 15708: 0.007877830205699519
Position 22588: 0.007845309904040186
Position 14500: 0.007321683186816522
Position 7050: 0.006652881765759475
Position 15341: 0.00563500531136386
Position 881: 0.005000635123021273
Position 4432: 0.004954306231265822
Position 2572: 0.004601316004401645
Position 15497: 0.003976147443246731
Position 19028: 0.0038317566296881098
Position 14351: 0.0034251768942094936
Position 18049: 0.003380549215968416
Position 23282: 0.0033246719747363727
Position 14030: 0.0028500921747387094
Position 18824: 0.002676415834483272
Position 18532: 0.0023039901989484984
Position 263: 0.0022632261752813876
Position 23135: 0.0021151450566328743
Position 17035: 0.001976778155545827
Position 20856: 0.0016796355270845896
