Gene = Prcc
index = 850
Annotated 5SS: [  734 13399 16026 18294 23478 25463]
Annotated 3SS: [13350 15458 18197 23333 25396 26261]
SMsplice 5SS: [  734 13399 18294 23478 25463]
SMsplice 3SS: [13350 18197 23333 25396 26261]
top_k =  500
Partition function (log Z): -4.906814532113601

Sorted 5' Splice Sites (High to Low Probability):
Position 18294: 0.9999994920038444
Position 23478: 0.9772474525400774
Position 25463: 0.9685505368887312
Position 13399: 0.8439375289179333
Position 734: 0.799705462276872
Position 1173: 0.6962925866307967
Position 181: 0.0639098447376886
Position 220: 0.04731048109821299
Position 36: 0.02999541944714141
Position 557: 0.022081493165339264
Position 25000: 0.015447238084259293
Position 698: 0.012945494633073096
Position 25550: 0.010642195625961528
Position 905: 0.010278814714193145
Position 23398: 0.009231958091472457
Position 25960: 0.00888160873765462
Position 26175: 0.005814030464623051
Position 23669: 0.005378548068166964
Position 24902: 0.004483654407526783
Position 738: 0.003949334143758885
Position 786: 0.0037819073360974807
Position 23701: 0.0035262351182352445
Position 26168: 0.0032398142256562196
Position 23721: 0.002702196067818305
Position 25647: 0.001992227431039812
Position 300: 0.0012624728146203106
Position 347: 0.0010435054222106143
Position 866: 0.0008610369149300331
Position 25669: 0.0007761312460270996
Position 25830: 0.0007305790909462233
Position 970: 0.000676430419281175
Position 385: 0.0005282276121427848
Position 26431: 0.00048193022913768256
Position 26297: 0.0004465131272103894
Position 25972: 0.0004308376019120009
Position 961: 0.0003457519427254177
Position 26578: 0.00032918468821086725
Position 213: 0.00029799095725270233
Position 899: 0.00019904050222377975
Position 8: 0.0001596764649146547
Position 38: 0.0001524923907055618
Position 26023: 0.00013370571890583
Position 45: 0.00011571956130038141
Position 5: 0.00010169533701633005
Position 161: 9.060568517906812e-05
Position 26506: 8.082075198638625e-05
Position 26585: 7.102475019969353e-05
Position 17: 5.895164303618602e-05
Position 70: 5.043605634292249e-05
Position 53: 4.952335885173643e-05
Position 245: 4.821787410792246e-05
Position 26314: 2.381308352213937e-05
Position 26378: 2.2980757847351944e-05
Position 26618: 4.243369041978755e-06
Position 2971: 1.2102666895280894e-08
Position 2291: 4.207660903515118e-09
Position 2511: 4.0308619997806215e-09
Position 2491: 3.1800091052855486e-09
Position 4599: 2.8872578121875786e-09
Position 1432: 1.7763174212046918e-09
Position 4821: 6.062506829487796e-10
Position 2199: 4.467531911953537e-10
Position 1428: 5.736726921929698e-11
Position 2287: 3.710509746897401e-11
Position 1062: 2.000501461014686e-11
Position 1091: 1.882797034158979e-11
Position 90: 8.030427458084537e-12
Position 275: 5.494692074287465e-12
Position 1240: 3.725201625551498e-12
Position 1351: 2.5030666500488944e-12
Position 42: 2.2129939897754577e-12
Position 113: 1.8660223686295646e-12
Position 229: 1.4183007793164546e-12
Position 40: 1.1013952982207182e-12
Position 129: 9.267819767932514e-13
Position 2211: 4.930570713856968e-13
Position 581: 4.138583983345596e-13
Position 268: 2.7147549645482244e-13
Position 68: 1.0623711800394766e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 18197: 0.9999996994189665
Position 23333: 0.9864896961731522
Position 26261: 0.9835050261051251
Position 25396: 0.960412947252389
Position 13350: 0.8439375289179333
Position 1019: 0.5009267832142197
Position 1061: 0.08564569294662107
Position 1056: 0.05079270854538732
Position 947: 0.022164705971772638
Position 24823: 0.01994179365872549
Position 1033: 0.015889420673060085
Position 1122: 0.014713994534414385
Position 25359: 0.013697991380606973
Position 26022: 0.012939127384124503
Position 25829: 0.01232675858825629
