Gene = Nckipsd
index = 733
Annotated 5SS: [ 287 2788 3386 3602 4342 5752 5984 6201 6380 6689 6885 7152]
Annotated 3SS: [2677 3180 3510 3850 5580 5896 6061 6298 6559 6791 6978 9173]
SMsplice 5SS: [ 253 2788 3386 3602 5752 5984 6201 6421 6689 6885 7152]
SMsplice 3SS: [2677 3180 3510 5580 5896 6061 6298 6559 6791 6978 9173]
top_k =  500
Partition function (log Z): 22.36414523436044

Sorted 5' Splice Sites (High to Low Probability):
Position 5752: 0.9625746906123762
Position 6689: 0.9622048271913571
Position 6885: 0.9600379193145995
Position 5984: 0.9261558396939538
Position 3602: 0.9138637681619979
Position 7152: 0.8667225831528774
Position 3386: 0.8359624210580716
Position 6201: 0.6940886372928816
Position 6421: 0.6125265737628367
Position 9525: 0.5725620273699507
Position 253: 0.49303044823088427
Position 2788: 0.48846060428607724
Position 2809: 0.46766151347146595
Position 287: 0.4594361337939157
Position 4641: 0.36695403947110367
Position 6380: 0.36583575593691997
Position 9319: 0.3164448080731503
Position 2535: 0.2868301084702555
Position 6206: 0.2690444948759137
Position 4342: 0.16649548107830692
Position 3988: 0.1574383227382494
Position 9760: 0.14807954056455247
Position 3308: 0.07445013085794464
Position 7243: 0.05138833831884582
Position 1073: 0.03725760657016619
Position 3575: 0.03566701845851728
Position 427: 0.031030945630161563
Position 220: 0.029629500248696785
Position 1396: 0.029171287460023006
Position 2150: 0.028575156723411835
Position 3586: 0.028085426493685315
Position 7484: 0.02687520619586786
Position 3393: 0.025689837018796808
Position 8426: 0.025416898221458907
Position 5796: 0.024503181928316038
Position 3287: 0.019877824005274925
Position 8280: 0.018120645792311478
Position 4443: 0.013782757743670132
Position 4656: 0.01208282214353924
Position 1065: 0.010116748531539899
Position 5697: 0.00992257491429984
Position 6694: 0.00918933168536201
Position 3399: 0.008605016165290124
Position 3696: 0.008041454024609929
Position 9808: 0.007984813103506688
Position 3878: 0.007656667895805441
Position 9338: 0.007498719211031705
Position 4775: 0.007209456821105125
Position 774: 0.006808679558994082
Position 396: 0.0058672034193537025
Position 1517: 0.005293517948673767
Position 9366: 0.005114036053505164
Position 7367: 0.004695432208689825
Position 4930: 0.00454941644907228
Position 2758: 0.004402089581010951
Position 7188: 0.004200460077060089
Position 3731: 0.0036815338350782633
Position 3621: 0.0036281018997298157
Position 4264: 0.003487523996660096
Position 6028: 0.0034681938079691066
Position 7116: 0.003257797357744447
Position 9469: 0.0030904560996172312
Position 2199: 0.003075511782026019
Position 4602: 0.0030655808943062597
Position 2238: 0.003044154972221124
Position 217: 0.0029460783305707214
Position 130: 0.002907706813641377
Position 3322: 0.0028602804690340744
Position 3559: 0.002781419037943311
Position 3245: 0.0027152760890879145
Position 3264: 0.002587469910712937
Position 958: 0.0024674673002514193
Position 9616: 0.0024346389503994044
Position 2866: 0.0021787660499580416
Position 8196: 0.002070942553341315
Position 6361: 0.0019023133760447844
Position 6909: 0.0017033067679416726
Position 4885: 0.001698803809701338
Position 7290: 0.0016234852509011417
Position 8627: 0.0015567765333542546
Position 191: 0.0013442777895653437
Position 2792: 0.0012915651676454491
Position 8927: 0.0012346115253832582
Position 865: 0.0012324967217345647
Position 4075: 0.001221269436023299
Position 5950: 0.001099793584182491
Position 7642: 0.0010903325508642443
Position 1971: 0.0010729963785471636
Position 5085: 0.0010519568069519113
Position 2244: 0.0009793110968901455
Position 3416: 0.0009564472184757858
Position 3312: 0.0008536735007460819
Position 2931: 0.0008473950226866696
Position 8752: 0.0008221024224145985
Position 6987: 0.0007911348190591089
Position 5966: 0.0007886189607762869
Position 2405: 0.0007121943639709565
Position 6839: 0.0006693358422966742
Position 3636: 0.0006371944513304771
Position 4936: 0.0006293247401821054
Position 2561: 0.0006290412246544218
Position 4168: 0.0006255421673685221
Position 6920: 0.000603879858079239
Position 6899: 0.0006005304894101576
Position 3959: 0.0005832659238058958
Position 5713: 0.0005607638060981885
Position 2834: 0.0005606551294990103
Position 5940: 0.0005110951996637626
Position 4015: 0.00043750816034659936
Position 4315: 0.00042810483840008385
Position 5954: 0.0003964805204610605
Position 5510: 0.000286596757753784
Position 118: 0.0002546226813865477
Position 3310: 0.0002545609905663907
Position 4806: 0.00024844197101658367
Position 4882: 0.0002263531725548015
Position 4867: 0.00021762802810548288
Position 5833: 0.000217272098045956
Position 5988: 0.00020067826400637872
Position 6146: 0.0001930458831604769
Position 2830: 0.0001854580779833459
Position 6155: 0.00017033630184394057
Position 6211: 0.0001557295738648058
Position 5191: 0.00015484706127173183
Position 3348: 0.00014706984528396104
Position 2936: 0.00011937089940956418
Position 5929: 0.00011693156705458036
Position 6991: 9.782621110377535e-05
Position 2803: 9.674620891519454e-05
Position 3016: 9.617089980332242e-05
Position 2780: 9.027162735838728e-05
Position 4330: 8.970928443390848e-05
Position 5611: 8.578091871065574e-05
Position 4348: 8.486399108925708e-05
Position 6471: 8.0764782924563e-05
Position 6105: 7.300874949011723e-05
Position 3599: 7.053214057634422e-05
Position 2775: 5.223028867661479e-05
Position 2877: 4.2878691719459427e-05
Position 6401: 4.263267480297651e-05
Position 3655: 4.0132889226525734e-05
Position 6148: 3.761754756949158e-05
Position 166: 3.3132769414046216e-05
Position 5787: 2.8744479524314233e-05
Position 6722: 2.8066753497338358e-05
Position 1278: 2.593096312922146e-05
Position 614: 2.5265065429941487e-05
Position 3707: 2.5130432395890484e-05
Position 6509: 1.5748157455964647e-05
Position 6112: 1.5088726950453232e-05
Position 2163: 1.3276233011872836e-05
Position 6099: 1.2779487941859036e-05
Position 6569: 1.23721408314986e-05
Position 2153: 1.2193636123032643e-05
Position 1801: 1.0339123547305196e-05
Position 2256: 9.938229009307659e-06
Position 3624: 8.968448021728367e-06
Position 291: 8.324915265199438e-06
Position 6434: 7.583504849845017e-06
Position 73: 7.580660166388797e-06
Position 3775: 5.766582175564013e-06
Position 3780: 5.663718537309882e-06
Position 704: 4.9808252229638685e-06
Position 3762: 4.797474300182534e-06
Position 240: 4.198425954267924e-06
Position 3669: 3.953561365233313e-06
Position 136: 3.8698014521190636e-06
Position 597: 3.4700618010158487e-06
Position 753: 3.0640731843434813e-06
Position 685: 3.014171351573911e-06
Position 68: 2.9968662131250663e-06
Position 257: 2.6315448572079865e-06
Position 362: 1.5503679857199454e-06
Position 842: 1.5079960276728375e-06
Position 857: 1.4086217362786218e-06
Position 781: 1.1833999483802301e-06
Position 3463: 1.0990182695455367e-06
Position 640: 6.179038163677798e-07
Position 293: 5.393180310531456e-07
Position 303: 2.0771752010285083e-07
Position 6097: 1.8581686307620386e-08
Position 415: 8.353380355028702e-09
Position 6806: 6.2844176628555276e-09
Position 5638: 3.507580004136221e-09
Position 295: 2.7454025624931797e-09
Position 5915: 1.6523851782370756e-09
Position 6601: 8.028138154387862e-10
Position 6941: 7.799210396321395e-10
Position 6018: 6.237327826636188e-10
Position 6328: 1.716571049154289e-10
Position 503: 1.0337608817727526e-10
Position 536: 5.4321600922216006e-11
Position 456: 5.0218561119861726e-11
Position 6340: 4.436042560168301e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6298: 0.9749983080377418
Position 3180: 0.9643830064115342
Position 6791: 0.9643737343348361
Position 3510: 0.9471119222455745
Position 5896: 0.9391826058686723
Position 6559: 0.9110169837231685
Position 2677: 0.8464890048262417
Position 5580: 0.8325638273043736
Position 6061: 0.8309781136752666
Position 6978: 0.8004154115318748
Position 9404: 0.5836259211097936
Position 9873: 0.46515516065404633
Position 9173: 0.41075816945703
Position 2453: 0.27757776330084005
Position 4489: 0.24085844211984828
Position 9619: 0.22602046257690425
Position 3850: 0.22362997748663066
Position 5650: 0.15097864033247022
Position 2653: 0.0930688493973724
Position 6117: 0.08477951485067266
Position 9233: 0.08241434866382424
Position 7000: 0.07913805157345796
Position 4430: 0.057110993012513066
Position 9842: 0.054390672941831114
Position 6585: 0.05101152355209419
Position 3489: 0.04763855699293964
Position 923: 0.044508331222736716
Position 6097: 0.03714548199103866
Position 9800: 0.03577397085600852
Position 4442: 0.03192779342282636
Position 7034: 0.030049398193977696
