Gene = Msto1
index = 719
Annotated 5SS: [ 207  433 1142 1297 1763 1974 2236 2463 2713 3117 3374 3686 3870]
Annotated 3SS: [ 296 1071 1220 1698 1885 2117 2327 2559 2984 3188 3580 3759 4088]
SMsplice 5SS: [ 121  433 1142 1297 2236 2463 2713 3117 3374 3686 3870]
SMsplice 3SS: [ 296 1071 1220 2117 2327 2559 3007 3188 3580 3759 4088]
top_k =  500
Partition function (log Z): 12.216557765642378

Sorted 5' Splice Sites (High to Low Probability):
Position 3117: 0.9932950394284782
Position 433: 0.9705944018542638
Position 2463: 0.8627225191115682
Position 2236: 0.8508043750695052
Position 3374: 0.8466357899855426
Position 1142: 0.8289465180991614
Position 3870: 0.8017685012180749
Position 3686: 0.7654422684239528
Position 121: 0.6381971942863726
Position 2713: 0.5467141986914609
Position 1763: 0.48481181036427257
Position 1297: 0.4200742178267279
Position 1974: 0.302841824897625
Position 207: 0.2151786373000411
Position 144: 0.09097438059822373
Position 3403: 0.08228517428017634
Position 2175: 0.07224281784294234
Position 1376: 0.0692025556685244
Position 2405: 0.06585387188175543
Position 1310: 0.035457488983188554
Position 1157: 0.034463259438015925
Position 4261: 0.03285997443112604
Position 3557: 0.03212225026743389
Position 895: 0.03014831554992499
Position 1994: 0.023891531528247027
Position 3320: 0.020996943518595705
Position 2252: 0.0200658191818855
Position 1008: 0.012415996911851244
Position 1959: 0.010445594827630387
Position 1369: 0.008854843609034284
Position 2370: 0.007907809428595165
Position 444: 0.0075265653647355905
Position 2495: 0.007001868499468839
Position 973: 0.004977188690355767
Position 1467: 0.0034086691422551513
Position 2827: 0.002900354406761997
Position 2010: 0.0027616591576117167
Position 1389: 0.002680536262309137
Position 1905: 0.0026023079604498576
Position 2222: 0.0025368742512532237
Position 3690: 0.002065251078411352
Position 3339: 0.0020568942453570373
Position 3852: 0.001772901256380427
Position 1718: 0.0016144557920717809
Position 2374: 0.001390681286530811
Position 843: 0.0013576497594520087
Position 3580: 0.0013385696607808258
Position 175: 0.0012880677394157465
Position 3332: 0.0012600208558074951
Position 1099: 0.0012318076282301059
Position 1173: 0.0011239867562694128
Position 3036: 0.0010106338986782767
Position 3093: 0.001003492603103422
Position 362: 0.0008704605149694993
Position 102: 0.000729245764072862
Position 3653: 0.0006730497660191836
Position 3336: 0.0006515174109755711
Position 1637: 0.0006232985918728051
Position 1146: 0.0005279597416695845
Position 853: 0.0005251686474971126
Position 2603: 0.000410209240424259
Position 2608: 0.00038450493525767234
Position 1815: 0.00034672284771352323
Position 3678: 0.0003108831216606562
Position 2635: 0.0003071182576711193
Position 49: 0.00029780872768691907
Position 2421: 0.0002933254112431165
Position 2738: 0.0002909697611380213
Position 860: 0.00026108379935409773
Position 3100: 0.00024203077228948745
Position 574: 0.0002368898717382577
Position 578: 0.0002313568131170932
Position 1515: 0.00020883401307950902
Position 1351: 0.00020814691005625378
Position 2742: 0.0001954456590771178
Position 3523: 0.00018203441214149237
Position 2686: 0.00017368250093856768
Position 3407: 0.000172642061710564
Position 1539: 0.0001623892766408385
Position 3069: 0.00013772042045421238
Position 3290: 0.0001309011904581596
Position 246: 0.0001228542124661589
Position 2778: 8.635541442582461e-05
Position 1134: 8.088420547911302e-05
Position 1320: 8.045030780383024e-05
Position 1583: 7.840694382489841e-05
Position 194: 7.461762717785019e-05
Position 158: 7.416312921067711e-05
Position 1403: 7.403484281410174e-05
Position 180: 6.868709150734844e-05
Position 2267: 6.055701073345136e-05
Position 546: 5.009380225917397e-05
Position 927: 4.9730153890330254e-05
Position 2212: 4.878237140800876e-05
Position 357: 4.21959375223211e-05
Position 232: 3.6873935989601666e-05
Position 4284: 3.6448725000635035e-05
Position 533: 3.5814257475043354e-05
Position 585: 3.4603969377177616e-05
Position 347: 3.385544427168912e-05
Position 97: 3.1833233063393276e-05
Position 831: 2.667408893984392e-05
Position 1072: 2.2981503855412907e-05
Position 769: 2.1206844236479654e-05
Position 863: 2.0301234270060295e-05
Position 3225: 1.881130775105399e-05
Position 332: 1.6560227220593717e-05
Position 458: 1.6255107388235124e-05
Position 473: 1.3668575090557126e-05
Position 1139: 1.1420830682509831e-05
Position 908: 5.922091862802983e-06
Position 284: 2.7333920940035045e-06
Position 1015: 2.273378437746773e-06
Position 4143: 2.1467741652734457e-06
Position 3129: 1.1335238263471835e-07
Position 1506: 4.72910916575011e-08
Position 3759: 1.3899621670312174e-10
Position 3979: 1.0227062448071e-10
Position 468: 3.825506102071747e-12
Position 3791: 1.4636846000727965e-14
Position 3828: 1.2211835993243422e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2327: 0.9182455396039948
Position 3188: 0.8773250207542423
Position 1071: 0.8375694470505997
Position 3580: 0.8154309270228111
Position 2117: 0.8074494323081065
Position 3759: 0.7631099108730909
Position 3007: 0.7061331485893658
Position 296: 0.6150869934594395
Position 4088: 0.5800621931544943
Position 2559: 0.5407669388266376
Position 1220: 0.5254011921878747
Position 1698: 0.2968183040174941
Position 1885: 0.28854765688691675
Position 3934: 0.27837753863507225
Position 2984: 0.2613380751919711
Position 279: 0.21525513797472173
Position 1591: 0.17457083188175113
Position 2058: 0.09672849510832096
Position 242: 0.07715616421096687
Position 752: 0.04337891763574001
Position 1860: 0.040309124565255434
Position 3260: 0.037316783041653534
Position 3716: 0.035338292846356985
Position 3231: 0.03324914479865122
Position 4354: 0.031984137522356376
Position 4091: 0.030886373408562394
Position 2336: 0.0217822479384492
Position 1042: 0.021362444793872625
Position 3433: 0.02122548349372573
Position 1845: 0.019855101527931157
Position 2125: 0.016450028869017422
Position 4064: 0.015268312145319004
Position 3480: 0.01350108396921748
Position 3725: 0.012833510957665183
Position 3944: 0.01262266788060913
Position 2881: 0.012176415707108977
Position 2949: 0.011423887651972107
Position 367: 0.010475295779250592
Position 1007: 0.009267870598097064
Position 1224: 0.009063692570475724
Position 3822: 0.008874710083202612
Position 3236: 0.007640997810204654
Position 1492: 0.006938901952536102
Position 660: 0.00581614063379495
Position 2627: 0.0050363069660331605
Position 246: 0.004422107440849482
Position 2373: 0.004317304325421739
Position 2149: 0.004190353031393654
Position 1616: 0.004159107170270117
Position 2455: 0.0036211131815115653
Position 2952: 0.0031951109572395135
Position 1702: 0.0031710715617138978
Position 2063: 0.002853848067071293
Position 1626: 0.0028201869429852395
Position 330: 0.002200661477921685
Position 3791: 0.0020947717354442698
Position 1095: 0.0016344277439676452
Position 4200: 0.0014741168013389337
