Gene = 1700017B05Rik
index = 11
Annotated 5SS: [ 184 6227]
Annotated 3SS: [3471 8282]
SMsplice 5SS: [ 184 6227]
SMsplice 3SS: [6051 8282]
top_k =  500
Partition function (log Z): -8.825748754143708

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.974495042975613
Position 6227: 0.5645002569344252
Position 3845: 0.1467080063951109
Position 2832: 0.0990339167387873
Position 8103: 0.09423630103733142
Position 3656: 0.09002196398301954
Position 802: 0.06649339321624854
Position 8387: 0.0593701191680637
Position 3986: 0.057393422471863756
Position 1729: 0.04678801293275393
Position 8125: 0.04613314642455883
Position 4164: 0.033148272320359495
Position 4792: 0.024751931862616962
Position 9047: 0.01813451990648817
Position 321: 0.016408040405272276
Position 4187: 0.012579073846517503
Position 864: 0.0115958374348816
Position 4000: 0.010552797900723948
Position 5114: 0.007758910440911272
Position 6095: 0.006244162084817946
Position 8460: 0.004324249131269094
Position 9105: 0.0036050080688871653
Position 339: 0.0034871385752445216
Position 1024: 0.0031021500940130956
Position 1136: 0.0024237410136466386
Position 1803: 0.00164596961295458
Position 6303: 0.0016030014929049653
Position 407: 0.0012728340570246877
Position 4596: 0.001264524082540728
Position 1392: 0.0010063318924699702
Position 931: 0.0009788780144341519
Position 3564: 0.0009149584823605705
Position 3683: 0.000865843484238335
Position 6533: 0.0008345889743256478
Position 3773: 0.0007185332900917708
Position 528: 0.000390648724991223
Position 3472: 0.00022278657121392435
Position 563: 0.0001836447316254568
Position 4203: 0.00017321865098041751
Position 3749: 0.00016355097123120672
Position 770: 0.0001323995637545157
Position 241: 0.00012147617330125697
Position 3338: 0.00011250379215510525
Position 677: 0.00011002363071204185
Position 1348: 0.00010025235224383645
Position 2161: 9.802469220406197e-05
Position 2708: 7.782229425113798e-05
Position 989: 6.597182075428963e-05
Position 1707: 5.094874449026542e-05
Position 1697: 4.613323320879305e-05
Position 173: 4.52909663589825e-05
Position 40: 3.624101420687707e-05
Position 3144: 3.507890162746996e-05
Position 152: 2.1802708052573687e-05
Position 1442: 1.717713295266599e-05
Position 226: 5.832033013234999e-06
Position 256: 4.183855246931475e-06
Position 535: 2.7653590382600528e-06
Position 456: 1.03582920049768e-06
Position 439: 1.0013195868593325e-06
Position 522: 9.251940829612283e-07
Position 52: 8.794231456389287e-07
Position 545: 8.760087507526605e-07
Position 610: 4.3737415149926597e-07
Position 796: 1.3267254949057772e-08
Position 841: 9.204351793215682e-09
Position 870: 8.495246310417476e-09
Position 758: 2.713716699545108e-09
Position 357: 1.464947116230509e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8282: 0.6978776029562113
Position 6051: 0.42775179077697806
Position 8006: 0.15587299666213908
Position 6018: 0.13285689922406332
Position 3679: 0.1265846198610451
Position 8912: 0.12449791098817026
Position 3471: 0.11069196537651685
Position 3870: 0.0688227856236887
Position 4707: 0.06545122384796616
Position 9147: 0.0597858746067234
Position 2695: 0.056575750753053204
Position 4045: 0.05643400082043248
Position 1554: 0.03831475697082778
Position 6398: 0.0372231744227123
Position 647: 0.025170726566432343
Position 5959: 0.02261917157665317
Position 2668: 0.02133690066509962
Position 9252: 0.014157514150006255
Position 712: 0.014155643991605167
Position 618: 0.013277717630120976
Position 3757: 0.012569506799614022
Position 3817: 0.011200261004256305
Position 2641: 0.011116248447653484
Position 598: 0.00945994687303842
Position 720: 0.006150864790344919
Position 6557: 0.00609542390643519
Position 8321: 0.005524288406182683
Position 6953: 0.004152716059894809
Position 941: 0.003996309707599385
Position 1597: 0.003908533802321419
Position 2787: 0.0037908381087310167
Position 6000: 0.003742986228482464
Position 4051: 0.0036106786716487717
Position 735: 0.003582679212696373
Position 2673: 0.003402129722829136
Position 7976: 0.0031355262544400567
Position 4746: 0.0030989285610449266
Position 2712: 0.0025596009086110635
Position 4149: 0.0024523167275830376
Position 1483: 0.002434362097505658
Position 4980: 0.0022195559451857437
Position 270: 0.0022143917254931153
Position 1629: 0.002199819484193277
Position 6198: 0.0018509980344499385
Position 1395: 0.0018392813090946651
Position 5036: 0.0017585663241011518
Position 673: 0.0016771528952105865
Position 6704: 0.0016757219148377943
Position 4344: 0.0015959371569069186
Position 288: 0.0014762819724785275
Position 873: 0.0011114868211357812
Position 5662: 0.001075071989574535
Position 4712: 0.0009999779433616316
Position 4420: 0.0009266436103146038
Position 2346: 0.0009012554381121441
Position 7457: 0.0008831777703669692
Position 294: 0.0008748936791220076
Position 8537: 0.00082237389078241
Position 3023: 0.0007637377337325825
Position 8475: 0.0007428521940790468
Position 2752: 0.0007318268997948298
Position 4375: 0.0007131616678079784
Position 2343: 0.0006477299526962148
Position 6867: 0.0006438286521893389
Position 1424: 0.0005311110517167153
Position 5680: 0.0005195739619909175
Position 1308: 0.0004971753266000596
Position 7643: 0.0004844128093115319
Position 903: 0.0004816376088855571
Position 1614: 0.00043495181583605436
Position 5638: 0.00042111775020433316
Position 2007: 0.0004133424547148359
Position 2945: 0.0003580233948651544
Position 2994: 0.0003542421451173578
Position 770: 0.0003208661769536901
Position 3203: 0.00030213191097790544
Position 5788: 0.00029837433230421796
Position 3820: 0.0002913697350450377
Position 3239: 0.00026617363207430303
Position 2538: 0.00026615912583761173
Position 5461: 0.0002488391552602451
Position 320: 0.0002317504136689105
Position 6840: 0.00022732827458427643
Position 4006: 0.00022517680697791806
Position 4552: 0.00022245576874714186
Position 1253: 0.00020227953839216205
Position 3632: 0.00018752844714709738
Position 4731: 0.0001840505639021029
Position 5812: 0.00017835308155181323
Position 915: 0.00017364411993302345
Position 4595: 0.0001704506473515804
Position 1189: 0.00015473390400219265
Position 490: 0.00015468143492460788
Position 2907: 0.00014978388476362533
Position 653: 0.0001233788479025224
Position 5517: 0.00011863459226783553
Position 4643: 0.00011034102071444545
Position 1861: 0.00010410114635091058
Position 879: 0.00010401020362508527
Position 1000: 0.00010013148582224023
Position 3520: 8.91595676786405e-05
Position 1305: 8.257497759086569e-05
Position 676: 7.664470324947571e-05
Position 1871: 7.625774850537862e-05
Position 1115: 7.36819129039135e-05
Position 3476: 7.353730776117138e-05
Position 1820: 6.417133060711152e-05
Position 848: 6.220040799825414e-05
Position 976: 6.042228633250531e-05
Position 3629: 5.379412548255153e-05
Position 2270: 5.245149798165302e-05
Position 740: 4.951903116234189e-05
Position 2038: 4.345937823399529e-05
Position 2076: 4.271467953353767e-05
Position 1432: 3.7014318715286755e-05
Position 1556: 3.578391124005065e-05
Position 1347: 3.4862470317996794e-05
Position 1245: 3.376067414756492e-05
Position 2223: 3.263595459160003e-05
Position 410: 2.7973329959948844e-05
Position 343: 2.4718472311449696e-05
Position 443: 2.1675971703126577e-05
Position 1456: 1.6917537625313803e-05
Position 1013: 1.151516933417026e-05
Position 696: 1.1230960874117438e-05
Position 562: 1.0444006818337224e-05
Position 1633: 5.51317537106189e-06
Position 1760: 2.7974720674328676e-06
Position 1196: 2.791884257608252e-06
Position 1191: 1.3461135848449629e-06
Position 957: 9.661319404754332e-07
Position 1136: 8.838770587527489e-07
Position 943: 7.984853769603966e-07
Position 301: 7.960390729257959e-07
Position 688: 7.540147955447187e-07
Position 1073: 2.996438425001131e-07
Position 811: 2.6943791688674833e-07
Position 373: 2.48967153830453e-07
Position 1352: 2.6474158842643457e-08
Position 383: 1.0538850568031939e-08
Position 806: 3.4061187224155646e-09
Position 426: 1.5097539961795182e-09
Position 249: 1.0662016439079227e-09
Position 357: 9.929211325479593e-10
Position 412: 2.3033607446637262e-10
Position 460: 1.1000804623873456e-10
Position 206: 1.0886370062621811e-10
Position 454: 8.724490811218909e-11
Position 328: 5.996037026204907e-11
Position 456: 3.6942651525301955e-11
Position 183: 1.1364464874977314e-11
Position 187: 3.6090775073178e-12
Position 165: 3.605227140136633e-12
Position 115: 2.062996553235765e-12
Position 420: 1.9116690825555056e-12
Position 120: 1.6396594556886814e-12
Position 133: 1.2114799730301352e-12
Position 168: 1.552011101306171e-13
Position 190: 3.7525795407739645e-14
Position 226: 2.6496447187537307e-14
Position 105: 2.6075764332521097e-14
