Gene = Shfl
index = 975
Annotated 5SS: [ 295  812 1012 2594 2884 4330 4623]
Annotated 3SS: [ 687  961 2554 2733 4225 4467 4899]
SMsplice 5SS: [ 295  812 1012 2594 2884 4330 4623]
SMsplice 3SS: [ 687  961 2554 2733 4225 4467 4899]
top_k =  500
Partition function (log Z): 3.263396056303261

Sorted 5' Splice Sites (High to Low Probability):
Position 4330: 0.9437833451880135
Position 812: 0.8885790693664525
Position 4623: 0.8689886553740002
Position 1012: 0.8011750990058121
Position 2594: 0.5923219498350674
Position 2884: 0.5519158140872724
Position 295: 0.4012669225389948
Position 109: 0.27018451228800844
Position 2621: 0.261436853309387
Position 2851: 0.21434007434506974
Position 57: 0.20171583615543442
Position 1074: 0.15832691602573673
Position 2636: 0.11356657485164838
Position 258: 0.06331365530969943
Position 4748: 0.03836930576164678
Position 5113: 0.02382221080926197
Position 2856: 0.01824123726125738
Position 2866: 0.014077633070374624
Position 2947: 0.0075854034240381615
Position 2982: 0.0071758034998814745
Position 2700: 0.00692626980445287
Position 3041: 0.006868066154645207
Position 1719: 0.00675563931950254
Position 1130: 0.0066432845435679495
Position 2843: 0.004325700247439734
Position 2228: 0.004189879076148513
Position 4634: 0.004188408313906587
Position 405: 0.002999577186089643
Position 3948: 0.002947634210119957
Position 2969: 0.0026212186609678397
Position 1310: 0.002602816779201501
Position 807: 0.002501459423467586
Position 421: 0.0016037638177185981
Position 1368: 0.0013762283122444238
Position 1614: 0.0013584357052528464
Position 4942: 0.001155994572551532
Position 1178: 0.0011276404597536554
Position 826: 0.0009971170666417417
Position 121: 0.0009229056561989095
Position 398: 0.0008999444349704608
Position 143: 0.0006881382605477685
Position 5339: 0.0006640037143809158
Position 2984: 0.0005929299967517286
Position 2038: 0.000576301689019315
Position 3045: 0.0005729065053063339
Position 359: 0.0005650492516974636
Position 630: 0.0005354822234089393
Position 2826: 0.000525821094201281
Position 2652: 0.0004985573178554241
Position 4507: 0.0003582152250905343
Position 2598: 0.0003130264635375151
Position 154: 0.00029447044102273246
Position 2602: 0.0002746939672521586
Position 2393: 0.00025227940684761175
Position 1134: 0.00025227410099637194
Position 1198: 0.00024052038350862545
Position 1241: 0.0002263914067308331
Position 842: 0.00015903039970904324
Position 5140: 0.00015228802813009972
Position 614: 0.00011915946617606008
Position 1661: 0.00010914910815889403
Position 393: 9.541191669121663e-05
Position 1549: 8.101362978496985e-05
Position 846: 7.897896541256151e-05
Position 1799: 7.83506307148953e-05
Position 385: 6.787300130976566e-05
Position 1643: 6.042946750759955e-05
Position 816: 5.7312342503608126e-05
Position 513: 5.232304013478571e-05
Position 1637: 4.9473871066546616e-05
Position 1078: 4.668010513063399e-05
Position 1025: 4.1659750295732474e-05
Position 768: 3.5539005120774416e-05
Position 733: 3.0885758509286034e-05
Position 720: 2.5872083585037253e-05
Position 4557: 1.7535297778099813e-05
Position 168: 1.7432818971255397e-05
Position 4842: 1.4099656684569624e-05
Position 18: 1.3539214946208798e-05
Position 260: 1.2778329023494572e-05
Position 609: 1.1192662036718258e-05
Position 289: 9.699991631515359e-06
Position 790: 5.170915321804998e-06
Position 865: 3.97950233952499e-06
Position 805: 2.5868284296435765e-06
Position 735: 1.956694794361809e-06
Position 700: 1.7632333649410704e-06
Position 4789: 1.526813273219004e-06
Position 851: 1.0378478521557748e-06
Position 8: 3.3507013654793313e-07
Position 1057: 7.117660739910406e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2554: 0.9593379607723326
Position 4225: 0.9351177962015862
Position 961: 0.9153025593320755
Position 4467: 0.7939972312065333
Position 2733: 0.7832248335069747
Position 687: 0.7390118606864272
Position 4899: 0.3678275279286903
Position 4842: 0.3366448837898739
Position 4881: 0.06175909249747315
Position 152: 0.04532280950539863
Position 4937: 0.042855535044000005
Position 4441: 0.04093269799358622
Position 901: 0.03328070506737373
Position 4702: 0.03181224681206753
Position 4728: 0.030314871526331246
Position 664: 0.02910842692147366
Position 2767: 0.026623199682282595
Position 4480: 0.026531853951850565
Position 4857: 0.02569022589688041
Position 4996: 0.02408311015049498
Position 4993: 0.02335143307155697
Position 4451: 0.0214091107770716
Position 5604: 0.017827421528123114
Position 4575: 0.013490617184066403
Position 4664: 0.012882661732463158
Position 4965: 0.009677759001323824
Position 4705: 0.008716756190755869
Position 2444: 0.008709197650645692
Position 5190: 0.008304789455125972
Position 4248: 0.008074295854047241
Position 2789: 0.006438269091847458
Position 226: 0.00635412726201302
Position 1097: 0.006104294651552873
Position 2381: 0.006068892442586177
Position 1548: 0.004897869375642887
Position 4598: 0.004832807941665607
Position 936: 0.0047321063404098624
Position 857: 0.0044531038628186905
Position 5271: 0.0036933077927008106
Position 4901: 0.0036150393220822094
Position 4939: 0.003481954307088415
Position 1659: 0.0033273938999315825
Position 247: 0.0031979507195412263
Position 2088: 0.0031313841275908373
Position 2691: 0.0031109829075361846
Position 207: 0.002950869775716171
Position 3742: 0.0026590529333635512
Position 4604: 0.0025842397013100017
Position 2280: 0.00248607089164249
Position 2503: 0.002434618052006393
Position 5281: 0.0022924998435282554
Position 2737: 0.002147521905599121
Position 5087: 0.0020213281414755255
