Gene = Cyp20a1
index = 311
Annotated 5SS: [  135  8848  9753 11334 20035 23405 28014 29322 32865 36163 39146 43672]
Annotated 3SS: [ 8797  9585 11190 19866 23325 27897 29266 32743 36050 39080 43581 43815]
SMsplice 5SS: [  135 11334 13853 14117 19379 20035 23405 28014 32865 36163 39146 43672]
SMsplice 3SS: [11190 13703 14042 19151 19866 23325 27897 32743 36050 39080 43581 43815]
top_k =  500
Partition function (log Z): -2.77546297750295

Sorted 5' Splice Sites (High to Low Probability):
Position 36163: 0.9995399695952633
Position 28014: 0.9913050232667417
Position 11334: 0.9802364919823889
Position 23405: 0.9568956881024825
Position 43672: 0.941944183393233
Position 14117: 0.9180845790298594
Position 20035: 0.8787430270953445
Position 135: 0.8690626881426581
Position 39146: 0.6655542635675267
Position 19379: 0.6167527077077424
Position 13853: 0.5950442411550676
Position 19817: 0.37433520175863233
Position 43993: 0.363397818762848
Position 3002: 0.26872562110922693
Position 29407: 0.2526986741096386
Position 23829: 0.2438562864056439
Position 22473: 0.17895972730265927
Position 23801: 0.14272289100125699
Position 5116: 0.12828777557438267
Position 9753: 0.1275340870362372
Position 731: 0.1077009436229975
Position 7435: 0.08169219488287058
Position 238: 0.06838538151059471
Position 18706: 0.06824480119843264
Position 7025: 0.060037560891440855
Position 43906: 0.05513701312057193
Position 6502: 0.05306090286559842
Position 9014: 0.05257180948015333
Position 39828: 0.04364010702904037
Position 23915: 0.03843621061067533
Position 39809: 0.03390989736294522
Position 108: 0.03319441092526776
Position 19561: 0.030410376272749822
Position 26204: 0.029155276519193776
Position 14137: 0.025539990841169213
Position 8848: 0.021433376709819495
Position 11339: 0.019763508017610364
Position 44020: 0.01902964297680358
Position 12790: 0.01788536301883334
Position 18806: 0.017148721605130122
Position 622: 0.015591189338058259
Position 17291: 0.01520218452004037
Position 18527: 0.01493940247627658
Position 15595: 0.01457101243255049
Position 14660: 0.01404004709836574
Position 43949: 0.013418873955711844
Position 16451: 0.01333503147174956
Position 22426: 0.008873301345976317
Position 160: 0.00604960410863047
Position 26156: 0.00584628105725198
Position 249: 0.004785473295182525
Position 2446: 0.004648225552189282
Position 3036: 0.0044436271380790485
Position 117: 0.003263983337486844
Position 21410: 0.0032331780654621433
Position 2205: 0.0032237373655657283
Position 21930: 0.0031093582164021805
Position 19972: 0.0029015978099940732
Position 16262: 0.0028525268780969556
Position 28413: 0.0027868217945148663
Position 43844: 0.0026491029719104557
Position 329: 0.00223642826616695
Position 292: 0.001643814167711155
Position 748: 0.0015619082972623672
Position 43984: 0.0014374862186096688
Position 3040: 0.0014290149035642952
Position 1359: 0.00140947914121629
Position 4783: 0.0012521022629484791
Position 691: 0.0011109478153445871
Position 2979: 0.001022631186372227
Position 15651: 0.000751730669935951
Position 553: 0.0007351231269868961
Position 2816: 0.0006298998764786494
Position 2234: 0.0005326757417730884
Position 3165: 0.0004848796828148556
Position 192: 0.00044715855335538063
Position 2983: 0.00043627036989507203
Position 4794: 0.0004272714080105473
Position 267: 0.0003939187297880871
Position 122: 0.0003787163426492534
Position 4006: 0.0003424486469216999
Position 2995: 0.00033383114380602415
Position 2963: 0.00026787986899334777
Position 759: 0.0002610241668410704
Position 4400: 0.00024204661749410754
Position 3064: 0.0002120761604390919
Position 1585: 0.0001880019747782925
Position 606: 0.00018673954814442913
Position 353: 0.00016977861151902963
Position 2604: 0.00016967067952737552
Position 1542: 0.00016135827163522683
Position 574: 0.00015705527403199162
Position 2035: 0.00014428116650629682
Position 222: 0.0001261131486685261
Position 547: 0.00010933752835420925
Position 151: 9.216597993688963e-05
Position 281: 9.143380244240329e-05
Position 87: 6.591074442867197e-05
Position 259: 6.500278698957253e-05
Position 15634: 6.262314480951994e-05
Position 319: 2.8882031358566e-05
Position 242: 2.654641935961153e-05
Position 92: 1.7851740538817024e-05
Position 278: 1.1258889795247635e-05
Position 308: 6.785395709708822e-06
Position 264: 5.950695829162096e-06
Position 30542: 2.2700573307250645e-06
Position 29322: 2.161622608461435e-06
Position 572: 4.126572879856754e-07
Position 579: 3.330016567498858e-07
Position 504: 1.6730465175633325e-07
Position 463: 1.1083496056813409e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 11190: 0.9999999999999991
Position 36050: 0.9996015320519314
Position 27897: 0.9913085282482316
Position 23325: 0.953797642883124
Position 43581: 0.9241541516787266
Position 43815: 0.8626040664561989
