Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  500
Partition function (log Z): 14.024770263521363

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.995533202814519
Position 7338: 0.9886150308995
Position 7979: 0.9571181274072821
Position 6459: 0.8967577133675348
Position 6109: 0.8356755796971661
Position 3084: 0.769266375935365
Position 7773: 0.7267078268859741
Position 9491: 0.6356716235155515
Position 9136: 0.5561465214864028
Position 537: 0.5455316793697955
Position 9288: 0.33696027609023527
Position 6799: 0.3125327860283177
Position 3262: 0.30284145735167284
Position 7777: 0.24701019428810972
Position 56: 0.20802828052744196
Position 4324: 0.20711618906379736
Position 400: 0.17459844834273236
Position 890: 0.15284646465628296
Position 7100: 0.1366331827132224
Position 6218: 0.06474297766638701
Position 145: 0.05234277961854377
Position 10218: 0.0428300905781703
Position 6850: 0.041462185211251064
Position 6714: 0.03694956677036514
Position 1410: 0.03266087853055213
Position 9751: 0.031852150362631206
Position 7130: 0.024805088222591476
Position 2669: 0.022594740467132488
Position 5077: 0.022022823275911305
Position 9872: 0.021081278428142784
Position 3338: 0.020129945363245704
Position 152: 0.019765810404566292
Position 3142: 0.01914258812405233
Position 10320: 0.016832265000125562
Position 19: 0.016760376116928103
Position 6862: 0.015147547545208171
Position 2102: 0.014028733921405865
Position 10279: 0.013727431940937646
Position 7018: 0.013718320232390625
Position 7697: 0.008692145303342402
Position 10830: 0.008573429269596993
Position 2739: 0.007918718037412162
Position 880: 0.007834995747719205
Position 7730: 0.0069964775418464445
Position 396: 0.006976183349899516
Position 8697: 0.005646230578820272
Position 8714: 0.005142836202400721
Position 9091: 0.005068755068707016
Position 1437: 0.004354326595834725
Position 2732: 0.004111189382289357
Position 1374: 0.0032859819727659506
Position 10554: 0.002919697412337148
Position 4626: 0.0027635504282814702
Position 3004: 0.0025288676845140754
Position 878: 0.0025048159095401898
Position 5668: 0.0019614006615483784
Position 1402: 0.001889710168164071
Position 7818: 0.0018832541297303918
Position 7871: 0.0018236601998317778
Position 4339: 0.0015073202157746325
Position 6673: 0.001464509945371815
Position 7952: 0.0011853315192519045
Position 7381: 0.0010835556513517125
Position 3290: 0.0010681862778222327
Position 7764: 0.0010153222969851317
Position 7508: 0.000985754484467307
