Gene = Zpr1
index = 1206
Annotated 5SS: [ 304  576 1083 1664 2387 2790 3184 3415 3799 4672 5351 6692 6918]
Annotated 3SS: [ 413  991 1592 2299 2666 3135 3347 3727 4581 5239 6604 6851 7973]
SMsplice 5SS: [ 304  576 1083 2387 2790 3184 3799 4672 5351 6692 6918]
SMsplice 3SS: [ 413  991 2299 2666 3135 3727 4581 5239 6604 6807 7973]
top_k =  500
Partition function (log Z): 23.241123119804893

Sorted 5' Splice Sites (High to Low Probability):
Position 304: 0.99800294104492
Position 2790: 0.9840414321112423
Position 6692: 0.9685737327208755
Position 6918: 0.9581707141629586
Position 1083: 0.9283488155220134
Position 5351: 0.9154188183566941
Position 576: 0.8477938389820675
Position 3799: 0.7283746489458416
Position 3184: 0.666856781055813
Position 2387: 0.6606608601952686
Position 1664: 0.651627580249424
Position 4672: 0.6334786364698745
Position 3523: 0.47571223440530563
Position 4532: 0.3032209897616799
Position 2489: 0.2798054766078674
Position 596: 0.1201950925349068
Position 3228: 0.10204606052521288
Position 4490: 0.09827029241579333
Position 3594: 0.05197980233296357
Position 4913: 0.04969699473183258
Position 1100: 0.04147004253333082
Position 8018: 0.03142987792130892
Position 3582: 0.028500056771407767
Position 4031: 0.02700808348139719
Position 8236: 0.026790691058373946
Position 2182: 0.02554128436051759
Position 7045: 0.021415457436418463
Position 3415: 0.021012453130022295
Position 1464: 0.019612567235859576
Position 2534: 0.019198368141018256
Position 1109: 0.018960669761845808
Position 561: 0.018954375647514246
Position 1991: 0.018720740895302183
Position 3249: 0.015527963390807566
Position 7395: 0.015480469722147115
Position 5405: 0.01440485216302642
Position 3275: 0.013461939252892107
Position 4105: 0.013030569042629293
Position 4828: 0.012327544685680954
Position 8105: 0.011507991475483061
Position 3224: 0.01070200482455894
Position 1225: 0.010601365230343418
Position 3309: 0.009743793191592503
Position 8010: 0.009571782113506342
Position 1860: 0.008072625606188686
Position 2419: 0.007777372221856063
Position 8502: 0.007763204818238648
Position 5006: 0.006284873162128174
Position 7367: 0.006262489888612584
Position 2460: 0.005857503370708137
Position 4582: 0.00476751512616531
Position 7417: 0.004687741476693651
Position 5934: 0.004509660669374531
Position 7258: 0.004252229170502733
Position 3803: 0.0041129986705373735
Position 3770: 0.003460324563289222
Position 4102: 0.0033854269823790444
Position 3819: 0.0028762171743656455
Position 1773: 0.0025495634190456783
Position 3221: 0.0019823918225318647
Position 3437: 0.001724593962862489
Position 543: 0.0014445411444999796
Position 801: 0.0013697108683565537
Position 3411: 0.0012464383531200225
Position 3348: 0.0011930745527430325
Position 76: 0.0011702778161299802
Position 3191: 0.0011559430923604923
Position 1883: 0.0010980117545142185
Position 628: 0.0010720093681592187
Position 3466: 0.0010699537397077029
Position 1449: 0.0010368232149428978
Position 2022: 0.0010118350826644061
Position 6605: 0.0010108841840413515
Position 3244: 0.00099515548422916
Position 3590: 0.000978569882779259
