Gene = Palb2
index = 791
Annotated 5SS: [  227  3273  4024  5898  8690  9310 11893 15677 18638 19697 21002 22265]
Annotated 3SS: [ 3212  3929  4502  8018  9237 11730 15590 18475 19579 20913 22115 25217]
SMsplice 5SS: [  227  3273  7648  7868  8553  9310 11893 19697 21002 22265]
SMsplice 3SS: [ 3212  7584  7738  8372  9237 11730 19579 20913 22115 25217]
top_k =  500
Partition function (log Z): -0.47052179509529535

Sorted 5' Splice Sites (High to Low Probability):
Position 11893: 0.9994023353448418
Position 19697: 0.9940152102693859
Position 227: 0.9827386858576885
Position 3273: 0.9466386927169345
Position 21002: 0.9177425893445161
Position 8553: 0.8748595389608428
Position 9310: 0.8455800093646857
Position 22265: 0.7829115105092374
Position 7868: 0.5901754077831918
Position 7648: 0.5851657259616905
Position 4809: 0.47005752546125606
Position 3442: 0.3717293345201939
Position 7987: 0.34212133652942966
Position 10627: 0.30489841604609325
Position 8118: 0.27752847620100424
Position 7681: 0.2753467584601663
Position 437: 0.1923468689103955
Position 4240: 0.18924909156809305
Position 4024: 0.16388649221655893
Position 23562: 0.1538639205607869
Position 11272: 0.11816360727581028
Position 23478: 0.10041694352688409
Position 4862: 0.08926267198457102
Position 23664: 0.06221062228752578
Position 10139: 0.038266632898539966
Position 10104: 0.0351893051856624
Position 8406: 0.033240089774894455
Position 24520: 0.031194180266875614
Position 7893: 0.030629851412244724
Position 22705: 0.030609682589732273
Position 8690: 0.024890302126975787
Position 7825: 0.022377127912738472
Position 3425: 0.0179177173008634
Position 4416: 0.017370086319600728
Position 10202: 0.01680140004488746
Position 3063: 0.014173193505069188
Position 21284: 0.014082113001753646
Position 945: 0.013972833967597681
Position 23550: 0.011306850062372635
Position 25364: 0.010831503050241439
Position 2599: 0.009715504679319767
Position 2798: 0.009661892134780126
Position 25100: 0.007876854385029037
Position 4653: 0.007856678327764344
Position 3542: 0.007766066329278114
Position 247: 0.006875084690880396
Position 9161: 0.006164697131827822
Position 8224: 0.006137422701127321
Position 1362: 0.005735008150710647
Position 22293: 0.005438029145815833
Position 22221: 0.005124550757366435
Position 22194: 0.005006801921694502
Position 605: 0.004984701457397118
Position 699: 0.0047373972818067645
Position 419: 0.004619435257627471
Position 58: 0.004513302432838087
Position 24073: 0.004366105413063443
Position 2056: 0.003841856704834831
Position 878: 0.003659381217597544
Position 8095: 0.0030735995487765847
Position 6483: 0.00258533978740687
Position 1190: 0.0021693141136716813
Position 235: 0.0021314819324495366
Position 7908: 0.002103075758636886
Position 9889: 0.002076425317130606
Position 22298: 0.0016284741384878215
Position 23890: 0.0015795508611947686
Position 3632: 0.0013825598107503145
Position 8229: 0.0013666771401766985
Position 9585: 0.0012226370731696094
Position 3862: 0.001218290330785227
Position 3739: 0.001168295364187048
Position 3302: 0.001166372033167675
Position 3469: 0.0011073700953200334
Position 3025: 0.0010591491596459856
Position 6076: 0.0010578114449047412
Position 3516: 0.0009939812790039076
Position 3877: 0.000929128661440497
Position 421: 0.0008969432898936307
Position 19716: 0.0008665805206421535
Position 4428: 0.0008595884124433796
Position 356: 0.000837392636949708
Position 1613: 0.0006882196852490097
Position 4389: 0.0006837991221137999
Position 9717: 0.0006664792192237725
Position 8493: 0.0006343098553220144
Position 3689: 0.0006071330414076416
Position 533: 0.0005705925288312246
Position 288: 0.0005387010606940159
Position 2140: 0.0004431382875762792
Position 3982: 0.000384587513715659
Position 3325: 0.00037946045633970466
Position 2515: 0.0003547865782389661
Position 5696: 0.0003209134517156944
Position 3152: 0.0002719837127455176
Position 67: 0.0002672656860567902
Position 9291: 0.00022992902909273807
Position 3620: 0.00022494272125155382
Position 2418: 0.00022464248190701835
Position 1932: 0.00022085958312502402
Position 3287: 0.00019226975463358952
Position 52: 0.00018136431749459062
Position 4432: 0.00017859011500243564
Position 3565: 0.00016252892806663166
Position 3836: 0.0001327309312920186
Position 3277: 0.00011317908984275008
Position 31: 0.00010487717006435579
Position 33: 7.167055638644757e-05
Position 9849: 2.4752393428913955e-05
Position 15677: 1.0572111667868608e-05
Position 162: 6.097833321363053e-06
Position 86: 2.518375759082508e-06
Position 73: 1.2723117777947273e-06
Position 541: 1.1791586132424443e-06
Position 565: 1.0041615493828276e-06
Position 123: 6.30476685398503e-07
Position 398: 4.457394711417481e-07
Position 503: 3.5214675253755115e-07
Position 993: 2.256440740399389e-07
Position 117: 2.1447009232867383e-07
Position 706: 1.5321310864499143e-07
Position 537: 1.0135535162654401e-07
Position 269: 9.976660780785278e-08
Position 645: 9.496580007406171e-08
Position 704: 8.471486158620454e-08
Position 632: 5.975705108515907e-08
Position 587: 4.530887420493903e-08
Position 708: 3.902359309157809e-08
Position 597: 3.647307491576643e-08
Position 531: 2.272066931177638e-08
Position 498: 1.6450831570109708e-08
Position 300: 1.2727111525214685e-08
Position 609: 5.084014817423102e-09
Position 621: 5.03325340684791e-09
Position 480: 2.3888470316864015e-09
Position 330: 1.6080605827071457e-09
Position 302: 7.823822632305041e-10
Position 282: 5.155028783299394e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 19579: 0.9949227436433101
Position 20913: 0.9177425893445161
Position 11730: 0.916411629408074
Position 8372: 0.8842242861544896
Position 25217: 0.8452821846751447
