Gene = Rpsa
index = 935
Annotated 5SS: [ 142  934 1588 2675 3208 3477]
Annotated 3SS: [ 767 1468 2428 3078 3310 3710]
SMsplice 5SS: [ 142  934 1588 3208 3477]
SMsplice 3SS: [ 767 1468 3078 3310 3710]
top_k =  500
Partition function (log Z): 0.517417503860524

Sorted 5' Splice Sites (High to Low Probability):
Position 3208: 0.9755446082924003
Position 1588: 0.9652184042176472
Position 142: 0.8527326398123657
Position 934: 0.8332180895197538
Position 3477: 0.4671252885588654
Position 2675: 0.39691200208165534
Position 3818: 0.21292859918598026
Position 3416: 0.1269693955800391
Position 2840: 0.08880419656509042
Position 3435: 0.06839001476920353
Position 4256: 0.053754460223209996
Position 719: 0.03811513860620346
Position 297: 0.032005883150912996
Position 475: 0.0283090593558417
Position 995: 0.02585272174584533
Position 4223: 0.023977642082872314
Position 2546: 0.02302701197258083
Position 3645: 0.022602351696641272
Position 3443: 0.02138095765848504
Position 2268: 0.016758271739587053
Position 2784: 0.016181212706063694
Position 2788: 0.013015061219757337
Position 3427: 0.011187343376770824
Position 983: 0.010187812255405819
Position 1619: 0.009755649760613126
Position 499: 0.009565286571345415
Position 1006: 0.009476146167065805
Position 3369: 0.006952741806761572
Position 2250: 0.005957889310355247
Position 513: 0.005925243709194153
Position 2205: 0.005195293244075964
Position 381: 0.005000568415295041
Position 2022: 0.004754761030875355
Position 1555: 0.004423720253412613
Position 330: 0.004335643785855874
Position 954: 0.004318281270317013
Position 215: 0.004085375020397021
Position 3481: 0.0034144662957126385
Position 3574: 0.003386630902949695
Position 167: 0.0031148292082128705
Position 3140: 0.003018723914074901
Position 3612: 0.0029418398742476967
Position 1226: 0.002716676098035083
Position 3775: 0.0026978319615406786
Position 1247: 0.002697546701221397
Position 877: 0.0025884436483974665
Position 1954: 0.002342082381261631
Position 3152: 0.001834464292414193
Position 928: 0.0017981616188467702
Position 971: 0.0017464378497588518
Position 1831: 0.0017376152519555886
Position 62: 0.0016850836051153647
Position 2356: 0.0016480713645759654
Position 1401: 0.001630078643524201
Position 292: 0.0011934268280334997
Position 4304: 0.0008587894137726869
Position 3394: 0.0008562383220312498
Position 2366: 0.0008488291069389832
Position 121: 0.0006921196655805736
Position 3532: 0.0006766142352774536
Position 2812: 0.0006741929350907608
Position 3169: 0.0006098371833795741
Position 517: 0.0005935704060405547
Position 2543: 0.0004783448485305838
Position 600: 0.0003682451339992379
Position 4197: 0.0003505944020602057
Position 146: 0.0003372770074753163
Position 908: 0.0003298418009784406
Position 375: 0.00032573139145632504
