Gene = Cdcp1
index = 240
Annotated 5SS: [  211 26118 30986 32582 33874 36054 38351 40304]
Annotated 3SS: [25907 30622 32212 33651 35672 37984 40218 42111]
SMsplice 5SS: [  211 12553 23817 26118 33734 36054 40304]
SMsplice 3SS: [12432 23656 25907 33651 35927 40218 44122]
top_k =  500
Partition function (log Z): -24.122972368961037

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9646010950645125
Position 6490: 0.3347784906496824
Position 2868: 0.05215703059008187
Position 12569: 0.05048146618832747
Position 2498: 0.048808844576509726
Position 5312: 0.03954525986623781
Position 12577: 0.03822081927576454
Position 13: 0.035837007795455504
Position 12710: 0.030830559268670697
Position 1488: 0.02697106433703807
Position 2780: 0.024409953240059845
Position 10163: 0.02382953469946825
Position 4225: 0.022538312842491536
Position 688: 0.01903203072084894
Position 862: 0.017790909956942935
Position 5668: 0.014347573059112629
Position 5361: 0.01342773359006559
Position 9428: 0.010715573725994677
Position 1316: 0.01009938030425291
Position 6337: 0.008585570513657527
Position 538: 0.007501761903582755
Position 8914: 0.006436268749818505
Position 1506: 0.006321466279769562
Position 6094: 0.005617467494290361
Position 4002: 0.003837054678578365
Position 3246: 0.0037059269874155404
Position 714: 0.002840221904063436
Position 369: 0.0026219230767825412
Position 5593: 0.0023014193114845234
Position 2539: 0.001972928334416675
Position 1345: 0.0012318781443386956
Position 576: 0.0012262919665436407
Position 1093: 0.0008617362205625854
Position 240: 0.00046320846153814104
Position 250: 6.337488670333795e-05
Position 1635: 5.0839225915222875e-05
Position 304: 3.2054314821777075e-05
Position 2243: 2.0744578942714078e-05
Position 286: 1.3090064186378269e-05
Position 594: 7.067640738659705e-06
Position 452: 4.352180316077281e-06
Position 348: 2.970526612580446e-06
Position 314: 2.1411106099885615e-06
Position 1050: 1.7967544640943183e-06
Position 149: 1.7144342399435206e-06
Position 1165: 1.4731560545219876e-06
Position 51: 1.1821002790533994e-06
Position 902: 7.295840264685147e-07
Position 875: 3.369295867720456e-07
Position 93: 1.825933240140463e-07
Position 267: 1.3268239477952595e-07
Position 259: 1.264933112611552e-07
Position 45: 1.1447928484775019e-07
Position 126: 7.00709810775996e-08
Position 356: 6.299910329863021e-08
Position 156: 1.1239559041449493e-08
Position 294: 1.0789295352096955e-08
Position 224: 1.037134086992531e-08
Position 257: 7.578247281775033e-09
Position 96: 1.5357629423019875e-09
Position 992: 1.247651388350791e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 12432: 0.5740111163445567
Position 6336: 0.3740903581249632
Position 15227: 0.22541842466849074
Position 6970: 0.06633365458602046
Position 5227: 0.058831047916543595
Position 2758: 0.04643166157072176
Position 2419: 0.026764104250823338
Position 6928: 0.025616612652221274
Position 9936: 0.022786241048538547
Position 2347: 0.02243612694797888
Position 4156: 0.021940303593326955
Position 11324: 0.019548183264844258
Position 2709: 0.01855146451085245
Position 6252: 0.01822829810797288
Position 587: 0.013914957210169648
Position 9912: 0.013561548724513922
Position 5507: 0.012054753741053633
Position 1232: 0.011897783561895203
Position 7345: 0.011258618636076304
Position 9315: 0.010715573725994677
Position 713: 0.01039588682209113
Position 7624: 0.009794558163864053
Position 8815: 0.00978928119844362
Position 8518: 0.00867315177309314
Position 1407: 0.008172890384876284
Position 9765: 0.0068340999556481055
Position 1092: 0.006672291855209828
Position 2640: 0.006449253510587253
Position 3892: 0.006390280630973833
Position 1450: 0.006355694559101526
Position 1291: 0.00605809705517357
Position 472: 0.005995673458807548
Position 7897: 0.005889117052758722
Position 991: 0.005391806563245128
Position 3021: 0.005286430037636363
Position 575: 0.005107333412085497
Position 6356: 0.0049812320754393
Position 5400: 0.004962773792543372
Position 104: 0.004836749464007405
Position 6871: 0.00480639882942787
Position 7008: 0.004695881644004174
Position 7550: 0.004045188296085945
Position 7046: 0.003973600456734015
Position 2582: 0.003882090114053077
Position 12439: 0.003557919598023147
Position 5482: 0.003530128569446369
Position 5978: 0.0034813354813349132
Position 4545: 0.0034322589869590805
Position 5424: 0.0031151559080206614
Position 1186: 0.0029528957477518206
Position 80: 0.0028838257436260375
Position 6015: 0.002767566550422267
Position 1337: 0.0025265015813136105
Position 6373: 0.002463756950283382
Position 8938: 0.002313289068452375
Position 2293: 0.0021831323265337588
Position 753: 0.002143642553138203
Position 5542: 0.0020963681328748434
Position 10567: 0.0020810908975760966
Position 6228: 0.0020304603619943897
Position 2197: 0.0018958341561765644
Position 5974: 0.0018347893202380547
Position 10499: 0.001793221880929434
Position 3105: 0.0017822083152524268
Position 2654: 0.001753969294044081
Position 4836: 0.0017479523507831483
Position 5262: 0.0016438847958636107
Position 2448: 0.0015675914267325216
Position 2425: 0.0015201885552974458
Position 1364: 0.0014961105786092327
Position 9886: 0.0014316339294714083
Position 7740: 0.0012921207966403517
Position 4342: 0.001070237734077985
Position 1685: 0.0010167390804491194
Position 3232: 0.0009938825023970217
Position 156: 0.0009749769848829016
Position 4614: 0.0008954760269859372
Position 9494: 0.0008939038257281609
Position 5028: 0.000886100839340317
Position 86: 0.000850034615212989
Position 3679: 0.0008284705343246132
Position 825: 0.0007755643558003753
Position 8741: 0.0007650863200019573
Position 432: 0.0007122675828635695
Position 533: 0.000695204355051156
Position 6273: 0.0006942626636516633
Position 7934: 0.0006916245391555658
Position 619: 0.0006794827025235271
Position 5844: 0.0006700464371931535
Position 387: 0.0006599314635839188
Position 5332: 0.0006425599338356583
Position 2856: 0.0006151768194343916
Position 4580: 0.0006131981350174047
Position 3133: 0.0005959414187104024
Position 289: 0.0005647083419705183
Position 3179: 0.0005134898517774551
Position 626: 0.0004813030880899134
Position 4282: 0.000414900475645115
Position 799: 0.0004136025746230737
Position 1313: 0.0003905505994104639
Position 7705: 0.00038512435866532913
Position 6303: 0.0003579277310885702
Position 2313: 0.0003577109079010445
Position 2908: 0.00035190903340219564
Position 114: 0.0003434762851174291
Position 1701: 0.00033811406717689207
Position 5826: 0.00033458718587428603
Position 3791: 0.00027265959705651807
Position 2985: 0.0002451762884998277
Position 4894: 0.0002444163550432313
Position 6551: 0.0002393190863888358
Position 336: 0.0002021745395862071
Position 1190: 0.00018266762896650493
Position 4416: 0.00018076703258880004
Position 2765: 0.00017521310840449596
Position 2003: 0.00016613159894571567
Position 4371: 0.00015939316182171474
Position 436: 0.0001538504775525117
Position 3654: 0.00014619175087419954
Position 3074: 0.00013924692569961642
Position 535: 0.00013208664514765915
Position 343: 0.00012836190512676497
Position 4212: 0.00012211625008730733
Position 1377: 0.00011953766409161734
Position 1634: 0.00011691499807929319
Position 2866: 0.00010040384865962338
Position 2938: 9.811051936328784e-05
Position 789: 9.538167541695258e-05
Position 3706: 9.408556806202325e-05
Position 93: 9.06687920764897e-05
Position 2088: 8.87021058301354e-05
Position 2524: 8.5426013300092e-05
Position 687: 8.423393082105343e-05
Position 411: 7.715672055344175e-05
Position 3842: 7.650434988164561e-05
