Gene = Cspg5
index = 302
Annotated 5SS: [ 1912  3608  7365 12519]
Annotated 3SS: [ 2511  7175 12361 18276]
SMsplice 5SS: [  417  7365 12519 18389]
SMsplice 3SS: [ 7175 12361 18276 18575]
top_k =  500
Partition function (log Z): -5.832264529203604

Sorted 5' Splice Sites (High to Low Probability):
Position 7365: 0.9569391126701303
Position 12519: 0.7518422790860787
Position 417: 0.5617839303010089
Position 18389: 0.4874446720691883
Position 3527: 0.39559071418297037
Position 3608: 0.38972425241498093
Position 631: 0.3621613435988452
Position 9024: 0.29615880223384333
Position 2667: 0.24847536926199235
Position 8680: 0.24403435488914368
Position 11227: 0.2382990690862332
Position 12438: 0.22287521846359468
Position 2653: 0.21592321356770994
Position 2550: 0.1964305382939004
Position 6927: 0.13391496615735562
Position 3699: 0.11931158930792073
Position 8622: 0.09636141097949558
Position 11169: 0.08724757272937987
Position 12697: 0.08189198406672897
Position 3720: 0.07970569393019204
Position 10910: 0.0771715839013879
Position 4086: 0.07117723798344294
Position 12883: 0.055114734170531914
Position 1364: 0.05475334487415468
Position 7243: 0.053891442579647654
Position 404: 0.04814041217229418
Position 8630: 0.043653859274005676
Position 11177: 0.04279855973372662
Position 6693: 0.04001564370678628
Position 15519: 0.039846449796391396
Position 999: 0.03227435708150735
Position 15507: 0.023565298927691575
Position 9843: 0.022557092602865175
Position 1229: 0.021538137982702404
Position 134: 0.02092395951301001
Position 459: 0.01991090946528783
Position 7248: 0.01946300781882276
Position 1912: 0.019372854298559616
Position 9030: 0.0191522686115488
Position 803: 0.018730008143952377
Position 4026: 0.015941934822721254
Position 6717: 0.015029321962262306
Position 8860: 0.014586550988750084
Position 130: 0.01378738989942805
Position 101: 0.013536113636291877
Position 113: 0.00969165127607673
Position 1379: 0.009473133254475411
Position 8949: 0.008669140074939232
Position 3286: 0.005925891369061652
Position 2142: 0.005798233107659025
Position 846: 0.005775888480972258
Position 2171: 0.005032689999295562
Position 18409: 0.004526735919611894
Position 10901: 0.003716792541303913
Position 341: 0.003229867886145796
Position 4884: 0.0032262994560924747
Position 3279: 0.0023893768451846153
Position 242: 0.0023569954456875808
Position 1090: 0.002147123544238392
Position 752: 0.002048222038628531
Position 2679: 0.0016454210822184432
Position 7217: 0.0016371583893916232
Position 950: 0.0016329002494334976
Position 585: 0.001441440689601003
Position 8363: 0.0009988733199727288
Position 2311: 0.0008341189295642274
Position 1233: 0.0008137691892774291
Position 276: 0.0007991891054134929
Position 2152: 0.0007718081229730439
Position 27: 0.0006925554057448362
Position 1031: 0.0006497826545332659
Position 2081: 0.0006366193013199774
Position 1036: 0.0006364373979840366
Position 1916: 0.0004946970055942707
Position 774: 0.00043986540666690426
Position 15041: 0.0003873279420001317
Position 12465: 0.0003445320328359482
Position 8675: 0.00026556646524444845
Position 6264: 0.0002645250622075237
Position 1438: 0.0002063682510672097
Position 94: 0.0001760680103979223
Position 2126: 0.00017039763431485206
Position 944: 0.00016942864763831944
Position 3740: 0.0001652708185923644
Position 222: 0.00015400181618700537
Position 4193: 8.158663479474502e-05
Position 201: 5.35439290887441e-05
Position 138: 4.182139022663883e-05
Position 57: 3.116030598142388e-05
Position 61: 1.4555214066900767e-05
Position 294: 1.0890876502319491e-05
Position 1048: 9.031531764410472e-06
Position 838: 8.964699537721236e-06
Position 262: 7.886039685485367e-06
Position 142: 5.880377682920127e-06
