Gene = Tmem183a
index = 1107
Annotated 5SS: [  218   446  1223  6420  7319  9625 11897]
Annotated 3SS: [  355  1054  6262  7137  9543 11740 13784]
SMsplice 5SS: [ 218  446 1223 6420 7319 9005 9625]
SMsplice 3SS: [  355  1054  6262  7137  8841  9543 13784]
top_k =  500
Partition function (log Z): 9.565565744949106

Sorted 5' Splice Sites (High to Low Probability):
Position 7319: 0.9963391732907925
Position 446: 0.9948085700132684
Position 218: 0.9836245538362245
Position 1223: 0.963650589338436
Position 9005: 0.8986614072414565
Position 6420: 0.850647713638896
Position 9675: 0.69735752127803
Position 11897: 0.4313396353748301
Position 13946: 0.3931075240518393
Position 7004: 0.32203015333684465
Position 9286: 0.3068852794363594
Position 14895: 0.2194102889549633
Position 14436: 0.1877101514858795
Position 4351: 0.14115952791611566
Position 12668: 0.08529960203053327
Position 13885: 0.07668882272284774
Position 5877: 0.06989792407172735
Position 8179: 0.0664341721916883
Position 5745: 0.05711937327299235
Position 6408: 0.05294518379125017
Position 8329: 0.04971089616205254
Position 13155: 0.049710266803025774
Position 12608: 0.024650467952353466
Position 9629: 0.024309060111048494
Position 6998: 0.023301885191135775
Position 13322: 0.023212700087240683
Position 13908: 0.02226328352684187
Position 4402: 0.02220999047404903
Position 11057: 0.021914334332518756
Position 8228: 0.021580696398656046
Position 7635: 0.017504267787262582
Position 12179: 0.015299910141820233
Position 6992: 0.015170240282177715
Position 6329: 0.0146903824537257
Position 6343: 0.013038953948658444
Position 3514: 0.01287340129107437
Position 7023: 0.012362158413605271
Position 39: 0.011736846734165623
Position 2867: 0.011348337555061911
Position 6590: 0.008115853706960196
Position 12430: 0.008082935141403427
Position 1118: 0.007718425343750435
Position 1430: 0.007558789087591754
Position 5788: 0.007517339501937231
Position 11840: 0.0075040702239729355
Position 1793: 0.007000550551933757
Position 3126: 0.006024994766569953
Position 4298: 0.006015114711625758
Position 4470: 0.005861916135763932
Position 8711: 0.005044407052413292
Position 10137: 0.004843906488673513
Position 2252: 0.004709470886188452
Position 2318: 0.0046684745217736865
Position 11082: 0.0037879441455050678
Position 11090: 0.0037541366469714334
Position 7815: 0.0037472766991288736
Position 2674: 0.0037070620150599248
Position 9612: 0.0036858572979858164
Position 69: 0.00362236755489344
Position 2275: 0.00264546839880782
Position 1759: 0.002529826204027192
Position 394: 0.0025138554370188943
Position 6742: 0.0021592523879133707
Position 1859: 0.0020525028977330406
Position 8415: 0.002014438705542872
Position 186: 0.0019825891074647752
Position 10346: 0.0019501549512949243
Position 11122: 0.0019451802178965473
Position 11153: 0.0016970418248596355
Position 13137: 0.001351775462283159
Position 4661: 0.0013354928153008648
Position 5607: 0.0013089882098053919
Position 456: 0.0012051164425381318
Position 5630: 0.0011798326772643041
Position 10423: 0.001172545502694339
Position 7365: 0.0011525181581153203
Position 5593: 0.0010350498923954216
Position 8939: 0.0010138336603453496
Position 6288: 0.0009001268334897168
Position 6362: 0.0008426558081698331
Position 7046: 0.0008363875802341634
Position 13851: 0.0007087919426163698
Position 1286: 0.000697433956851558
Position 399: 0.000613201530901105
Position 6411: 0.0006038042756815375
Position 5639: 0.0005713583620485909
Position 6781: 0.0005001098802935521
Position 2271: 0.0004990420565282826
Position 1445: 0.0004962710598863841
Position 1114: 0.0004865617417477704
Position 6453: 0.0004825469842193429
Position 10622: 0.00044138135049164007
Position 6695: 0.0004374757760503772
Position 11110: 0.0003982483024513693
Position 3470: 0.0003359178897760546
Position 4318: 0.0003230865480810567
Position 749: 0.0003223624042171057
Position 3575: 0.0003044546590932315
Position 3626: 0.0002707675124515957
Position 6659: 0.00024397614999764307
Position 7945: 0.00023685065615957628
Position 2118: 0.00023659755603577706
Position 3385: 0.0002246187377759092
Position 2166: 0.00022219725084214736
Position 6450: 0.00021437641422084375
Position 4166: 0.0002078102309409815
Position 1442: 0.00020655864340342938
Position 1365: 0.00020290444299436524
Position 1321: 0.00018263612390612564
Position 1486: 0.00018026491750433823
Position 63: 0.0001758252856565926
Position 593: 0.0001525619550784203
Position 1189: 0.00014738385298502572
Position 1721: 0.00014533338849762923
Position 2157: 0.00014253740402108062
Position 697: 0.0001366926897993564
Position 7973: 0.00012737185003859863
Position 8037: 0.0001262315059755618
Position 9643: 0.0001077112736555587
Position 10164: 8.618837376528708e-05
Position 1023: 5.73751398301863e-05
Position 8153: 5.349824510321581e-05
Position 907: 5.159144281782572e-05
Position 8041: 3.778366308879565e-05
Position 739: 3.594450588083856e-05
Position 10395: 3.5734115078616226e-05
Position 9854: 2.793661045114988e-05
Position 634: 2.6342664625058798e-05
Position 9631: 2.5262462134357552e-05
Position 154: 2.4435587928492002e-05
Position 611: 2.2202705352176794e-05
Position 9792: 2.2061527430211882e-05
Position 460: 1.9221048247198728e-05
Position 409: 1.424804228873243e-05
Position 853: 1.179544009752227e-05
Position 9594: 1.1569647248856552e-05
Position 391: 1.0935752633254428e-05
Position 1261: 6.648793664046897e-06
Position 421: 6.631246156905872e-06
Position 883: 6.487454458069617e-06
Position 526: 5.163770409489842e-06
Position 499: 4.182384161876705e-06
Position 1087: 3.6357580391731936e-06
Position 15: 3.4387582347539117e-06
Position 7341: 2.7222240482385253e-06
Position 7360: 2.575803471674995e-06
Position 1229: 2.333035685606959e-06
Position 847: 2.3071348065277834e-06
Position 784: 2.19826276472312e-06
Position 497: 2.1567496288235384e-06
Position 789: 2.0568152008133164e-06
Position 910: 1.805687392419324e-06
Position 502: 1.799439657106015e-06
Position 1054: 1.26859498268736e-06
Position 1311: 2.8074268984792225e-07
Position 1145: 2.026670514260281e-07
Position 1317: 1.4126424087390857e-07
Position 1258: 1.27420206052554e-07
Position 1254: 9.646664264511059e-08
Position 1273: 8.263992182866153e-08
Position 1080: 9.686027608702483e-09
