Gene = Mgmt
index = 678
Annotated 5SS: [    74  56791 191496 227015]
Annotated 3SS: [ 56653 191334 226874 233270]
SMsplice 5SS: [    74  34360  36302  37483  42540  56791  70084  73334  78815  93761
  98973 111182 116083 130043 135086 152685 154466 169528 191496 223529
 227015 233201]
SMsplice 3SS: [ 34204  36178  37095  42434  56653  69951  73197  78683  93663  98818
 111098 116004 129937 134963 152584 154324 169392 191334 223424 226874
 232992 233270]
top_k =  500
Partition function (log Z): -111.08930145000032

Sorted 5' Splice Sites (High to Low Probability):
Position 74: 0.9901988480702777
Position 8887: 0.2289506804522671
Position 6009: 0.060083533640586086
Position 7105: 0.04960394613611505
Position 10980: 0.04777932996968849
Position 6044: 0.046387332089991636
Position 316: 0.02717211071645039
Position 8800: 0.025265364557722853
Position 2783: 0.021853183821173502
Position 3355: 0.013980617508390721
Position 8897: 0.013055219251548502
Position 4832: 0.012030251945550493
Position 791: 0.008949799375685281
Position 7373: 0.004593708542486679
Position 3375: 0.004397292709619355
Position 346: 0.003607790922481729
Position 4920: 0.002327452817215481
Position 1199: 0.002278109807782438
Position 5320: 0.0018371197730472643
Position 5997: 0.0016617047484828347
Position 4916: 0.0015115614912531857
Position 4664: 0.001415833547748642
Position 638: 0.0009328142725319984
Position 898: 0.0008771478919896643
Position 2070: 0.0008704963113516059
Position 5993: 0.0007785970235136185
Position 3592: 0.0007221449133180862
Position 5717: 0.0006573053101161917
Position 1705: 0.0004354238629224404
Position 245: 0.00038728851219288935
Position 224: 0.0002860099918299203
Position 357: 0.0002759823154045526
Position 5097: 0.00021059314325229378
Position 2767: 0.00020625989517897267
Position 5614: 0.0001883364011021813
Position 3596: 0.00017978233574010674
Position 4997: 0.00017929051454226998
Position 5403: 0.00016018373098897293
Position 295: 9.564600298654191e-05
Position 652: 6.08164825893815e-05
Position 1136: 4.6822596152809105e-05
Position 657: 2.7282777886598418e-05
Position 578: 1.8146383720075705e-05
Position 887: 1.019815953298042e-05
Position 665: 2.8663450431101257e-06
Position 14: 2.345841709477251e-06
Position 78: 2.107125180162115e-06
Position 37: 1.5688284528659455e-06
Position 671: 1.2767080395059946e-06
Position 192: 9.509692288589403e-07
Position 120: 8.753674848226906e-07
Position 133: 8.276052010630013e-07
Position 91: 8.128740713707983e-07
Position 93: 7.588456333659799e-07
Position 146: 3.011045134743702e-07
Position 62: 2.420527019396689e-07
Position 257: 1.1633399224084475e-07
Position 236: 1.1510987141810445e-07
Position 55: 8.272147338153702e-08
Position 136: 7.948498925707701e-08
Position 42: 5.974406549089734e-08
Position 35: 4.824319268295205e-08
Position 149: 4.4452962364676253e-08
Position 49: 3.080774673114133e-08
Position 228: 9.8144869358054e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 10785: 0.2634738603346885
Position 11838: 0.1606789981477644
Position 5888: 0.1535682262213178
Position 8726: 0.13828524776163792
Position 8790: 0.13148831547184767
Position 6740: 0.11062216406592366
Position 10666: 0.0702213716788016
Position 175: 0.0690267139774949
Position 3286: 0.035085214820591126
Position 13939: 0.03265442306447966
Position 6777: 0.031829703244519655
Position 11141: 0.028753754215634843
Position 4497: 0.02461270041906806
Position 6908: 0.021591722100308228
Position 10332: 0.020376672569121738
Position 7987: 0.015462803743257172
Position 9839: 0.0145734158240746
Position 4660: 0.014380015658203559
Position 2648: 0.01371215043120842
Position 8662: 0.013645699779382705
Position 7009: 0.013198510752895782
Position 385: 0.011716618680898792
Position 276: 0.010978979881340419
Position 9041: 0.008838267486794196
Position 5572: 0.008788415224040384
Position 10243: 0.008739256861895634
Position 9341: 0.007707650026170999
Position 10707: 0.00755854722589781
Position 10366: 0.007414664601972268
Position 10643: 0.007282976546543718
Position 2664: 0.006631646921745441
Position 7193: 0.006573302034407177
Position 6936: 0.005697940612667856
Position 197: 0.005591612171467512
Position 12279: 0.004708375266393548
Position 4169: 0.003886984944108271
Position 790: 0.0033260100987443078
Position 2716: 0.003225436196368502
Position 1274: 0.0031659959972735185
Position 5937: 0.003078824970945333
Position 703: 0.0027135883019845644
Position 1616: 0.002701103933116086
Position 315: 0.002672300030036562
Position 2413: 0.0026383946897174148
Position 5251: 0.002454783743454572
Position 6154: 0.002283545086046069
Position 2581: 0.002148784535431996
Position 6008: 0.0020315251850954873
Position 1095: 0.002020340424170951
Position 1981: 0.001955677240673222
Position 7290: 0.0019530948406425266
Position 1367: 0.0018688494273818867
Position 8218: 0.001853226991007317
Position 8407: 0.0018385533097443393
Position 4625: 0.0017964348508092978
Position 3892: 0.0014407029109933496
Position 1222: 0.0013251084390503618
Position 4230: 0.0012892127915313536
Position 8037: 0.0012623738943249687
Position 1951: 0.001260691226600611
Position 3454: 0.001242368726033241
Position 3956: 0.0012169869885030097
Position 7472: 0.0011295737498304183
Position 9139: 0.0011063986181514321
Position 5585: 0.0010808370946809684
Position 1149: 0.0010772877291837604
Position 7574: 0.0010756235937684111
Position 5012: 0.0010641287804540396
Position 2980: 0.0009949300555637712
Position 6571: 0.0009475919964295707
Position 3495: 0.000924982712856579
Position 5755: 0.0008972237501661823
Position 6851: 0.0008811620746420246
Position 7939: 0.0008772107525521653
Position 3429: 0.0008694023419272053
Position 6659: 0.0008562520489440593
Position 4882: 0.0008252154254908645
Position 4831: 0.0007919359035148319
Position 4338: 0.0007833253244362464
Position 7596: 0.0007626941529184966
Position 6824: 0.0007588603404129425
Position 4970: 0.0006730146014438156
Position 647: 0.0006459667456384782
Position 3258: 0.0006368068471021926
Position 4204: 0.0005829319406070271
Position 1448: 0.0005664172786597983
Position 6384: 0.000559243949752753
Position 931: 0.000545227782813527
Position 5644: 0.0004951616139513268
Position 4408: 0.0004826283391670321
Position 1915: 0.0004591321791475677
Position 1586: 0.00043340493475981385
Position 5696: 0.00042582536032409446
Position 3354: 0.0004058487082982127
Position 1704: 0.000392471738283644
Position 2806: 0.00037185303599908734
Position 3915: 0.0003652556991076585
Position 5546: 0.00034137366736202573
