Gene = Tyrobp
index = 1154
Annotated 5SS: [ 112  581  863 1888]
Annotated 3SS: [ 553  715 1843 3555]
SMsplice 5SS: [112]
SMsplice 3SS: [553]
top_k =  500
Partition function (log Z): -7.136786522414781

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9820607953729567
Position 863: 0.6018732456170693
Position 1888: 0.3395456124615242
Position 745: 0.06030771395860603
Position 581: 0.046813764517226554
Position 1287: 0.021280192966877304
Position 1761: 0.015177833138577932
Position 1730: 0.013599322077312603
Position 3299: 0.00915242479421277
Position 2618: 0.007998685563057795
Position 779: 0.002991609146146792
Position 2889: 0.002623612641951393
Position 1753: 0.0014842759139221116
Position 908: 0.0014702574746142108
Position 228: 0.0014662405472224019
Position 938: 0.0011809908562748577
Position 339: 0.0011524623044401991
Position 243: 0.0007902080325287788
Position 3360: 0.0005318364536120336
Position 3485: 0.0005024984948337271
Position 286: 0.0004514758607318559
Position 74: 0.0004364909071531465
Position 362: 0.00033952137546181595
Position 4: 0.00032440876876323795
Position 757: 0.00029930859291344206
Position 845: 0.00028939257032671367
Position 1532: 0.0002726206839250899
Position 1505: 0.00013701680672642669
Position 1553: 0.00011029614897128565
Position 755: 9.442556367479517e-05
Position 1591: 6.626119946532783e-05
Position 691: 6.232223800943267e-05
Position 1090: 5.854689042023419e-05
Position 886: 5.738985745211077e-05
Position 343: 5.728718198450734e-05
Position 1683: 5.174121380791999e-05
Position 105: 4.911640582622399e-05
Position 1734: 4.255535396219316e-05
Position 480: 4.176865899938558e-05
Position 406: 4.038440200845569e-05
Position 357: 3.892177204779212e-05
Position 295: 3.538774878931729e-05
Position 93: 3.126134738420671e-05
Position 335: 2.6831868319058957e-05
Position 1518: 2.304729354347589e-05
Position 143: 2.258388404837213e-05
Position 683: 2.1807621151912024e-05
Position 835: 1.987917609881894e-05
Position 1313: 1.9538108876864015e-05
Position 1687: 1.8746806206737515e-05
Position 289: 1.8118153335742265e-05
Position 1272: 1.630692941428526e-05
Position 737: 1.4922313944674359e-05
Position 693: 1.3396515213568852e-05
Position 565: 1.3371737683821518e-05
Position 1551: 9.7079947592146e-06
Position 816: 9.603359258887343e-06
Position 787: 8.960664059795783e-06
Position 772: 8.805672434322403e-06
Position 158: 7.900278753367193e-06
Position 145: 6.362522312691207e-06
Position 27: 5.132864739692853e-06
Position 34: 4.783526917350115e-06
Position 116: 4.127406992608897e-06
Position 130: 4.01632604975497e-06
Position 2663: 3.4471168031023576e-06
Position 410: 3.158412073819443e-06
Position 514: 2.985655786988894e-06
Position 29: 2.5637899700179204e-06
Position 247: 2.5356050710430214e-06
Position 24: 1.8922205943775527e-06
Position 578: 1.453998824737475e-06
Position 83: 1.4076277348129861e-06
Position 560: 1.1841270190145983e-06
Position 530: 9.478220535693688e-08
Position 661: 8.133796000441563e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1843: 0.6044360423492131
Position 553: 0.5886123850730566
Position 3555: 0.18205864609217634
Position 652: 0.16785178185396735
Position 3641: 0.11059426107751925
Position 2536: 0.05383758377463974
Position 2749: 0.049511067596143744
Position 1457: 0.043494069434278554
