Gene = Mn1
index = 684
Annotated 5SS: [4442]
Annotated 3SS: [37173]
SMsplice 5SS: [222]
SMsplice 3SS: [37173]
top_k =  500
Partition function (log Z): -23.7275387900565

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.7717723068213204
Position 1841: 0.2975212986170435
Position 2129: 0.23170087175324222
Position 3284: 0.21342301779516748
Position 234: 0.18350184577512038
Position 7608: 0.13728615356559187
Position 5844: 0.10938338199853116
Position 4088: 0.08421265339980488
Position 8767: 0.05309784274292752
Position 320: 0.04200324850458024
Position 3455: 0.033703669234800296
Position 3068: 0.01744282307609459
Position 3811: 0.015934197735250295
Position 4442: 0.015846181531909184
Position 3791: 0.01544602575052709
Position 1653: 0.010467929422430326
Position 3589: 0.008335577717198752
Position 1094: 0.007291288678132098
Position 4995: 0.006039711934826596
Position 5624: 0.005680202494077451
Position 2516: 0.0046036399188036075
Position 7041: 0.0032861127517922963
Position 1678: 0.0024922228374784127
Position 3526: 0.0023919678906137625
Position 486: 0.002320071762287158
Position 1914: 0.00222145531274396
Position 1570: 0.0019145232131634465
Position 1516: 0.001311286675234598
Position 1136: 0.0004968579956904083
Position 722: 0.0004828125882159689
Position 1387: 0.0004381771580487886
Position 1795: 0.00018558283585445078
Position 1682: 0.0001634125736442067
Position 1538: 0.00012836227362758066
Position 515: 9.965438065618624e-05
Position 1508: 8.768163403558868e-05
Position 773: 2.084650779124183e-05
Position 1004: 4.9944141231050555e-06
Position 634: 4.210013617675232e-06
Position 574: 3.3763550681090153e-06
Position 87: 1.9455674969948392e-06
Position 133: 1.7767805363104443e-06
Position 392: 1.345929963683256e-06
Position 339: 8.723778063802191e-07
Position 593: 1.8798419611630627e-07
Position 1079: 1.86143961175208e-07
Position 1082: 9.441652998592998e-08
Position 170: 1.4293753803409977e-08
Position 103: 1.425699702721431e-08
Position 123: 9.84856637087138e-09
Position 503: 3.5103895481214933e-09
Position 380: 3.8619798635981657e-10
Position 370: 1.8507092154423735e-10
Position 421: 5.4660210672958985e-11
Position 667: 9.86462064768411e-13
Position 602: 1.158716083582188e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 10440: 0.29315033843161903
Position 7564: 0.2069086818988865
Position 3168: 0.1824725051676485
Position 5670: 0.15628483255682288
Position 1998: 0.15258718006422
Position 4010: 0.11992386892072972
Position 1752: 0.10697944054898394
Position 6955: 0.0955618663571437
Position 1755: 0.09380999848773673
Position 8638: 0.08167606490763957
Position 2204: 0.06959694588408272
Position 1734: 0.05789010117400752
Position 3405: 0.04156253548116039
Position 3222: 0.04035544635400181
Position 2229: 0.03804144645453135
Position 5729: 0.032962694189395965
Position 1995: 0.028727305086189935
Position 3562: 0.028018165469355285
Position 7740: 0.027283916628955907
Position 1973: 0.027184765531024325
Position 2081: 0.026704826734420213
Position 9001: 0.02631837373144433
Position 2167: 0.025945072266651208
Position 5763: 0.024649518512578
Position 4775: 0.022612606400021745
Position 1352: 0.019029908532135254
Position 9523: 0.014189892906611084
Position 1620: 0.013932912695005396
Position 2932: 0.013694660289503786
Position 5513: 0.013224003887097033
Position 8375: 0.012881549140995856
Position 3729: 0.012431742961637833
Position 2724: 0.012117667879883016
Position 1731: 0.010224904523569533
Position 4324: 0.009437250600349
Position 1556: 0.008861288921667966
Position 2259: 0.008745103221772065
Position 4051: 0.008333115338598247
Position 6181: 0.007951179958615917
Position 1722: 0.007100082371099507
Position 8593: 0.006832296123514361
Position 2689: 0.005817331662104737
Position 1767: 0.004830126670637047
Position 376: 0.004534079294652868
Position 2250: 0.004317357952685825
Position 3280: 0.004284227167161933
Position 1592: 0.004283610501198138
Position 1623: 0.0038369000340964955
Position 1370: 0.003731402271467208
Position 4231: 0.0036906669424850423
Position 391: 0.0036518723934129017
Position 1770: 0.0028984611739512247
Position 7113: 0.002765972968824586
Position 3182: 0.0024353348543794257
Position 1980: 0.0024164941630263038
Position 944: 0.0023884509393857106
Position 2019: 0.0022280214699372898
Position 1483: 0.0021536077830778023
Position 1008: 0.002022181238101709
Position 1227: 0.00191757685219011
Position 2262: 0.001749435353389896
Position 6757: 0.001722120402582561
Position 3219: 0.0017111857580570761
Position 6451: 0.0016792369555302723
Position 1872: 0.001602156979252421
Position 3755: 0.0015329028750074088
Position 3655: 0.0014792114356202226
Position 1773: 0.001427366996242101
Position 1933: 0.0010371429974792943
Position 3485: 0.0009673216152711551
Position 5424: 0.0009158271992947349
Position 1174: 0.0009028364072447774
Position 2965: 0.0008896243544393153
Position 2784: 0.0008142357046862055
Position 1093: 0.0008062125595725585
Position 4733: 0.0007885880865141024
Position 4710: 0.0007586245657969008
Position 4879: 0.0007350243382876791
Position 964: 0.0006548718679119872
Position 1803: 0.0006467870588338613
Position 1011: 0.000644976066427662
Position 828: 0.0006419093774278138
Position 3105: 0.0005990747767136541
Position 2364: 0.0005873405700196764
Position 1696: 0.0005582487467805804
Position 2010: 0.0005190548342864832
Position 2896: 0.000497841678257483
Position 1706: 0.0004929867929749774
Position 1515: 0.0004886809853695478
Position 2910: 0.00044449566647874816
Position 1632: 0.00041859748991284466
Position 2086: 0.000383821100518553
Position 722: 0.0003513935756601013
Position 1605: 0.0003389167271460965
Position 975: 0.0003134096758105547
Position 1836: 0.0002667207790130664
Position 598: 0.00024308876794389017
Position 1839: 0.0002339272494797622
Position 1256: 0.00020203256749306187
Position 455: 0.00017457242363947185
Position 1596: 0.00015412750024794671
Position 1447: 0.0001491326184553484
Position 1050: 0.00010771745073769337
Position 1558: 0.00010470873966648431
Position 1022: 9.151274670971232e-05
Position 1671: 7.672515489242683e-05
Position 1488: 7.493470477215601e-05
Position 2055: 7.386633448762167e-05
Position 881: 6.526828268121178e-05
Position 1408: 6.502248698477717e-05
Position 921: 3.543212945614654e-05
Position 981: 1.9070506277287795e-05
Position 1652: 1.8758830526201332e-05
Position 1564: 1.7470617676028313e-05
Position 1935: 1.731064891890856e-05
Position 753: 1.626222570507219e-05
Position 1308: 1.109810984204422e-05
Position 574: 8.708866746207223e-06
Position 777: 4.269354863770604e-06
Position 954: 3.8023831322853193e-06
Position 1234: 3.6741661024659037e-06
Position 514: 3.579749403456856e-06
Position 1033: 3.409527819129584e-06
Position 462: 3.157075190160263e-06
Position 317: 2.9709873419517073e-06
Position 799: 2.7417890050622343e-07
Position 761: 7.873428425301239e-08
Position 809: 4.1592849673666666e-08
Position 296: 4.027960351179401e-09
Position 483: 2.096229056530015e-09
Position 319: 4.347219632563912e-10
Position 528: 4.1758746141259206e-10
Position 578: 4.106752391520352e-10
