Gene = 3110082J24Rik
index = 46
Annotated 5SS: [  80 1024]
Annotated 3SS: [ 671 2167]
SMsplice 5SS: [  80 2085]
SMsplice 3SS: [1910 2167]
top_k =  500
Partition function (log Z): -7.784513096148991

Sorted 5' Splice Sites (High to Low Probability):
Position 80: 0.6313274706491736
Position 2085: 0.6099026337724396
Position 307: 0.3373172138470205
Position 296: 0.12195102363893842
Position 602: 0.05440492492742986
Position 1574: 0.031591483031604105
Position 262: 0.029915210951041195
Position 1024: 0.025712718162583397
Position 120: 0.019170804231240856
Position 236: 0.010627577579153384
Position 1262: 0.007417335838340528
Position 339: 0.006902019608561003
Position 225: 0.006731843649233935
Position 1750: 0.005814645940783316
Position 1639: 0.005742395012575683
Position 679: 0.005637002241260937
Position 2058: 0.005474515691145194
Position 1365: 0.0030330697226159764
Position 814: 0.0026651490830611026
Position 1737: 0.002186967630549162
Position 1995: 0.0017348172234501005
Position 732: 0.0010376354825910419
Position 2068: 0.0008734269250269599
Position 1090: 0.0008110751760546592
Position 97: 0.0007804650160864584
Position 1069: 0.0006725560097234452
Position 583: 0.0005122469186739963
Position 2097: 0.00045161334502578205
Position 2007: 9.684384836738576e-05
Position 122: 2.649452367935113e-05
Position 124: 2.1155458626343042e-05
Position 33: 1.534906422682788e-05
Position 523: 1.446080230863747e-05
Position 481: 1.358852934060773e-05
Position 126: 1.2389958835716062e-05
Position 462: 6.093179397216714e-06
Position 380: 2.6696940963646072e-06
Position 474: 1.5137894438725345e-06
Position 444: 1.2861242554072442e-06
Position 141: 8.24604706816652e-07
Position 279: 7.442579390328738e-07
Position 128: 4.643799057242222e-07
Position 5: 4.4779257816297983e-07
Position 130: 3.5350817076286633e-07
Position 586: 1.8486466158380774e-07
Position 606: 5.1680737607512514e-08
Position 214: 3.365754431352019e-08
Position 148: 3.107776116258806e-08
Position 282: 2.3352669165197025e-08
Position 185: 2.3788629874666007e-10
Position 193: 4.6958801705981306e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2167: 0.7276094602009537
Position 1910: 0.48562001628364265
Position 168: 0.17648940432140756
Position 1995: 0.1691537434195805
Position 671: 0.08241843325965216
Position 1861: 0.0811941855354715
Position 1465: 0.038643652062818
Position 1956: 0.03126085835535957
Position 203: 0.019439051984317602
Position 1573: 0.01825875383082435
Position 2229: 0.012136650486490907
Position 1121: 0.012039985261996185
Position 210: 0.011729152933076173
Position 2238: 0.00601666138157724
Position 1331: 0.005690234080906235
Position 427: 0.004557830739796854
Position 403: 0.004471793429556262
Position 2268: 0.004185570015402929
Position 532: 0.0036724062468283503
Position 462: 0.0033633284158224534
Position 180: 0.0028991766799851336
Position 577: 0.002358340122380141
Position 230: 0.002277949694256865
Position 1676: 0.001975934090619714
Position 185: 0.0018401133295994506
Position 2382: 0.001569540914152149
Position 1885: 0.00154224950936538
Position 1744: 0.0014231329992829456
Position 391: 0.0012083612993091122
Position 1143: 0.001070241068665838
Position 890: 0.0010431464572711114
Position 2134: 0.0009474293503158192
Position 764: 0.0008209425478931233
Position 910: 0.0007732152068777847
Position 2208: 0.0007719967415326807
Position 2172: 0.0007531736375384422
Position 487: 0.0007364941446537766
Position 2188: 0.0007050048963777246
Position 1534: 0.0006352857665832091
Position 759: 0.0006129056710833254
Position 538: 0.0005308564248870082
Position 785: 0.00044024576180911375
Position 508: 0.00043090290800252553
Position 535: 0.0004237885968352034
Position 852: 0.0004131866962195399
Position 962: 0.00036481715473698606
Position 842: 0.0003364548648813976
Position 1961: 0.00030797621031332004
Position 2088: 0.0002816434230266726
Position 2244: 0.0002816380321450287
Position 363: 0.00027893821178720654
Position 2281: 0.00025267199704082424
Position 1749: 0.00024768640215791184
Position 1023: 0.00021569522931804775
Position 696: 0.00019978913164821544
Position 495: 0.0001951402187700684
Position 2029: 0.0001601013015674388
Position 1480: 0.00014568235532576478
Position 220: 0.00014185537766882517
Position 773: 0.00013278437514217744
Position 235: 0.00011978441986251009
Position 353: 0.0001104571218668718
Position 2146: 9.974826887431078e-05
Position 737: 9.933233912862593e-05
Position 624: 9.755046733267246e-05
Position 1550: 8.858832349553486e-05
Position 544: 8.114390299138572e-05
Position 253: 7.449625154202706e-05
Position 2397: 5.4337055265611306e-05
Position 1176: 2.0207651472760857e-05
Position 288: 1.688851530216042e-05
Position 498: 1.6657901654074273e-05
Position 375: 8.376103864499653e-06
Position 393: 6.085272914319638e-06
Position 265: 4.821930771734495e-06
Position 246: 4.503253564090202e-06
Position 306: 3.951387331545829e-06
Position 606: 2.1864039314061217e-06
Position 290: 1.8903961302768981e-06
Position 581: 1.4701639560629625e-06
Position 731: 1.3040855282748223e-06
Position 547: 1.229756861291712e-06
Position 313: 6.439470451881896e-07
Position 271: 5.499631010835591e-07
Position 409: 4.169066337421855e-07
Position 335: 3.125515325726805e-07
Position 557: 2.203615516127609e-07
Position 615: 2.8454801394539058e-08
Position 311: 6.685702686580859e-10
Position 113: 3.687665561523187e-10
Position 327: 3.3797927431529104e-10
Position 321: 1.21422145656422e-10
Position 136: 3.680841238689352e-11
Position 118: 1.1107793375772215e-12
Position 109: 7.304502506727668e-15
Position 71: 4.152559368109852e-15
