Gene = Slc8b1
index = 985
Annotated 5SS: [  116  2165  8615  8751  9493  9719  9968 10694 12891 13167 14633 16695
 18496 19229 19981]
Annotated 3SS: [ 1951  8461  8697  9434  9612  9799 10585 12830 13035 14490 16572 18341
 19147 19912 21691]
SMsplice 5SS: [  116  2165  9968 10694 12891 13167 14633 16695 18496]
SMsplice 3SS: [ 1951  9799 10585 12830 13035 14521 16572 18341 21691]
top_k =  500
Partition function (log Z): 6.541331824643729

Sorted 5' Splice Sites (High to Low Probability):
Position 16695: 0.9896784753841911
Position 10694: 0.9837108549563557
Position 9968: 0.9432870956364775
Position 2165: 0.9127689531668773
Position 116: 0.907275517389102
Position 14633: 0.8650043444339239
Position 12891: 0.8549265742512184
Position 13167: 0.7206484491747501
Position 18496: 0.553524941834543
Position 8615: 0.5338821399371991
Position 561: 0.3434010005778042
Position 19229: 0.27674359772264356
Position 11906: 0.20240620551977168
Position 3384: 0.17582548257578157
Position 15037: 0.1692869431525354
Position 14380: 0.16829126240104847
Position 13158: 0.15892436952774944
Position 8854: 0.15553675579951282
Position 8866: 0.13026666169019036
Position 19404: 0.12978308445685247
Position 340: 0.1217233192469443
Position 12090: 0.1011802078133832
Position 9719: 0.05197407384063236
Position 3241: 0.04731324859516888
Position 14629: 0.040186912884592786
Position 14999: 0.03901478941918624
Position 19505: 0.03407361695115609
Position 13453: 0.033939772313908025
Position 5016: 0.02670406947407269
Position 6609: 0.023897578135060476
Position 11619: 0.02283062881800699
Position 8751: 0.02212917088987517
Position 10956: 0.021422006304362428
Position 272: 0.019897593181513122
Position 8638: 0.015503908039515506
Position 18030: 0.015334840740217275
Position 12944: 0.01435652119052963
Position 17400: 0.01313613174318161
Position 10296: 0.011270095138042295
Position 12977: 0.011066513733911952
Position 14602: 0.01097806889416198
Position 14432: 0.01076905535075947
Position 9551: 0.009968136455158398
Position 15475: 0.009579031596800984
Position 15572: 0.009446403760077961
Position 18402: 0.009408719890992026
Position 15198: 0.008683938406986379
Position 12968: 0.008306811508015176
Position 15390: 0.008030158234192545
Position 4763: 0.007822476829254967
Position 11864: 0.007216922298460035
Position 17215: 0.0071636460089751185
Position 3861: 0.0070028014151301094
Position 3162: 0.0067176624777392805
Position 7866: 0.006286912842245701
Position 375: 0.005910091611182801
Position 14608: 0.005867699910779511
Position 17205: 0.005748180147453499
Position 21911: 0.0054204076389794305
Position 18764: 0.005186933703976235
Position 819: 0.005163061820090919
Position 926: 0.004904318074887556
Position 1743: 0.004592259643768955
Position 12117: 0.004498653035252567
Position 5152: 0.004310582635588856
Position 1226: 0.004239844677648732
Position 10300: 0.0040629188498275785
Position 11821: 0.0037906199940596816
Position 10662: 0.0034917016916823458
Position 14587: 0.0034804401827892763
Position 11841: 0.0034714930894292903
Position 18419: 0.0033661586636475806
Position 17232: 0.003107407165656887
Position 9957: 0.0030102960693197387
Position 1093: 0.0028624830727221194
Position 13600: 0.002783951496550716
Position 15689: 0.0027349039920478253
Position 14761: 0.002521995856073537
Position 19463: 0.002492903413695495
