Gene = Thyn1
index = 1080
Annotated 5SS: [ 337 4059 5495 5930 6728 7232]
Annotated 3SS: [3876 5425 5836 6631 7080 7437]
SMsplice 5SS: [  46  369 4059 5495 5930 6728 7232]
SMsplice 3SS: [ 230 3876 5425 5836 6631 7080 7437]
top_k =  500
Partition function (log Z): 4.869296509502908

Sorted 5' Splice Sites (High to Low Probability):
Position 6728: 0.9492071900055089
Position 5495: 0.934078872747959
Position 5930: 0.9000132807342862
Position 369: 0.6620853963215465
Position 7232: 0.5897561856563299
Position 4059: 0.47825531310304514
Position 4045: 0.4594308425924867
Position 46: 0.4530057769844777
Position 337: 0.3348867106660973
Position 108: 0.1962163986794509
Position 69: 0.14060812260848704
Position 5088: 0.09927135776519111
Position 65: 0.08572058786380185
Position 4326: 0.04466893805497264
Position 6515: 0.03600278147736062
Position 4089: 0.020379697608817866
Position 617: 0.017653035312418738
Position 4793: 0.015193483130883804
Position 5537: 0.015091017745894022
Position 3075: 0.01419393919956042
Position 1457: 0.014084031095797485
Position 2309: 0.012454054376998543
Position 1753: 0.009969121499074161
Position 1709: 0.008057484349882777
Position 4579: 0.007878353522458697
Position 3118: 0.007223400936670415
Position 1784: 0.006562663374718183
Position 4098: 0.0060645279742106255
Position 3077: 0.0059366427793072175
Position 2357: 0.005926539089711634
Position 3782: 0.005779918675789672
Position 6028: 0.0052227489796291835
Position 2231: 0.003934171127181824
Position 6786: 0.003924462353112172
Position 1740: 0.003913449310438352
Position 3167: 0.003898272286692655
Position 6032: 0.003396617179323373
Position 658: 0.0033638275328387373
Position 4102: 0.003313441996684621
Position 1788: 0.0032833979255716622
Position 6400: 0.002663142333212021
Position 570: 0.0026385414469177267
Position 3249: 0.0021897246612542737
Position 847: 0.0021303917793336763
Position 1706: 0.0018895137983256345
Position 6947: 0.0018852622640415173
Position 1897: 0.0014400788297654428
Position 5018: 0.0014354587137097603
Position 3721: 0.0012719556114469078
Position 628: 0.0012583355740935628
Position 62: 0.0011731673707823524
Position 3283: 0.0010822692646595426
Position 6126: 0.0007665226632232742
Position 6314: 0.0007223949510298432
Position 1373: 0.000707846261793462
Position 1546: 0.0007008839404378341
Position 1189: 0.0006678128183615854
Position 1452: 0.0006563973610353429
Position 6721: 0.0006351354434943361
Position 6796: 0.0006272501232728273
Position 2435: 0.0006171678193245722
Position 100: 0.0005819185595506697
Position 2218: 0.0005793204041251735
Position 3309: 0.0005590520580139733
Position 3258: 0.0004959730396062565
Position 43: 0.0004939404046738545
