Gene = 1700102P08Rik
index = 22
Annotated 5SS: [  26  806 2552]
Annotated 3SS: [ 400 2459 4358]
SMsplice 5SS: [153]
SMsplice 3SS: [4358]
top_k =  500
Partition function (log Z): -9.508292339815135

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.5643666646242637
Position 284: 0.35581087336258077
Position 2552: 0.23518652375817262
Position 2301: 0.17225644089234146
Position 3855: 0.17059743731243623
Position 537: 0.12396477491841063
Position 4110: 0.07381383553170323
Position 772: 0.06596961998290138
Position 26: 0.028702230139922544
Position 806: 0.025636588207547786
Position 1380: 0.016168679410126757
Position 4229: 0.013681270404975434
Position 4099: 0.011769149233958425
Position 1597: 0.006317817730688863
Position 306: 0.004538741667143857
Position 654: 0.0031086572070886708
Position 1373: 0.0026130367700788787
Position 3248: 0.0017306949971496045
Position 3731: 0.0016422781169936128
Position 236: 0.0007073422418899021
Position 288: 0.0005491801858548883
Position 1124: 0.0002570031200442758
Position 324: 0.00020158565629193093
Position 101: 0.00015307466228862507
Position 273: 0.0001389380858948878
Position 619: 0.0001386909198992802
Position 1848: 7.266692901131373e-05
Position 276: 4.147936435962871e-05
Position 1606: 3.3939154563279684e-05
Position 47: 2.3675446435027187e-05
Position 165: 2.0647960702024295e-05
Position 98: 1.923650430073529e-05
Position 208: 1.7916351004582783e-05
Position 598: 1.60784207950254e-05
Position 182: 1.2500935612499551e-05
Position 105: 1.2336779757801017e-05
Position 218: 6.700822354096179e-06
Position 192: 6.249810101505611e-06
Position 10: 5.443289479585081e-06
Position 745: 3.393147447675487e-06
Position 52: 2.185817618291459e-06
Position 1480: 1.3167308029349975e-06
Position 68: 8.394665908664494e-07
Position 1242: 6.580689166874727e-07
Position 1482: 3.35949589550853e-07
Position 353: 3.2070517037301284e-07
Position 390: 1.5212310243741577e-07
Position 345: 2.531804643244286e-08
Position 471: 3.515964711642055e-09
Position 407: 9.937346403248423e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4358: 0.5119900980674845
Position 2459: 0.202835017935427
Position 3946: 0.1964502621910987
Position 3778: 0.16066647821606803
Position 400: 0.15653565193957708
Position 2203: 0.09154738229656609
Position 4021: 0.07308765519870741
Position 1300: 0.052101810262264826
Position 2405: 0.049016317780326064
Position 1960: 0.0458787517060978
Position 3387: 0.03912360893444413
Position 2178: 0.03854728935235374
Position 3600: 0.03216609401855601
Position 1557: 0.023469759866706064
Position 2626: 0.021724638183330956
Position 4302: 0.019048844780507536
Position 691: 0.012724173131401782
Position 1315: 0.011144339275721027
Position 424: 0.010350060836453928
Position 287: 0.010048084797958743
Position 3854: 0.009364047202547507
Position 671: 0.009181313106611471
Position 2872: 0.008115089736810544
Position 533: 0.007537828902639737
Position 2383: 0.005431440846532781
Position 2161: 0.005302264609977368
Position 674: 0.005007952809434718
Position 2118: 0.004552639021550541
Position 2185: 0.004350831816035061
Position 2925: 0.003972872604719563
Position 2629: 0.0033910308009698674
Position 2006: 0.0033401476161575377
Position 2667: 0.003180938034489055
Position 1795: 0.0031618261805087663
Position 1071: 0.0029183127639195064
Position 1992: 0.002843029966401267
Position 728: 0.002688858070843191
Position 2597: 0.002676340457964218
Position 3364: 0.0026693938436998365
Position 3132: 0.0022910911874249643
Position 2463: 0.002253987082000472
Position 751: 0.002143732102210393
Position 3431: 0.0015608961983038028
Position 2271: 0.00153639054507665
Position 556: 0.0014588457614606032
Position 3199: 0.001400899790677831
Position 453: 0.0013472792410921127
Position 706: 0.0012140220433595216
Position 617: 0.001141608022384099
Position 2070: 0.0010741242586873418
Position 544: 0.0009647483653200816
Position 2222: 0.0009616907798399432
Position 2247: 0.0009260073632865074
Position 381: 0.0008515213490754335
Position 385: 0.0008473887303590289
Position 2510: 0.0008191420119231235
Position 3167: 0.0008182708580496695
Position 623: 0.0007862663484730496
Position 4385: 0.0007594693207144302
Position 4619: 0.0007318755968313585
Position 710: 0.0007174884488867628
Position 4466: 0.0005651094615965425
Position 2278: 0.0005455874807602316
Position 1099: 0.0005295344896055149
Position 1531: 0.0004662165949721453
Position 1256: 0.0004179869173888275
Position 619: 0.0003995356867036061
Position 1493: 0.00034801366712965777
Position 1353: 0.00025942018997141523
Position 1037: 0.0002591639638421789
Position 253: 0.00025343303904695345
Position 430: 0.0002290328252513422
Position 259: 0.0002187136681878158
Position 133: 0.00020694006758820472
Position 1725: 0.0001589698399685019
Position 1269: 0.0001563597139536788
Position 2507: 0.00014939514817250007
Position 2011: 0.00012628439048653782
Position 1664: 0.00011682078783176789
Position 485: 4.640809260569375e-05
Position 755: 3.786083387434026e-05
Position 227: 3.2452252279785116e-05
Position 157: 9.002306024804079e-06
Position 475: 5.698720714909259e-06
Position 468: 3.909142476930861e-06
Position 266: 3.638024207625693e-06
Position 1372: 2.9141698176902413e-06
Position 434: 2.850585858155467e-06
Position 201: 2.809906659955676e-06
Position 771: 2.6373469411526845e-06
Position 437: 2.475162545730621e-06
Position 329: 2.3125402374852775e-06
Position 1056: 1.450231015806976e-06
Position 495: 1.380978829697226e-06
Position 883: 1.2951521311831842e-06
Position 459: 1.259800177141624e-06
Position 885: 1.0448839960156681e-06
Position 139: 6.857197720467222e-07
Position 117: 3.0724478948125484e-07
Position 471: 2.4758358053520043e-07
Position 317: 2.3351354340397113e-07
Position 332: 1.6104327927969735e-07
Position 101: 1.4700809622980173e-07
Position 503: 8.443027377899344e-08
Position 488: 6.349323484717158e-08
Position 305: 5.143529197362673e-08
Position 98: 4.727856668022903e-08
Position 123: 4.23308769321291e-08
Position 143: 1.0841920957999913e-08
Position 110: 7.266938042360037e-09
Position 81: 1.4034269873146072e-09
Position 85: 6.811149636704556e-10
Position 500: 5.449411973128771e-10
Position 505: 2.9530809794654135e-10
