Gene = Sec62
index = 960
Annotated 5SS: [  509  7365  8291 17152 17663 19482 21479]
Annotated 3SS: [ 7255  8184 16946 17569 19420 21358 25624]
SMsplice 5SS: [  509  1081  1308  7365  8291 17152 17663]
SMsplice 3SS: [  912  1205  7255  8184 16946 17569 28285]
top_k =  500
Partition function (log Z): -5.2932831990493305

Sorted 5' Splice Sites (High to Low Probability):
Position 8291: 0.9996571917500999
Position 17663: 0.9868721776783497
Position 1308: 0.9656986429249672
Position 17152: 0.9445783614130939
Position 7365: 0.7965475120889538
Position 509: 0.7766010149948871
Position 1081: 0.6308894403016798
Position 11090: 0.3442385196172975
Position 21479: 0.34346986889654607
Position 1831: 0.19620833585105385
Position 3015: 0.17939818416463954
Position 5529: 0.1344366031549076
Position 20761: 0.13266882064606536
Position 12331: 0.12889970734375714
Position 115: 0.12535087522962465
Position 1507: 0.11547989767150235
Position 200: 0.11435424632095763
Position 22882: 0.08275444269532369
Position 3247: 0.0792465292447552
Position 4178: 0.0738574154748669
Position 19482: 0.0731447534228528
Position 21514: 0.06694008305649285
Position 2842: 0.06263323544785639
Position 1453: 0.060451909700761836
Position 1527: 0.035468757656403394
Position 2768: 0.024122687719436934
Position 17498: 0.022111381041496216
Position 5165: 0.01980836879268314
Position 25379: 0.01872906314754438
Position 683: 0.015193652125419843
Position 1900: 0.012087379009072185
Position 8832: 0.00911575271298838
Position 8744: 0.008952983435576633
Position 916: 0.007914141768658393
Position 22121: 0.006441543138262681
Position 920: 0.002950545974351996
Position 1254: 0.002903293898853029
Position 924: 0.0025609503719603976
Position 18043: 0.002147890221836118
Position 21412: 0.0016989090283018357
Position 853: 0.0016341904467203773
Position 133: 0.001578273091231459
Position 1063: 0.0015761215528372321
Position 2269: 0.001572151936760343
Position 1551: 0.0015689464186940142
Position 21727: 0.001529617786520722
Position 147: 0.00143010061455288
Position 18014: 0.0010414878634079838
Position 635: 0.0008471620878398804
Position 123: 0.0008468366668868975
Position 1301: 0.0005500548265356742
Position 1985: 0.00048018123690090914
Position 374: 0.00043603639497756964
Position 3806: 0.0002995437123879105
Position 444: 0.0002673741189220631
Position 2576: 0.0002612444368927391
Position 607: 0.00025920109124676516
Position 1133: 0.00024274844947071308
Position 1323: 0.00024132082975599257
Position 1101: 0.00023778012170903414
Position 136: 0.0002089980012516744
Position 79: 0.0002064410436755013
Position 310: 0.00019522549589327923
Position 34: 0.00018842615985184617
Position 822: 0.00016155627685250333
Position 1592: 0.0001559774330304394
Position 307: 0.00015430196121244644
Position 3139: 0.00014556973739564017
Position 1085: 0.00014380116954875946
Position 74: 0.00012921021143235718
Position 21: 0.00010669193346111334
Position 183: 0.00010521736747369011
Position 618: 9.54032618191662e-05
Position 651: 7.326429740734248e-05
Position 1294: 7.301203667108458e-05
Position 833: 6.871297728984949e-05
Position 2998: 5.587092912986835e-05
Position 1369: 5.104244159462912e-05
Position 968: 4.528082451639546e-05
Position 216: 4.311268160912879e-05
Position 896: 3.940751305513451e-05
Position 525: 3.706642780259848e-05
Position 980: 3.367436082737178e-05
Position 8564: 2.8770330973377635e-05
Position 687: 2.8224591712379587e-05
Position 211: 2.77792157278304e-05
Position 1312: 2.0347227300716643e-05
Position 653: 1.9678167980771122e-05
Position 1334: 1.7506375329534886e-05
Position 978: 1.4595953033462735e-05
Position 267: 1.442599719662923e-05
Position 11: 1.3480068269605553e-05
Position 733: 1.096442799940146e-05
Position 181: 9.422843308931539e-06
Position 1582: 9.311361359656622e-06
Position 820: 7.652345994364638e-06
Position 680: 7.346287714573377e-06
Position 579: 7.148209814283989e-06
Position 1315: 6.316850782247136e-06
Position 37: 1.214719829123984e-06
Position 9: 1.080037769305583e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 17569: 0.9766277588685938
Position 8184: 0.9702480256131862
Position 16946: 0.9445783614130937
Position 1205: 0.9306359202606559
Position 7255: 0.796550329037813
Position 912: 0.49807173759732204
Position 21358: 0.3654820217367918
Position 10976: 0.3442544868568476
Position 22045: 0.21715918488942643
Position 1755: 0.17571918236166878
Position 22791: 0.149139470696916
Position 25624: 0.14723594930270478
Position 1372: 0.1464027325447322
