Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494]
top_k =  500
Partition function (log Z): -2.7590962061789313

Sorted 5' Splice Sites (High to Low Probability):
Position 19541: 0.9984675347202838
Position 208: 0.9914665990588977
Position 7990: 0.9530662729345154
Position 12772: 0.9120835181517241
Position 21022: 0.8757983622291955
Position 4404: 0.8592938068863716
Position 23636: 0.7058293571238232
Position 1924: 0.45841969829177714
Position 15039: 0.21156444314122652
Position 22386: 0.17371354978579875
Position 1958: 0.17243057963639266
Position 14618: 0.16132979286502402
Position 15561: 0.14943545652187504
Position 6931: 0.10974863731066574
Position 14193: 0.10671769482348757
Position 14151: 0.10368463686381177
Position 12512: 0.07247127817156179
Position 5287: 0.07233145253913655
Position 9253: 0.05600121055410339
Position 4871: 0.05465808821639119
Position 21361: 0.0516773166005847
Position 15529: 0.040259858562957385
Position 1962: 0.03968869226737426
Position 5127: 0.03543553615345609
Position 1064: 0.03275482896530628
Position 13077: 0.03158147476245152
Position 14129: 0.030742045182088593
Position 13014: 0.02927220655414442
Position 23435: 0.027358596610444697
Position 7893: 0.02562127603878746
Position 15461: 0.025217614573922135
Position 1903: 0.02261970691211184
Position 8415: 0.022327785606682013
Position 5811: 0.020916858207140968
Position 4450: 0.014368196020550698
Position 8613: 0.014097513234329223
Position 22021: 0.012448104079221005
Position 5377: 0.010132637710268063
Position 5096: 0.009960510968293822
Position 23970: 0.009584575499160124
Position 13006: 0.009090484875362688
Position 4454: 0.009056573516988476
Position 5206: 0.008869090999470272
Position 23399: 0.007768268883808835
Position 3345: 0.007643423906782921
Position 20383: 0.007530996597275652
Position 1885: 0.006240665856745545
Position 5407: 0.0062106697188290885
Position 4408: 0.005618206835301075
Position 248: 0.005488141237259682
Position 22661: 0.005346430501512333
Position 17551: 0.004824865296223206
Position 2780: 0.004586268133563862
Position 1766: 0.0041386975162986004
Position 5274: 0.0034794609960186744
Position 874: 0.0034676223436068835
Position 1436: 0.003384760225731032
Position 2009: 0.003238490856276794
Position 8083: 0.003160290215659503
Position 3922: 0.0031302118668813817
Position 26051: 0.00302220331306494
Position 24143: 0.0030113948301048426
Position 987: 0.0028759246085665146
Position 5037: 0.0027234448238793547
Position 4259: 0.002501781944841212
Position 4458: 0.0022308584852151095
Position 23430: 0.0021690077151731847
Position 2054: 0.0018578147374372755
Position 14357: 0.001427857492361136
Position 859: 0.001345482798101837
Position 1703: 0.0013318306792277426
Position 3052: 0.0011364415581255473
Position 12831: 0.0011297043991992544
Position 1337: 0.001034579304369824
Position 2337: 0.0008952166240669826
Position 365: 0.000889011837785646
Position 920: 0.0008456186264730205
Position 4039: 0.0008413196513716607
Position 2883: 0.0008364079416036321
Position 14743: 0.0007057413801648527
Position 241: 0.0006833891423976852
Position 3136: 0.000533619133326344
Position 356: 0.00038175784264459596
Position 813: 0.00033265464136437555
Position 1051: 0.00028501326502150976
Position 266: 0.0002744188557215222
Position 237: 0.00023110196864327146
Position 7994: 0.000229361486933579
Position 7850: 0.00019467264166740832
Position 912: 0.00017261228151147813
Position 885: 0.0001691031563138386
Position 405: 0.00014906141886260216
Position 992: 0.00012851610427592515
Position 409: 0.00010919143228887952
Position 254: 8.762799238221427e-05
Position 1265: 8.414817743870865e-05
Position 420: 8.286319820131912e-05
Position 262: 8.196197162007981e-05
Position 1290: 7.903542412291312e-05
Position 9044: 7.594819552772275e-05
Position 8849: 7.236989097378857e-05
Position 631: 6.86302554345847e-05
Position 8933: 5.923888567326301e-05
Position 8404: 5.4022027161737234e-05
Position 385: 5.153196721659585e-05
Position 319: 4.683400843770524e-05
Position 1386: 4.2690536873238885e-05
Position 856: 3.506995354172618e-05
Position 1038: 2.7612188042756292e-05
Position 1533: 2.3596995635381407e-05
Position 274: 1.9072004546232036e-05
Position 819: 1.882860874032526e-05
Position 4483: 1.4820689321216595e-05
Position 1218: 1.417507162981057e-05
Position 720: 9.717942729905747e-06
Position 1832: 6.344241291775032e-06
Position 337: 2.375270911321918e-06
Position 352: 2.3548550872017018e-06
Position 2005: 1.0320359653150214e-06
Position 1848: 3.941703513714933e-07
Position 1807: 3.8165154151885227e-07
Position 110: 3.698817224943868e-07
Position 387: 3.607024089595508e-07
Position 1482: 3.187771455863341e-07
Position 633: 3.1795014912992577e-07
Position 259: 3.129681879855904e-07
Position 235: 2.5601869660316117e-07
Position 597: 2.489528490700559e-07
Position 354: 2.1571877147076454e-07
Position 391: 1.5114284120342152e-07
Position 311: 1.4706845593919888e-07
Position 389: 1.450707187792712e-07
Position 494: 1.294163010102829e-07
Position 115: 1.1815435602509466e-07
Position 431: 3.0179764588697514e-08
Position 166: 2.6716819798027878e-08
Position 18: 2.1230280177453368e-08
Position 245: 1.1804670550124344e-08
Position 325: 8.898829718522148e-09
Position 287: 8.479859630921054e-09
Position 510: 8.05177014572943e-09
Position 662: 3.812994488587334e-09
Position 362: 3.748296601274452e-09
Position 37: 2.2604182085003795e-09
Position 413: 1.1032609516522036e-09
Position 243: 3.125994050953939e-10
Position 399: 7.59966766866303e-12
Position 576: 7.08869646245566e-12
Position 602: 6.333343207547455e-12
Position 570: 5.9128399638698746e-12
Position 448: 4.911288149294568e-12
Position 303: 4.6957886618647105e-12
Position 360: 4.539153395639008e-12
Position 445: 4.353544944528376e-12
Position 451: 3.1203248494959313e-12
Position 463: 3.081690858111032e-12
Position 642: 3.066725323310071e-12
Position 252: 6.13526155712497e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19431: 0.9994648194205906
Position 7827: 0.9753794383896154
Position 12690: 0.8793885112908802
Position 20913: 0.87551440412466
Position 4316: 0.8739293232327805
Position 23494: 0.7881546623005156
Position 1728: 0.6499318769435632
Position 14892: 0.21156444314122647
Position 15351: 0.20944940138742416
Position 14083: 0.1699636723771025
Position 22260: 0.1595844406308056
Position 25885: 0.13991504294347
Position 26330: 0.1377681193579695
Position 4970: 0.11037028808218778
Position 6782: 0.10974863731066577
Position 24212: 0.09608332447360056
Position 14488: 0.08453061946030158
Position 12408: 0.0777730355994888
Position 23342: 0.07672468229983971
Position 12929: 0.06532343126561042
Position 26269: 0.06172522639698987
Position 26510: 0.05972483139543217
Position 23784: 0.05648066191762979
Position 9118: 0.05504222070313057
Position 25158: 0.05008065315010077
Position 14511: 0.0486566133034894
Position 13956: 0.046136697917632155
Position 21147: 0.04050219003827775
Position 21113: 0.03669782465601475
Position 26438: 0.027835631242500575
Position 12644: 0.026961965572796672
Position 13994: 0.025044006574653336
Position 21875: 0.02487970826842222
Position 26478: 0.021125698041381716
Position 4678: 0.020223139455589855
Position 754: 0.01997335532101071
