Gene = Ncapg
index = 732
Annotated 5SS: [  215  1305  2583  4585  4935  6223  6823  8569 10053 11537 11988 17504
 18762 21908 23420 24008 25897 26250 26626 28992]
Annotated 3SS: [ 1100  2353  4438  4849  6029  6672  8427  9928 11452 11807 17392 18641
 21682 23237 23832 25734 26113 26553 28921 29928]
SMsplice 5SS: [  215  1305  4585  4935  8569 11537 11988 18762 21908 25897 26250]
SMsplice 3SS: [ 1100  4438  4849  8427 11452 11807 18641 21682 25734 26113 29928]
top_k =  500
Partition function (log Z): 12.993500626408927

Sorted 5' Splice Sites (High to Low Probability):
Position 4935: 0.9962123962731567
Position 18762: 0.9869256809269421
Position 25897: 0.9828943829600667
Position 1305: 0.9772198375516836
Position 4585: 0.9565079438334263
Position 8569: 0.9535298965404627
Position 215: 0.9333077791643483
Position 11988: 0.9281861456517014
Position 21908: 0.9241577609982803
Position 26250: 0.8622857082043235
Position 11537: 0.7143935036463579
Position 2583: 0.566006749679075
Position 9093: 0.5474757767813888
Position 26626: 0.4396073046660996
Position 13171: 0.38687313734591977
Position 7786: 0.2970516200513403
Position 24008: 0.2928383656519101
Position 24848: 0.2882574114183225
Position 28992: 0.27863799734982714
Position 23420: 0.23695327081545442
Position 30039: 0.23586094768079605
Position 10053: 0.20945428529465976
Position 17504: 0.16345879917428996
Position 15898: 0.126534382966487
Position 1634: 0.12015361782576617
Position 16223: 0.11952722406318245
Position 6223: 0.09323600336640543
Position 30000: 0.08864176111624451
Position 23423: 0.08761136457214698
Position 10086: 0.08518355010241523
Position 11321: 0.08358244077281761
Position 8135: 0.08128313168431615
Position 6762: 0.07944985242348751
Position 1884: 0.0768171247672923
Position 7880: 0.06883690353458517
Position 14141: 0.06870599967408558
Position 3069: 0.060690597565953706
Position 14762: 0.06031750989208034
Position 6823: 0.058703482621739654
Position 18380: 0.054838737510687297
Position 697: 0.052989669969403734
Position 21804: 0.051703693348039044
Position 713: 0.04081537461075706
Position 11288: 0.03473221082514289
Position 823: 0.034359766661744943
Position 22727: 0.02945442034037893
Position 16235: 0.028854465612575007
Position 3910: 0.028761168131210425
Position 205: 0.028558818983886857
Position 14127: 0.027288611684830173
Position 2104: 0.026336388683367514
Position 8903: 0.024467436198519408
Position 22505: 0.023405063055668925
Position 14767: 0.022467815983810934
Position 4712: 0.01699480954666407
Position 23339: 0.015985376410488306
Position 24290: 0.01578511539408806
Position 20974: 0.014960292392066286
Position 1014: 0.013587825516708937
Position 635: 0.011953805865325764
Position 22827: 0.01082666948316982
Position 912: 0.010405680543960226
Position 10622: 0.008390727557675797
Position 2510: 0.008100941834980351
Position 6186: 0.007552043876549476
Position 320: 0.007505800238373627
Position 3054: 0.007451407466897437
Position 23918: 0.007188404971045142
Position 4607: 0.0070161430507436244
Position 23967: 0.0062786931224814505
Position 2892: 0.006134287059904763
Position 1148: 0.006006880825548816
Position 24383: 0.005968347121605391
Position 30250: 0.005941074374820693
Position 25945: 0.005537965076211092
Position 23078: 0.005125408711254079
Position 23581: 0.004889278005833365
Position 4057: 0.004834871269386184
Position 3162: 0.004436383930095822
Position 20110: 0.003920044657082764
Position 2770: 0.003869646532814438
Position 20298: 0.0035521654329286664
Position 19120: 0.0034736849399962717
Position 2872: 0.0032533314851323886
Position 24017: 0.0032376184839197956
Position 6935: 0.0030451850474889483
Position 670: 0.0029819131003547333
Position 6542: 0.0025642993360506265
Position 1211: 0.0025385559559364633
Position 10656: 0.0022402334481235833
Position 3701: 0.0022244817325078035
Position 1161: 0.0021176679050037787
Position 2587: 0.0020103595795824716
Position 26178: 0.0016048053049667367
Position 4642: 0.0015406624729876752
Position 1267: 0.0015306624644281632
Position 687: 0.0014183208678408199
Position 1392: 0.0013171390099713332
Position 4534: 0.0010675861101173147
Position 472: 0.000834328219255588
Position 23757: 0.0007107185859873995
Position 302: 0.0006980489989885317
Position 4993: 0.0004577084464940358
Position 2791: 0.0004492387814421671
Position 4541: 0.0004104510465408068
Position 3539: 0.00039724977178964133
Position 6194: 0.00038608774122672097
Position 3777: 0.0003354191555457582
Position 4564: 0.00031413503619792356
Position 1493: 0.0003116049098507168
Position 8514: 0.00031084909554838006
Position 421: 0.00029593150030813307
Position 185: 0.0002493146160668771
