Gene = Slc51b
index = 984
Annotated 5SS: [ 209 7789 9032]
Annotated 3SS: [7667 8940 9953]
SMsplice 5SS: [ 209 7803 9032]
SMsplice 3SS: [7667 8940 9953]
top_k =  500
Partition function (log Z): -5.599469724717455

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9721462174694752
Position 9032: 0.8189701540353116
Position 7803: 0.5057108363492586
Position 7789: 0.4030477476431313
Position 422: 0.30959216455471233
Position 5129: 0.2869362956578039
Position 1852: 0.20590689669463488
Position 7564: 0.04158295482104384
Position 9380: 0.03498673552202754
Position 3149: 0.032477759971661385
Position 3878: 0.027651297539590867
Position 7793: 0.022094136643135368
Position 10039: 0.015054391139199565
Position 9580: 0.013514177187726854
Position 2551: 0.012353937041332723
Position 1867: 0.011507017759498316
Position 619: 0.006524409089274129
Position 411: 0.005722640401993178
Position 9230: 0.004960842971168241
Position 3663: 0.004168849707342783
Position 9359: 0.0030384906494965213
Position 9063: 0.0030286306673675037
Position 9115: 0.0028326021414534315
Position 2997: 0.0027284908846667076
Position 3986: 0.0023310465418155913
Position 9426: 0.0020371839396374977
Position 3441: 0.001616351364684676
Position 37: 0.00117730272581767
Position 9481: 0.0010905510508992277
Position 7769: 0.001042385748003214
Position 7875: 0.0009679606186527174
Position 7737: 0.0008179759661524653
Position 8778: 0.0007865624645435794
Position 7631: 0.0007337348394176975
Position 9543: 0.0006083786813923143
Position 134: 0.0005172619537129868
Position 9048: 0.0005169729247849718
Position 9249: 0.0005064591866091286
Position 202: 0.0004893154399617154
Position 9043: 0.00048533749561894613
Position 3030: 0.0004651449732095137
Position 1236: 0.0004450431548985252
Position 1524: 0.0004330232226134225
Position 88: 0.0004145097452365866
Position 3591: 0.0003634299927159394
Position 213: 0.0003276341913358795
Position 234: 0.00027345731883349336
Position 1242: 0.0002238101639614717
Position 603: 0.00020921152477669316
Position 2908: 0.00020602231082659248
Position 8336: 0.0001845753562516369
Position 639: 0.00015009041071661048
Position 659: 0.00014252635271958065
Position 79: 0.0001333734049069906
Position 1351: 0.00012874532196580768
Position 1121: 0.00012402595898124903
Position 947: 0.00011502610010382456
Position 517: 0.00010750173749779643
Position 1440: 9.830800869277048e-05
Position 3232: 8.698103678848423e-05
Position 77: 4.1763778162793906e-05
Position 92: 2.1088125360477646e-05
Position 186: 1.2950982705356161e-05
Position 39: 3.4059865846258965e-06
Position 41: 3.2334726668011324e-06
Position 231: 2.3418626619019164e-06
Position 229: 2.0895920864555087e-06
Position 1844: 2.056992462992323e-06
Position 55: 1.1772507031542385e-06
Position 128: 5.073259670274253e-07
Position 304: 4.4228271895059795e-07
Position 378: 3.8717515593442113e-07
Position 252: 3.6018743158810974e-07
Position 356: 3.5179586572582623e-07
