Gene = Ubfd1
index = 1159
Annotated 5SS: [ 310  819 1815 4593 4841 9016]
Annotated 3SS: [  488  1605  4526  4734  8932 11274]
SMsplice 5SS: [ 310 1815 4593 4841 9016]
SMsplice 3SS: [ 1605  4526  4734  8932 11274]
top_k =  500
Partition function (log Z): -1.28524982314844

Sorted 5' Splice Sites (High to Low Probability):
Position 1815: 0.9598301273620431
Position 9016: 0.9596247698095158
Position 310: 0.8691902323729332
Position 4593: 0.834443020982861
Position 4841: 0.8303222973266202
Position 11445: 0.583314463591028
Position 13224: 0.49391248807361743
Position 819: 0.3795576048985534
Position 8251: 0.23855362060037538
Position 13961: 0.17569788771745587
Position 11970: 0.1524016984056547
Position 8442: 0.1233240619889526
Position 674: 0.1199822125470297
Position 11517: 0.11460777768421378
Position 14196: 0.11196477151607802
Position 1982: 0.10190988292359564
Position 3677: 0.09604480260074606
Position 6706: 0.07665535056596198
Position 11016: 0.06805123522155639
Position 11541: 0.06388586111808779
Position 1986: 0.05903268495088945
Position 3776: 0.050057562072326284
Position 13504: 0.04879214997861984
Position 6312: 0.04246013760161166
Position 11908: 0.041515540222563777
Position 8094: 0.03430740774333526
Position 702: 0.03252867409986354
Position 12675: 0.026969160668934823
Position 8680: 0.026781280018862243
Position 5107: 0.023491278054119907
Position 7507: 0.022438929796027886
Position 2196: 0.020632374513594703
Position 764: 0.01937397315229211
Position 3370: 0.01738959248448107
Position 208: 0.01708754495051963
Position 10995: 0.016290996885683518
Position 1707: 0.01594642067348281
Position 263: 0.015742056796574408
Position 1314: 0.014112706017282125
Position 9877: 0.013874345721624605
Position 9156: 0.013159933586404684
Position 12902: 0.011586582801772688
Position 11125: 0.00942587354034512
Position 331: 0.007165629342597272
Position 421: 0.006495794279243473
Position 8856: 0.006192370124517662
Position 10769: 0.006136318875097382
Position 12797: 0.006050622596502403
Position 10568: 0.005878361663928079
Position 3121: 0.005401725606653091
Position 581: 0.005327967550412062
Position 9718: 0.005272300744588453
Position 961: 0.0034744326429996296
Position 11423: 0.0034546503013378996
Position 12802: 0.003246678099749119
Position 10745: 0.002575265476303815
Position 9746: 0.002398330516544737
Position 10719: 0.00217068370666928
Position 784: 0.0021483399107088694
Position 9730: 0.0021328137400906484
Position 1104: 0.0019727157662257585
Position 11747: 0.0017665510913530886
Position 1629: 0.0016207267728179317
Position 897: 0.0015343356439390546
Position 5608: 0.0014868949674682222
Position 8894: 0.0014533706440372262
Position 5468: 0.0008789313583747205
Position 3739: 0.0008009709006303605
Position 758: 0.0007747495368789399
Position 3781: 0.000747098557327279
Position 4789: 0.0007070866279757875
Position 153: 0.0006692420125559139
Position 2066: 0.0006056232511301772
Position 4333: 0.0005627986153005423
Position 3233: 0.00045007940325957876
Position 9791: 0.0003423641951850077
Position 175: 0.00032303170109191444
Position 1029: 0.0003126088643980433
Position 5342: 0.0002996095689175841
Position 3090: 0.00029514465024631323
Position 5756: 0.000258785505421927
Position 719: 0.00020865910138741106
Position 7491: 0.00019757251688084696
Position 335: 0.00019643881461457968
Position 1307: 0.00018747231377492615
Position 1137: 0.00017791172751535582
Position 1680: 0.0001721012593279438
Position 1268: 0.00011031504421393436
Position 4955: 9.691505891315008e-05
Position 11525: 6.006147625191218e-05
Position 1053: 5.897988264917523e-05
Position 190: 3.9256678461161247e-05
Position 257: 3.489358087298856e-05
Position 369: 3.2807159614874845e-05
Position 192: 3.2193800043295686e-05
Position 404: 2.511811074352765e-05
Position 118: 2.4860165418645154e-05
Position 269: 2.3512538222569277e-05
Position 272: 1.6276205922252796e-05
Position 314: 1.5105134505191683e-05
Position 439: 1.3109121914689057e-05
Position 267: 1.099204974046854e-05
Position 316: 1.0678210386410162e-05
Position 260: 7.869438287101994e-06
Position 704: 4.895213489639837e-06
Position 1011: 4.816981818707354e-06
Position 372: 2.604118080769759e-06
Position 433: 5.614926983044081e-07
Position 455: 3.422664105533006e-07
Position 955: 1.1148854300472813e-07
Position 563: 9.638140168541056e-08
Position 1021: 2.094276994880679e-08
Position 973: 1.523171935553849e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 8932: 0.9340654173650965
Position 11274: 0.9334579068769066
Position 4734: 0.8319929388920108
Position 4526: 0.7785428105195801
Position 13140: 0.48979420242386323
Position 1605: 0.433336427517949
Position 488: 0.39579976443285725
Position 14682: 0.25495130371538277
Position 1625: 0.22900306603065135
Position 1734: 0.21247621438506914
Position 8167: 0.20993743767649028
Position 11840: 0.19861608073567788
Position 13854: 0.17676710210777458
Position 1898: 0.16502733807278233
Position 13882: 0.12735250215189428
Position 14063: 0.1160358917106634
Position 3640: 0.10125140275497196
Position 8046: 0.08913911656114322
Position 10937: 0.08330477245400654
Position 13413: 0.07502741365815453
Position 6487: 0.057860569342967856
Position 14497: 0.056797317465016865
Position 12518: 0.05004673667713167
Position 8287: 0.04981150751594918
Position 12782: 0.046188504099553995
Position 1553: 0.044373234581584785
Position 445: 0.042557830058488025
