Gene = Ino80d
index = 577
Annotated 5SS: [   57  8612 20628 20983 28600 35315 39946 46084 48564 52232 53228]
Annotated 3SS: [ 8507 20536 20735 27868 35205 39720 45973 48429 52013 53069 55121]
SMsplice 5SS: [   57  3559  8612 16984 20628 20983 22245 27948 28600 35315 39946 46118
 48564 52232 52872 53228 55220]
SMsplice 3SS: [ 3440  8507 16881 20536 20877 22131 27868 28444 35205 39720 45973 48455
 52013 52686 53069 55121 65297]
top_k =  500
Partition function (log Z): -29.161454969340628

Sorted 5' Splice Sites (High to Low Probability):
Position 8612: 0.9943101631427591
Position 3559: 0.7586997346773868
Position 57: 0.6312842516781897
Position 454: 0.3818445917585238
Position 10534: 0.3321451585065727
Position 4820: 0.30661814755280475
Position 11855: 0.2897296102581605
Position 2064: 0.2439221046703532
Position 1338: 0.16308675312419926
Position 2167: 0.15507503966156877
Position 14821: 0.11631669275955513
Position 6298: 0.11305002841996133
Position 16126: 0.11160073432043742
Position 16112: 0.06925521345619887
Position 5681: 0.06636025062411263
Position 4401: 0.0651052822230914
Position 5128: 0.052861908815297225
Position 10540: 0.039766938445305426
Position 9123: 0.03852931234398431
Position 719: 0.035227169254850164
Position 11275: 0.02696409909334256
Position 13753: 0.020823881310260507
Position 16015: 0.020454085574696475
Position 16942: 0.018355186149779355
Position 11416: 0.01760812913023123
Position 5425: 0.016559536546982615
Position 6851: 0.015415585346208622
Position 845: 0.014925301274700884
Position 3785: 0.01361362276091185
Position 1400: 0.013466400488257271
Position 465: 0.012061454532348753
Position 1114: 0.011567929366198153
Position 14769: 0.010298999091045471
Position 13921: 0.009486252521297648
Position 16920: 0.008616041438136768
Position 2178: 0.007965271534656992
Position 2665: 0.00588605291923319
Position 5586: 0.0036112166243297606
Position 9570: 0.003469846857276787
Position 2014: 0.003149722757091727
Position 6156: 0.0031207006437385383
Position 5182: 0.0029737051920047494
Position 5148: 0.0029469449736674383
Position 14180: 0.002818069092691848
Position 9358: 0.002754722722569525
Position 1343: 0.002115259270904782
Position 3540: 0.00177073608774552
Position 11359: 0.00141829922114798
Position 1199: 0.000972541305185449
Position 564: 0.0008783234660707939
Position 1720: 0.0007337907881485959
Position 400: 0.0005681377710155254
Position 4: 0.0005643715057312914
Position 1394: 0.0005092817066703113
Position 10935: 0.0004831030292414991
Position 1235: 0.00043913647110186413
Position 866: 0.00020827573247179454
Position 923: 0.00019352044615392801
Position 885: 0.00018069166223108217
Position 1780: 0.00018064947945263155
Position 855: 0.000146372940438135
Position 708: 0.00014531667497697255
Position 1413: 9.952943771024059e-05
Position 1772: 8.07157885230134e-05
Position 460: 5.5264331258885114e-05
Position 835: 1.542925690577939e-05
Position 1405: 1.0198630553183872e-05
Position 1143: 8.983812880475876e-06
Position 1117: 8.310772020909191e-06
Position 907: 4.413567958414057e-06
Position 136: 4.24103555532658e-06
Position 415: 3.5490027018780273e-06
Position 61: 3.438508787577672e-06
Position 78: 3.406950442202189e-06
Position 195: 2.465041936488487e-06
Position 2205: 2.1592610555547334e-06
Position 634: 1.2620737234079258e-06
Position 282: 1.0086563716783497e-06
Position 126: 8.266639280669392e-07
Position 391: 7.137988489569763e-07
Position 933: 6.268994268244536e-07
Position 469: 5.524311035944459e-07
Position 584: 4.369047611062818e-07
Position 889: 1.0237600599755438e-07
Position 559: 2.3435369780909363e-08
Position 541: 1.4837875606666919e-08
Position 1083: 1.7083505889199395e-09
Position 536: 3.0706940836754845e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 8507: 0.9956063779167583
Position 16881: 0.7348010548466442
Position 3440: 0.6710230508853124
Position 1920: 0.4003794252384745
Position 11812: 0.306513049685405
Position 15916: 0.24369940166979528
Position 4599: 0.23812155943792107
Position 10205: 0.21807618547891497
Position 10458: 0.14935748050294592
Position 14737: 0.13912876166788424
Position 1239: 0.103752767622907
Position 6138: 0.07921517231860559
Position 4973: 0.06723569600832587
Position 11195: 0.060940115519450964
Position 17530: 0.05694711619190043
Position 4248: 0.05559984240912793
Position 4542: 0.052851108533600415
Position 13689: 0.05148814789987048
Position 5560: 0.04649402357888666
Position 1202: 0.04646748127032982
Position 3455: 0.045739517341781166
Position 6004: 0.036998180270756215
Position 10398: 0.03005713576503379
Position 335: 0.026958294334257716
Position 9062: 0.025446218593141025
Position 595: 0.02530547058600211
Position 3405: 0.022855094400583226
Position 1219: 0.021614594567976538
Position 3488: 0.02055674111316817
Position 13103: 0.018229542031690128
Position 11927: 0.01571873896099875
Position 6778: 0.015415585346208635
Position 9006: 0.014391631994462034
Position 10403: 0.011983563695219397
Position 5477: 0.010815630040696278
Position 3658: 0.010520466610663318
Position 5309: 0.010276828898545112
Position 5579: 0.009658686843347187
Position 999: 0.009234668872313757
Position 4720: 0.008929183777978546
Position 718: 0.008733141631782744
Position 263: 0.007675852021324866
Position 10481: 0.00632771297304925
Position 353: 0.006040282013896876
Position 13015: 0.005677152998287548
Position 13421: 0.00567643892262227
Position 18434: 0.005391089222844874
Position 4276: 0.00499597055388465
Position 1100: 0.004921157825395848
Position 4140: 0.004527862724247046
Position 4751: 0.004432444663812262
Position 9414: 0.003940439456876792
Position 16251: 0.0038947715057845184
Position 9041: 0.003833062395515959
Position 1893: 0.0036615012199426003
Position 9932: 0.0033780515911179805
Position 2034: 0.0033552934122134765
Position 2488: 0.003247105486484165
Position 9290: 0.0031582251294240324
Position 5510: 0.0030031267855121523
Position 13954: 0.0028180690926918476
Position 3627: 0.0027970435096707578
Position 11319: 0.0026641595296983903
Position 11971: 0.002428872101862173
Position 702: 0.002385380898737962
Position 4610: 0.002291337268853368
Position 1083: 0.002096216620893057
Position 433: 0.002001637183629009
Position 11138: 0.0018547325462395482
Position 12935: 0.001783440581640478
Position 1989: 0.0015896860347671639
Position 10970: 0.0015775473164399401
Position 2312: 0.0011208620092482621
Position 9716: 0.0009121146433329553
Position 9667: 0.0009023314816649372
Position 2100: 0.0008913870918016219
Position 10896: 0.0008537596836372131
Position 124: 0.0008132572349627
Position 2455: 0.0007468796383215158
Position 2432: 0.0006682462148467347
Position 956: 0.0006459357413265037
Position 13376: 0.0005570860238115975
Position 1680: 0.00048126049273385297
Position 9008: 0.00045753561093350085
Position 9880: 0.0004330029303667071
Position 8795: 0.0004027133080181595
Position 9506: 0.0004023135577128999
Position 10802: 0.00036390525522758145
Position 1601: 0.00034842124053529173
Position 628: 0.00031269465977402846
Position 3076: 0.00030547913883700796
Position 1109: 0.0002998050716777147
Position 3675: 0.00028735227499239555
Position 952: 0.00025448894950922974
Position 8836: 0.00022936139617640147
Position 8765: 0.00021495039323321289
Position 192: 0.00018493159502281243
Position 640: 0.00015352008884678424
Position 584: 0.00014886787731432588
Position 1997: 0.0001420261811316614
Position 1250: 0.00012951071353896023
Position 1927: 0.00012744544576146882
Position 2271: 0.00011114762662816301
Position 9445: 0.00011008997217374264
Position 2115: 9.241644357375848e-05
Position 1473: 8.588838948131664e-05
Position 1685: 8.048931588191758e-05
Position 7486: 7.44476363367483e-05
Position 1284: 7.173538295564025e-05
Position 1011: 6.099727416764593e-05
Position 1288: 5.706551546905203e-05
Position 4425: 5.480250250014093e-05
Position 9194: 5.289554789846996e-05
Position 657: 4.966480830841384e-05
Position 1310: 4.000594415658524e-05
Position 408: 3.296474288206668e-05
Position 546: 2.8304589618537024e-05
Position 1259: 2.594166785803681e-05
Position 1182: 2.499150268615028e-05
Position 797: 1.990468684661473e-05
Position 556: 1.940473702194437e-05
Position 3634: 1.3585340446412584e-05
Position 608: 1.1626428215147222e-05
Position 154: 1.1441118680751434e-05
Position 391: 1.0866703496147208e-05
Position 563: 1.0250283316801345e-05
Position 1014: 3.964337188980531e-06
Position 810: 1.9634989808095878e-06
Position 932: 1.4933371334784145e-06
Position 569: 1.042901611432097e-06
Position 8966: 8.462775309099591e-07
