Gene = Rab3gap1
index = 880
Annotated 5SS: [   57   208  5383 20516 22324 32926 35065 41178 46948 49517 50869 56048
 56669 58777 59349 61672 62306 65782 68793 69313 69529 69918 70376]
Annotated 3SS: [  151  5306 20382 22244 32805 34898 41077 46865 49447 50794 55954 56501
 58686 59175 61616 61933 65643 68564 69215 69424 69801 70272 73600]
SMsplice 5SS: [   57   208   772  5383 20516 22324 35065 41178 46948 56048 56258 56669
 58777 61672 62306 65782 68793 69300 69529 69918 70376]
SMsplice 3SS: [  151   676  5306 20382 22244 34898 41077 46865 55954 56185 56533 58686
 61616 61933 65643 68564 69215 69456 69801 70272 73600]
top_k =  500
Partition function (log Z): -33.51962307817741

Sorted 5' Splice Sites (High to Low Probability):
Position 5383: 0.9432018605099827
Position 57: 0.8889554897270613
Position 772: 0.6140841833570266
Position 208: 0.6089380727649182
Position 8662: 0.41844122104028086
Position 346: 0.33357563489937864
Position 4525: 0.056719503326066775
Position 10551: 0.05413330186432389
Position 2647: 0.053430442268735216
Position 11000: 0.04344635575790556
Position 255: 0.04162891243008838
Position 1920: 0.0400752392573169
Position 3376: 0.03892095825747488
Position 1927: 0.03505550999049482
Position 17774: 0.03491712674511583
Position 2661: 0.03196828048697045
Position 1698: 0.02796567608393501
Position 3710: 0.024041367786914715
Position 7800: 0.019760006447326152
Position 3908: 0.011570157184543774
Position 4179: 0.009716669048957415
Position 1893: 0.008791102401683971
Position 1287: 0.006750059999467303
Position 2229: 0.006663597009985711
Position 4920: 0.0063280522260386555
Position 2991: 0.005620982759760894
Position 2330: 0.005081032852745314
Position 52: 0.004493570017189823
Position 9163: 0.004489766774988909
Position 1364: 0.004421973135826817
Position 3292: 0.004115019028881426
Position 947: 0.003560522683278725
Position 638: 0.0028262494034212273
Position 1779: 0.002771356524716964
Position 4474: 0.0022388729590690206
Position 2423: 0.002212274292837682
Position 1059: 0.002126284997813189
Position 4470: 0.001983723454302021
Position 2638: 0.0015774122594238633
Position 1688: 0.0012520322001314402
Position 817: 0.0011902526887799935
Position 1572: 0.001071418643070856
Position 4530: 0.0007381962050398022
Position 431: 0.0007336409841027712
Position 788: 0.0007128812790211081
Position 381: 0.0005571152919410113
Position 105: 0.0004958072897484425
Position 542: 0.0003575841566042234
Position 3691: 0.0003471303238452232
Position 2720: 0.00031037417044172034
Position 5400: 0.0002403735356323043
Position 264: 0.00021788734921347305
Position 579: 0.00012719773379815105
Position 75: 0.00010993237589041152
Position 157: 0.00010429072326728244
Position 212: 9.469060591406444e-05
Position 61: 6.958131075461769e-05
Position 486: 6.775079705796308e-05
Position 215: 5.7523506417848585e-05
Position 554: 5.658600270331972e-05
Position 587: 5.4699891847450436e-05
Position 442: 4.026535944970123e-05
Position 562: 3.3863451658068e-05
Position 224: 1.9705670592571387e-05
