Gene = Nsun7
index = 769
Annotated 5SS: [  410  1333  4156  4710 16756 17249 18929 23824 24378 29625 35001 36003]
Annotated 3SS: [  928  4096  4578 16602 17064 18717 23679 24275 29506 34876 35471 37910]
SMsplice 5SS: [  238  4156  4710 16756 18929 19674 23824 24378 29625 35001]
SMsplice 3SS: [ 4096  4578 16602 18717 19581 23679 24275 29506 34876 35471]
top_k =  500
Partition function (log Z): -1.4591173362012846

Sorted 5' Splice Sites (High to Low Probability):
Position 4710: 0.9961912951601444
Position 23824: 0.9835774480914433
Position 16756: 0.9744265318207443
Position 29625: 0.9736779979163047
Position 4156: 0.9208952232823794
Position 24378: 0.9134082598678085
Position 19674: 0.8539864860908855
Position 35001: 0.7652857336313627
Position 238: 0.6437656168427404
Position 18929: 0.6217639886384186
Position 410: 0.6210060924687808
Position 35656: 0.4318558277740417
Position 17431: 0.29641661225430044
Position 18797: 0.24828874020361724
Position 1333: 0.21233343985376618
Position 33239: 0.20823863145791519
Position 9571: 0.18483767726037678
Position 33843: 0.14307473514514424
Position 25400: 0.11845333188418893
Position 17249: 0.11472639082258725
Position 17378: 0.10006085804304733
Position 2493: 0.08684034354515066
Position 27525: 0.0818090257588866
Position 19359: 0.06752008798565722
Position 1430: 0.059599054296211484
Position 6870: 0.058128731470638594
Position 5427: 0.056585667520310565
Position 33788: 0.055459522083584775
Position 1169: 0.050070177048520015
Position 28136: 0.049610144541637834
Position 27009: 0.03740730461399085
Position 17359: 0.03163724081321685
Position 18964: 0.03143146733847491
Position 4203: 0.02743296133153942
Position 23278: 0.02422161240207387
Position 11343: 0.023326415107189257
Position 27807: 0.01789157923286441
Position 20211: 0.016398622135476333
Position 3982: 0.013972696231991365
Position 19792: 0.013895036336359086
Position 22653: 0.01089068360966496
Position 1214: 0.010561446028550834
Position 23007: 0.008570168119300012
Position 524: 0.008531459022602118
Position 21719: 0.008080945264452303
Position 35817: 0.007620502990438456
Position 35550: 0.0056161404706431065
Position 17272: 0.0055322892924512135
Position 1198: 0.004805955193158822
Position 463: 0.004332652138968106
Position 459: 0.0037023031381684095
Position 4533: 0.003567407806727594
Position 24389: 0.003407807254259901
Position 23748: 0.003019093770178809
Position 2522: 0.002300626828872233
Position 747: 0.0022946177180815015
Position 1941: 0.002278347264150969
Position 1321: 0.0019942746571899967
Position 16688: 0.001373379560513192
Position 4160: 0.0013577123249057152
Position 4349: 0.001315011270034786
Position 2535: 0.0012635836959042773
Position 2322: 0.0012573556634859601
Position 1337: 0.001181573542837945
Position 245: 0.0011136678997223717
Position 2518: 0.00104970638600701
Position 3222: 0.001031482646574
Position 4220: 0.0010204419618726627
Position 195: 0.00080511790461429
Position 2486: 0.000756485174400958
Position 2391: 0.0006675277854814726
Position 3349: 0.0005705429428122208
Position 173: 0.0005130021499256009
Position 5676: 0.0005097648420450393
Position 590: 0.0005017428268648342
Position 1470: 0.00041623442821316927
Position 25815: 0.00037723713898833364
Position 1246: 0.0003421110307431925
Position 529: 0.00028374516106529073
Position 1456: 0.00022996145855349326
Position 242: 0.000161456989985717
Position 52: 0.0001388430466160311
Position 633: 9.044526806005577e-05
Position 503: 8.548206991251571e-05
Position 62: 7.14919868545035e-05
Position 5402: 5.953576175552257e-05
Position 4690: 4.33994651612905e-05
Position 540: 3.8641553607546556e-05
Position 331: 3.582141183382551e-05
Position 1033: 3.4084797855675605e-05
Position 4912: 3.370635353630403e-05
Position 134: 2.5312352606657198e-05
Position 19783: 2.4305945831510388e-05
Position 18804: 2.168480402015034e-05
Position 1107: 1.8124414335752985e-05
Position 19737: 1.7722320922006554e-05
Position 1097: 1.5802041914445204e-05
Position 18859: 1.2874649058852796e-05
Position 5100: 1.172384557664071e-05
Position 136: 1.1720800989634703e-05
Position 20751: 6.554215360100371e-06
Position 247: 5.213638132876598e-06
Position 5022: 4.783508128715404e-06
Position 491: 4.250128638755281e-06
Position 4575: 3.4610116633603105e-06
Position 64: 3.4182511710838494e-06
Position 512: 3.325834967293354e-06
Position 613: 2.2022366084378378e-06
Position 664: 1.7561559709353941e-06
Position 497: 1.5351702111644266e-06
Position 515: 8.360992654926504e-07
Position 467: 7.022868895180496e-08
Position 500: 4.797912908143631e-08
Position 521: 3.372011981713725e-08
Position 309: 1.8703374519689212e-08
Position 347: 1.5405668587519975e-08
Position 481: 2.9703691094849596e-09
Position 571: 7.984414991289891e-10
Position 1110: 2.914205684623111e-10
Position 518: 8.679449743870319e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 29506: 0.9457816499731986
