Gene = Lce6a
index = 629
Annotated 5SS: [ 66 530]
Annotated 3SS: [ 239 1140]
SMsplice 5SS: [66]
SMsplice 3SS: [1140]
top_k =  500
Partition function (log Z): -6.410349690610875

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.7771574946500643
Position 530: 0.49975797839144076
Position 636: 0.09441946196046533
Position 266: 0.03680868517149647
Position 87: 0.02943968294089148
Position 664: 0.00634781058192784
Position 1428: 0.006294164316529874
Position 502: 0.002854744508768264
Position 776: 0.0026514614729207333
Position 843: 0.0017142937856018804
Position 339: 0.0016482153889485762
Position 421: 0.0015561106555233906
Position 1370: 0.0011013261094259847
Position 1070: 0.0008980196709079034
Position 1244: 0.0008535998722325888
Position 1250: 0.0005027877038111517
Position 817: 0.00043823134401332073
Position 448: 0.00041502437656935003
Position 106: 0.0004087701372585519
Position 101: 0.0003417597374953116
Position 357: 0.0003361720236812908
Position 1102: 0.0002744645420582456
Position 50: 0.0002653098458540536
Position 876: 0.00025968226161787256
Position 1005: 0.00019531169178797455
Position 1022: 0.00017521728923363663
Position 867: 0.00013702114950905672
Position 886: 0.00013159505358042905
Position 1262: 0.0001027191170020753
Position 1324: 9.930526025839779e-05
Position 1274: 8.746015651119005e-05
Position 735: 7.870470363729003e-05
Position 80: 7.203342871092126e-05
Position 591: 7.148737522624838e-05
Position 833: 5.918174577070413e-05
Position 26: 5.78491599596507e-05
Position 111: 5.505549060912678e-05
Position 70: 5.265313183737551e-05
Position 1011: 5.131116379053029e-05
Position 252: 1.4498994041471882e-05
Position 150: 4.107311764710381e-06
Position 113: 3.13475342822384e-06
Position 228: 3.1173352213903873e-06
Position 546: 2.118082931964214e-06
Position 250: 9.558342198995828e-07
Position 226: 8.299200518187138e-07
Position 463: 7.740212816523012e-07
Position 509: 5.635617653874789e-07
Position 840: 6.565376213363856e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1140: 0.869158383874265
Position 239: 0.15794246934036238
Position 336: 0.15244734818682665
Position 619: 0.12199911655993642
Position 387: 0.04510662832726871
Position 902: 0.025952990724934514
Position 406: 0.020935475465586516
Position 1533: 0.015091331697041884
Position 270: 0.014333012105153307
Position 1154: 0.008571802684855474
Position 1367: 0.007442405572189648
Position 1282: 0.003407779148246292
Position 529: 0.0031031920718621042
Position 1279: 0.00295426373231025
Position 833: 0.0027779773242562265
Position 424: 0.001754990033298683
Position 274: 0.0015774158013775264
Position 346: 0.001440081568406163
Position 489: 0.0011527045445662916
Position 576: 0.001145880382838484
Position 1011: 0.0008279199452360624
Position 421: 0.0007542521573980085
Position 1173: 0.0006766221876310067
Position 1102: 0.0006188785355639989
Position 1225: 0.0005711480167046554
Position 500: 0.0005707422182373544
Position 200: 0.0005280380554532764
Position 1304: 0.00046103073258764676
Position 956: 0.000396163471833196
Position 197: 0.00039311368813066313
Position 1189: 0.0003772098270926121
Position 288: 0.0003465969088379568
Position 458: 0.00034325589889721306
Position 1546: 0.0002928380020986599
Position 250: 0.0002465100418186318
Position 1506: 0.00023416755008616482
Position 156: 0.00023391461424675431
Position 635: 0.00022582245374549472
Position 444: 0.0002000014028273693
Position 150: 0.00016678214419928836
Position 534: 0.00012137181983155409
Position 944: 0.00011549593762707329
Position 1453: 0.00010762631477741304
Position 787: 9.577600316478094e-05
Position 632: 9.430154862302885e-05
Position 1475: 8.259336312958447e-05
Position 143: 7.828830367461966e-05
Position 438: 7.375469655716881e-05
Position 1170: 7.18725551706602e-05
Position 690: 6.671321124306244e-05
Position 131: 6.663296165057905e-05
Position 774: 6.38073592234578e-05
Position 907: 5.468604770187335e-05
Position 986: 5.067630298069155e-05
Position 281: 3.532831827846745e-05
Position 733: 3.4776947311280425e-05
Position 429: 3.407821241552121e-05
Position 1087: 3.123513905408406e-05
Position 431: 2.7262612701891265e-05
Position 905: 2.7174492675847802e-05
Position 553: 1.973557460376997e-05
Position 1049: 1.3520120776068714e-05
Position 587: 1.2417872482239118e-05
Position 1396: 1.0970748644005126e-05
Position 652: 1.067905423858235e-05
Position 128: 1.0307119655717839e-05
Position 351: 1.0239019330629225e-05
Position 163: 1.0207522785074083e-05
Position 1399: 9.911568815390435e-06
Position 119: 5.159467034680641e-07
Position 590: 7.290789093289635e-08
Position 122: 3.608319810853021e-08
Position 101: 1.5027120885666822e-10
