Gene = Izumo2
index = 599
Annotated 5SS: [ 233  389 1600 1790 6710]
Annotated 3SS: [  313  1512  1768  6585 11000]
SMsplice 5SS: [389]
SMsplice 3SS: [7802]
top_k =  500
Partition function (log Z): -7.9352250139704985

Sorted 5' Splice Sites (High to Low Probability):
Position 389: 0.9093563761079827
Position 4337: 0.5427256669197532
Position 1536: 0.44252621393869757
Position 824: 0.4350088301888275
Position 229: 0.40780264052549126
Position 1790: 0.2772482002538601
Position 245: 0.22389655741002087
Position 6710: 0.20906855321143383
Position 6645: 0.12068764329035464
Position 1920: 0.10925099088323106
Position 1600: 0.09498768170370774
Position 8068: 0.09389221481666243
Position 1455: 0.06789322174971937
Position 233: 0.06123422903753135
Position 3331: 0.05981786336540904
Position 799: 0.05175576061014737
Position 4311: 0.04617741118595118
Position 6663: 0.03891486709872318
Position 1913: 0.037422361894027804
Position 607: 0.03248764241274946
Position 2854: 0.03072007303926843
Position 5314: 0.02871927081300423
Position 6651: 0.026426756363227607
Position 909: 0.02550113721533944
Position 534: 0.02083232036753539
Position 171: 0.016591825088482115
Position 6669: 0.015133938142862222
Position 7919: 0.01286960015641906
Position 9926: 0.009272535203775648
Position 78: 0.0073824705986649825
Position 567: 0.006231359573803434
Position 7912: 0.006072709517223939
Position 812: 0.0047092672368181186
Position 5229: 0.003558863623727976
Position 1136: 0.0031601781331229133
Position 363: 0.0026636984239834733
Position 249: 0.0019839892210915455
Position 102: 0.001674171055142916
Position 4365: 0.001643655341968198
Position 3440: 0.0013558560463840712
Position 22: 0.0009512110973360346
Position 754: 0.0009014190712983263
Position 107: 0.0008475985127474652
Position 5221: 0.0007162985090872011
Position 220: 0.0006869050063435065
Position 237: 0.0006690873826722131
Position 69: 0.0004438791999571204
Position 334: 0.00038890348916090873
Position 8019: 0.00034361817725439233
Position 1469: 0.0003055473770555586
Position 1346: 0.0002391319684812373
Position 118: 0.00019909909327849636
Position 1364: 0.00019591936300441162
Position 1352: 0.00018583627538850585
Position 1021: 0.00018446869385482353
Position 235: 0.000102879026261807
Position 519: 9.432800219792592e-05
Position 82: 7.692556636275156e-05
Position 456: 7.55409580905403e-05
Position 653: 7.256626772164639e-05
Position 1434: 6.107397577935086e-05
Position 609: 4.434403036855063e-05
Position 306: 3.6717421793056904e-05
Position 497: 3.660412363560746e-05
Position 32: 3.083240067556986e-05
Position 629: 2.990998497543774e-05
Position 529: 2.7745382030151162e-05
Position 639: 1.491936963207127e-05
Position 558: 1.2587308550932146e-05
Position 30: 9.39330584557284e-06
Position 541: 8.750139376194548e-06
Position 272: 6.676332704329612e-06
Position 458: 2.526871725535952e-07
Position 313: 2.3607156702670236e-07
Position 468: 1.4085661385975888e-07
Position 637: 3.143264364702251e-08
Position 316: 2.7378062568201634e-08
Position 846: 2.350908289101879e-08
Position 548: 1.8724346328981033e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7802: 0.9053764603950071
Position 313: 0.503733328559634
Position 723: 0.48514543589096565
Position 6585: 0.43211522519886586
Position 4255: 0.3780690824919538
Position 1292: 0.30894552185923674
Position 1512: 0.25442199620057143
Position 4209: 0.21388627241961344
Position 1768: 0.18149175991601865
Position 292: 0.1590655117991445
Position 1642: 0.10623603369907365
Position 9780: 0.07796147981629904
Position 1624: 0.07551423103968398
Position 474: 0.04394046811721054
Position 5069: 0.031509993282073157
Position 2750: 0.03149127005942485
Position 1660: 0.030951616312029268
Position 3250: 0.029581026412703403
Position 10498: 0.02720862508941356
Position 5086: 0.019383777582540573
Position 1345: 0.018782284624926517
Position 1677: 0.017652635482357317
Position 3314: 0.017557696127353445
Position 1437: 0.014828867564054275
Position 8308: 0.01404770251257154
Position 9016: 0.013355428616108294
Position 3067: 0.01196376909970814
Position 711: 0.011746768654206015
Position 1367: 0.008430488566704064
Position 5208: 0.006794798213388846
Position 730: 0.0047342308496616334
Position 857: 0.004536238265378312
Position 7808: 0.00443364531817872
Position 1399: 0.0043136565826748935
