Gene = Kifap3
index = 606
Annotated 5SS: [   320   3534  14521  16458  17811  34886  36367  38349  46284  49713
  69179  76562  78002  82538  83254  85955  89204 103990 108723]
Annotated 3SS: [  3401  14365  16401  17668  34785  36241  38249  46104  49549  69077
  76452  77888  82371  83127  85855  89117 103799 108622 136141]
SMsplice 5SS: [   320   3534  14521  16458  17741  38349  46303  49713  53141  69179
  74181  76562  78002  79016  79166  82538  83254  84311  85955 103990
 108723 120858]
SMsplice 3SS: [  3401  14365  16401  17668  38218  46104  49549  52986  69077  74081
  76452  77888  78858  79101  82371  83127  84168  85855 103799 108622
 120643 136141]
top_k =  500
Partition function (log Z): -55.38575684905364

Sorted 5' Splice Sites (High to Low Probability):
Position 3534: 0.9982722373072238
Position 14521: 0.9794333331830167
Position 17741: 0.8462439858262513
Position 320: 0.7248696981712557
Position 16458: 0.6743613107000112
Position 7696: 0.6238706533590473
Position 6689: 0.4029367036512209
Position 3925: 0.32119211592027086
Position 16995: 0.19144948834355305
Position 348: 0.17181371812826887
Position 2369: 0.15244843730970203
Position 8074: 0.12992316740705417
Position 9944: 0.08404356862381968
Position 4042: 0.0746512176526689
Position 17811: 0.07101920574656839
Position 6320: 0.06321309586788708
Position 18784: 0.05919377532514989
Position 3715: 0.05472410732085019
Position 19495: 0.054487886652918906
Position 18108: 0.04103261673164148
Position 565: 0.04013850382081476
Position 4509: 0.02866815148055463
Position 15842: 0.02214277790200624
Position 201: 0.017893559338304766
Position 5218: 0.017066822210581988
Position 17102: 0.016592142437918234
Position 3686: 0.015435398756427222
Position 4721: 0.013362820242869507
Position 18977: 0.011825103540050922
Position 1183: 0.011436257931127541
Position 18174: 0.011241187703843762
Position 356: 0.009524247144731771
Position 112: 0.007372538647466909
Position 17364: 0.006907057152361281
Position 19060: 0.006899019771799178
Position 3726: 0.0067636997229715765
Position 16952: 0.0057821507712046616
Position 485: 0.005621634833707676
Position 503: 0.004964871884800614
Position 358: 0.004795507362413702
Position 22434: 0.004503869020082605
Position 49: 0.00393599520381503
Position 1222: 0.003924331108667801
Position 720: 0.0037721445792430874
Position 4297: 0.0034942843718144
Position 19091: 0.003443977652184042
Position 2336: 0.00336904873939214
Position 984: 0.0023708196708555865
Position 2373: 0.0020779933423199655
Position 14434: 0.0019038562795035412
Position 715: 0.001780949439476679
Position 3959: 0.0017473897559136644
Position 3371: 0.0016272576435425472
Position 3045: 0.0012544720672723047
Position 4935: 0.0009458904562606452
Position 410: 0.0008796598706638994
Position 1217: 0.0008153506129641897
Position 5138: 0.0007910703135686627
Position 19160: 0.0006876928197038072
Position 1225: 0.0006533955745624276
Position 3332: 0.000592256350771296
Position 1016: 0.0005833454796417166
Position 2841: 0.0005734180931467213
Position 224: 0.0005019170073861625
Position 3731: 0.0004293624021032836
Position 3290: 0.0004248207011836679
Position 181: 0.0003922621033748889
Position 380: 0.0003727730522589477
Position 18504: 0.0003686842900506622
Position 2307: 0.00035760543086357674
Position 24: 0.00033583743781729074
Position 942: 0.0003074142668615841
Position 3736: 0.0002537038104957914
Position 10153: 0.0002495890991205925
Position 1355: 0.00023805755920202782
Position 3538: 0.0002164785690976096
Position 3030: 0.00021624561765231398
Position 2345: 0.00020275634578594356
Position 2441: 0.00017499039959702504
Position 3020: 0.00017456893703409645
Position 17719: 0.0001683525978374923
Position 2350: 0.00015957213707547813
Position 3694: 0.00010108082982906869
Position 17837: 8.49866345749536e-05
Position 17748: 7.997656262088167e-05
Position 3662: 5.38046815344003e-05
Position 3552: 5.189617097454613e-05
Position 4145: 5.059850343770997e-05
Position 3548: 2.9450907473761393e-05
Position 3504: 1.836685538531888e-05
Position 17849: 1.653188302127982e-05
Position 1501: 1.3265141823748816e-05
Position 2179: 1.2346079249234658e-05
Position 818: 1.2037186838674476e-05
Position 3540: 9.236769374476862e-06
Position 102: 8.795580179123512e-06
Position 3459: 4.053532412821293e-06
Position 214: 3.179821483248994e-06
Position 841: 2.863291433855997e-06
Position 830: 2.014894136994069e-06
Position 797: 1.9497475406330265e-06
Position 783: 1.916503462430549e-06
Position 3844: 1.7810675367188129e-06
Position 505: 1.6219388044922964e-06
Position 791: 1.4868462227751015e-06
Position 526: 1.2468074913994072e-06
Position 957: 1.1767568714865673e-06
Position 66: 1.0729933784708417e-06
Position 451: 9.10024122184496e-07
Position 85: 8.54749319363972e-07
Position 744: 8.134449571375474e-07
Position 778: 7.77453405166683e-07
Position 906: 7.079677942119012e-07
Position 741: 5.805986449524574e-07
Position 595: 5.419058921932896e-07
Position 689: 4.994146980341465e-07
Position 109: 4.428992700711233e-07
Position 64: 2.7141246974313676e-07
Position 747: 2.5023167352761245e-07
Position 3907: 2.0430105066889109e-07
Position 1682: 1.219313381691009e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 17668: 0.9858485293517285
Position 14365: 0.9813371894625169
Position 3401: 0.8655380112132874
Position 16401: 0.5825165522816574
Position 7619: 0.5135669654768631
Position 6510: 0.4019367189494617
Position 3829: 0.38569217339980055
Position 16850: 0.20021623221268087
Position 18025: 0.1463539865032661
Position 2266: 0.12078826243380308
Position 7947: 0.11513554045430822
Position 22202: 0.0964715492754467
Position 21030: 0.09449390949228846
Position 3619: 0.08419049264903936
Position 7634: 0.08071974073886581
Position 9827: 0.08035906715184811
Position 25846: 0.08011853737109537
Position 18661: 0.07349544552812963
Position 19864: 0.0682060492304406
Position 3225: 0.06638542637295451
Position 19318: 0.05821071596135961
Position 16378: 0.057004189368371774
Position 21013: 0.053997036429458745
Position 18929: 0.05172771906743282
Position 19606: 0.04213006461676337
Position 6249: 0.04181332439805456
Position 2211: 0.03538558204001075
Position 25404: 0.03408562860397654
Position 19446: 0.02964096809203769
Position 7565: 0.029583947143318037
Position 3459: 0.029348969100132904
Position 26725: 0.029279884778359497
Position 3439: 0.028023253467821484
Position 23597: 0.025206380870075467
Position 16087: 0.023535933786931865
Position 24591: 0.022469016338760462
Position 22805: 0.018833532933432186
Position 21841: 0.01775016156257629
Position 22916: 0.0173717156021248
Position 6186: 0.016409758954492332
Position 4413: 0.01624532619626218
Position 18313: 0.015314517117150424
Position 1077: 0.015164614886208636
Position 7918: 0.014787626952746146
Position 23298: 0.01457090696561245
Position 22527: 0.013875956735904658
Position 16116: 0.013870786058240148
Position 24920: 0.013222842051511342
Position 20018: 0.012038666410954994
Position 19339: 0.011897707147057313
Position 15712: 0.011449555981747178
Position 17258: 0.010270171971366197
Position 16800: 0.010244455273445141
Position 3406: 0.008437249934370714
Position 15762: 0.00799580745969029
Position 21861: 0.007358413967871754
Position 4625: 0.007324631410744673
Position 22043: 0.0071784004670491725
Position 21526: 0.007019065722164385
Position 5122: 0.006897617514480034
Position 25024: 0.0067643024102771515
Position 19479: 0.006095347360437942
Position 19089: 0.006007238421000519
Position 5017: 0.005703721016679268
Position 22939: 0.005431789762722327
Position 3787: 0.004835665715944368
Position 4408: 0.004755252680199905
Position 21079: 0.004712374448512058
Position 16902: 0.004492238557407833
Position 19971: 0.004447042940041293
Position 4386: 0.004266882426708142
Position 9689: 0.0036845014719712396
Position 20480: 0.0032223197080172407
Position 6081: 0.0030346746206750394
Position 21543: 0.003016277335627815
Position 18743: 0.0028925562934761584
Position 15694: 0.0026974144605688075
Position 5134: 0.002534962566356792
Position 17621: 0.0024580139229843814
Position 4598: 0.0024313003029615247
Position 4337: 0.0023701445414189936
Position 22716: 0.0022444914565833743
Position 20993: 0.002234653340875846
Position 4620: 0.0022092065184367527
Position 20824: 0.002105318996398432
Position 4134: 0.0018622714949142081
Position 22182: 0.0017829826755047969
Position 594: 0.0017350027736211208
Position 21725: 0.0015421518491110305
Position 2869: 0.0013634607488283736
Position 3466: 0.0012199378785028795
Position 6270: 0.0010379381329723913
Position 6627: 0.001002607732294663
Position 5172: 0.000928047819014599
Position 4549: 0.000919914538874451
Position 2287: 0.0009007857254707217
Position 5023: 0.0008688123413634537
Position 3947: 0.0008226312986653626
Position 3332: 0.0008117409937570424
Position 4279: 0.000811061893382403
Position 3445: 0.0007888293247231436
Position 638: 0.0007240044625333745
Position 3877: 0.0006647940232561148
Position 3412: 0.0006283467581319045
Position 18598: 0.0006219036622692504
Position 5020: 0.0006184202327259877
Position 4830: 0.0005784858415380026
Position 4152: 0.0005501458994174069
Position 6083: 0.0004774594302290562
Position 6069: 0.0004399403314635506
Position 2238: 0.0004338940637004759
Position 2178: 0.00035847840710753526
Position 844: 0.0003540405047216515
Position 2154: 0.0003261832160735415
Position 5197: 0.00030631103353051607
Position 461: 0.0002953404890890499
Position 2949: 0.00028534892353625137
Position 18572: 0.000255034549220674
Position 2747: 0.00024420370486445
Position 2311: 0.000222013675242193
Position 2775: 0.00021714818433815167
Position 4033: 0.00021225941260943795
Position 4325: 0.00020109650045957477
Position 169: 0.0001987778897871368
Position 502: 0.0001927137589366387
Position 2275: 0.0001708190113761204
Position 1277: 0.00016302557289052242
Position 4761: 0.00015739119565121246
Position 3630: 0.00015063374456366133
Position 10030: 0.0001504932909071645
Position 4810: 0.000144195833946414
Position 1056: 0.0001280188885140565
Position 3337: 0.00012140314024797724
Position 4344: 0.00011803899225449128
Position 2186: 0.00011263131406550676
Position 2711: 0.00011206620394412147
Position 9994: 9.909580821342799e-05
Position 3662: 9.639260077656536e-05
Position 917: 8.830238650869242e-05
Position 694: 8.488099930021755e-05
Position 2086: 8.251338513021796e-05
Position 17479: 8.106224946985296e-05
Position 4837: 6.50734385944548e-05
Position 484: 6.40137717655431e-05
Position 3994: 6.064288941026242e-05
Position 3178: 5.5684743793232006e-05
Position 18396: 4.506234880099982e-05
Position 385: 4.327400025543619e-05
Position 18729: 4.163932237311008e-05
Position 420: 3.8035622915943556e-05
Position 514: 3.2361165159727194e-05
Position 391: 2.851615501430759e-05
Position 244: 2.292225568833663e-05
Position 18445: 1.8175274546288916e-05
Position 3160: 1.2571359007106431e-05
Position 3233: 1.0573372549518916e-05
Position 4194: 9.530223341383512e-06
Position 3917: 5.097638950723626e-06
Position 4296: 5.060940935129229e-06
