Gene = Smr3a
index = 994
Annotated 5SS: [  66 2234 5553]
Annotated 3SS: [2166 5479 5721]
SMsplice 5SS: [66]
SMsplice 3SS: [5479]
top_k =  500
Partition function (log Z): -7.773016395607184

Sorted 5' Splice Sites (High to Low Probability):
Position 66: 0.9950907589711491
Position 2234: 0.5570970366121926
Position 2677: 0.14487244089458634
Position 5005: 0.06588240005285124
Position 3664: 0.027616494521835063
Position 1017: 0.01717049665657614
Position 1838: 0.015276947518721615
Position 1352: 0.014326467894458865
Position 5342: 0.01402454309127709
Position 5253: 0.01082864075459674
Position 574: 0.005665389302214482
Position 2580: 0.005078865891891986
Position 2859: 0.004650367359532463
Position 5484: 0.0030141865532109864
Position 1833: 0.0027161950703952246
Position 3318: 0.002385092897181916
Position 5133: 0.0023458096301881438
Position 2006: 0.0022336393077877037
Position 5778: 0.001554020417266244
Position 4510: 0.0012868247133756973
Position 4001: 0.0010602471915133699
Position 181: 0.0010545266573580062
Position 1392: 0.0010390710318385564
Position 5565: 0.0009422487779975387
Position 1683: 0.0008400985597027496
Position 1973: 0.0006630527705908384
Position 252: 0.0005640063210320779
Position 924: 0.0005515112304780275
Position 568: 0.00047547271677545334
Position 70: 0.00035555805461800555
Position 5417: 0.0003366719895293113
Position 1885: 0.0002737203495859852
Position 682: 0.00023384680649868187
Position 1153: 0.00018344240776732443
Position 2013: 0.0001811034802059267
Position 1660: 0.00018047403358397032
Position 2016: 0.00014110355104995985
Position 1032: 0.0001290231094966775
Position 1147: 0.00012432099558991016
Position 2087: 0.00012271590313975715
Position 991: 0.00010639819605497837
Position 57: 0.00010296226666838123
Position 973: 8.501427966419905e-05
Position 866: 7.948441593362503e-05
Position 840: 7.647875965718534e-05
Position 1132: 7.428509034675778e-05
Position 1287: 7.186623423644951e-05
Position 462: 6.917847027045252e-05
Position 2238: 4.258121166194272e-05
Position 4732: 3.283911562852514e-05
Position 277: 6.127499282697539e-06
Position 291: 3.9994631523552394e-06
Position 100: 2.4214286684160126e-06
Position 215: 1.8645892929300003e-06
Position 55: 1.264507160742766e-06
Position 1591: 9.520765444332108e-07
Position 934: 9.301724191005696e-07
Position 260: 7.737180212848569e-07
Position 327: 7.588620914125387e-07
Position 3132: 7.217176374312454e-07
Position 1643: 6.659003067755265e-07
Position 970: 6.55725292316829e-07
Position 1261: 6.285673692970527e-07
Position 628: 5.747259831777526e-07
Position 1585: 5.583160539044913e-07
Position 107: 5.092592207045591e-07
Position 109: 4.431603613389582e-07
Position 1167: 3.7641984072217985e-07
Position 132: 3.39040045854855e-07
Position 1052: 3.29503032868823e-07
Position 116: 2.2837396942105865e-07
Position 479: 1.6974969776847687e-07
Position 829: 1.5479208504927222e-07
Position 746: 9.06246601056256e-10
Position 698: 5.429626831885971e-10
Position 783: 5.381560184976711e-10
Position 789: 5.168579727301587e-10
Position 483: 1.4464716010437435e-10
Position 391: 1.3385187308387712e-10
Position 578: 4.166636167137263e-11
Position 416: 3.8393178430037573e-11
Position 587: 1.8526633578212533e-11
Position 604: 5.016769243226953e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5479: 0.5347753474632793
Position 2166: 0.4254752211694224
Position 4809: 0.12395945360600936
Position 2133: 0.12354618882126091
Position 4867: 0.08819520894941302
Position 2579: 0.07950158180300805
Position 2568: 0.06833780626867172
Position 5308: 0.050504468127161584
Position 5630: 0.03952683869349302
Position 5669: 0.03851911598602367
Position 1721: 0.02906679894669788
Position 3518: 0.02852403576783219
Position 912: 0.02506049782796059
Position 5235: 0.02142329849035755
Position 1925: 0.017586203372366136
Position 5685: 0.012917355002184057
Position 5860: 0.012102608802031992
Position 2617: 0.0115590363840389
Position 5594: 0.01107543042671115
Position 2402: 0.009389525111294497
Position 4075: 0.008287321072814083
Position 4852: 0.007676066412126221
Position 4376: 0.0066824970942165095
Position 1446: 0.006671735888494552
Position 4628: 0.005936020575042939
Position 3554: 0.005813714836809377
Position 1216: 0.005123824983994712
Position 2476: 0.0045519571554538405
Position 990: 0.004281608410675332
Position 1051: 0.003960425754035266
Position 325: 0.003704360051174855
Position 1258: 0.0036927412701030474
Position 2222: 0.0035815063559615588
Position 2004: 0.0035505599550409534
Position 3281: 0.0033593635210557205
Position 2439: 0.00331897113412669
Position 2204: 0.0031256804840807226
Position 858: 0.0029600078522151216
Position 1320: 0.002953344349909471
Position 2662: 0.002899900461292061
Position 3729: 0.0028897459478697883
Position 5209: 0.0028270989975142475
Position 602: 0.0027789552689203617
Position 3252: 0.0025300981303710596
Position 5750: 0.002472680293527088
Position 5558: 0.002311783299687257
Position 3749: 0.0021926670735886353
Position 1422: 0.0021277322281877246
Position 353: 0.0021157909880049185
Position 3216: 0.00209954843870142
Position 4393: 0.001950114488048795
Position 5721: 0.0017075370083146956
Position 5046: 0.0016996922028077635
Position 1755: 0.00152281714929891
Position 675: 0.0014456939992816033
Position 4597: 0.0014075984806125983
Position 1518: 0.0013770948762557567
Position 3864: 0.0013293484920537614
Position 1127: 0.0011881484053887059
Position 2168: 0.0011849052716013512
Position 4662: 0.0011294469684647926
Position 2726: 0.0010588080623776838
Position 4500: 0.0010166918586603092
Position 4822: 0.0009353469431268892
Position 3796: 0.0009208134684646898
Position 273: 0.0008948753846479053
Position 3024: 0.0008854070298324039
Position 4525: 0.0008417855554574507
Position 640: 0.0008367309146297124
Position 4996: 0.0007775306112043906
Position 4159: 0.0007578393368140909
Position 2972: 0.0007424907973692708
Position 3131: 0.0006931542136742819
Position 2054: 0.0006550828647878122
Position 2310: 0.0005806143093286552
Position 2838: 0.000509230784372087
Position 4353: 0.00045516350193972667
Position 1725: 0.0004310325638749824
Position 1196: 0.0004067537244202639
Position 1806: 0.0003762396166230433
Position 5496: 0.00033085694230339024
Position 5316: 0.0003234515212906318
Position 3404: 0.0003173394829368219
Position 141: 0.00031587635114163886
Position 704: 0.0003144249759339804
Position 2595: 0.00031372989355111955
Position 755: 0.0003095825793522477
Position 3357: 0.0003005419740866928
Position 4776: 0.00030019280692452255
Position 391: 0.00022628235496527095
Position 4644: 0.00022430229206795674
Position 3322: 0.00019896901802884904
Position 970: 0.0001919999496466994
Position 3926: 0.00017781536501239106
Position 4215: 0.0001670877915063662
Position 3608: 0.00016707007087924704
Position 2019: 0.0001529098500900813
Position 523: 0.00014915700270205125
Position 1080: 0.0001262037132770699
Position 1890: 0.00010674941124749244
Position 181: 0.00010550024928214042
Position 3708: 0.00010316191209623943
Position 546: 0.00010077448134849854
Position 1186: 9.968110763470877e-05
Position 1539: 8.835927988120114e-05
Position 3318: 8.344972015424366e-05
Position 1973: 8.217384865435747e-05
Position 3156: 7.884799009773686e-05
Position 3325: 7.65985237792892e-05
Position 2408: 6.746276877345046e-05
Position 2292: 6.556931710140756e-05
Position 1379: 5.658110146320061e-05
Position 610: 4.522125852078175e-05
Position 1935: 4.508873135843205e-05
Position 1482: 4.2362191721515385e-05
Position 1272: 3.245881247184118e-05
Position 744: 2.90501214115188e-05
Position 1951: 2.8926549288806297e-05
Position 2065: 2.6703046858553355e-05
Position 241: 1.9623016123131206e-05
Position 1677: 1.947646452098637e-05
Position 1065: 1.834966039080752e-05
Position 1337: 1.686788338710991e-05
Position 1287: 1.4403901288811042e-05
Position 866: 1.0187828552509001e-05
Position 479: 9.7820090926998e-06
Position 1991: 5.232923655782215e-06
Position 2487: 3.267335018065289e-06
Position 2749: 2.1854709882027978e-06
Position 1017: 5.483512152668022e-07
Position 2525: 5.137113730104124e-07
Position 1274: 2.298658882437754e-07
Position 1099: 1.827194606626291e-07
Position 916: 8.140718970342982e-08
Position 779: 7.682626228358762e-08
Position 487: 5.0454842703346335e-08
Position 1342: 1.965561845334561e-08
Position 277: 1.8586470497999654e-08
Position 493: 1.3974621957172313e-08
Position 708: 1.256844124142484e-08
Position 1560: 4.361262564487471e-09
Position 550: 3.257398443762183e-09
Position 205: 2.7204120713093757e-09
Position 552: 2.6652321984864164e-09
Position 829: 2.378117053268057e-09
