Gene = Akt1s1
index = 108
Annotated 5SS: [ 125 3736 4634 4885]
Annotated 3SS: [3346 4555 4714 5367]
SMsplice 5SS: [ 125  783 3736 4634 4885]
SMsplice 3SS: [ 385 3346 4555 4753 5973]
top_k =  500
Partition function (log Z): 3.9649005466622995

Sorted 5' Splice Sites (High to Low Probability):
Position 4634: 0.9845917213576146
Position 4885: 0.9776101321938614
Position 783: 0.9054804862046146
Position 3736: 0.8637464425372428
Position 125: 0.820382701566342
Position 466: 0.4395694964736282
Position 507: 0.14353499743900833
Position 137: 0.13058079615762086
Position 3016: 0.1199037246116116
Position 5171: 0.07981478771939572
Position 1948: 0.07770118934920885
Position 3438: 0.054292015780593575
Position 1382: 0.03173526111168113
Position 5596: 0.029718691842944518
Position 5264: 0.028763990848980875
Position 1735: 0.02141278753639556
Position 1073: 0.021199820168964118
Position 2670: 0.020862788807107287
Position 1502: 0.018826314482991924
Position 3721: 0.015511939442005544
Position 5284: 0.012360384252615644
Position 1077: 0.010375732909946351
Position 1211: 0.010213904126783357
Position 4371: 0.008992954672907836
Position 4678: 0.008363904765521518
Position 3214: 0.00812960875283315
Position 2744: 0.008035713184937685
Position 2838: 0.007690626075633524
Position 6085: 0.00705965803347511
Position 4324: 0.006947312502444833
Position 6056: 0.00693773727175736
Position 183: 0.006106089186833763
Position 2123: 0.005996365567645845
Position 4332: 0.005715818902577922
Position 5780: 0.005072227073777141
Position 175: 0.004717501132166389
Position 3947: 0.004380003399425983
Position 2430: 0.003491484268124286
Position 2003: 0.0034695117171691828
Position 2940: 0.002118006411430688
Position 1376: 0.0018791801100460212
Position 524: 0.0018042273715941884
Position 801: 0.001671892920024783
Position 1032: 0.0013215737033966995
Position 2911: 0.0013082488993166352
Position 1885: 0.0012425129987532098
Position 2606: 0.0009809257190785375
Position 2727: 0.0009101464268934603
Position 1331: 0.000851616639038493
Position 1239: 0.0007170194162078735
Position 483: 0.0006814841775216021
Position 93: 0.0006789344866281312
Position 3976: 0.0004832979958415281
Position 1906: 0.00048281605026044544
Position 505: 0.00046331064068852375
Position 530: 0.0004584194822736176
Position 533: 0.0004313922444201211
Position 450: 0.0004128693810408053
Position 1601: 0.0003789974603123781
Position 1285: 0.00034870771423916767
Position 553: 0.00034213325363934493
Position 2434: 0.00025478204232675153
Position 562: 0.00021520616838593558
Position 572: 0.00019957481145910512
Position 636: 0.00015550138033949387
Position 1001: 0.00014642581903982267
Position 464: 0.0001261381817490504
Position 1190: 0.00011708132306042158
Position 585: 0.0001143892812725858
Position 1053: 7.277153555444244e-05
Position 4647: 5.583372493970454e-05
Position 312: 4.742902044527379e-05
Position 600: 3.873302674032338e-05
Position 187: 3.8009056723047485e-05
Position 412: 3.719247403188424e-05
Position 5072: 3.310933967610847e-05
Position 4906: 3.3099567282036e-05
Position 48: 2.7107310122586512e-05
Position 5246: 2.640404110500974e-05
Position 798: 2.1579828483222674e-05
Position 4794: 1.795625115443341e-05
Position 822: 1.5225245831565191e-05
Position 367: 1.3200990499541727e-05
Position 1066: 1.109455397511964e-05
Position 5352: 9.581726677347263e-06
Position 4931: 8.381312380524356e-06
Position 838: 7.833366150390709e-06
Position 222: 6.935802828275323e-06
Position 811: 5.299271276015582e-06
Position 5443: 5.075143648650888e-06
Position 1055: 4.811087321413133e-06
Position 310: 4.494614030122132e-06
Position 1041: 3.9475234324495706e-06
Position 228: 3.746795191461683e-06
Position 4815: 3.5719404360479054e-06
Position 37: 3.2975616407200586e-06
Position 876: 2.4655626538393373e-06
Position 1057: 1.168426666192937e-06
Position 979: 3.6281761994595714e-07
Position 6: 1.306105520785174e-07
Position 346: 3.5818353865964855e-08
Position 353: 1.228953051087593e-08
Position 351: 1.208896569486354e-08
Position 369: 9.35108154315286e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4555: 0.9347873739801027
Position 3346: 0.7448876508977295
Position 385: 0.7245224593444467
Position 4753: 0.4387321575959595
Position 5973: 0.3348627479658961
Position 654: 0.24671305659854798
Position 701: 0.20011215956464898
Position 5058: 0.13576137193205345
Position 4764: 0.12752254927329984
Position 4714: 0.126665140418431
Position 5691: 0.12290137003450688
Position 5649: 0.12116774852865748
Position 662: 0.11741051014457263
Position 3628: 0.10426110332528542
Position 5672: 0.09910741260043515
Position 2797: 0.08456944368818547
Position 4777: 0.08247300145811712
Position 4794: 0.07328611863210549
Position 5367: 0.07167253677836584
Position 5932: 0.0706622247459176
Position 4825: 0.06818196198943573
Position 1795: 0.06812934533128923
Position 3600: 0.06766594016983236
Position 724: 0.06250220323401216
Position 4791: 0.05897553400507312
Position 1149: 0.047327036087428186
Position 5240: 0.0411707518874074
Position 4537: 0.04105605114249912
Position 553: 0.03259052593714904
Position 4969: 0.03128736242481171
Position 5243: 0.026944457307467588
Position 2923: 0.023062259381245044
Position 636: 0.02210523361938759
Position 2803: 0.021498500931628688
Position 5164: 0.021123742467552817
Position 1633: 0.019128105750466754
Position 890: 0.018985881417973995
Position 4212: 0.015203104096139938
Position 5386: 0.012836367661231095
Position 6055: 0.012648263963205213
Position 6191: 0.011119712402982573
Position 1802: 0.010768397267049572
Position 556: 0.010321956208262532
Position 629: 0.010310852971174003
Position 3608: 0.009882940276806222
Position 4461: 0.009620036745100513
Position 5197: 0.008982070165938614
Position 2465: 0.008837087117545736
Position 721: 0.008566164883296349
Position 741: 0.008407801594293813
Position 5127: 0.0075736003276729875
Position 3113: 0.007392857583386592
Position 2485: 0.006630454520077559
Position 3453: 0.006141455286101476
Position 5298: 0.006010148525734119
Position 5291: 0.005688917038360214
Position 1401: 0.005534778809977128
Position 977: 0.0050761657752439165
Position 4400: 0.004996100012609331
Position 2330: 0.004891814004484737
Position 2669: 0.004842839489872756
Position 1214: 0.0044734538954449106
Position 2614: 0.004230170719942362
Position 6121: 0.003928358877207827
Position 6020: 0.0039081290530424756
Position 4194: 0.0038553239848808617
Position 1341: 0.00374626429959205
Position 3831: 0.0034388866736324696
Position 5858: 0.0034009424972331085
Position 1356: 0.0033226472989248633
Position 4590: 0.0031174760302615165
Position 938: 0.003021497807710876
Position 1639: 0.002956254529743696
Position 5480: 0.002853568362037788
Position 562: 0.002711478314133923
Position 427: 0.002594242544960875
Position 4734: 0.0025233241737974664
Position 982: 0.002509313161037848
Position 2594: 0.0023365619977908907
Position 895: 0.002317300400298901
Position 695: 0.0023008027839210633
Position 2599: 0.002225605580151102
Position 4284: 0.0019301000472453308
Position 1706: 0.001845998326197756
Position 1454: 0.0016700679844505674
Position 5990: 0.0015961644041481982
Position 1956: 0.0015142722218034154
Position 4839: 0.0014809459923219627
Position 5490: 0.0014249017262239142
Position 3892: 0.0014244147216350392
Position 2001: 0.0013998011347499996
Position 305: 0.0013185548331567229
Position 4721: 0.0012939090666634007
Position 5170: 0.0012888647199758056
Position 530: 0.0012023821478592055
Position 2871: 0.0011365569289004318
Position 4287: 0.001088068977148549
Position 4984: 0.0009494548694393112
Position 692: 0.000907646361868274
Position 5352: 0.0008419137720478608
Position 668: 0.0007938523788565143
Position 318: 0.0007782493698453844
Position 3057: 0.0007367511694465556
Position 2298: 0.0007180642095419765
Position 1763: 0.0006800752861745784
Position 424: 0.0006778599616852877
Position 5939: 0.0006755263488135549
Position 1986: 0.0006653260445340459
Position 903: 0.0006577006999926689
Position 1551: 0.0006376129735032565
Position 2013: 0.0006212125495837509
Position 204: 0.0005870655065725802
Position 2101: 0.0005507061709464952
Position 4845: 0.0005175511072909014
Position 940: 0.0004886133098212402
Position 3416: 0.00047041097675165963
Position 2552: 0.00043076697882868414
Position 5427: 0.000354928585749428
Position 4487: 0.00029005394968569
Position 5012: 0.0002842662242241698
Position 5433: 0.0002815616600994032
Position 1768: 0.0002728146040879889
Position 678: 0.0002604609439844394
Position 3290: 0.00024089682733560128
Position 5015: 0.00022895033043152292
Position 4323: 0.00020315657421844245
Position 351: 0.00020113065959414893
Position 363: 0.000165543166526212
Position 367: 0.00015022966620596636
Position 2356: 0.00014632089826502694
Position 5138: 0.00011623361401374912
Position 4727: 0.00011558774753033478
Position 4338: 0.00010967679549921645
Position 5442: 9.92733253637944e-05
Position 4988: 7.902579609210497e-05
Position 4803: 7.170521249269214e-05
Position 4303: 6.530241576340467e-05
Position 222: 6.487453551332195e-05
Position 395: 5.687538309860581e-05
Position 5072: 5.601096600207482e-05
Position 483: 3.371573812391432e-05
Position 4358: 3.0159139781957304e-05
Position 1414: 2.8306740983798933e-05
Position 1343: 2.618368007507317e-05
Position 874: 2.5481679619709714e-05
Position 470: 2.1777733016398812e-05
Position 4842: 2.108638362118061e-05
Position 1317: 2.1070210156315452e-05
Position 1154: 1.778584550996678e-05
Position 1584: 1.636587281300229e-05
Position 1366: 1.534653488912881e-05
Position 5075: 1.339390128719497e-05
Position 849: 1.1078400066867133e-05
Position 235: 8.787872485244746e-06
Position 4847: 8.24794210805171e-06
Position 330: 7.777541153944847e-06
Position 445: 7.335963276496778e-06
Position 237: 7.182721945623455e-06
Position 4852: 6.419353222086908e-06
Position 5904: 6.321749247394891e-06
Position 273: 5.450190427923369e-06
Position 861: 3.5362112338252266e-06
Position 1571: 2.7922890019846806e-06
Position 337: 2.6772846530471474e-06
Position 277: 2.5695256964437006e-06
Position 511: 2.4285853377497283e-06
Position 339: 2.391451608503674e-06
Position 4867: 2.3271352279015176e-06
Position 5077: 1.8875787050937736e-06
Position 5088: 1.5022922780994103e-06
Position 342: 1.4329863407069948e-06
Position 187: 1.3645008801703017e-06
Position 326: 1.1031961332683503e-06
Position 987: 9.11741815289549e-07
Position 4980: 7.956956798312131e-07
Position 1184: 6.559925391878433e-07
Position 843: 4.2646145066867607e-07
Position 2108: 3.736247455946198e-07
Position 173: 1.295917037645769e-07
Position 124: 5.821738690548289e-10
Position 180: 3.7214372080663437e-10
Position 158: 3.6467899710596716e-13
Position 150: 2.8391052347878613e-13
Position 148: 1.9775742155181533e-13
Position 118: 2.8257108286380535e-14
Position 104: 1.9821889698954786e-14
Position 116: 8.302047747786864e-15
Position 114: 7.052633096129193e-15
Position 131: 6.0823364833636485e-15
Position 134: 4.570378560188409e-15
