Gene = Alkal1
index = 110
Annotated 5SS: [  297 29409 30303 31899]
Annotated 3SS: [29354 30221 31821 35051]
SMsplice 5SS: [  297 16893 18038 30303]
SMsplice 3SS: [16780 17830 30221 35051]
top_k =  500
Partition function (log Z): -20.425338467451585

Sorted 5' Splice Sites (High to Low Probability):
Position 297: 0.9976021851075527
Position 2427: 0.43542153335354905
Position 838: 0.27431836164597484
Position 4954: 0.1362940028048839
Position 4704: 0.06559431638412154
Position 7857: 0.04738392885982004
Position 3425: 0.031542885493083435
Position 4035: 0.013293729980456708
Position 1561: 0.01140118540013447
Position 2027: 0.008168217271744903
Position 1643: 0.008071481643532682
Position 10817: 0.007576653686317099
Position 3579: 0.0035662247050871746
Position 1352: 0.0029670198720379544
Position 620: 0.002371252666747241
Position 3119: 0.0018913488686399034
Position 4116: 0.0014549161476050858
Position 953: 0.0010814916070478783
Position 4895: 0.00106766375939202
Position 4461: 0.0005598613402432882
Position 3009: 0.0004814416104117889
Position 306: 0.00017516466789499214
Position 1961: 0.00014990799973166297
Position 974: 0.00014170554551019764
Position 1692: 0.0001392958448824581
Position 448: 0.00013619218997639032
Position 1812: 0.00011033425833578236
Position 1993: 5.1622260155253305e-05
Position 140: 4.423498289755402e-05
Position 668: 4.405865778843919e-05
Position 925: 4.325432050536392e-05
Position 968: 4.234183513753885e-05
Position 385: 2.8439807507901722e-05
Position 221: 1.469093790619573e-05
Position 542: 1.1552769941856166e-05
Position 142: 1.1470683542385136e-05
Position 115: 8.302260499093375e-06
Position 1757: 5.644088342790016e-06
Position 1730: 5.582895333487748e-06
Position 397: 3.761986725963123e-06
Position 640: 3.603341245018885e-06
Position 172: 3.1566548409747683e-06
Position 759: 3.019469841744276e-06
Position 64: 2.2191340059626907e-06
Position 467: 1.9697460961528876e-06
Position 13: 1.8499375011837687e-06
Position 407: 1.7326248080551564e-06
Position 219: 1.7056082334167827e-06
Position 334: 1.0843420530527548e-06
Position 658: 1.019755667392585e-06
Position 800: 9.766037482095218e-07
Position 472: 7.934524593465798e-07
Position 535: 7.473366474411441e-07
Position 366: 6.767852304408539e-07
Position 254: 6.139544673602418e-07
Position 1624: 5.990997260001872e-07
Position 2266: 4.312956511423415e-07
Position 624: 3.662892169198408e-07
Position 36: 2.9234420697895795e-07
Position 491: 2.4692721207714485e-07
Position 583: 2.2504114086028222e-07
Position 897: 1.311771725764834e-07
Position 47: 1.3048957062990008e-07
Position 1546: 3.9330880635988546e-08
Position 698: 3.113183930582286e-08
Position 2521: 2.9337347928845446e-08
Position 847: 2.2526100526882844e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2256: 0.21045334341155292
Position 602: 0.20491695231778873
Position 11198: 0.14431674059882196
Position 8494: 0.12624207272414498
Position 7739: 0.12228625572902627
Position 4625: 0.12039153665950166
Position 6461: 0.08705273214462267
Position 12403: 0.08470793951479283
Position 4742: 0.08104072361966205
Position 759: 0.06535484192465828
Position 2365: 0.05708861404501821
Position 2058: 0.049589993296766034
Position 2314: 0.04472125783247924
Position 10730: 0.0394718909929215
Position 8773: 0.036006158760773024
Position 6444: 0.033444628381700196
Position 4393: 0.030982357955201024
Position 4877: 0.02926910098233354
Position 4850: 0.02466554621577408
Position 7625: 0.023814254396976747
Position 6510: 0.022843582357201
Position 2672: 0.02180047854702264
Position 1960: 0.021516972719817173
Position 8924: 0.019079074059549034
Position 8222: 0.01611503440555076
Position 3934: 0.015601014869382175
Position 2334: 0.01310963770257231
Position 692: 0.013044491575646093
Position 3041: 0.012967109596709324
Position 4530: 0.012886527746905881
Position 2187: 0.011986483326676385
Position 2782: 0.01131487915041355
Position 1520: 0.011096091530384756
Position 4577: 0.01055118873977857
Position 3365: 0.010463314382942597
Position 7951: 0.010280014064898224
Position 2312: 0.009040280526374778
Position 6617: 0.008780586802154215
Position 1433: 0.008626405136684676
Position 1455: 0.008244347611943037
Position 2083: 0.00795890035003452
Position 2371: 0.006856154097057372
Position 2133: 0.006633971627793115
Position 7258: 0.0056643118012559045
Position 3642: 0.005646274637826049
Position 4745: 0.005223843389783844
Position 3335: 0.005155822118362754
Position 633: 0.005032713637349354
Position 3389: 0.004762169184372836
Position 4802: 0.004645976071551034
Position 696: 0.004318233873628361
Position 5016: 0.004262243892905035
Position 710: 0.004153175126975269
Position 3953: 0.004047526050227152
Position 9785: 0.003892172579246092
Position 3229: 0.0037454535057749247
Position 6960: 0.003736444551332376
Position 2899: 0.003655851272786652
Position 8018: 0.0035945451053241506
Position 3281: 0.0035637697293553873
Position 3425: 0.003521101240557123
Position 4777: 0.0035203596333597815
Position 2310: 0.003307042691485996
Position 3306: 0.0032862111905872893
Position 6943: 0.0032564975771617512
Position 1642: 0.003220607754392251
Position 5753: 0.002845172031942572
Position 4200: 0.002803888237571871
Position 1247: 0.0026490438819666133
Position 8836: 0.002608438848180306
Position 472: 0.0025854849524424048
Position 2421: 0.00258058186784564
Position 2308: 0.0025138258125386895
Position 2150: 0.0025076039645368694
Position 2388: 0.002114216711806444
Position 8333: 0.0021128485313249923
Position 800: 0.0020291836170429826
Position 6390: 0.0019884018768889485
Position 3256: 0.0017317524692756622
Position 2265: 0.0015930463582411894
Position 3455: 0.0013344807975500805
Position 4982: 0.0012155721388017186
Position 2754: 0.001154795336370701
Position 2204: 0.0011298811720064931
Position 3598: 0.0011084094062563676
Position 2184: 0.001084967536937286
Position 763: 0.0010004165372643197
Position 4396: 0.0009751994875719439
Position 2412: 0.0009404189016817434
Position 3550: 0.0008072397455089847
Position 1244: 0.0007357224481597958
Position 5869: 0.0007174452189274891
Position 1468: 0.0007089188835197373
Position 1617: 0.0006579631455003726
Position 3268: 0.0005871063531942763
Position 1496: 0.0004780413718224968
Position 541: 0.00045775338637106565
Position 1276: 0.00044115891159699985
Position 2828: 0.00041455634687224496
Position 576: 0.0003445582879087238
Position 1606: 0.00034315395076280715
Position 437: 0.00024733757667126904
Position 3684: 0.00023467075193325755
Position 410: 0.00020548698189807365
Position 698: 0.00016665446517725495
Position 4029: 0.00013867354079084702
Position 2109: 0.0001369555534544835
Position 1978: 0.00012848885085972963
Position 822: 0.000124223023444447
Position 1546: 8.691661110761414e-05
Position 3997: 8.402974068066287e-05
Position 3458: 6.867525289347325e-05
Position 1262: 6.777130624202985e-05
Position 728: 5.568121396233209e-05
Position 1583: 5.210888384508368e-05
Position 1249: 4.9798235701837354e-05
Position 2114: 4.94208228360533e-05
Position 511: 4.870118488549738e-05
Position 1183: 4.6731503948095124e-05
Position 1847: 4.368173156835437e-05
Position 1501: 2.7718639303511454e-05
Position 1855: 2.6608024998726403e-05
Position 1473: 2.1904981327449218e-05
Position 645: 1.4660503991983869e-05
Position 714: 1.2089275662178569e-05
Position 1967: 1.0987453813785719e-05
Position 1136: 9.547970789251663e-06
Position 447: 5.386619605943369e-06
Position 1657: 3.0670621091088835e-06
Position 3150: 3.061508704386207e-06
Position 1289: 1.8563547923478026e-06
Position 830: 1.2506598124325309e-06
Position 854: 9.158391926137525e-07
