Gene = Cck
index = 228
Annotated 5SS: [  97 1378]
Annotated 3SS: [1161 5492]
SMsplice 5SS: [  97 1378]
SMsplice 3SS: [1161 5492]
top_k =  500
Partition function (log Z): -4.470170805788323

Sorted 5' Splice Sites (High to Low Probability):
Position 97: 0.9961552591184106
Position 1378: 0.7764471002234871
Position 961: 0.14778831998688297
Position 5284: 0.13367167833346086
Position 2326: 0.12757472274682094
Position 5329: 0.08070708406059196
Position 1368: 0.06353704923440447
Position 2230: 0.03379830966981566
Position 1500: 0.030951029648944705
Position 1684: 0.022922270837049924
Position 954: 0.01800642832243944
Position 1572: 0.01627602279210382
Position 1548: 0.012161193015463586
Position 3492: 0.008012466383251041
Position 2990: 0.006297098099084253
Position 2174: 0.004801644224360068
Position 5273: 0.004744092724713861
Position 1035: 0.003980610152273615
Position 280: 0.0038011672679948497
Position 3688: 0.003018217168516606
Position 253: 0.0027251435262390135
Position 5658: 0.00221073344319223
Position 3115: 0.001841886047946221
Position 2184: 0.0015794277145715725
Position 257: 0.0013997745451400242
Position 2095: 0.001362198721633409
Position 2993: 0.0011944661429871763
Position 376: 0.0011934626142035484
Position 5201: 0.0008698969509006651
Position 685: 0.0007507772623724619
Position 1230: 0.0005133702514725935
Position 1176: 0.00045003363363989974
Position 101: 0.0003857760964336764
Position 3415: 0.00037500176028240634
Position 3762: 0.00036471026041008854
Position 3864: 0.0003422392702900909
Position 1091: 0.0002623733077116392
Position 1068: 0.0002385442431605867
Position 1762: 0.00023215092453174435
Position 619: 0.00019289830062578113
Position 1184: 0.00013763233430044244
Position 646: 9.50947658465524e-05
Position 706: 6.74105820985196e-05
Position 129: 6.647860696583355e-05
Position 1089: 5.641511724588597e-05
Position 998: 5.522201885798362e-05
Position 323: 5.4910204186949305e-05
Position 627: 4.1196163236997456e-05
Position 225: 3.961491150915294e-05
Position 277: 2.9474701822203247e-05
Position 127: 2.7215653861156655e-05
Position 629: 1.9131608651441276e-05
Position 289: 1.606941357520139e-05
Position 1827: 9.095277515720124e-06
Position 1847: 4.910601545061414e-06
Position 166: 4.134098219442159e-06
Position 710: 2.612834110673228e-06
Position 547: 2.3837478773048663e-06
Position 334: 2.0859741415234644e-06
Position 171: 1.9287753299482964e-06
Position 698: 1.820977316229088e-06
Position 649: 1.5959441812980075e-06
Position 542: 1.4813776969525427e-06
Position 557: 1.3964331248080294e-06
Position 963: 8.869194309039009e-07
Position 284: 8.637066030158227e-07
Position 484: 7.148072070771671e-07
Position 486: 5.825375217286597e-07
Position 186: 2.311354036941751e-09
Position 11: 1.0086524208295801e-09
Position 1044: 2.639383982687103e-10
Position 476: 2.4749552468894723e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5492: 0.9269175818792367
Position 1161: 0.6088564985178618
Position 5148: 0.18189478887711355
Position 852: 0.14868060809681435
Position 1226: 0.14758194059848714
Position 2162: 0.09144288539978904
Position 2039: 0.049883811260903604
Position 1435: 0.045259638736542894
Position 5093: 0.03927846998413444
Position 1265: 0.03064167873969315
Position 1242: 0.030188750457557263
Position 1926: 0.02380870267517617
Position 1200: 0.019129178928232102
Position 1649: 0.012176977322445095
Position 2287: 0.01197028740749897
Position 2856: 0.011862969167167003
Position 5456: 0.00907358476565408
Position 855: 0.008454632795462177
Position 2424: 0.008244871475336778
Position 2906: 0.006532492162320315
Position 5117: 0.0065314487220420984
Position 206: 0.005960427540318213
Position 1499: 0.005958464269454508
Position 1233: 0.005950188636820066
Position 889: 0.005553805980514362
Position 3234: 0.0041669478016160355
Position 5428: 0.0034906042825147998
Position 682: 0.003244808641258958
Position 2226: 0.003067741103466164
Position 1401: 0.002757168333350101
Position 1206: 0.0027413856026417137
Position 1542: 0.0024618472995331306
Position 5219: 0.0022729819655761463
Position 953: 0.0020950141821602397
Position 1444: 0.002085107363306596
Position 171: 0.00197837867862692
Position 920: 0.001959963857832333
Position 5598: 0.0018921645794129046
Position 1060: 0.0018293902081477273
Position 1754: 0.001770990601819957
Position 3514: 0.0017140625143370483
Position 5754: 0.0015876238627906983
Position 3389: 0.00134397380131482
Position 1262: 0.0013432878159882965
Position 2453: 0.0011944242100145146
Position 5521: 0.0011646736678465341
Position 3973: 0.0011180399295475114
Position 3586: 0.0010780900304521552
