Gene = Atraid
index = 153
Annotated 5SS: [ 122  946 3634 3899 4250 5424]
Annotated 3SS: [ 826 3561 3826 4127 5325 5627]
SMsplice 5SS: [ 122  946 3699 4250]
SMsplice 3SS: [ 826 3561 4127 5984]
top_k =  500
Partition function (log Z): -7.599939055911566

Sorted 5' Splice Sites (High to Low Probability):
Position 946: 0.8947320706856073
Position 122: 0.8004753206053283
Position 4250: 0.7150110179720627
Position 3699: 0.4219580594613991
Position 3634: 0.354151170323275
Position 5424: 0.22911890775527713
Position 3997: 0.21649426088631663
Position 3899: 0.14605892944158533
Position 678: 0.08115687492640646
Position 156: 0.049494774608135235
Position 5879: 0.04023462335598565
Position 628: 0.023306975148396167
Position 1692: 0.01890228869497455
Position 1395: 0.01682706628568599
Position 194: 0.015598145948291195
Position 665: 0.014724135074158831
Position 289: 0.014133848233590157
Position 2486: 0.009674799661358618
Position 592: 0.008498635839861967
Position 5515: 0.008193187436933376
Position 430: 0.007503597654053888
Position 849: 0.006014654413555302
Position 1415: 0.00533968534073244
Position 166: 0.004951471746901046
Position 3387: 0.0032501154604332645
Position 5140: 0.0032277102621302597
Position 4583: 0.002951391595516729
Position 3674: 0.002652718740728465
Position 2844: 0.0024250952039526
Position 3874: 0.002422025144839179
Position 281: 0.002255988444550685
Position 618: 0.0021029956707495343
Position 882: 0.0020851728787186353
Position 86: 0.002032226655007468
Position 1391: 0.001891145184690341
Position 660: 0.0018149743830849245
Position 3903: 0.0017154725118567224
Position 541: 0.0015340134834249703
Position 271: 0.001412971931433721
Position 196: 0.0012824270628139652
Position 1110: 0.0011545610474569044
Position 3977: 0.001144662078880368
Position 2209: 0.0010350652855044813
Position 2099: 0.001026206537854548
Position 4327: 0.0008418296838074
Position 134: 0.000796039073517325
Position 3983: 0.0007457468030445012
Position 200: 0.0007295549621990111
Position 4160: 0.0007180150850438082
Position 21: 0.0006627210797843573
Position 1422: 0.0005980447324522671
Position 686: 0.0005931264469533253
Position 213: 0.0005707606368102682
Position 43: 0.0005624560835753967
Position 1379: 0.0005526328660677155
Position 1675: 0.000549577556516361
Position 3975: 0.0005171401733816465
Position 52: 0.0005014411694230836
Position 5846: 0.00039700234750052296
Position 4015: 0.00037984725155039265
Position 331: 0.0003121023229872044
Position 1509: 0.0003036656857887164
Position 5378: 0.0002548600128929895
Position 276: 0.0002478477382883657
Position 623: 0.0002468607488533484
Position 273: 0.00023769257122994026
Position 232: 0.00018624200327690756
Position 706: 0.00015621981886351292
Position 256: 0.00012706068269363816
Position 711: 0.00011597393592853661
Position 31: 0.00010192748611708346
Position 398: 9.483389504980455e-05
Position 95: 9.141886380834457e-05
Position 437: 8.16506095937772e-05
Position 390: 7.938117533234771e-05
Position 292: 4.519627977366947e-05
Position 587: 4.496898590045361e-05
Position 530: 4.173616389919053e-05
Position 600: 3.693025746322616e-05
Position 375: 2.6710784796863658e-05
Position 434: 2.2977905761777027e-05
Position 550: 1.3844688334007355e-05
Position 993: 4.035678677696818e-06
Position 12: 4.0136807858490415e-06
Position 1047: 3.6614111456738747e-06
Position 1007: 2.8608326972675435e-06
Position 4356: 2.3873167633961276e-06
Position 1376: 1.148168213926393e-06
Position 808: 1.1302319901468296e-06
Position 1055: 7.87265699164774e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 826: 0.8993983151761592
Position 3561: 0.7771346984404258
Position 4127: 0.6832212033319711
Position 5984: 0.3591426832863665
Position 3826: 0.3088440027557052
Position 5325: 0.2028689805518093
Position 5378: 0.16888002053708095
Position 5708: 0.13458690435393644
Position 4462: 0.12557083865142216
Position 4194: 0.08387780101109127
Position 5627: 0.05121921364067636
Position 1308: 0.03028335396382132
Position 3801: 0.027335694734117677
Position 4722: 0.022235248180401103
Position 3887: 0.020748644642863908
