Gene = Snapc5
index = 995
Annotated 5SS: [ 147 1315]
Annotated 3SS: [1224 2867]
SMsplice 5SS: [ 147 1315]
SMsplice 3SS: [1224 2867]
top_k =  500
Partition function (log Z): -0.8932861065806321

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9195007576809959
Position 1315: 0.8702534745045928
Position 1498: 0.5333896796203006
Position 2016: 0.20858826870128452
Position 902: 0.1702369331864387
Position 834: 0.12948288137019986
Position 2281: 0.08320861991088038
Position 2156: 0.0723235775424864
Position 2993: 0.05438698426068245
Position 444: 0.05023811313305866
Position 1096: 0.04424451222631703
Position 734: 0.03828525354115583
Position 1878: 0.03707109911128436
Position 2152: 0.03666187674874692
Position 541: 0.033822496540250595
Position 474: 0.025651260949768235
Position 201: 0.02305823278253325
Position 1506: 0.019544970682611254
Position 2010: 0.009920875571344193
Position 3015: 0.008404168943395659
Position 718: 0.007713359072284028
Position 2297: 0.006861607335782863
Position 502: 0.006120750679017457
Position 1088: 0.005853694317866652
Position 1920: 0.0037988167394346893
Position 1517: 0.002882294683401936
Position 2658: 0.002874005056820997
Position 1329: 0.0025243645941805445
Position 232: 0.0023994719274572853
Position 2356: 0.0020679516469172244
Position 864: 0.002000884544918679
Position 1814: 0.0015212108226406824
Position 3266: 0.0013331216645901124
Position 1595: 0.001314459088349938
Position 824: 0.0009613684820174852
Position 512: 0.0008096279993663977
Position 2397: 0.0007403255567873312
Position 2301: 0.0007311647141657135
Position 889: 0.0007123732778917858
Position 1831: 0.0006057125785906389
Position 2108: 0.0005884091648920399
Position 2545: 0.0005352396808641361
Position 221: 0.000498124320182671
Position 671: 0.0004937716116616486
Position 1310: 0.0004824107405463267
Position 153: 0.0004620183893689793
Position 282: 0.0003955562064772718
Position 1305: 0.0003841839466988316
Position 775: 0.0003775832713825536
Position 596: 0.00034208565171046126
Position 709: 0.0003410451389378126
Position 681: 0.0002981478816022904
Position 850: 0.00028660023263852387
Position 459: 0.0002823628399747716
