Gene = Vxn
index = 1183
Annotated 5SS: [  452  5831 12276 18699 21486]
Annotated 3SS: [ 5774 12112 18636 21393 23513]
SMsplice 5SS: [  452 10576 12276 17371]
SMsplice 3SS: [10511 12112 17247 18890]
top_k =  500
Partition function (log Z): -6.020368873436132

Sorted 5' Splice Sites (High to Low Probability):
Position 10576: 0.9743921576645129
Position 17371: 0.8861247583656113
Position 12276: 0.8640352471894385
Position 452: 0.639759832376603
Position 5831: 0.3789627023100008
Position 18699: 0.3011164760227505
Position 153: 0.22079258956085024
Position 12531: 0.2180794859216738
Position 19000: 0.1978705263293502
Position 536: 0.1561312236916003
Position 12495: 0.14710576138586995
Position 12192: 0.1264477768092219
Position 21486: 0.11018258915455957
Position 17694: 0.10729991093686317
Position 14223: 0.10515838830193484
Position 15124: 0.10219044456294026
Position 1964: 0.09031791247299228
Position 2742: 0.0887164174617145
Position 235: 0.0815339534632339
Position 5720: 0.07866514752131325
Position 23041: 0.04935754557030537
Position 436: 0.04844520960818909
Position 19013: 0.04526169970672247
Position 15400: 0.03823178208991961
Position 11468: 0.030878019145969316
Position 8250: 0.029227507957209176
Position 7403: 0.02598631744440635
Position 819: 0.025150625063287795
Position 6957: 0.024733185181190803
Position 14080: 0.02262094995547529
Position 1051: 0.01973744913901061
Position 11931: 0.016516412883723682
Position 8592: 0.01475022093646016
Position 8463: 0.014714538069123687
Position 5938: 0.01389385700830147
Position 3465: 0.012965711894686033
Position 14133: 0.011495486900287014
Position 3897: 0.010978803774388403
Position 7591: 0.010041595524150829
Position 5414: 0.009188572140024992
Position 15057: 0.008780650948978223
Position 15411: 0.00864141185610128
Position 14772: 0.00840671316543698
Position 512: 0.008363973702443352
Position 1799: 0.006892595191371626
Position 8499: 0.006691429526451501
Position 12613: 0.005896589041080965
Position 18109: 0.005107950077537029
Position 18104: 0.004775724489664547
Position 12414: 0.004544664784548252
Position 12048: 0.004024209469426707
Position 4738: 0.003927358724554845
Position 6330: 0.003873733831137138
Position 103: 0.0033427935416206565
Position 12299: 0.0030485015834494067
Position 11610: 0.002678595834407131
Position 2792: 0.0025848198693873385
Position 18451: 0.0025433620761767606
Position 12174: 0.00211096364160134
Position 7873: 0.0019962242976815825
Position 17492: 0.0016319096131889434
Position 17986: 0.0014425105479079696
Position 12488: 0.0008780206100738846
Position 11284: 0.0008376805500213946
Position 2562: 0.0007530495988533712
Position 12280: 0.0007173542592452361
Position 12717: 0.000585695109650156
Position 13284: 0.0005763947386487704
Position 26: 0.00043678134696026
Position 569: 0.0003735303678620228
Position 98: 0.0003624379327851346
Position 12788: 0.0002268106846113935
Position 13: 0.00017178424810944542
Position 141: 0.00017001400524091937
Position 1758: 0.00014488468979258621
Position 12617: 0.00010257989756883674
Position 12619: 9.605341704045203e-05
Position 12615: 9.430466783210721e-05
Position 456: 8.326722105011022e-05
Position 12611: 7.503134240076579e-05
Position 12621: 4.703305534439765e-05
Position 2832: 3.3920934752750505e-05
Position 551: 2.987730133494848e-05
Position 12340: 2.9325873390211144e-05
Position 12783: 2.7666168954836676e-05
Position 169: 2.6487238106094743e-05
Position 12623: 2.2400179851418998e-05
Position 748: 2.1413988515293008e-05
Position 12795: 2.0025761235347797e-05
Position 139: 1.745393501899119e-05
Position 43: 1.1865931112007303e-05
Position 520: 1.161872481548519e-05
Position 12284: 1.1364257580560281e-05
Position 226: 1.1237264286902963e-05
Position 841: 1.0588303645492182e-05
Position 243: 1.009930904149192e-05
Position 12354: 9.381427268010307e-06
Position 12321: 7.152752917071393e-06
Position 544: 6.390745775218731e-06
Position 561: 5.4420172014727195e-06
Position 12290: 5.303073779934472e-06
Position 12401: 4.910725022827144e-06
Position 483: 4.795534486625812e-06
Position 3457: 4.394255313616042e-06
Position 2752: 3.127730766959184e-06
Position 273: 2.1971137769950466e-06
Position 12326: 1.182193465093327e-06
Position 12205: 9.487338129332412e-07
Position 587: 7.202119609626903e-07
Position 407: 5.411513816803964e-07
Position 424: 2.857807442341952e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 12112: 0.9968488889545931
Position 10511: 0.9743921576645121
Position 17247: 0.9020584655260795
Position 18890: 0.5381261370371566
Position 18636: 0.3062829278818455
Position 5774: 0.3018150835066302
Position 367: 0.1577504579869851
Position 12487: 0.15457325035052988
Position 19782: 0.14645661581859373
Position 21393: 0.12227959396426334
Position 5629: 0.11994306479601718
Position 12440: 0.11992750275181871
Position 15001: 0.11146583802240072
Position 22875: 0.10908957777839248
Position 22839: 0.10826134763000896
Position 12371: 0.10438213894963849
Position 23513: 0.09919211057098618
Position 2643: 0.08917011060980164
Position 17580: 0.07966049685046225
Position 14032: 0.07402839391644327
Position 13915: 0.05889235225343228
Position 24439: 0.05614091097397266
Position 20442: 0.04632814024409147
Position 1866: 0.03641084692321809
Position 8281: 0.036156188532035345
Position 1837: 0.033967673512651765
Position 23330: 0.03355427012587479
Position 17882: 0.03173932806469236
Position 5691: 0.03159383004942126
Position 19611: 0.030845907913917076
Position 8115: 0.029227507957209197
Position 15367: 0.027697755678656986
Position 17596: 0.025232790269250325
Position 11111: 0.02242910822056103
Position 15176: 0.018147701499041442
Position 14071: 0.01787604769620661
Position 450: 0.015934607112448377
Position 5508: 0.013844437252163205
Position 7290: 0.013239973590834186
Position 6921: 0.01315764786955398
Position 3388: 0.012776345407937414
Position 7270: 0.012746343853572163
Position 11833: 0.011636412195163315
Position 6777: 0.01157553731163682
Position 7503: 0.010041595524150829
Position 23590: 0.008693496341494276
Position 965: 0.008412290243108817
Position 11362: 0.008384591595901096
Position 19526: 0.008328057876413672
Position 5341: 0.008257876911066123
Position 17625: 0.0069176454425307655
Position 18290: 0.006463633080933168
Position 824: 0.006267454460179589
Position 1753: 0.006059315597216442
Position 3795: 0.005687456393080792
Position 1842: 0.0054454356564809315
Position 1552: 0.00529357976497662
Position 14665: 0.005245898438294613
Position 11671: 0.004880000688560368
Position 18769: 0.004637208167925435
Position 12029: 0.0044671056561744514
Position 1890: 0.004175824779737429
Position 665: 0.003963416174962714
Position 4667: 0.003927358724554842
Position 18390: 0.003906432729411748
Position 6180: 0.0038737338311371403
Position 619: 0.0038097010231567616
Position 14940: 0.003673570243258332
Position 21816: 0.0035282267332567164
Position 20485: 0.003419424466971526
Position 14721: 0.003092847478825685
Position 12446: 0.002995051894516806
Position 20091: 0.002931023292794232
Position 5719: 0.0027159877581376716
Position 11467: 0.002678595834407129
Position 3539: 0.002465197196346713
Position 648: 0.0024576490029441494
Position 3756: 0.002115544110654075
Position 7678: 0.0019962242976815825
Position 5594: 0.0016093034772462144
Position 18268: 0.001603575201622486
Position 295: 0.0015279498552879254
Position 12147: 0.0015021792356648372
Position 2413: 0.0013397527777295887
Position 12407: 0.001327182403918367
Position 18999: 0.0012854620183349566
Position 2592: 0.0012393073598990145
Position 726: 0.001116679224606933
Position 401: 0.0010238305429472688
Position 11382: 0.0009019998795285912
Position 16190: 0.0008871303106626376
Position 1894: 0.0008866492516308554
Position 335: 0.0008475535202095486
Position 1908: 0.0008197169711444993
Position 372: 0.0008084824247761831
Position 1528: 0.0007926069970044278
Position 5387: 0.0007473721050982333
Position 3837: 0.0007106060743068219
Position 17370: 0.0006803695358041833
Position 535: 0.0006788136582377459
Position 787: 0.0006289997990085569
Position 1588: 0.0005430641445424566
Position 568: 0.0004835788944275876
Position 681: 0.000381206987105751
Position 12413: 0.0003459122605692896
Position 15984: 0.000337564817171199
Position 723: 0.0002988714338624502
Position 899: 0.00029391399777646917
Position 12183: 0.0002897111283658366
Position 13146: 0.00025359622755941
Position 511: 0.00023702330755975633
Position 341: 0.0002328655793230487
Position 13125: 0.0002064642390568226
Position 12064: 0.00019274600185358422
Position 3281: 0.00019197093554320046
Position 5248: 0.00018332312386063225
Position 2511: 0.00014995608090656465
Position 13989: 0.00014339584284590217
Position 12270: 0.00013577153611873496
Position 1539: 0.00011847703448890464
Position 327: 0.0001184344941174556
Position 1723: 9.651318075073731e-05
Position 12290: 8.71520992097945e-05
Position 1706: 8.379334439790995e-05
Position 840: 8.049823884975932e-05
Position 2336: 7.746459544444468e-05
Position 258: 7.0809641449807e-05
Position 13242: 6.837987483853983e-05
Position 14459: 6.796724831667532e-05
Position 2361: 6.49361183993818e-05
Position 12493: 5.8681976556473215e-05
Position 13151: 4.795439719399784e-05
Position 393: 4.528690582982408e-05
Position 12298: 4.524681840502581e-05
Position 12841: 4.0601630778616195e-05
Position 12047: 3.850992037957741e-05
Position 12083: 3.0371382694027063e-05
Position 1669: 2.792372694575716e-05
Position 2435: 2.651611489598111e-05
Position 1651: 2.3445474663047284e-05
Position 2352: 2.329193839830484e-05
Position 926: 1.8654468094210326e-05
Position 792: 1.687332187377224e-05
Position 892: 1.6285857812478243e-05
Position 1509: 1.520583182179849e-05
Position 621: 1.4098150774042004e-05
Position 1557: 1.3488066100201808e-05
Position 311: 1.2889127268079543e-05
Position 835: 1.2884356451620496e-05
Position 949: 1.2636512398788783e-05
Position 407: 8.853134940252175e-06
Position 989: 6.8765281209527245e-06
Position 11992: 5.863222877800788e-06
Position 630: 4.543565940508942e-06
Position 301: 3.1543123611066498e-06
Position 12353: 3.0275317674122488e-06
Position 859: 2.712981088912963e-06
Position 220: 2.4265959827476927e-06
Position 1374: 2.0311862625432082e-06
Position 3246: 1.7898065190248526e-06
Position 424: 6.51254236324852e-07
Position 252: 4.545454989585217e-07
Position 734: 2.400093502649967e-07
Position 544: 2.3688171392403992e-07
Position 381: 2.1547812635147288e-07
Position 676: 1.9969910307585537e-07
Position 239: 1.9368748878907533e-07
Position 456: 1.1337544480159112e-07
Position 262: 1.1278511352022271e-07
Position 686: 1.0308170415636925e-07
Position 337: 9.873859578472496e-08
Position 760: 8.685890553021229e-08
Position 166: 7.080327083998982e-08
Position 314: 5.544293874311882e-08
Position 210: 5.503995503637954e-08
Position 297: 5.139782436944825e-08
Position 250: 2.354817164684786e-08
Position 152: 1.634031317659573e-08
Position 339: 1.5460983775406087e-08
Position 906: 1.0418883794854733e-08
Position 206: 6.010779432384148e-09
Position 178: 2.3897144860341954e-09
Position 414: 2.2384387531198953e-09
Position 182: 1.0153205184820802e-09
Position 113: 3.022521508327055e-10
Position 79: 1.7938249756749074e-10
Position 186: 1.4634040727941612e-10
Position 190: 1.4356541569281094e-10
Position 169: 1.1981448703949984e-11
Position 194: 9.541041681531568e-12
Position 124: 6.1166014902538366e-12
Position 103: 5.108359322164595e-12
Position 133: 1.7402287069786567e-12
