Gene = Eef1akmt2
index = 362
Annotated 5SS: [  175  1248  2079 15574 21314]
Annotated 3SS: [ 1181  1963 15465 21096 24790]
SMsplice 5SS: [  175 15574]
SMsplice 3SS: [15465 24790]
top_k =  500
Partition function (log Z): -13.404137242501177

Sorted 5' Splice Sites (High to Low Probability):
Position 15574: 0.9509598371808805
Position 175: 0.8323211478803465
Position 2083: 0.3036133825750069
Position 1248: 0.2740410570208169
Position 21314: 0.2650894998805376
Position 21213: 0.26497088866506874
Position 17270: 0.1934741803556794
Position 193: 0.14149875659197458
Position 4807: 0.13078829288829014
Position 15816: 0.023814038020801204
Position 3558: 0.017655034973386982
Position 510: 0.00984059882451573
Position 2079: 0.007632860469828243
Position 462: 0.005471508642117088
Position 1896: 0.00209634842451512
Position 93: 0.001459634722417625
Position 126: 0.0010777385504282125
Position 2059: 0.0010510029982180574
Position 1884: 0.0009892386354406466
Position 350: 0.0007098050476768043
Position 151: 0.0006615619797333351
Position 356: 0.0006352113322929779
Position 6: 0.0006313012588709494
Position 442: 0.00021375598618209068
Position 146: 0.0001498203628138469
Position 981: 0.00011171284298689503
Position 362: 8.088992372273181e-05
Position 787: 7.761301116060494e-05
Position 1640: 7.038232190968457e-05
Position 101: 5.893731778801027e-05
Position 179: 5.719652766489413e-05
Position 181: 3.6248102549753915e-05
Position 969: 3.5554773559068864e-05
Position 852: 3.5109767012485425e-05
Position 7155: 3.151628749554995e-05
Position 428: 3.0017749608751442e-05
Position 6093: 2.9216705857452663e-05
Position 7163: 2.5504657411080802e-05
Position 275: 1.6319176077092005e-05
Position 1088: 1.164379233390613e-05
Position 516: 7.367617655408502e-06
Position 975: 6.121101326962329e-06
Position 2092: 5.44121910412175e-06
Position 98: 4.7746308368986135e-06
Position 1280: 4.6694207551734644e-06
Position 1274: 4.631132989910859e-06
Position 1726: 4.472371818757191e-06
Position 1278: 4.343751030020923e-06
Position 2174: 4.29051481206134e-06
Position 1821: 3.920134660109133e-06
Position 1766: 3.6510345451489293e-06
Position 1879: 3.206576621388688e-06
Position 1762: 2.367040602126636e-06
Position 1252: 1.1282158944273678e-06
Position 1713: 5.254870079116948e-07
Position 1835: 4.406544065916341e-07
Position 1268: 3.601080713783106e-07
Position 2070: 3.0806194022163535e-07
Position 1296: 2.557425640932459e-07
Position 3109: 1.4623192151714992e-07
Position 3308: 1.3608120688180687e-07
Position 1964: 7.365857148937697e-08
Position 946: 3.75423030627879e-08
Position 1743: 1.7049022259417076e-09
Position 272: 3.8620931412502427e-10
Position 203: 3.1923523741017833e-10
Position 34: 3.1835190057230995e-12
Position 740: 2.450925275170985e-13
Position 354: 1.0590842394315842e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15465: 0.9528525391358561
Position 24790: 0.6895632001171642
Position 21096: 0.6098024863191649
Position 17073: 0.3702516107843839
Position 1963: 0.31133642809199275
Position 1181: 0.21107860437437095
Position 4731: 0.09185035631140132
Position 4572: 0.03925557717873172
Position 1081: 0.028361273430628598
Position 15745: 0.018252169504350994
Position 17269: 0.01771157428872951
Position 15710: 0.014888597951393832
Position 1027: 0.014371969106200099
Position 3457: 0.014149564326845708
Position 16643: 0.011862683624077604
Position 1135: 0.007404853513605519
Position 1818: 0.006762591455042436
Position 1150: 0.0035472605251855452
Position 936: 0.0030084210656471334
Position 11127: 0.0022241971323847596
Position 1871: 0.0019322811230607373
Position 1092: 0.0010799168167856203
Position 3264: 0.0010796381778439628
Position 3504: 0.0009919184127267023
Position 3198: 0.0009030029140569076
Position 8130: 0.0008326568389944119
Position 6327: 0.0006160515423590459
Position 3355: 0.0005319258055647147
Position 1139: 0.0004750416441100575
Position 1636: 0.00042803815907510535
Position 3516: 0.0003976203320224988
Position 8629: 0.00035203159182172107
Position 7049: 0.0003119749645862638
Position 4932: 0.0002996575401543343
Position 6429: 0.0002869495542700598
Position 5390: 0.0002142393122757748
Position 3405: 0.00020160932466999
Position 5946: 0.0001977331068460576
Position 8109: 0.0001724108081736799
Position 2154: 0.00013244065057770849
Position 11755: 0.00013236833135202023
Position 3307: 0.00013089747113377237
Position 3767: 9.695364670044977e-05
Position 4602: 8.746270712515902e-05
Position 2399: 8.024509929418017e-05
Position 6741: 7.794345289299648e-05
Position 2778: 7.374929650691737e-05
Position 836: 6.868275829479496e-05
Position 5728: 6.777573594992819e-05
Position 9897: 6.400546399832954e-05
Position 9532: 5.547850271666387e-05
Position 3675: 5.351736675452751e-05
Position 1204: 4.836689056003773e-05
Position 3641: 4.681892844190719e-05
Position 8358: 3.6383210394321553e-05
Position 1613: 3.410666745938299e-05
Position 4338: 3.280824455779344e-05
Position 8576: 3.277441957228216e-05
Position 4190: 3.159698752189547e-05
Position 8174: 2.5958602491182434e-05
Position 2738: 2.4841899859407852e-05
Position 1820: 2.196258575529669e-05
Position 3865: 2.0544993748858876e-05
Position 3717: 2.0500825409294052e-05
Position 4887: 1.77031944894909e-05
Position 437: 1.7201452844065056e-05
Position 284: 1.718333153299948e-05
Position 416: 1.4664588356366025e-05
Position 5910: 1.4444818606673756e-05
Position 1237: 1.4414743975233688e-05
Position 2274: 1.4080397087783718e-05
Position 6462: 1.3911771457506796e-05
Position 1534: 1.3373261082688806e-05
Position 264: 1.309523940572202e-05
Position 2178: 1.1634450365678877e-05
Position 1482: 1.1405904494829709e-05
Position 814: 1.07925938489588e-05
Position 5585: 9.392899952060688e-06
Position 1569: 7.091656820234182e-06
Position 423: 6.8167676969825305e-06
Position 1436: 6.0763137131850875e-06
Position 760: 5.451857893498373e-06
Position 4125: 5.438105076474868e-06
Position 2283: 5.302398170665966e-06
Position 2006: 4.963300731621341e-06
Position 4292: 4.745372392435601e-06
Position 1441: 4.455519829364869e-06
Position 3894: 4.288702001758316e-06
Position 1200: 3.3914572859903865e-06
Position 3236: 3.2389179600667144e-06
Position 3101: 2.890127199490739e-06
Position 359: 2.206098794348384e-06
Position 1737: 1.8306051552406237e-06
Position 5989: 1.5684844038697698e-06
Position 1826: 1.5600406832322399e-06
Position 588: 1.3823883565851132e-06
Position 1202: 1.2942813398599589e-06
Position 385: 1.1988245495360224e-06
Position 1586: 1.156587305481435e-06
Position 1095: 1.1061786319909434e-06
Position 951: 1.0009024618641356e-06
Position 1454: 8.625442302797415e-07
Position 319: 7.541704645893966e-07
Position 250: 7.010241491739708e-07
Position 458: 6.499754122548541e-07
Position 257: 5.848863657592532e-07
Position 379: 5.156655438710382e-07
Position 427: 5.044761050941867e-07
Position 798: 4.7507066014758336e-07
Position 291: 3.118255948768918e-07
Position 1222: 3.005415511324642e-07
Position 873: 2.741000955075418e-07
Position 461: 1.5829727686416644e-07
Position 2981: 5.2513151687616814e-08
Position 254: 3.648796960364715e-08
Position 839: 3.341056354343705e-08
Position 3056: 2.49450467009723e-08
Position 864: 2.198923612804312e-08
Position 3024: 1.967400642949612e-08
Position 310: 1.7873431588104603e-08
Position 897: 1.6274214732948362e-08
Position 396: 1.5921961092568465e-08
Position 1211: 1.525118835571191e-08
Position 2034: 1.502225181426508e-08
Position 1487: 1.3135188874520948e-08
Position 446: 1.1663953133733958e-08
Position 439: 6.336501641551421e-09
Position 425: 6.221123683949908e-09
Position 392: 5.746153988372237e-09
Position 1978: 5.305707701351077e-09
Position 1974: 4.566059497753776e-09
Position 791: 4.492232384127291e-09
Position 634: 4.208561881511972e-09
Position 498: 3.338133568931928e-09
Position 338: 2.969044223152876e-09
Position 350: 2.777740266270626e-09
Position 394: 2.6026335361199226e-09
