Gene = Atp5k
index = 151
Annotated 5SS: [123 423 718]
Annotated 3SS: [ 367  618 1110]
SMsplice 5SS: [123 423 718]
SMsplice 3SS: [ 367  618 1110]
top_k =  500
Partition function (log Z): -2.806563860504098

Sorted 5' Splice Sites (High to Low Probability):
Position 718: 0.9103128077750665
Position 123: 0.8762454122093808
Position 423: 0.7106731159816827
Position 532: 0.14684964091786196
Position 456: 0.12665051259812166
Position 105: 0.048985428093485446
Position 75: 0.01089877659478019
Position 99: 0.010682022362634354
Position 150: 0.009934081757807911
Position 1006: 0.008466855823200219
Position 998: 0.0077892808465243575
Position 902: 0.0026169313659266803
Position 142: 0.0020750232106557494
Position 90: 0.001720853306044884
Position 277: 0.0011188519649597902
Position 292: 0.0010088722109960235
Position 1012: 0.0010053791387684818
Position 139: 0.0007800751717350299
Position 376: 0.000700674771892083
Position 846: 0.0006009790455697708
Position 956: 0.000598417037453546
Position 304: 0.0005714991603991724
Position 191: 0.0005165214397923067
Position 55: 0.0005077218197838654
Position 489: 0.00036954471296232625
Position 761: 0.00028913004449955174
Position 874: 0.0002808965760688947
Position 992: 0.0002635592204775802
Position 466: 0.00025310241067573203
Position 1057: 0.0001888008356011834
Position 468: 0.00015608953735691782
Position 973: 0.0001340782033512047
Position 230: 8.500769428408851e-05
Position 335: 6.858332308017553e-05
Position 427: 5.093112739785703e-05
Position 1062: 4.1475993062463755e-05
Position 946: 2.3972941434689673e-05
Position 935: 1.74943127184624e-05
Position 750: 1.712473661087434e-05
Position 619: 1.1395468890499277e-05
Position 812: 1.1318441547192451e-05
Position 42: 1.0935335910254e-05
Position 227: 5.850918212467052e-06
Position 933: 4.621869569677477e-06
Position 686: 3.6879006074520645e-06
Position 822: 2.4505289621160396e-06
Position 1038: 2.3313958534160574e-06
Position 367: 1.051390657797728e-06
Position 354: 3.576671305823158e-07
Position 560: 1.3819096858027018e-07
Position 326: 9.364292900807451e-08
Position 807: 1.5702981065642068e-09
Position 775: 5.712643540683168e-10
Position 337: 2.184389662990361e-10
Position 594: 1.8866326839155284e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 367: 0.943845931572694
Position 618: 0.9336088352029858
Position 1110: 0.7952020845866126
Position 877: 0.0751366211869508
Position 817: 0.06243354192060805
Position 1163: 0.01648715481846437
Position 580: 0.011221319062035127
Position 292: 0.010939215638990276
Position 639: 0.007382601052363623
Position 956: 0.005913152223527495
Position 1045: 0.003138100704056076
Position 589: 0.002846371336170923
Position 199: 0.002495018365559336
Position 1027: 0.0019353551437738218
Position 839: 0.0017483157645524668
Position 1116: 0.001344487140628987
Position 644: 0.0010391200613893473
Position 577: 0.000811914353556199
Position 641: 0.0006693636630192781
Position 1061: 0.0006407324109452892
Position 901: 0.0005835830290029043
Position 916: 0.0004429884735581622
Position 489: 0.00042195285509740474
Position 647: 0.00040911220350477103
Position 834: 0.0003803921861438864
Position 531: 0.0003647092365899516
Position 1071: 0.000294735225939878
Position 1051: 0.0002829464788212033
Position 783: 0.00027913049413247115
Position 899: 0.00022762303300748708
Position 594: 0.0001885302975574233
Position 1137: 0.00018574457700059244
Position 960: 9.93102666957226e-05
Position 504: 9.0455046194682e-05
Position 514: 8.118225843433888e-05
Position 237: 6.314324896730276e-05
Position 521: 6.27659189066407e-05
Position 998: 3.283034567323338e-05
Position 1123: 2.922622386524785e-05
Position 560: 2.5653637309579144e-05
Position 1182: 2.5650294390746793e-05
Position 551: 1.9954323655584313e-05
Position 652: 1.9760532625281367e-05
Position 750: 1.9602518087488827e-05
Position 1144: 1.2265282701981857e-05
Position 1133: 1.2118139160325607e-05
Position 591: 1.1009638941190867e-05
Position 1010: 1.0232637770894518e-05
Position 649: 9.803467618134702e-06
Position 415: 9.459490166113592e-06
Position 541: 8.043177896945255e-06
Position 423: 7.787372312153106e-06
Position 660: 6.642141273871413e-06
Position 674: 6.522025376200902e-06
Position 764: 6.479013643350438e-06
Position 671: 5.339647685483679e-06
Position 913: 3.924235968768264e-06
Position 500: 3.854115939596615e-06
Position 730: 3.7612207592640563e-06
Position 657: 3.747680333679951e-06
Position 761: 3.3384200831981606e-06
Position 523: 2.6014316981295657e-06
Position 1171: 2.028054238645708e-06
Position 159: 1.2160322884329242e-06
Position 462: 1.1814591148494353e-06
Position 681: 1.072954850046086e-06
Position 442: 4.187920651677513e-07
Position 482: 2.889306723929002e-07
Position 427: 1.1624752856142304e-07
Position 665: 9.504990944719803e-08
Position 705: 7.777846603971225e-08
Position 701: 6.812561903810166e-08
Position 122: 3.313525574997611e-08
Position 104: 7.686517881044814e-09
Position 676: 7.056378151051213e-09
Position 703: 2.217731113856363e-09
