Gene = Hmbs
index = 542
Annotated 5SS: [ 219 2211 2603 3014 3153 3541 4581 4751 6314 6577 6873 7111 7303]
Annotated 3SS: [2156 2529 2963 3096 3462 4502 4674 6199 6537 6752 7056 7215 7382]
SMsplice 5SS: [ 219 2211 2603 3014 3153 3541 4581 6314 6577 6873]
SMsplice 3SS: [1996 2529 2963 3096 3462 4502 6186 6537 6752 7637]
top_k =  500
Partition function (log Z): 14.82708624371147

Sorted 5' Splice Sites (High to Low Probability):
Position 4581: 0.9954862234154673
Position 219: 0.9580704709514233
Position 6314: 0.9355573616660464
Position 3541: 0.9040074635638709
Position 2603: 0.8642116335995497
Position 6873: 0.8584072125360092
Position 2211: 0.8273443338203537
Position 3153: 0.8247562721583268
Position 3014: 0.7730127302586084
Position 6577: 0.6592137806106755
Position 7303: 0.5288716118323799
Position 7111: 0.4608583288986937
Position 6656: 0.11119131546360947
Position 5182: 0.11031135914479835
Position 2008: 0.09119701663116661
Position 7548: 0.08419186411836738
Position 7560: 0.07343078608113959
Position 4751: 0.0710771214551316
Position 4819: 0.06674856971034515
Position 2200: 0.05893947768153705
Position 1437: 0.053190672054536085
Position 6305: 0.0519937673300159
Position 6690: 0.05122434248738267
Position 3230: 0.04098602524254387
Position 193: 0.04048123593936813
Position 2700: 0.03997755873837452
Position 6804: 0.036261366744238174
Position 3176: 0.016825788174587072
Position 7291: 0.012781721919057857
Position 1298: 0.011082604972520897
Position 4842: 0.009673828308183755
Position 3410: 0.00937926853911498
Position 3157: 0.007636064516197543
Position 726: 0.004916058543806793
Position 2629: 0.004588126381782559
Position 7564: 0.00454364239338797
Position 3904: 0.0041973478380434685
Position 636: 0.003982863566566388
Position 4179: 0.0038094263200830025
Position 4807: 0.0036368361199954507
Position 6581: 0.003090972806676638
Position 3200: 0.003059979966905606
Position 849: 0.002335392259233455
Position 2816: 0.002281602401743176
Position 1487: 0.0022515584762628493
Position 3397: 0.001997743379359089
Position 6561: 0.0017058686548231978
Position 3325: 0.0015235628856097435
Position 2837: 0.001399601039376664
Position 617: 0.0013977921152425027
Position 2426: 0.0013100970862253852
Position 898: 0.0011391020994113298
Position 234: 0.0010782080485234166
Position 1315: 0.0010766734907652813
Position 4394: 0.001007615554103086
Position 2181: 0.000987760207347836
Position 6696: 0.000970241591669385
Position 3349: 0.000960260738764643
