Gene = Pdap1
index = 800
Annotated 5SS: [ 272 3337 5174 7380 8874]
Annotated 3SS: [3244 5065 7257 8721 9862]
SMsplice 5SS: [ 272 3143 3337 5174 7380 8236 8874]
SMsplice 3SS: [3037 3244 5045 7257 8129 8721 9862]
top_k =  500
Partition function (log Z): 13.222056958149293

Sorted 5' Splice Sites (High to Low Probability):
Position 5174: 0.9984270009188919
Position 7380: 0.9855681230985008
Position 272: 0.98131766113912
Position 3337: 0.977385056719492
Position 8874: 0.9626256512028434
Position 8236: 0.8974802009590988
Position 3143: 0.7321657831690591
Position 8581: 0.18192372479629243
Position 8026: 0.16609718696501885
Position 3147: 0.12331211139611624
Position 9918: 0.1214715710947439
Position 5752: 0.11121922190429688
Position 3885: 0.11065597115779127
Position 5467: 0.054521344129355866
Position 5697: 0.04844166449341762
Position 10382: 0.04406943572663827
Position 6366: 0.03165231375605832
Position 8215: 0.03136734279973015
Position 7996: 0.0300972272628471
Position 5852: 0.0258069565114727
Position 7907: 0.0243731623937918
Position 6630: 0.024072980840239188
Position 4567: 0.02301556311600421
Position 4775: 0.02098029506366049
Position 3369: 0.020292031868370496
Position 2120: 0.019300761641300287
Position 6031: 0.018765606850238297
Position 5435: 0.017241669540897092
Position 5931: 0.017104306450925588
Position 627: 0.015150160886212398
Position 2746: 0.013196066664071636
Position 4406: 0.013099139737357516
Position 6326: 0.010366517924490885
Position 3117: 0.008967108486619038
Position 6362: 0.008473758488944522
Position 7932: 0.008297852273050046
Position 2068: 0.008200110297036064
Position 4760: 0.008151372960102654
Position 3130: 0.006543964595248725
Position 7106: 0.006018903659637609
Position 9815: 0.005975565102030326
Position 10921: 0.00596059685626066
Position 5320: 0.005932777952469975
Position 1728: 0.005919565091115984
Position 8030: 0.0055473384124640444
Position 7864: 0.004572506776868078
Position 280: 0.004285222523072527
Position 3121: 0.003830566379718928
Position 1732: 0.003780618513027911
Position 4503: 0.0036467006631527832
Position 5521: 0.0035637655637625054
Position 1736: 0.0034401284263553783
Position 1442: 0.003389216865660945
Position 2736: 0.0033495639663535873
Position 4690: 0.003230823779838994
Position 1766: 0.0031116715967394216
Position 61: 0.0030478631782390464
Position 7655: 0.002391739346480097
Position 3466: 0.0023810602313657004
Position 9207: 0.002368491000804065
Position 2352: 0.0023139151705817897
Position 7662: 0.0016898481509692654
Position 8878: 0.0016160020707924668
Position 10696: 0.0016138411315211117
Position 6321: 0.0014431485620267366
Position 5106: 0.0013732216080558372
Position 3504: 0.0013336456904098535
Position 9237: 0.001324803529095028
Position 100: 0.001315559754464669
Position 3137: 0.0012695053541364287
Position 1092: 0.0012383407644973579
Position 8043: 0.001198430544382712
Position 2494: 0.0010684154101098342
Position 6262: 0.0009960040558742837
Position 8370: 0.0009469992595711435
Position 143: 0.000923746336710722
Position 3152: 0.0008841999160371113
Position 2586: 0.0008091159961345772
Position 5648: 0.0008040194599930064
Position 7330: 0.0007672427214030055
Position 507: 0.0007622365299038729
Position 9192: 0.0007369467174696442
Position 4466: 0.0006636247398974211
Position 11227: 0.0006089762190901018
Position 2356: 0.0005895797411136238
Position 8275: 0.0005756821115526793
Position 5814: 0.0005453137363335782
Position 293: 0.0005044897092262318
Position 1241: 0.00048665323593266607
Position 4485: 0.00046224628252757076
Position 1202: 0.00045871190917237524
Position 8032: 0.00043130775078319887
Position 3341: 0.0004113518181288927
Position 107: 0.0004027897092940653
Position 4814: 0.0004023004398305731
Position 887: 0.0003886252539514843
Position 1327: 0.00038403221628451056
Position 2833: 0.0003415076187928755
Position 1496: 0.00029634955504126767
Position 3866: 0.0002769812454741801
Position 198: 0.000269721927824908
Position 753: 0.0002563489016391996
Position 5362: 0.00019174364788999913
Position 4977: 0.00016110701187357478
Position 4172: 0.00016020204104900862
Position 10087: 0.00014938969250892714
Position 3347: 0.0001316826354711237
Position 3742: 0.00010839342493403181
Position 5335: 0.00010183523167504084
Position 5379: 9.542883742473926e-05
Position 3468: 8.848711648882006e-05
Position 3015: 8.520022691109663e-05
Position 4734: 8.189182376724338e-05
Position 3364: 6.611701795132954e-05
Position 4375: 6.514812969034705e-05
Position 5148: 5.76384784794279e-05
Position 9083: 5.449645612573251e-05
Position 3127: 5.3974954771249335e-05
Position 632: 5.337690141960809e-05
Position 5221: 5.2835925850288415e-05
Position 5508: 5.2308658112489073e-05
Position 8947: 4.9777348659277984e-05
Position 465: 4.5356586345699415e-05
Position 5178: 4.009298186792891e-05
Position 102: 3.718615745349724e-05
Position 3562: 3.5768423201288385e-05
Position 5302: 3.5075947293762494e-05
Position 3759: 3.335835703195385e-05
Position 9332: 3.298603216897044e-05
Position 2186: 3.273445329248191e-05
Position 835: 3.075916015432808e-05
Position 49: 2.7848410446288114e-05
Position 3443: 2.575721093263366e-05
Position 814: 2.5048312953497665e-05
Position 3578: 2.481970422440304e-05
Position 1455: 2.27285593760765e-05
Position 5412: 2.2320004427137554e-05
Position 977: 2.13120756689257e-05
Position 320: 2.0889124086412386e-05
Position 1570: 1.9459732270122863e-05
Position 205: 1.7627686995197755e-05
Position 5480: 1.633685582927921e-05
Position 806: 1.5317023834447463e-05
Position 829: 1.5036765827442563e-05
Position 1627: 1.5003798781315477e-05
Position 5345: 1.444115011195469e-05
Position 7945: 1.1282309152974306e-05
Position 5088: 6.990836888491696e-06
Position 3735: 6.050576009022323e-06
Position 1831: 4.816190744580618e-06
Position 135: 4.5314597552693535e-06
Position 3565: 3.8115942302941666e-06
Position 7: 2.4028618448617137e-06
Position 7600: 2.390978613121661e-06
Position 4044: 1.4022406086732265e-06
Position 147: 1.377287400263304e-06
Position 213: 1.295579178497754e-06
Position 354: 1.0453367278864303e-06
Position 462: 1.0125147397284158e-06
Position 575: 7.289310589721907e-07
Position 217: 6.300283396732557e-07
Position 10229: 5.155979366871661e-07
Position 5: 5.151916916859474e-07
Position 415: 2.90117326555108e-07
Position 768: 2.70382648353298e-07
Position 184: 2.3276203425847136e-07
Position 658: 2.2486684757929356e-07
Position 616: 2.1854225025809383e-07
Position 211: 2.1808989633077683e-07
Position 435: 1.905739889824978e-07
Position 397: 1.805231093071129e-07
Position 290: 1.09085508039817e-07
Position 126: 8.26978928022986e-08
Position 299: 5.5994429470254335e-08
Position 311: 1.843100789954657e-08
Position 480: 1.5160034060672013e-08
Position 5182: 8.242087618440885e-09
Position 514: 7.0494509993185916e-09
Position 3361: 3.245937988495512e-09
Position 3373: 2.0419061128168923e-09
Position 546: 1.0582258209316924e-09
Position 3351: 4.201289238516966e-10
Position 667: 3.74090571851893e-10
Position 3271: 2.7349556891068425e-10
Position 3381: 2.547483474398565e-10
Position 2299: 4.761055095292075e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 3244: 0.9874395848659002
Position 7257: 0.9226319465236485
Position 8129: 0.8509226074328529
Position 3037: 0.8477149860782257
Position 5045: 0.8213147338897612
Position 8721: 0.7676525437975934
Position 9862: 0.7028504630360706
Position 5610: 0.20895628743084982
Position 5065: 0.1752836378580699
Position 10564: 0.17254250773703217
Position 8690: 0.16558276769021132
Position 8446: 0.14035727606259527
Position 7858: 0.13120380300286574
Position 10184: 0.09025167837389449
Position 7906: 0.08939526827547359
Position 3809: 0.06614620813324999
Position 6189: 0.04894854702753275
Position 10599: 0.03998932506923017
Position 7222: 0.032434963253340734
Position 5243: 0.02488081629097415
Position 4203: 0.024419690961589774
Position 10254: 0.0226434747291417
Position 7144: 0.02128731684914298
Position 4618: 0.02006139775948614
