Gene = 4930523C07Rik
index = 52
Annotated 5SS: [  370 26420]
Annotated 3SS: [26315 30646]
SMsplice 5SS: [  370   642 26420 27998 28233]
SMsplice 3SS: [  548 26315 27851 28100 30646]
top_k =  500
Partition function (log Z): -17.455034128528528

Sorted 5' Splice Sites (High to Low Probability):
Position 370: 0.9626537463721963
Position 642: 0.8917292646715993
Position 71: 0.4286972421277712
Position 1407: 0.1373259428601347
Position 5971: 0.06856251918187832
Position 2813: 0.056423122001318604
Position 3535: 0.042603889077035995
Position 5589: 0.040903532408329495
Position 1705: 0.024769483267156674
Position 1437: 0.014639601336582103
Position 3240: 0.013673041880510368
Position 3213: 0.012697359947208336
Position 691: 0.010652635033898704
Position 4022: 0.010488791347618898
Position 6815: 0.009879187118720274
Position 2059: 0.007816535479713758
Position 6076: 0.00773821835337978
Position 6100: 0.006106584340471441
Position 2603: 0.005564545849607797
Position 2395: 0.005476848772891712
Position 10058: 0.0036988605415346635
Position 8498: 0.003485194501920133
Position 151: 0.002626481089358889
Position 156: 0.0016884041483644313
Position 389: 0.000988954223273009
Position 120: 0.00032509666926433637
Position 486: 0.0002818152145427977
Position 1744: 0.00020311847632967467
Position 374: 0.00011785337215840468
Position 2322: 9.746112679915743e-05
Position 695: 8.765197407964113e-05
Position 1300: 6.63586001695158e-05
Position 138: 4.977597866337362e-05
Position 106: 4.365209277252615e-05
Position 978: 4.065008945435606e-05
Position 465: 3.8711667585048774e-05
Position 334: 3.2145889758974714e-05
Position 1493: 3.004902143497111e-05
Position 40: 2.9883801150957083e-05
Position 42: 2.6152179162911316e-05
Position 1452: 2.4664133131833987e-05
Position 52: 1.8438125480282268e-05
Position 54: 1.528140617416863e-05
Position 206: 1.172472345818375e-05
Position 957: 1.0496129829445374e-05
Position 847: 9.881665235452926e-06
Position 64: 9.498314806514733e-06
Position 856: 7.857579363419103e-06
Position 1340: 7.0097725536765515e-06
Position 47: 5.032393262436186e-06
Position 77: 4.9275881669564735e-06
Position 399: 3.8364314725049825e-06
Position 420: 3.2824655676650564e-06
Position 125: 2.3599800000771488e-06
Position 1582: 2.33873675919507e-06
Position 404: 2.2235882699617617e-06
Position 253: 1.93162372609784e-06
Position 998: 1.6929300314568628e-06
Position 303: 1.1313612598431832e-06
Position 407: 3.006252263848384e-07
Position 295: 1.86004685284228e-07
Position 551: 1.4859511456671697e-08
Position 439: 1.3493089285151826e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 548: 0.8916443375911031
Position 9896: 0.658786070529501
Position 253: 0.21720792447757156
Position 303: 0.08137590161818227
Position 1369: 0.07983521153778841
Position 5814: 0.07090251934626202
Position 226: 0.055505117333433884
Position 5327: 0.0523040944483219
Position 1693: 0.04677554709961318
Position 1064: 0.042555280661560696
Position 1638: 0.040702466163115965
Position 14615: 0.0397728300554266
Position 3374: 0.036863467480703106
Position 2484: 0.033030020336736056
Position 3053: 0.031802797934812735
Position 5722: 0.031444789087069325
Position 10652: 0.030171118727634207
Position 5999: 0.03009782738615449
Position 5523: 0.023342500404705806
Position 6773: 0.021310625742081247
Position 2735: 0.021020040792792426
Position 4113: 0.011785464055764102
Position 550: 0.010946518670790365
Position 141: 0.010796291287479942
Position 8394: 0.010464717438460273
Position 3107: 0.009619294358657765
Position 3324: 0.009336035030171183
Position 167: 0.009078438231670247
Position 3845: 0.008388154440198222
Position 1282: 0.0072177794593861555
Position 5074: 0.0068567062965982735
Position 8565: 0.006574031009042761
Position 138: 0.005641389880688635
Position 1124: 0.0055680897447275834
Position 2394: 0.005414448118970583
Position 1300: 0.0051819708268601074
Position 312: 0.005023231878776866
Position 2196: 0.004752676696284853
Position 3978: 0.0046141806463241225
Position 1317: 0.004358716334135421
Position 1148: 0.0042173255823192935
Position 2534: 0.0039992637411848785
Position 9339: 0.00395561112126607
Position 7060: 0.003922195450090216
Position 1163: 0.003795962291589326
Position 6328: 0.0036164231170359917
Position 5367: 0.003336916304458971
Position 2571: 0.0032730204055147895
Position 6043: 0.0031551724103886314
Position 1081: 0.0026454245532391086
Position 171: 0.002603909774227834
Position 1522: 0.0025922115830269354
Position 8347: 0.0025738652712282177
Position 4556: 0.002513191099411097
Position 144: 0.002351411984789615
Position 952: 0.0023249428104304658
Position 6903: 0.002266676018681037
Position 179: 0.0020941628757433235
Position 2628: 0.001980698519251072
Position 1947: 0.0019479856964572328
Position 3002: 0.0019146643812801983
Position 460: 0.0016920608712526178
Position 2583: 0.0015917648329533296
Position 1323: 0.0015697396859368218
Position 4199: 0.0015503151187769208
Position 325: 0.0015460691954111766
Position 1180: 0.0013977658458895034
Position 4992: 0.0013827484526974729
Position 1227: 0.001370171334348578
Position 513: 0.0012670059994190133
Position 4636: 0.0010131647617644401
Position 272: 0.0009915627927396412
Position 2214: 0.0009605320238888856
Position 3722: 0.00095665627140132
Position 3929: 0.000877294705148805
Position 283: 0.0008522965214469538
Position 7679: 0.0008136232712922096
Position 269: 0.0007871805669593772
Position 265: 0.000753238203337774
Position 1389: 0.0007452511923224916
Position 3473: 0.0007337947499600666
Position 525: 0.0006577455633313846
Position 5005: 0.0006495766735301877
Position 2779: 0.0005881939553337723
Position 3601: 0.0005598876985751327
Position 263: 0.0005344015281287514
Position 6579: 0.0005298324704214749
Position 3505: 0.0005017755331269709
Position 4504: 0.0004993423816447659
Position 6410: 0.0004972681862375406
Position 6039: 0.0004748164707952629
Position 4963: 0.0003259496560287983
Position 2888: 0.00031172410245985124
Position 2918: 0.0002978688558459224
Position 4742: 0.00028531748737181006
Position 463: 0.0002779508398853377
Position 1835: 0.0002563123843684191
Position 1261: 0.00022051525436333775
Position 1263: 0.00021049938409220352
Position 4110: 0.00020592139676462901
Position 1092: 0.00020498502692314883
Position 314: 0.00019730499360122444
Position 350: 0.00017973028190963812
Position 1255: 0.00013187870266146096
Position 259: 0.0001225006590243418
Position 3172: 0.00012062684813333809
Position 956: 0.00011293812832831662
Position 619: 9.600659947849937e-05
Position 510: 9.508754279283545e-05
Position 2442: 9.364173857823768e-05
Position 2492: 8.604555406091976e-05
Position 275: 8.084876108788374e-05
Position 1176: 7.33973816429684e-05
Position 146: 6.7322175638803e-05
Position 2137: 6.670497415369875e-05
Position 3343: 6.614715617426615e-05
Position 641: 6.300168253545737e-05
Position 612: 6.198673544911106e-05
Position 2327: 5.776262711554297e-05
Position 1259: 5.401439166742363e-05
Position 600: 5.045110677312607e-05
Position 445: 4.897523835401079e-05
Position 778: 4.7000981113171124e-05
Position 1211: 4.264600965320319e-05
Position 2175: 3.7313689778620866e-05
Position 2099: 3.495758348209281e-05
Position 331: 3.421781221785827e-05
Position 1557: 2.8003527359226627e-05
Position 1185: 2.5465145011268202e-05
Position 1969: 2.029837785538307e-05
Position 369: 1.76468081645065e-05
Position 991: 1.4910055220803588e-05
Position 1920: 1.474318714738394e-05
Position 1193: 1.2786738606237589e-05
Position 2155: 1.2443156383843752e-05
Position 483: 1.0827969695559682e-05
Position 465: 1.0055404215300908e-05
Position 486: 9.821121844747268e-06
