Gene = Tmie
index = 1126
Annotated 5SS: [  844  4486  6318  9483 12666]
Annotated 3SS: [ 4273  6086  9364 12515 13155]
SMsplice 5SS: [   77  9483 12666 12895]
SMsplice 3SS: [ 9364 12515 12769 13155]
top_k =  500
Partition function (log Z): -9.108843929552174

Sorted 5' Splice Sites (High to Low Probability):
Position 9483: 0.9882645999342262
Position 12666: 0.7463934565011666
Position 77: 0.5182860570109488
Position 12895: 0.501311541576596
Position 11004: 0.3188342631903558
Position 6822: 0.20646051566122958
Position 81: 0.20256547135307573
Position 844: 0.16387007369672882
Position 2502: 0.14036057922085113
Position 12151: 0.12658932195447806
Position 6852: 0.1134081136956856
Position 4486: 0.10625539305527423
Position 7043: 0.08872047827153369
Position 418: 0.08519674559399833
Position 11332: 0.08456958691735723
Position 3275: 0.0831745174179132
Position 3270: 0.07250484771111206
Position 3230: 0.07025914851406811
Position 3767: 0.06023353054178865
Position 11239: 0.055748819914301466
Position 13206: 0.05516298842920584
Position 10093: 0.04781446790330243
Position 3479: 0.04016162482485011
Position 10860: 0.037701055094833125
Position 6378: 0.031846248113408145
Position 6318: 0.028444259628598843
Position 6835: 0.02741963271434681
Position 7575: 0.02706931093097401
Position 12917: 0.023335010663217474
Position 5844: 0.023294637681800515
Position 7561: 0.019155854053650997
Position 5855: 0.010987806998128942
Position 6896: 0.010494710409618486
Position 7583: 0.010290278795819462
Position 9449: 0.008675587157714883
Position 13386: 0.008256082163652841
Position 364: 0.007802266359420633
Position 12670: 0.006537580008503139
Position 1266: 0.006466152590876303
Position 291: 0.006309652835566294
Position 8705: 0.006022061569676022
Position 6782: 0.005688606306482261
Position 10805: 0.005555201836499711
Position 6848: 0.004701188034282276
Position 10022: 0.004557632496172962
Position 207: 0.004547953012933383
Position 1045: 0.0044215788065841205
Position 3603: 0.004030707284833644
Position 7587: 0.003406344602958462
Position 4686: 0.0033036490872935423
Position 7591: 0.0031332663663386543
Position 12900: 0.0030980546294625847
Position 493: 0.003086304274445512
Position 7617: 0.002950506740566383
Position 5869: 0.002465597004260555
Position 379: 0.002442427914334987
Position 383: 0.002286221506283471
Position 159: 0.002173065323252025
Position 10058: 0.001774909352802113
Position 12580: 0.0017109033301053963
Position 1381: 0.0014536245014354766
Position 14243: 0.0013422543738613917
Position 238: 0.0012890721925739406
Position 5470: 0.0011810281755726367
Position 11130: 0.0011709020484910009
Position 517: 0.0006830926159142302
Position 12122: 0.0005800958170302683
Position 1079: 0.0005194402377086667
Position 12326: 0.00047774162602065703
Position 2470: 0.00047367974991717736
Position 2791: 0.0004610628811259902
Position 1686: 0.0003812281702947089
Position 2758: 0.0003373882546026388
Position 1141: 0.00015793603348585202
Position 3225: 0.00012619194310210916
Position 9558: 8.415852695353688e-05
Position 11113: 5.3034701845014026e-05
Position 12343: 4.3471177166871733e-05
Position 527: 2.8783787051676896e-05
Position 480: 2.551960201660912e-05
Position 9686: 1.316874728662524e-05
Position 666: 1.0837155011469245e-05
Position 3305: 1.0174839135246958e-05
Position 438: 8.141833126940836e-06
Position 640: 6.18731799362653e-06
Position 735: 4.2137321594498705e-06
Position 113: 4.155797951389488e-06
Position 786: 4.089668949239108e-06
