Gene = Aasdhppt
index = 92
Annotated 5SS: [  214   774  6374  6998 10170]
Annotated 3SS: [  547  6251  6835 10097 12627]
SMsplice 5SS: [  176  6998 10170]
SMsplice 3SS: [ 6835 10097 12627]
top_k =  500
Partition function (log Z): -6.44165667642074

Sorted 5' Splice Sites (High to Low Probability):
Position 6998: 0.9928920104642462
Position 10170: 0.6476290221849786
Position 326: 0.4668859244075366
Position 734: 0.3225854278335027
Position 12779: 0.22968969871152103
Position 180: 0.2043302775816542
Position 9980: 0.14633883027878516
Position 5371: 0.13607268506682327
Position 774: 0.12554846948496487
Position 6374: 0.12478682545637529
Position 740: 0.11915362027996447
Position 214: 0.08579821423329043
Position 2988: 0.078349896424477
Position 12806: 0.056825349350728166
Position 301: 0.04451737275707441
Position 3301: 0.036883745957239
Position 9366: 0.03655190006363152
Position 10292: 0.027498476769224706
Position 10682: 0.024997801165558726
Position 2174: 0.024398642816415326
Position 367: 0.02292523685950555
Position 10271: 0.02207751623346465
Position 1232: 0.02119221901242069
Position 8298: 0.019025156925009532
Position 9058: 0.01758414425346777
Position 13307: 0.017394942814478506
Position 54: 0.01533661536857772
Position 8231: 0.009905267342386103
Position 6387: 0.008769964157269019
Position 101: 0.008567637870305175
Position 5254: 0.008518477090270477
Position 372: 0.008375028813712208
Position 265: 0.008290658955039597
Position 13704: 0.008117978106653701
Position 7948: 0.007420682394076211
Position 1798: 0.007083770617160343
Position 10581: 0.006823373970471917
Position 3124: 0.006424394320470512
Position 838: 0.006325205329039132
Position 343: 0.005897613216546616
Position 10212: 0.0051115026581448125
Position 12429: 0.003991280103650555
Position 305: 0.0037025722358625165
Position 8815: 0.002973672182755512
Position 1256: 0.002473306195108215
Position 10493: 0.0019933145641747615
Position 6938: 0.0018808209240968573
Position 7049: 0.0018709016657373436
Position 14250: 0.0014156482794673714
Position 79: 0.0013433862362887579
Position 2252: 0.0011923802848020114
Position 186: 0.0011030765637178354
Position 7741: 0.0010111364536026799
Position 7265: 0.0009087531262123279
Position 6933: 0.0008567609020150566
Position 12786: 0.0008156713386486268
Position 7984: 0.0007815044835686747
Position 420: 0.0004816308293037351
Position 116: 0.0003985991589879424
Position 10193: 0.0003962679814834854
Position 9672: 0.0003343540802035246
Position 144: 0.0003327941855131593
Position 357: 0.0003232094160281874
Position 9349: 0.0002957827065609566
Position 284: 0.00020863271603098674
Position 2682: 0.00020512278159516494
Position 10278: 0.00019780874818317581
Position 29: 0.0001948868990658945
Position 7119: 0.00019105030695243692
Position 8877: 0.00018450397925412305
Position 2489: 0.0001526726309065642
Position 8953: 0.00014994632351702375
Position 8852: 0.0001497131674850666
Position 2558: 9.249411479989452e-05
Position 444: 6.749053231305619e-05
Position 278: 6.473266767252864e-05
Position 34: 6.292557644469001e-05
Position 313: 5.3071471389127555e-05
Position 430: 4.808744275782253e-05
Position 426: 4.739245140440123e-05
Position 527: 4.6126008638696866e-05
Position 26: 3.8039197237253303e-05
Position 379: 3.0948210138408494e-05
Position 61: 2.8353208663262085e-05
Position 184: 2.606844954338145e-05
Position 58: 1.6139943221577692e-05
Position 641: 1.6123539587050024e-05
Position 36: 1.4080184437023536e-05
Position 273: 9.741737744124783e-06
Position 446: 7.806567036765284e-06
Position 83: 3.606467333545919e-06
Position 1463: 3.3530373973285386e-06
Position 7473: 2.235761796010542e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 6835: 0.9981397128477021
Position 10097: 0.7573390036844929
Position 12627: 0.7099664410287109
Position 547: 0.3337690833087615
Position 5248: 0.14044458621983993
Position 9861: 0.1317099184706179
Position 6251: 0.12553367896471126
Position 13084: 0.09638661104082467
Position 13114: 0.06417898948466855
Position 14089: 0.06361102063211808
Position 12978: 0.058212904078641
Position 2875: 0.05501303783495821
Position 619: 0.051886734956903886
Position 13306: 0.049968129811059435
Position 13159: 0.04625035790014301
Position 10070: 0.03255271865984078
Position 2896: 0.02909948161491726
Position 567: 0.027707056069598744
Position 9211: 0.026726852552527457
Position 10537: 0.02603475328305518
Position 3160: 0.024249560048990464
Position 2054: 0.023346132483589778
Position 13524: 0.022586329484069315
Position 1149: 0.022336513934618663
Position 8128: 0.02044441679783941
Position 13599: 0.015523589122446377
Position 11496: 0.015147977483998895
Position 12898: 0.014770706005605264
Position 8768: 0.012549935790731014
Position 653: 0.011620454640595473
Position 9834: 0.011407696515782627
Position 14339: 0.010624286841434233
Position 7795: 0.010498473032812709
Position 8933: 0.01030030934728134
Position 12210: 0.009656456667653088
Position 2842: 0.009202936139566954
Position 9169: 0.009144745622748553
Position 6215: 0.008023110648933114
Position 581: 0.006939473851743514
Position 10325: 0.00675484021947735
Position 701: 0.006679355456262738
Position 1609: 0.005975062504401565
Position 10131: 0.005263622029705342
Position 575: 0.004998337106838286
Position 10492: 0.004903380303421886
Position 10517: 0.004874827600026218
