Gene = Uspl1
index = 1172
Annotated 5SS: [  247  3317  3914  9881 14199 17330 19835 25241]
Annotated 3SS: [ 3147  3784  9279 14084 17199 19708 25082 28791]
SMsplice 5SS: [  247  3914 14199 17330 19835 25241 28474 28963]
SMsplice 3SS: [ 3784 14084 17199 19708 25082 28346 28791 29462]
top_k =  500
Partition function (log Z): 9.85397095467015

Sorted 5' Splice Sites (High to Low Probability):
Position 17330: 1.0000000000000018
Position 3914: 0.9999807802535156
Position 14199: 0.9789283619960344
Position 19835: 0.9457245180507103
Position 28963: 0.8897513615347585
Position 247: 0.8576172342652757
Position 25241: 0.5734963174993308
Position 1102: 0.5490417132000587
Position 28474: 0.4744392649076156
Position 25186: 0.4179860485718136
Position 28503: 0.3654251783080021
Position 7294: 0.3645045463400563
Position 845: 0.31822053572632597
Position 6397: 0.3084827310570743
Position 16133: 0.2599362918624023
Position 29615: 0.22597994161897098
Position 3317: 0.2054958937829999
Position 3304: 0.19966954083202326
Position 20967: 0.18469108885032956
Position 1215: 0.17971552429788712
Position 3257: 0.15426796452832542
Position 25758: 0.14913153213309663
Position 3246: 0.14202256989836443
Position 16668: 0.13826334679365573
Position 8852: 0.12996398757287755
Position 3275: 0.12796094023237756
Position 29548: 0.10629518129389313
Position 7977: 0.09707873809691758
Position 26083: 0.09359797548163777
Position 16360: 0.09161965047610168
Position 1880: 0.0742379995695723
Position 1814: 0.06763519640233523
Position 2762: 0.06712757496933594
Position 18127: 0.06361548529516735
Position 6356: 0.0624956119920889
Position 21571: 0.057776356733227445
Position 12891: 0.05601959182210373
Position 6654: 0.04915707539970392
Position 16581: 0.04115417337305068
Position 29370: 0.041119737768815785
Position 20910: 0.04086574306484535
Position 27213: 0.0399078191943255
Position 9467: 0.037286948918751055
Position 821: 0.036735437964018
Position 28902: 0.031348174373822285
Position 21961: 0.028772380085857068
Position 19404: 0.026837946254735914
Position 22146: 0.024899491700677165
Position 19385: 0.024511667920491833
Position 26683: 0.024340493419244533
Position 171: 0.023152086824795474
Position 20374: 0.023116514697645408
Position 29247: 0.022966823425789366
Position 26077: 0.022148380046653475
Position 27447: 0.021126614377174592
Position 9353: 0.019440252175187935
Position 16555: 0.019263194491134086
Position 508: 0.0174014609737375
Position 1632: 0.015432246155019024
Position 21269: 0.014810486835831993
Position 475: 0.013533836666313944
Position 15090: 0.011495553603721637
Position 6421: 0.011445846955771817
Position 305: 0.010956926321776335
Position 15375: 0.010512227224052132
Position 217: 0.010306970496131673
Position 154: 0.009837783901404775
Position 29739: 0.009679246589805872
Position 2068: 0.009647451254683746
Position 841: 0.009282933619567123
Position 15051: 0.009043570679229354
Position 334: 0.0073992129360367885
Position 22114: 0.007170284831388469
Position 4879: 0.006945410802450666
Position 570: 0.006009430061452742
Position 28250: 0.005732113225469399
Position 5017: 0.005607349694477503
Position 5067: 0.005472481451313196
Position 30223: 0.0054277137610457245
Position 2398: 0.005317538445008423
Position 6647: 0.0049024247378913885
Position 15910: 0.004774527984531768
Position 25182: 0.004732125314339429
Position 14237: 0.004705101265875807
Position 413: 0.004140649096622039
Position 20863: 0.003363924894684847
Position 15097: 0.003342729862360903
Position 3530: 0.003231621651153712
Position 27970: 0.0031904805251713303
Position 29190: 0.002927758401397352
Position 26123: 0.0027738132853382877
Position 29353: 0.002223888686181563
Position 360: 0.002178183483863897
Position 179: 0.0021515562663484253
Position 6733: 0.0018693964127494624
Position 20593: 0.0015730754650353776
Position 398: 0.0015604961770904575
Position 3353: 0.001358900254329571
Position 4904: 0.0013007224656334648
Position 22310: 0.0011861751668304195
Position 835: 0.0011215156203022163
Position 373: 0.0011198173725874396
Position 5406: 0.000882861212245408
Position 4519: 0.0007705126231431204
Position 928: 0.0007022434530108985
Position 351: 0.0006374299519438009
Position 592: 0.0005614059608451681
Position 696: 0.0005540199903383055
Position 886: 0.0005485929263593415
Position 259: 0.0004737293679176546
Position 29253: 0.00046027373807221465
Position 29391: 0.00045656685908377606
Position 3323: 0.0004499929735996794
Position 27422: 0.0004314382333833296
Position 392: 0.00042028529447401446
Position 1307: 0.0003943726750480086
Position 234: 0.0003738527719978622
Position 1820: 0.00036984850141529366
Position 25762: 0.00036146550733172074
Position 72: 0.00035618270354619474
Position 4875: 0.00034086557164909827
Position 2503: 0.0003244896522010931
Position 2386: 0.00031331186107438306
Position 210: 0.00030252696042125116
Position 25453: 0.00027390981046833824
Position 345: 0.00026111852534495527
Position 1831: 0.0002529823959401726
Position 832: 0.0002273815550310609
Position 25583: 0.00019148423049333615
Position 275: 0.00018404870391117343
Position 1739: 0.0001593082966741333
Position 580: 0.00010539430510367244
Position 857: 4.597223831617763e-05
Position 790: 4.482434428142633e-05
Position 104: 3.766687897874071e-05
Position 674: 3.716873336401749e-05
Position 29341: 3.425954599737684e-05
Position 142: 2.6655097299104674e-05
Position 544: 2.548725154321004e-05
Position 717: 2.431674501590966e-05
Position 296: 1.7744153539835327e-05
Position 204: 1.6315829143454018e-05
Position 702: 1.4806638332621692e-05
Position 3919: 1.0791289511723769e-05
Position 621: 9.422911451674967e-06
Position 4533: 7.456143112979687e-06
Position 1063: 6.389641449647423e-06
Position 4523: 6.307897747171141e-06
Position 1032: 6.138179563075715e-06
Position 3900: 3.7394456831016956e-06
Position 1106: 3.5318466595952225e-06
Position 436: 1.8841743763779149e-06
Position 262: 1.5401946054854622e-06
Position 1131: 1.436108915544249e-06
Position 63: 1.3008653951051041e-06
Position 165: 1.1415981205494645e-06
Position 4614: 7.909311666143081e-07
Position 4248: 7.142237510867556e-07
Position 28: 5.636775890696403e-07
Position 61: 4.990118813171248e-07
Position 309: 1.6051958112008495e-07
Position 158: 1.4419330135978585e-07
Position 128: 8.372813760706666e-08
Position 67: 5.5386908661155526e-08
Position 312: 3.953079998616839e-08
Position 440: 1.2584533571886584e-08
Position 384: 8.759213187984126e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3784: 0.9987424478301881
Position 25082: 0.9961699558330109
Position 14084: 0.9836334632619094
Position 28791: 0.9613538906548416
Position 17199: 0.961265034440382
Position 19708: 0.9207653661313069
Position 3147: 0.8192180059107911
Position 29462: 0.5934086657626105
Position 1007: 0.4574486058647297
Position 7158: 0.3363213706624958
Position 28411: 0.3082959871910193
Position 28390: 0.2987788149351743
Position 16028: 0.264157258445813
Position 789: 0.2573093901679935
Position 29189: 0.2519018525172732
Position 28346: 0.23016338310354975
Position 29729: 0.22196893124111194
Position 6245: 0.19825599102655656
Position 16495: 0.1308450871811365
Position 6299: 0.12821516856304738
Position 25502: 0.12388568705374219
Position 1728: 0.12295693215043109
Position 976: 0.12135459598740217
Position 25943: 0.12034147656278933
Position 924: 0.0979388442985406
Position 20850: 0.08729990164855445
Position 8745: 0.08710265112288319
Position 16291: 0.07744570417227337
Position 20753: 0.06855101426914564
Position 16477: 0.06783562747670402
Position 30473: 0.06479671939079454
Position 7798: 0.0643187413960514
Position 20767: 0.059208233734343634
Position 12695: 0.05601959182210372
Position 6480: 0.04675135899317601
Position 8741: 0.04286133644999437
Position 30630: 0.04177892665808336
Position 29766: 0.04126610986912535
Position 17156: 0.03790432203433482
Position 21448: 0.036444294108787745
Position 2645: 0.03532614493456921
Position 6223: 0.034421526600347314
Position 511: 0.033734085809924236
Position 22004: 0.03325595169889602
Position 17961: 0.03278844274595224
Position 30797: 0.03206109942932798
Position 29971: 0.03204042510090233
Position 9279: 0.03179246393639229
Position 9334: 0.02493473715754669
Position 26581: 0.024340493419244533
Position 29052: 0.023907841846728298
Position 14961: 0.02368888282850129
Position 7211: 0.023348656702217873
Position 962: 0.023036432485796614
Position 27280: 0.021558052610557894
Position 27077: 0.021486825356424342
Position 21464: 0.0212522691655185
Position 7867: 0.01954261174478479
Position 25575: 0.019067278510036836
Position 1436: 0.019011692045180044
