Gene = Supt5
index = 1044
Annotated 5SS: [   25   368  7350  8140  8702  9137  9304  9461  9700 10017 12770 14827
 14994 16256 16500 16717 18500 18753 19765 19981 20983 21327 21504 21734
 21936 22437 22711 22997 23371]
Annotated 3SS: [  283  7189  8073  8689  9066  9234  9394  9668  9947 12517 14736 14922
 16149 16405 16579 18343 18605 19617 19854 20897 21218 21400 21605 21829
 22277 22541 22792 23274 23448]
SMsplice 5SS: [   25   368  7350  8140  9137  9304  9461 10017 14827 14994 16256 16500
 16717 18500 18753 19765 19981 20983 21327 21504 21734 21936 22437 22711
 22997 23371]
SMsplice 3SS: [  283  7189  8073  9066  9234  9394  9947 14736 14922 16149 16405 16579
 18482 18605 19617 19854 20897 21218 21400 21605 21829 22277 22587 22792
 23274 23448]
top_k =  500
Partition function (log Z): 81.43806089760702

Sorted 5' Splice Sites (High to Low Probability):
Position 9137: 0.9976575644119926
Position 368: 0.9950508440975866
Position 9304: 0.9902855351031707
Position 16500: 0.9837039905124942
Position 22711: 0.9829637933367463
Position 21936: 0.9807535128708366
Position 7350: 0.978180386887655
Position 22997: 0.9730112123431575
Position 21504: 0.969631522665764
Position 19765: 0.9651818217234232
Position 14994: 0.963112463279353
Position 19981: 0.9597174531634579
Position 21327: 0.9453476178081823
Position 8140: 0.9321030032307612
Position 21734: 0.9235219770160462
Position 16256: 0.9191982902894356
Position 10017: 0.910995860359153
Position 16717: 0.8991737426078098
Position 14827: 0.8886490735457783
Position 23371: 0.8711023819412124
Position 20983: 0.849980791303087
Position 22437: 0.7297682595228296
Position 9461: 0.6741927411898583
Position 18753: 0.6716036668547437
Position 25: 0.615883749500715
Position 18500: 0.6033382552569378
Position 8702: 0.5320860281643851
Position 12770: 0.3551000075697129
Position 19138: 0.27007593755937365
Position 5407: 0.25175919461486523
Position 178: 0.1907949053288223
Position 9532: 0.17711734942097385
Position 13002: 0.1688298685051011
Position 23507: 0.1645738725669596
Position 15331: 0.16441070318483234
Position 3168: 0.1455332043931022
Position 15376: 0.14521089941433804
Position 7600: 0.12476775498724971
Position 1058: 0.10792274266962086
Position 18685: 0.10747571315032878
Position 14860: 0.10736179353038233
Position 12615: 0.10692883840066375
Position 5598: 0.10199222090850552
Position 18552: 0.08534551622214404
Position 18854: 0.08518759740626797
Position 147: 0.08189342869824451
Position 15998: 0.07956301864261203
Position 10044: 0.07356294085113797
Position 18534: 0.05967851643054262
Position 8174: 0.05456332381964528
Position 12689: 0.052559373193823526
Position 17123: 0.04988089954481519
Position 6349: 0.04479000894921998
Position 6295: 0.0403085785210862
Position 10775: 0.039243052647550146
Position 9700: 0.03919215172619192
Position 9559: 0.03831251300280018
Position 3111: 0.03813034165386126
Position 15033: 0.03390500221126105
Position 16755: 0.03314762266574862
Position 19744: 0.032805359258387325
Position 19943: 0.03228257329506101
Position 3332: 0.03173272830683575
Position 2755: 0.031710016589299526
Position 115: 0.0313538719987391
Position 20642: 0.02978316410657832
Position 2907: 0.02899990446700824
Position 22393: 0.025538422615939256
Position 13025: 0.023633855526139218
Position 203: 0.023309347592427566
Position 12199: 0.021886730020663926
Position 16762: 0.021529922134863898
Position 21738: 0.021471143854790754
Position 23182: 0.02113261344706467
Position 5786: 0.02060913179177774
Position 23455: 0.01935280557946353
Position 2877: 0.019131723740382845
Position 20606: 0.01810377994982396
Position 9629: 0.017385087051662678
Position 4683: 0.01638276919631001
Position 23465: 0.015127897726288263
Position 10121: 0.01397680911795207
Position 21299: 0.013319968840947022
Position 10394: 0.013257421361109585
Position 7384: 0.0117208750892475
Position 9624: 0.011671108035833022
Position 3000: 0.011595546002865177
Position 16266: 0.011282092253700853
Position 18932: 0.011261033687399846
Position 15293: 0.011096013124253753
Position 4311: 0.010683772407657405
Position 19133: 0.009721993836158457
Position 12701: 0.00959594004767023
Position 2982: 0.009288962054616264
Position 22934: 0.0092280981303371
Position 23449: 0.009215691918375325
Position 9321: 0.009017248749948895
Position 18801: 0.008962298677801859
Position 18407: 0.008804357172761705
Position 960: 0.008658359600906381
Position 812: 0.008308226756225697
Position 16767: 0.008040830974037056
Position 20223: 0.007856999360109663
Position 18142: 0.0077440032282164815
Position 12728: 0.007738656738200523
Position 9469: 0.007622410670954793
Position 22928: 0.00721730675343756
Position 17231: 0.0070332721371651145
Position 21973: 0.006663725522559797
Position 9695: 0.006002337933270239
Position 23603: 0.005863401417369921
Position 4963: 0.005606172145433719
Position 1526: 0.005495309278834093
Position 5387: 0.00537753944542092
Position 11: 0.005120270293686756
Position 8346: 0.005097428648798097
Position 21502: 0.004982157981027812
Position 16326: 0.00496243834770675
Position 20020: 0.0049566660760733865
Position 870: 0.0048072758214747205
Position 9489: 0.004694435845459937
Position 793: 0.004603059847106267
Position 20610: 0.004329215554660374
Position 10298: 0.004265790834163333
Position 81: 0.004184161760414631
Position 3160: 0.004164717531204069
Position 372: 0.004114983486653962
Position 16624: 0.004056543564520491
Position 20283: 0.004005446636080942
Position 20498: 0.003804985631488966
Position 23016: 0.003660194552866532
Position 15875: 0.0036400449528140896
Position 11556: 0.0035010900921670727
Position 4639: 0.003414395335843728
Position 9545: 0.003381521487323614
Position 9589: 0.0032827380001420737
Position 818: 0.003212174240876482
Position 15077: 0.003206138415977687
Position 9523: 0.003069151746242749
Position 548: 0.003056232405797046
Position 3148: 0.0030212552689332702
Position 849: 0.0029183584768789745
Position 18438: 0.0028260781699313855
Position 2801: 0.002706266564941407
Position 20126: 0.0026677651560705765
Position 4340: 0.0026389178920976837
Position 9595: 0.002575084146377043
Position 18714: 0.0025139313578826806
Position 10530: 0.0024551907310676156
Position 16660: 0.002212984968788108
Position 21303: 0.0020335509599840778
Position 10372: 0.0019912719630745153
Position 12656: 0.001965131004385275
Position 8919: 0.0019335407498553459
Position 8921: 0.0018913869420405605
Position 65: 0.0018592340941665664
Position 832: 0.0018554233214586355
Position 12692: 0.0018431523494242556
Position 2846: 0.0017821847669315647
Position 20993: 0.0016940155440224708
Position 15948: 0.00166802931825943
Position 2972: 0.0016614312502226194
Position 16481: 0.0016263426913670634
Position 9550: 0.0016096517048668345
Position 7788: 0.0015288306485997463
Position 554: 0.0015142767138445982
Position 7839: 0.0014426336007920977
Position 21678: 0.0014382793448530144
Position 21657: 0.0012321517298781591
Position 12412: 0.0011125623325926805
Position 18516: 0.0011093029212675205
Position 570: 0.0010847289272813481
Position 20476: 0.0010844737036732823
Position 2641: 0.0010836033065395804
Position 16287: 0.0010685246403639016
Position 7370: 0.0010668425829025838
Position 12371: 0.001045809818824496
Position 22542: 0.0010264807911130648
Position 10578: 0.0010189624552544958
Position 21219: 0.0009996944469070816
Position 19481: 0.0009807575567716519
Position 20218: 0.0009626725847633182
Position 10507: 0.0009265752624529045
Position 1070: 0.000909896959572427
Position 18556: 0.0008421724375331365
Position 21705: 0.0008385022394262534
Position 22195: 0.0007630750872010122
Position 7999: 0.0007242793894128388
Position 3998: 0.0007000838604474769
Position 22190: 0.0006779680077347066
Position 21508: 0.0006700628695764703
Position 10113: 0.0006288863999360036
Position 10877: 0.0006244385497189777
Position 14842: 0.0006165494211522382
Position 8142: 0.0005843448613936423
Position 90: 0.0005088280200270505
Position 20065: 0.00048669194280147543
Position 7832: 0.0004557051666735515
Position 14844: 0.00044391818127715807
Position 21125: 0.00043866939813300853
Position 10040: 0.00038744573252844365
Position 14839: 0.0003804463069009459
Position 22441: 0.0003778824159748281
Position 8925: 0.0003678822117131283
Position 19726: 0.0003553819717883892
Position 16770: 0.00035397955868124757
Position 17012: 0.00034301973230587026
Position 15201: 0.0003228956608333883
Position 2674: 0.00027107824443819035
Position 563: 0.00026912144037928077
Position 8810: 0.00024566555583861206
Position 8722: 0.0002373481994007438
Position 9612: 0.00022781736028594393
Position 2955: 0.0002224158830639362
Position 16416: 0.0002215614639559435
Position 1012: 0.00021540929611828138
Position 16847: 0.0002149217842286354
Position 8399: 0.00020888336915457845
Position 9665: 0.00020368580252784718
Position 2729: 0.00019932974341963836
Position 12410: 0.00019843395768921073
Position 15670: 0.00019816290960844232
Position 22404: 0.00018931167170474286
Position 2375: 0.00018820215948299487
Position 721: 0.00018039689548143408
Position 8193: 0.00015540371918362184
Position 2714: 0.00015063634423773212
Position 19771: 0.00014221073140588508
Position 22640: 0.00013550202831102672
Position 9564: 0.00013197173102512746
Position 2424: 0.00012649867889173407
Position 2743: 0.00011512543046459468
Position 21246: 0.00011501983563733993
Position 22857: 0.00010278290684912268
Position 8861: 9.855185106251142e-05
Position 1912: 9.725345973830348e-05
Position 717: 9.127964367718263e-05
Position 9308: 9.05328834417431e-05
Position 117: 8.95720723614644e-05
Position 8506: 8.61451643403432e-05
Position 21623: 8.305953968262188e-05
Position 22910: 6.593598229814357e-05
Position 9507: 6.101648155641226e-05
Position 23239: 6.0827928446420926e-05
Position 21544: 5.8904969864405174e-05
Position 9592: 5.417290275159962e-05
Position 18429: 5.125789211723146e-05
Position 23314: 4.6038860447071404e-05
Position 10037: 4.391827680510407e-05
Position 23246: 4.0215423874458205e-05
Position 19769: 3.8955406402515226e-05
Position 92: 3.8729142529252365e-05
Position 10302: 3.651026797390076e-05
Position 35: 2.976772613680671e-05
Position 9325: 2.9625161677468734e-05
Position 8146: 2.79373852874583e-05
Position 8376: 2.7874585940927022e-05
Position 23306: 2.187739260691305e-05
Position 19738: 2.1004383567643902e-05
Position 9115: 1.9233907201287637e-05
Position 9262: 1.8225981342513875e-05
Position 9328: 1.3790231503010331e-05
Position 396: 1.261544999406001e-05
Position 755: 1.1832691132649264e-05
Position 696: 1.0738565399413216e-05
Position 9293: 1.0071488895881478e-05
Position 16484: 8.614910942788953e-06
Position 9289: 6.6582683303779355e-06
Position 725: 5.999311856344336e-06
Position 9286: 5.77570092579688e-06
Position 749: 5.69731931787352e-06
Position 15049: 5.074662996661973e-06
Position 1040: 5.064629961131746e-06
Position 966: 4.463457989322265e-06
Position 905: 4.442802200342877e-06
Position 19935: 3.497855606074366e-06
Position 15183: 3.013916290679331e-06
Position 737: 3.0031916026855996e-06
Position 9084: 2.2006646707615935e-06
Position 515: 1.5398169732140187e-06
Position 15600: 1.4738865277379803e-06
Position 15144: 7.748622835765301e-07
Position 599: 6.860678683050798e-07
Position 23317: 4.920586304148465e-07
Position 15040: 4.3993100939250983e-07
Position 15052: 4.1907021953481984e-07
Position 22692: 1.5453845148819421e-07
Position 507: 1.0815937935960509e-07
Position 16504: 9.899023363569786e-08
Position 21536: 4.63106535381776e-08
Position 21531: 4.336282684496499e-08
Position 234: 2.8543326982795276e-08
Position 9185: 1.8573886844862467e-08
Position 19865: 1.6393323215636053e-08
Position 246: 6.943139193230138e-09
Position 539: 5.62194639263731e-09
Position 15395: 4.359788132948387e-09
Position 8353: 3.878303702061351e-09
Position 22630: 1.8463378307165743e-09
Position 521: 2.5299126993016775e-10
Position 476: 1.5175195809475858e-10
Position 589: 1.4624092666213552e-10
Position 8144: 3.942219029937917e-11
Position 509: 3.675718783986816e-11
Position 270: 2.2189935126500564e-11
Position 295: 1.0184236715733871e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 9234: 0.9987823184953738
Position 14922: 0.9916812409232311
Position 7189: 0.9912372049558513
Position 9394: 0.9795276738552142
Position 21400: 0.9791675184203524
Position 14736: 0.966893222896468
Position 8073: 0.957940844679011
Position 22792: 0.9543908803487725
Position 19617: 0.9518465298353355
Position 19854: 0.9507575294866101
Position 21218: 0.9469648157348385
Position 283: 0.9465651936282614
Position 21829: 0.9243372423329012
Position 16579: 0.9233627964191252
Position 9066: 0.9229799673809139
Position 23274: 0.9128342486116928
Position 16405: 0.9072906805072937
Position 9947: 0.8960371922955042
Position 21605: 0.863793948286861
Position 16149: 0.8472794066492225
Position 18482: 0.7426639038957288
Position 20897: 0.7173474551394114
Position 22587: 0.7101954555085817
Position 18605: 0.699459686411703
Position 23448: 0.6628967326186246
Position 22277: 0.6592107194201482
Position 12517: 0.409258560427667
Position 22541: 0.275000653903617
Position 18919: 0.2281923589068401
Position 15183: 0.21453599590767425
Position 3035: 0.21347256965557304
Position 5309: 0.2109285819827757
Position 23575: 0.1925705893093189
Position 12934: 0.17814430996256644
Position 8440: 0.17098259854335618
Position 8316: 0.1685274305787088
Position 8397: 0.1453203481168009
Position 18343: 0.1407098375147753
Position 7507: 0.12467234921543942
Position 5492: 0.09982989495669817
Position 9920: 0.09630579084817285
Position 917: 0.09608799109085987
Position 23772: 0.09518161281661042
Position 16099: 0.08933033347690889
Position 15809: 0.08150087470934804
Position 23728: 0.07482310912817373
Position 12526: 0.07296938880197175
Position 20789: 0.07076142347267929
Position 6177: 0.067463987186901
Position 15296: 0.06571537161383793
Position 23301: 0.05927894919521821
Position 16340: 0.057578561886058685
Position 2818: 0.05282771751624566
Position 23795: 0.050699609580742454
Position 21833: 0.05014689921198917
Position 5125: 0.046208152077508724
Position 20767: 0.04460962595160699
Position 19889: 0.04400400639369975
Position 2584: 0.043736836240264226
Position 9026: 0.041562752351160664
Position 20525: 0.040846573738232944
Position 18931: 0.04072550811619059
Position 10702: 0.0396900385082584
Position 695: 0.03797673803756159
Position 18632: 0.03780081353051516
Position 22260: 0.03452107554375963
Position 21615: 0.03097910799321515
Position 16653: 0.030849473982486438
Position 8831: 0.030710462858118105
Position 22392: 0.029368794153922243
Position 12652: 0.02568335111638871
Position 14700: 0.02540478808642989
Position 19638: 0.025219438994896735
Position 22824: 0.025021672559826444
Position 16934: 0.02404698538842522
Position 21622: 0.02395575351875691
Position 17023: 0.023649770810691605
Position 8283: 0.02256552790961582
Position 12000: 0.02188673002066386
Position 4565: 0.019797164532153824
Position 23454: 0.01877161341518669
Position 8689: 0.01871115657220634
Position 12604: 0.017412871044503064
Position 22333: 0.01700735226257066
Position 6265: 0.015458248949667647
Position 23149: 0.01542035610422841
Position 20728: 0.014906436794866851
Position 21669: 0.014106856353971025
Position 16412: 0.013676536861097056
