Gene = Flad1
index = 413
Annotated 5SS: [  80  706 3442 4455 6009 6283 8468]
Annotated 3SS: [ 482 2696 4306 5909 6092 8393 8561]
SMsplice 5SS: [  80 4455 8468]
SMsplice 3SS: [4306 8393 8561]
top_k =  500
Partition function (log Z): -7.1813917477710305

Sorted 5' Splice Sites (High to Low Probability):
Position 4455: 0.8671813812281941
Position 8468: 0.5927168906265735
Position 80: 0.4351278555232752
Position 3442: 0.3955526434538746
Position 706: 0.3466972524499279
Position 6009: 0.2885213508400435
Position 303: 0.23706788978996235
Position 118: 0.19709840967008987
Position 9464: 0.15107921947858968
Position 6283: 0.1448446096354022
Position 822: 0.11300129186846788
Position 6093: 0.0749069297447581
Position 8694: 0.05327243110060168
Position 5755: 0.04236484365113873
Position 1007: 0.041694008052381014
Position 2760: 0.04045788708307312
Position 191: 0.04021941466928945
Position 3412: 0.03680853022552681
Position 507: 0.03078538925270644
Position 3176: 0.018462659999231596
Position 8473: 0.015170059575448354
Position 239: 0.01397338823745608
Position 8562: 0.013539920144870739
Position 6143: 0.013461886888684625
Position 8756: 0.012995026253361101
Position 8490: 0.012579517589191774
Position 46: 0.010131121275709887
Position 441: 0.009713954131241827
Position 211: 0.007895556070409862
Position 394: 0.0040465061706142684
Position 765: 0.003290288884855195
Position 8645: 0.003066992442254074
Position 375: 0.0030293890378788246
Position 2811: 0.002998913799045022
Position 8760: 0.0026213762115787024
Position 1330: 0.0021266045340411505
Position 7237: 0.0016333471521331644
Position 133: 0.0013323384200132212
Position 122: 0.001260668905537757
Position 4684: 0.0010575506081645129
Position 3019: 0.0010437262887061302
Position 110: 0.001017619972182754
Position 400: 0.0007402146391076499
Position 2332: 0.0007070381769210633
Position 4566: 0.00035741090771259574
Position 300: 0.0002724249693658027
Position 5761: 0.0002353575760016999
Position 307: 0.00020077464559480589
Position 6931: 0.00012987163212298646
Position 65: 0.00010789482348033719
Position 1228: 9.241094938024811e-05
Position 483: 9.003658439750608e-05
Position 546: 4.810119746960303e-05
Position 5139: 1.6292655689918277e-05
Position 568: 1.3459605005192782e-05
Position 350: 7.0634407837970625e-06
Position 26: 2.6232108345232896e-06
Position 575: 2.3261188177092317e-06
Position 859: 4.985285730595643e-07
