Gene = Crym
index = 296
Annotated 5SS: [  357  1035  2864  4462  6787 11660 12386]
Annotated 3SS: [  883  2800  4359  6602 11537 12300 15412]
SMsplice 5SS: [  357  1035  2864  4462  6787 11660 12386]
SMsplice 3SS: [  883  2800  4359  6602 11537 12300 15412]
top_k =  500
Partition function (log Z): 1.6708295964883266

Sorted 5' Splice Sites (High to Low Probability):
Position 2864: 0.9745664632885725
Position 1035: 0.9486718832830593
Position 4462: 0.9208145373694542
Position 12386: 0.9060536169129026
Position 11660: 0.7963039022111896
Position 357: 0.7568069327762573
Position 6787: 0.7389411143079228
Position 686: 0.4152174836265825
Position 4760: 0.35228516699230306
Position 5210: 0.25038798050976485
Position 6431: 0.1941312532867216
Position 4749: 0.16462920970259035
Position 9851: 0.1378149059487266
Position 13070: 0.0977518131205342
Position 9826: 0.08374041551806202
Position 6703: 0.06554027495721307
Position 2678: 0.05718932167036817
Position 11602: 0.056766198070994166
Position 571: 0.04509556943141084
Position 6603: 0.04490004161854354
Position 4739: 0.035332742149008826
Position 1426: 0.03461735473666252
Position 296: 0.03432098924933397
Position 223: 0.03337338978443509
Position 363: 0.031036362491240706
Position 6762: 0.029200589370338936
Position 5931: 0.028832272679291115
Position 9343: 0.025916700779834264
Position 9537: 0.02498838258945005
Position 11757: 0.023716316250767033
Position 4642: 0.0217190112278319
Position 1764: 0.02071202281156084
Position 3611: 0.020326991870060547
Position 4660: 0.020086477783263133
Position 15215: 0.019590176362962567
Position 4664: 0.017660423990320095
Position 2671: 0.01653895125272379
Position 13573: 0.015403294968216793
Position 4505: 0.012325613461950189
Position 2069: 0.011636450464670533
Position 6672: 0.01080562161699587
Position 4282: 0.010532144218057858
Position 528: 0.0096681541857514
Position 7896: 0.009478525434252524
Position 7370: 0.009459947251016482
Position 6414: 0.009036135484207179
Position 2118: 0.008783734354238343
Position 5764: 0.008685703507519862
Position 15474: 0.008554792890821361
Position 2888: 0.005810236941303829
Position 609: 0.005084049207902272
Position 5341: 0.0050335991928346
Position 4205: 0.004879217093440223
Position 1068: 0.0048491517487466735
Position 5345: 0.004786770772954156
Position 322: 0.004452988558390511
Position 10156: 0.004345922612217638
Position 6368: 0.0042200996490422815
Position 2905: 0.003931475116273262
Position 938: 0.003489987940336395
Position 1301: 0.0034117155396228603
Position 1231: 0.0029706437403027603
Position 2528: 0.0027800103617309836
Position 996: 0.002751920998467008
Position 2965: 0.0017660518695373972
Position 1247: 0.0016884598528064273
Position 1379: 0.0014981892334611664
Position 3793: 0.0013085505195783113
Position 1177: 0.0012846178913281858
Position 30: 0.0011147297573290617
Position 1386: 0.001069561201940107
Position 340: 0.0008211220387985136
Position 3634: 0.0008020408641544452
Position 3996: 0.0007924775517712555
Position 2682: 0.0007686813213819287
Position 4026: 0.0007614049640456801
Position 4302: 0.0006265166621033983
Position 167: 0.0006004326201545169
Position 1360: 0.0005902246635896109
Position 310: 0.00045024018684261655
Position 540: 0.00042089373586671314
Position 1799: 0.00041399192101571866
Position 331: 0.0003718148201254023
Position 334: 0.00029969072441604784
Position 975: 0.00026793586377118274
Position 5386: 0.00022217097681845582
Position 690: 0.00019033501170179836
Position 2457: 0.0001840780791836083
Position 4732: 0.00018346963185135996
Position 4650: 0.0001701557079269736
Position 151: 0.0001650917415617604
Position 2411: 0.00011753960949244737
Position 2226: 0.00011753128336087602
Position 1224: 9.733953195200555e-05
Position 146: 9.223825115577042e-05
Position 671: 8.888146236923125e-05
Position 1776: 8.354297975177933e-05
