Gene = Ppan
index = 841
Annotated 5SS: [ 143  403 1265 1510 1767 2541 2838 3032 3191 3573]
Annotated 3SS: [ 231 1162 1458 1595 2463 2729 2907 3111 3275 3656]
SMsplice 5SS: [ 143  403 1510 1767 2541 2838 3032 3191 3573]
SMsplice 3SS: [ 231 1420 1595 2463 2729 2907 3111 3275 3656]
top_k =  500
Partition function (log Z): 20.220276687544885

Sorted 5' Splice Sites (High to Low Probability):
Position 3032: 0.9849991873050438
Position 1510: 0.9834338541179968
Position 2838: 0.9730680075676027
Position 1767: 0.9462101514470814
Position 143: 0.9102173672417225
Position 3573: 0.7845964906487427
Position 3191: 0.7686305802759039
Position 403: 0.6262555565811424
Position 2541: 0.6108866469961041
Position 1265: 0.45782088633953405
Position 2551: 0.34268291389838335
Position 3204: 0.20242325581010764
Position 3504: 0.17659262483997964
Position 432: 0.1532000335974593
Position 68: 0.052804257159991035
Position 361: 0.0491455603454776
Position 407: 0.044655261862611186
Position 306: 0.02149744169898975
Position 1163: 0.018418133016698687
Position 75: 0.018409170445247144
Position 3453: 0.018268288781220943
Position 845: 0.017857871231833695
Position 2842: 0.017170072380129173
Position 1758: 0.015430141270065839
Position 3738: 0.014209786912201918
Position 340: 0.013670672593075774
Position 1801: 0.008193680601124504
Position 3753: 0.007665544987767585
Position 3789: 0.006405279642054804
Position 659: 0.005200737887038625
Position 1519: 0.00504989976081007
Position 332: 0.004692227818211738
Position 540: 0.004385045174989921
Position 370: 0.0043348227297412
Position 492: 0.004213927616251801
Position 2822: 0.004034833754470846
Position 978: 0.0037440506591145525
Position 1677: 0.0035344994238954886
Position 2169: 0.003415247861024901
Position 608: 0.0030760367724543686
Position 2547: 0.002208344269063402
Position 2639: 0.002157842832118567
Position 1365: 0.002106772543405235
Position 613: 0.0018252359380806667
Position 3017: 0.0017809572897181185
Position 1269: 0.0015698013190107221
Position 312: 0.0014671327440462657
Position 3459: 0.0012295578318662966
Position 2097: 0.0012259262325655283
Position 2615: 0.0011750917563804622
Position 2887: 0.0011488561168774118
Position 77: 0.0011112792741018917
Position 282: 0.0009711874137466078
Position 3883: 0.0007713871966987053
Position 33: 0.0007436469691780856
Position 2019: 0.0006984176061709328
Position 1256: 0.0005710252948396111
Position 3593: 0.0005043930082332746
Position 38: 0.0004775351473753699
Position 3535: 0.00047125739683507667
Position 932: 0.00044908006449744165
Position 3185: 0.00039627984267033046
Position 108: 0.000375790111025031
Position 3172: 0.00033540232581369216
Position 2657: 0.0003174992175948101
Position 1379: 0.0003138520871635373
Position 133: 0.0003028855623957952
Position 2230: 0.00026843944884944344
Position 2854: 0.00026471274321788546
Position 1655: 0.00024894471658093784
Position 2094: 0.00022741086845657463
Position 1748: 0.00022649890820567375
Position 3217: 0.00021181936237615642
Position 1809: 0.00019178082632424778
Position 53: 0.00019063865008658423
Position 1138: 0.0001829769559445493
Position 3585: 0.00017178371232876946
Position 2749: 0.00017165825201805962
Position 2464: 0.00013711674463443414
Position 1100: 0.00012926923946771272
Position 839: 0.0001227758095727955
Position 2257: 0.00012111675280306623
Position 3038: 0.0001176273245756239
Position 3348: 9.54299832731904e-05
Position 1730: 8.532539713465101e-05
Position 926: 7.609154721452166e-05
Position 2545: 7.414401147701571e-05
Position 1780: 6.313276678079866e-05
Position 1742: 5.8873481126355394e-05
Position 3047: 5.8019446704009294e-05
Position 879: 5.497236546921311e-05
Position 2620: 4.7171319751124876e-05
Position 42: 4.11657218371813e-05
Position 3551: 3.497081270419017e-05
Position 3494: 3.030856103264822e-05
Position 3438: 2.832341414427062e-05
Position 3157: 2.5962736583919563e-05
Position 1832: 2.502525112749003e-05
Position 1848: 2.4986626079530986e-05
Position 310: 2.2855569233297072e-05
Position 3887: 2.103224652409013e-05
Position 1886: 1.9267880694546035e-05
Position 2790: 1.2610522774145924e-05
Position 2928: 9.346994875144986e-06
Position 179: 8.269705939856073e-06
Position 24: 7.91756883667911e-06
Position 2933: 5.0942748430250976e-06
Position 1614: 1.9281372659141863e-06
Position 1617: 1.594871459942146e-06
Position 2910: 6.914332728345283e-07
Position 12: 5.510106207232486e-07
Position 184: 2.9517264955224805e-07
Position 3577: 2.8081769430347353e-07
Position 2978: 2.2306834227005935e-07
Position 231: 2.046260470241004e-07
Position 222: 1.2820765877226652e-07
Position 3228: 8.199184571229751e-08
Position 219: 1.8779933016004306e-08
Position 3233: 1.3193170938794024e-08
Position 1566: 1.1346825727173884e-08
