Gene = Cd34
index = 237
Annotated 5SS: [  226  9188 10746 12201 19755 20044 20412]
Annotated 3SS: [ 9019 10485 12119 19597 19990 20246 21116]
SMsplice 5SS: [  345  9188 19755 20412]
SMsplice 3SS: [ 9019 19597 20246 20960]
top_k =  500
Partition function (log Z): -5.222561006505421

Sorted 5' Splice Sites (High to Low Probability):
Position 9188: 0.9697360133444416
Position 19755: 0.9443193511725632
Position 1264: 0.5408490398173033
Position 20412: 0.5247795746307252
Position 20044: 0.42961286406168775
Position 6431: 0.4149439658153383
Position 6215: 0.3555166805711239
Position 5870: 0.3467980544576443
Position 10746: 0.32518939819437426
Position 345: 0.32025452032393775
Position 5885: 0.3001849760518341
Position 12201: 0.24555206736574417
Position 10750: 0.24075578901797787
Position 5130: 0.20938955796340383
Position 226: 0.20228745210823174
Position 137: 0.19814398609413894
Position 1489: 0.1358528397098011
Position 11149: 0.12264943649098066
Position 153: 0.11369549817617995
Position 1579: 0.09460483811396102
Position 9529: 0.09021671060802973
Position 331: 0.08824003687254592
Position 13433: 0.06215215363598935
Position 6384: 0.05139440693983366
Position 19712: 0.04626098136803307
Position 7493: 0.04066301527824774
Position 3196: 0.03771718152387385
Position 8035: 0.03341405849281148
Position 8043: 0.03299515286365268
Position 4486: 0.030841355099930915
Position 9164: 0.027125237021852187
Position 6393: 0.02443091804459864
Position 9911: 0.022822208974752404
Position 8025: 0.018911065042713865
Position 10231: 0.017571273935506955
Position 198: 0.014831972077360867
Position 5880: 0.014313849427011145
Position 2103: 0.013480086452660403
Position 9523: 0.01288985713161698
Position 20424: 0.01194016928490142
Position 6255: 0.00996645376013705
Position 549: 0.009284319166829551
Position 384: 0.00828829107037897
Position 884: 0.005303660385208529
Position 1268: 0.004770651958542722
Position 21327: 0.0035907001945469077
Position 6935: 0.00348417872701017
Position 5147: 0.001525406673757267
Position 398: 0.0009831905418584835
Position 536: 0.000706173129916026
Position 703: 0.0005428540451329741
Position 972: 0.0004571009556443614
Position 230: 0.00040517411811461315
Position 9238: 0.0003554468618766258
Position 437: 0.00034425468448720026
Position 5479: 0.0002575594041737571
Position 432: 6.581894757332609e-05
Position 898: 5.563071744967846e-05
Position 1164: 3.8041651189965066e-05
Position 695: 2.84096047316677e-05
Position 1284: 2.2867446182145497e-05
Position 1302: 1.8303805671392198e-05
Position 1213: 1.221577785687647e-05
Position 981: 4.5619224179319995e-06
Position 706: 2.8596767960222863e-06
Position 487: 1.739788796576977e-06
Position 217: 1.5036188165620343e-06
Position 724: 1.160002465013264e-06
Position 92: 9.321628718936176e-07
Position 374: 9.197334132346331e-07
Position 475: 7.884539934080795e-07
Position 1585: 4.852431981493612e-07
Position 713: 1.2006675272977607e-07
Position 665: 9.110003340114844e-08
Position 711: 7.193259724579078e-08
Position 348: 6.327962805439805e-08
Position 502: 3.066195319220756e-08
Position 472: 2.9047242902009124e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 19597: 0.9979599317226657
Position 9019: 0.9972454033787764
Position 20960: 0.7554990925251459
Position 6131: 0.7237898179913864
Position 20246: 0.5319847936574794
Position 19990: 0.46465160221464963
Position 5737: 0.42148843608347386
Position 10562: 0.35843628559715235
Position 12119: 0.22909989237946296
Position 1377: 0.2102006743202918
Position 4981: 0.2091851923003133
Position 5676: 0.19071497944184562
Position 1100: 0.1725585797212965
Position 1187: 0.14514831889702381
Position 10485: 0.11974262211523531
