Gene = Pan3
index = 793
Annotated 5SS: [   849  20614  23158  25028  58098  89592  91774  93073  96520  96881
  97070  99960 101147 106380 109212 109646 113048 115575]
Annotated 3SS: [ 20491  23090  24956  57949  89343  91668  93014  96357  96763  96967
  99793 101055 106239 109081 109580 112908 115444 116203]
SMsplice 5SS: [   849   2303  19530  20614  25028  36937  62411  66949  81591  83942
  91774  93073  96520  97070  99960 101147 106380 109212 113048 115575]
SMsplice 3SS: [  2198  19420  20491  24956  36774  62338  66721  81534  83853  91668
  93014  96402  96967  99793 101055 106300 109081 112908 115444 116203]
top_k =  500
Partition function (log Z): -57.67182497369019

Sorted 5' Splice Sites (High to Low Probability):
Position 849: 0.9687827044203923
Position 2303: 0.6854137410125252
Position 4759: 0.388903085084454
Position 5836: 0.3785580659168255
Position 12121: 0.28283884594113523
Position 2900: 0.22659554248073566
Position 2360: 0.09657412965165679
Position 12095: 0.08886172800462636
Position 3014: 0.05869607171470416
Position 12138: 0.048387052863920275
Position 4847: 0.04329697229571262
Position 12057: 0.0326752072604653
Position 12406: 0.01904869437315313
Position 1600: 0.016076678959662652
Position 2976: 0.01218352231011078
Position 2838: 0.005959780797448792
Position 2707: 0.005288779058120937
Position 877: 0.004952198035579559
Position 1057: 0.004063847575944608
Position 853: 0.004023982608498539
Position 4155: 0.0025659658294571275
Position 4080: 0.0025251931410753005
Position 1080: 0.002112143451176904
Position 4424: 0.0019864899385080934
Position 1340: 0.0019070505766310881
Position 1089: 0.0016990181427604242
Position 627: 0.0016408556076605218
Position 8080: 0.0016039962541213684
Position 872: 0.0013219070033494416
Position 1115: 0.0012125506727595611
Position 1094: 0.0011415524767022394
Position 5666: 0.0010814898649427677
Position 1579: 0.0010683839795485846
Position 888: 0.0010453856808896969
Position 577: 0.0009950207739962118
Position 884: 0.0008674507367163279
Position 2105: 0.0008631697884235892
Position 2037: 0.0008012189732662946
Position 2504: 0.0007647792324755993
Position 5956: 0.0006985844342946718
Position 2268: 0.0006320178929831362
Position 1172: 0.0006319587389843914
Position 1472: 0.0006055337860718199
Position 1334: 0.0005706149527638848
Position 1072: 0.0005236635115565526
Position 1394: 0.00047298913417107436
Position 1881: 0.00041945956903067106
Position 536: 0.0003803033353048594
Position 893: 0.0003713404702646994
Position 217: 0.0003472185805091612
Position 159: 0.0003437953666543154
Position 1257: 0.000331333045464103
Position 57: 0.00032811912442623264
Position 104: 0.00030575011347778254
Position 2310: 0.00028933597961249447
Position 5095: 0.00026380098116026064
Position 842: 0.00022939664493412117
Position 1641: 0.00019071518371101143
Position 1355: 0.00017169047529047444
Position 2108: 0.00014817393343023096
Position 387: 0.00014526898391231506
Position 503: 0.00010081492786097345
Position 520: 9.908388404665454e-05
Position 179: 9.114674093223685e-05
Position 2379: 9.027543628055708e-05
Position 1618: 8.99487829279112e-05
Position 509: 8.992158529651362e-05
Position 2322: 7.49354309070379e-05
Position 475: 7.012643918663287e-05
Position 2121: 6.668837551639352e-05
Position 607: 6.288026674478234e-05
Position 176: 6.218048644357431e-05
Position 1766: 5.8874745736603206e-05
Position 527: 5.5954583778031985e-05
Position 1320: 5.285651564866743e-05
Position 1061: 5.050530136310354e-05
Position 1045: 4.910850580360705e-05
Position 1921: 4.389840658309863e-05
Position 1972: 4.159941498456679e-05
Position 1968: 3.5241114656560434e-05
Position 136: 3.2277321640282675e-05
Position 1976: 2.972666422387821e-05
Position 1075: 2.6679580574702652e-05
Position 1980: 2.3439924333701404e-05
Position 2714: 2.254876501096163e-05
Position 1928: 2.091993054391068e-05
Position 1078: 1.9249090445994212e-05
Position 6644: 1.8723204879429926e-05
Position 1613: 1.4408833773842033e-05
Position 1954: 1.3807785674440486e-05
Position 478: 9.10630944320992e-07
Position 438: 7.769158919904025e-07
Position 472: 7.742410538011152e-07
Position 631: 7.723402262976517e-07
Position 27: 7.511453584744742e-07
Position 625: 6.854503158815857e-07
Position 2334: 5.079804460633642e-07
Position 426: 4.6535709905441455e-07
Position 566: 4.5405329596386866e-07
Position 413: 3.590545407554501e-07
Position 869: 2.5327671381240305e-07
Position 497: 2.3499224637907558e-07
Position 797: 2.0242095188252415e-07
Position 692: 6.919785588645911e-08
Position 4404: 6.817285460478183e-08
Position 5329: 6.239676577509597e-08
Position 4765: 4.4345712342560644e-08
Position 5402: 4.201890377808579e-08
Position 3052: 4.056954559443472e-08
Position 380: 1.0690501692138449e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2198: 0.6599537204490852
Position 11964: 0.5584571279831996
Position 12228: 0.33571257558696227
Position 5758: 0.2547725381767273
Position 2809: 0.2488727032582943
Position 12202: 0.22027625394273428
Position 4683: 0.16804282622539912
Position 4664: 0.14026788587120023
Position 2202: 0.11880905454056921
Position 6542: 0.10108081472788331
Position 4717: 0.0782408293963409
Position 5798: 0.06527057896103565
Position 5622: 0.056283942815428964
Position 2767: 0.04942631502786953
Position 11429: 0.0395917191037879
Position 12631: 0.0374720580524015
Position 4692: 0.028178412301307517
Position 6455: 0.024640682324796253
Position 8196: 0.022456655100542615
Position 7940: 0.021513151098486418
Position 7514: 0.02140397292213021
Position 5523: 0.019360070919014764
Position 4464: 0.011696129269833865
Position 8633: 0.010724329347866757
Position 950: 0.009067541582691923
Position 13285: 0.008080217248224768
Position 4561: 0.007642718337491067
Position 1494: 0.007592041636375569
Position 8123: 0.007091628102200276
Position 11360: 0.006727621620699172
Position 5683: 0.005601290227729828
Position 2899: 0.005161214735304032
Position 3291: 0.004357666941769783
Position 6556: 0.00427332909670389
Position 2246: 0.0037628905611506985
Position 2706: 0.0035498543953331706
Position 5296: 0.003078335423780856
Position 2079: 0.002834847905778436
Position 10881: 0.0025720710741535258
Position 4873: 0.0024854024887297245
Position 7864: 0.002199954754102938
Position 6502: 0.0019044109300331504
Position 3950: 0.0018997077156729168
Position 2577: 0.0017603762349849583
Position 1450: 0.0017378463913620985
Position 3980: 0.0013563727506832124
Position 4344: 0.00133537232526213
Position 2816: 0.0011750073139906332
Position 1454: 0.0009968403487634035
Position 7519: 0.0009222497948401257
Position 2006: 0.0009047407930105556
Position 1872: 0.0009017032755256377
Position 8527: 0.0008620565518850573
Position 2468: 0.0008050576828914665
Position 7263: 0.000777921576229978
Position 4056: 0.0006443081620898193
Position 1684: 0.0006317522687321526
Position 4802: 0.0005942981052159056
Position 4014: 0.0005886629769379532
Position 4320: 0.0005497328771908131
Position 3354: 0.0005401931127429268
Position 2596: 0.0005187512461949726
Position 2344: 0.0004734404067763337
Position 2660: 0.0004324566158611685
Position 2141: 0.0003851104933571336
Position 4520: 0.0003850403042095023
Position 2634: 0.00037039136788510614
Position 1394: 0.00032433105149050486
Position 1572: 0.00032161617428796827
Position 5912: 0.000298704861943701
Position 2021: 0.00028467328190293593
Position 5486: 0.0002817243016247544
Position 3517: 0.00027826980483768835
Position 1690: 0.00027648594139627575
Position 3985: 0.00027351141920200307
Position 2637: 0.0002574740231991939
Position 2591: 0.00025484436126909456
Position 4468: 0.0002339248488165657
Position 2302: 0.00021908659498409388
Position 4047: 0.00020460719864255479
Position 3013: 0.00019953214645822035
Position 2672: 0.00019779584459666606
Position 3099: 0.00019299531595042493
Position 3578: 0.00016010832194684194
Position 4828: 0.00014998759550469539
Position 3287: 0.0001355069183946269
Position 4382: 0.00012902747565447778
Position 1526: 9.916773352878255e-05
Position 2503: 9.564865461813146e-05
Position 1470: 9.468913544226346e-05
Position 4121: 7.593898598722201e-05
Position 4173: 7.142586112926925e-05
Position 3963: 6.312590426023126e-05
Position 707: 5.9098393234629174e-05
Position 3457: 5.857877469473552e-05
Position 2452: 5.459888615323693e-05
Position 1539: 4.962611848125566e-05
Position 1438: 4.776478366562627e-05
Position 2743: 4.746460312285749e-05
Position 3328: 4.690861824615911e-05
Position 3888: 4.6350858789776e-05
Position 1893: 4.3273251454104735e-05
Position 1274: 4.268521071636167e-05
Position 2392: 3.957098996489966e-05
Position 2470: 3.888863656883673e-05
Position 955: 3.7425417478207876e-05
Position 1472: 3.527303006469887e-05
Position 2521: 2.9165075954266913e-05
Position 4758: 2.8545683975202626e-05
Position 1466: 2.687591850440251e-05
Position 1710: 2.673164295401846e-05
Position 2267: 2.6475382702060536e-05
