Gene = Ei24
index = 364
Annotated 5SS: [  181  4154  7614  9201 10911 11458 11861 12926 14661 15053]
Annotated 3SS: [ 4043  7467  9139 10843 11332 11740 12813 14548 14977 17123]
SMsplice 5SS: [  168  4154  7614 10911 11861 15053]
SMsplice 3SS: [ 4043  7467 10843 11740 14977 17760]
top_k =  500
Partition function (log Z): -3.0738201694481933

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9872328457982333
Position 11861: 0.9792270235090154
Position 4154: 0.9500047776846885
Position 15053: 0.7023765948190163
Position 10911: 0.5678425486308862
Position 14661: 0.43308601935728136
Position 11458: 0.36528639813493835
Position 168: 0.3491671078924488
Position 181: 0.27961027249866705
Position 12926: 0.24757567739187217
Position 14449: 0.24389746438908624
Position 14716: 0.23600859216180464
Position 6383: 0.1334498922227258
Position 137: 0.13343066802358355
Position 11580: 0.12935475901905097
Position 17304: 0.1174837883122914
Position 10475: 0.1170690520778746
Position 390: 0.11620683382249802
Position 6413: 0.11036615906170073
Position 9201: 0.10340239218349365
Position 15843: 0.051000386148910226
Position 670: 0.050716296108082155
Position 1238: 0.04885639499818324
Position 5072: 0.04602381219496903
Position 10112: 0.04117816980240602
Position 8556: 0.03865703120876155
Position 1668: 0.03772471345179995
Position 10948: 0.032282623367349036
Position 1705: 0.02914951017591975
Position 4558: 0.0243693395940987
Position 660: 0.020192254722780592
Position 13041: 0.018838740968209033
Position 557: 0.018683069398026924
Position 14901: 0.014136151221201992
Position 18045: 0.013257398863580757
Position 11529: 0.012678905023320931
Position 530: 0.01058454795339264
Position 9943: 0.007579483835594664
Position 10915: 0.007554059776718531
Position 7967: 0.006687501533761257
Position 16245: 0.006613842581207339
Position 11462: 0.0062264752897387
Position 16768: 0.00619659727788134
Position 6633: 0.005955918144346437
Position 14213: 0.005113302004958798
Position 674: 0.004836216429797717
Position 14453: 0.0041518098454360955
Position 564: 0.004143238708789422
Position 9345: 0.004091357247796751
Position 738: 0.003972916311163887
Position 521: 0.0038545249157162665
Position 6549: 0.0037065041305470838
Position 283: 0.0036076539171806675
Position 1211: 0.003440720292402131
Position 185: 0.0030198918058622682
Position 1695: 0.002808690407746298
Position 14727: 0.002807878407748957
Position 11434: 0.0025186238913320774
Position 435: 0.0024069437363652504
Position 1567: 0.0023146512100131835
Position 1490: 0.002181314409099023
Position 15659: 0.001963235795436211
Position 1371: 0.00195976331358624
Position 799: 0.0018662365003920425
Position 3092: 0.0016997093932499588
Position 1120: 0.0015816592647151695
