Gene = Nhej1
index = 746
Annotated 5SS: [  139  1331 77845 78471]
Annotated 3SS: [ 1271 77726 78363 78870]
SMsplice 5SS: [  139 69191 77845 78471]
SMsplice 3SS: [69085 77694 78363 78870]
top_k =  500
Partition function (log Z): -42.026479937605735

Sorted 5' Splice Sites (High to Low Probability):
Position 139: 0.979955461638341
Position 1331: 0.4503938368758219
Position 7999: 0.13314509228900415
Position 1595: 0.07962266616184326
Position 7742: 0.031148446573331767
Position 4918: 0.015000139856561621
Position 1553: 0.012262415319647842
Position 2201: 0.011679657982278237
Position 1336: 0.010906305774843942
Position 342: 0.007299114398097649
Position 165: 0.005948802012085206
Position 1515: 0.004707830174438107
Position 1494: 0.004099343462045693
Position 949: 0.0030501098361426443
Position 57: 0.0014515374116169412
Position 246: 0.001080837643366748
Position 1213: 0.0005982115676462938
Position 33: 0.00022541813525852762
Position 118: 0.00020562221697990245
Position 356: 0.00018652623850053094
Position 997: 8.396511953045094e-05
Position 379: 8.104173257954051e-05
Position 126: 7.162535847967966e-05
Position 1560: 7.110047541007222e-05
Position 1521: 7.019150107005996e-05
Position 409: 6.572205285709257e-05
Position 391: 5.645853322730341e-05
Position 31: 4.601694423456129e-05
Position 1481: 4.466238079409031e-05
Position 180: 4.3126331831535326e-05
Position 5036: 4.23242216405762e-05
Position 1272: 3.202580505020303e-05
Position 172: 3.0328995706702143e-05
Position 1345: 2.177930137252263e-05
Position 205: 1.7833636554377975e-05
Position 1318: 1.772655366507473e-05
Position 242: 1.7488943374488806e-05
Position 280: 1.712162112756882e-05
Position 234: 1.3166589982721654e-05
Position 303: 1.1096972233967902e-05
Position 251: 8.617677216139993e-06
Position 1020: 6.687231287015452e-06
Position 470: 3.805401510380655e-06
Position 1411: 2.9574613724998245e-06
Position 1093: 2.794053139687367e-06
Position 52: 2.333093283308368e-06
Position 555: 1.6380905264777437e-06
Position 311: 1.5359424299805396e-06
Position 888: 1.4896777511276502e-06
Position 1165: 1.1759823333962564e-06
Position 1342: 8.774392673008528e-07
Position 1219: 2.0033964562495765e-07
Position 1038: 1.9940939666402808e-07
Position 1083: 1.194699475252301e-07
Position 1159: 9.31925637362887e-08
Position 603: 6.831591302321021e-08
Position 225: 7.063135985060735e-11
Position 925: 4.779519811266429e-11
Position 905: 4.639117918535676e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1271: 0.43612429702057903
Position 7466: 0.1538936402295966
Position 7910: 0.1472253376143153
Position 8661: 0.11575866558482723
Position 16215: 0.10779018048187516
Position 1410: 0.10596930462889423
Position 1190: 0.06050419491046766
Position 11716: 0.05962395154027238
Position 13501: 0.05242752252501751
Position 9875: 0.051715903943278796
Position 7659: 0.03430225577175197
Position 6957: 0.03292386218210856
Position 13662: 0.032649034704346526
Position 5631: 0.029105256643913512
Position 11891: 0.027295248682990995
Position 10587: 0.02472810288730983
Position 7601: 0.020042462606153985
Position 9678: 0.015610411826955476
Position 11345: 0.01323134561913263
Position 4768: 0.011333342516140318
Position 1235: 0.010538659478105448
Position 2114: 0.010510900960752318
Position 6268: 0.010455343948381863
Position 2079: 0.010407693000582327
Position 1047: 0.010066754497210817
Position 8821: 0.009987932487130726
Position 2464: 0.009238507318256074
Position 2819: 0.008671737507831376
Position 7482: 0.008050434150599023
Position 10371: 0.007906767411913825
Position 4773: 0.006439815613525303
Position 7706: 0.006002533566480509
Position 9899: 0.0059160482730091935
Position 1100: 0.005088559485125467
Position 7098: 0.004817248437073498
Position 2869: 0.004813131380267784
Position 7522: 0.004709364479132276
Position 7245: 0.004524369766962732
Position 3041: 0.004472546161509916
Position 1552: 0.0042325494445395705
Position 1217: 0.0041549274899944765
Position 1448: 0.0035934090305956823
Position 6491: 0.0034257736536199637
Position 2924: 0.0033542260268814373
Position 3281: 0.0032093998478301073
Position 1673: 0.0030044741342785766
Position 1431: 0.0029082541945313336
Position 7176: 0.0028228419625800387
Position 470: 0.0022507926598478245
Position 5104: 0.002196966626386707
Position 2277: 0.0020693298750621425
Position 7655: 0.001974977936735097
Position 1152: 0.0019498968577580645
Position 3742: 0.0017066317691336508
Position 4874: 0.0016947620948363446
Position 3295: 0.0015369563268260945
Position 1193: 0.001478610647856703
Position 1574: 0.0014526448276649434
