Gene = Dkk3
index = 336
Annotated 5SS: [   92   875  8447 10097 37468 38670 39710]
Annotated 3SS: [  638  8308 10012 37374 38524 39552 40626]
SMsplice 5SS: [   92   875  8447 25948 26525 26938 33010 37468 38670 39710]
SMsplice 3SS: [  787  8308 25827 26335 26755 32897 37374 38524 39616 40626]
top_k =  500
Partition function (log Z): -21.316425086900097

Sorted 5' Splice Sites (High to Low Probability):
Position 8447: 0.9590613825106243
Position 875: 0.9315180266349443
Position 92: 0.8980444562018717
Position 15951: 0.31416510050328633
Position 4944: 0.26394285170672926
Position 16187: 0.2254686739138167
Position 1428: 0.15387007965499036
Position 4864: 0.13198433323181497
Position 18523: 0.1107549154907258
Position 2757: 0.08277756632255835
Position 5383: 0.060639948440370725
Position 6941: 0.054888036969001804
Position 10276: 0.04785638566310794
Position 10350: 0.03388070487696271
Position 10097: 0.01759428185181129
Position 2535: 0.008674681579717772
Position 9423: 0.008292960629496731
Position 108: 0.007806806014444915
Position 1137: 0.004789360328561186
Position 908: 0.004149908497099988
Position 436: 0.003261504168191766
Position 99: 0.002793343325538314
Position 1067: 0.0023520270158623254
Position 678: 0.0023086690495961793
Position 542: 0.0021325433037341127
Position 2052: 0.0020983181117357596
Position 102: 0.00134325331421217
Position 2742: 0.001316458702727689
Position 1835: 0.001268281696207537
Position 130: 0.0008507984611072255
Position 1782: 0.0007788351088910988
Position 879: 0.0007410782450888182
Position 4369: 0.0006571272845978962
Position 1212: 0.0004897132291162979
Position 140: 0.0004756848264001496
Position 3499: 0.0004352964664467862
Position 267: 0.00029112586585589755
Position 1451: 0.0002568386539998119
Position 1865: 0.0002492287955026993
Position 349: 0.00022019358799753856
Position 449: 0.0002057581249164233
Position 352: 0.0001880197757937874
Position 1087: 0.00018076262229976386
Position 331: 0.00017150017324622517
Position 507: 0.0001653109936860159
Position 4920: 0.0001625249178569623
Position 290: 0.00013204024143842794
Position 47: 0.00012980742220577708
Position 420: 0.000128899686354747
Position 1878: 0.00011989489274515413
Position 3179: 0.00011815725213679045
Position 4958: 0.00010336852607647797
Position 3184: 8.891272785653968e-05
Position 3691: 8.678923742526669e-05
Position 317: 7.903850019208083e-05
Position 2788: 7.477987309324052e-05
Position 3167: 7.261011719752905e-05
Position 710: 6.796768527157681e-05
Position 492: 6.257051739055444e-05
Position 252: 5.760836197266415e-05
Position 2077: 5.708910757698836e-05
Position 366: 5.4161384417657366e-05
Position 77: 5.154303366003479e-05
Position 44: 5.146700876230408e-05
Position 401: 5.0535492026726514e-05
Position 498: 3.3143488574105236e-05
Position 387: 3.2738870829842736e-05
Position 379: 2.6983305648994787e-05
Position 111: 1.951432241307502e-05
Position 690: 1.9217695772839136e-05
Position 464: 1.6504686450038884e-05
Position 413: 1.4254021127123342e-05
Position 821: 1.3735056675537781e-05
Position 246: 1.1343940396286888e-05
Position 320: 1.0822726629954092e-05
Position 525: 9.897417135792855e-06
Position 7: 7.662237898079202e-06
Position 928: 2.2014883949922139e-07
Position 1055: 1.4430329082509263e-07
Position 950: 1.0684939756097212e-07
Position 811: 6.843309991207723e-08
Position 740: 5.619808025987054e-08
Position 861: 5.189035680414762e-08
Position 866: 7.333915239075612e-09
Position 244: 2.667157001801376e-10
Position 26: 2.5365110287826822e-11
Position 415: 2.180164019833088e-11
Position 603: 1.632765265467298e-11
Position 495: 1.5558667939846317e-11
Position 688: 1.4798796458697922e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8308: 0.90161371450149
Position 787: 0.7413523521166201
Position 4807: 0.3701651080033673
Position 18657: 0.3259455230539935
Position 15864: 0.32106400040720295
Position 16086: 0.25264219023102363
Position 18416: 0.15390608990287036
Position 11526: 0.07852216931016684
Position 16738: 0.07778461175445407
Position 760: 0.07069945111411022
Position 8267: 0.06443615636425416
Position 2624: 0.060871341336646456
Position 6839: 0.058366761146832674
Position 10212: 0.05459159785080162
Position 11648: 0.04992721853747079
Position 1251: 0.045549832959910413
Position 10129: 0.04472244941841305
Position 4777: 0.04289773992414626
Position 10982: 0.03845883244214002
Position 1326: 0.03676083319988923
Position 13784: 0.035427939234382595
Position 10012: 0.03326348531313448
Position 11572: 0.03295234829365812
Position 16049: 0.027404485863938535
Position 15315: 0.020582812781866508
Position 15267: 0.01946777945640599
Position 5061: 0.018879158702824087
Position 638: 0.018878317841851323
Position 15289: 0.018537896045948358
Position 5195: 0.016296350578921988
Position 13831: 0.016223890690860273
Position 8651: 0.013076092125986342
Position 1306: 0.013047671743959191
Position 9599: 0.012566502068950146
Position 9826: 0.012370288299609612
Position 5103: 0.012277228033353502
