Gene = Dspp
index = 349
Annotated 5SS: [  57 3372 4271 5367]
Annotated 3SS: [3295 4183 4424 6146]
SMsplice 5SS: [  57 3372 4271 4497]
SMsplice 3SS: [3202 4183 4424 9003]
top_k =  500
Partition function (log Z): -4.766526219460008

Sorted 5' Splice Sites (High to Low Probability):
Position 57: 0.9715988334685817
Position 4271: 0.9264798689284467
Position 3372: 0.8437729222452649
Position 4497: 0.6872939065505828
Position 4698: 0.38096393406787377
Position 3095: 0.34453213193089405
Position 5367: 0.15830298948028615
Position 8292: 0.14296051207938026
Position 2424: 0.11615611609893596
Position 2551: 0.08416180847837162
Position 2939: 0.0827857004229967
Position 8794: 0.05658824234749511
Position 2568: 0.0505650245778521
Position 6709: 0.0326668188616379
Position 5050: 0.032056071108361624
Position 8644: 0.026744365906549827
Position 128: 0.025111561922783975
Position 627: 0.018070038302959314
Position 3974: 0.015059446305160058
Position 3216: 0.013257675193957687
Position 2883: 0.012888806357290075
Position 2686: 0.01015747593792569
Position 2624: 0.009680814062611105
Position 4978: 0.007107491083766697
Position 1644: 0.006551196241368602
Position 2482: 0.005434269555837329
Position 1459: 0.005018330828387548
Position 3946: 0.004997576693733603
Position 2643: 0.004992090128997497
Position 4785: 0.002194280846212989
Position 2155: 0.0019860710281587634
Position 159: 0.0018624393972931754
Position 4480: 0.0015385788811749783
Position 6328: 0.0014809736101694384
Position 1604: 0.0012122358485514217
Position 272: 0.0008681861755640066
Position 4192: 0.0008462498913328986
Position 585: 0.0007348488543408985
Position 5714: 0.0004856417555446878
Position 3707: 0.0004405346106561509
Position 1388: 0.0003881034205326923
Position 4551: 0.00038409602146297593
Position 1812: 0.0003752609864263003
Position 90: 0.0003536276658689665
Position 2065: 0.0003259583315376596
Position 97: 0.00027606457982981076
Position 1070: 0.00025965580760684047
Position 4293: 0.00024884524798404766
Position 2597: 0.00021939180497381828
Position 279: 0.00019548694518443737
Position 4184: 0.00013130068904984235
Position 593: 0.00012984089399716432
Position 1887: 0.00012304207516768796
Position 1871: 5.6877552782791544e-05
Position 691: 5.561789804418914e-05
Position 1442: 4.507219267646584e-05
Position 1610: 3.151626518825629e-05
Position 2015: 2.9826983709771256e-05
Position 958: 2.559421725133629e-05
Position 2178: 2.4002754389222194e-05
Position 548: 2.0788395488114705e-05
Position 1022: 2.0557186663756392e-05
Position 1185: 1.9208538637094654e-05
Position 1621: 1.7557657222078376e-05
Position 1652: 1.693453849720955e-05
Position 1654: 1.4793886093926058e-05
Position 1650: 1.381547381339879e-05
Position 1648: 8.537997036039712e-06
Position 550: 8.534920104862359e-06
Position 1347: 8.324006067377639e-06
Position 4950: 3.626370450136833e-06
Position 201: 2.768039085201452e-06
Position 447: 2.363900587481512e-06
Position 143: 2.1015406425868434e-06
Position 184: 1.8889084881959927e-06
Position 353: 1.3801288411360877e-06
Position 186: 1.218095257997805e-06
Position 333: 9.567776775197726e-07
Position 371: 2.547973101659105e-07
Position 364: 2.138160368300724e-07
Position 36: 1.251050290504499e-07
Position 4139: 5.172874657142961e-08
Position 975: 3.229883842405128e-08
Position 797: 5.351308655465655e-10
Position 440: 7.853232787586946e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4183: 0.8381956765764847
Position 9003: 0.6304179663212282
Position 3202: 0.5260834376923316
Position 4424: 0.5190832471458797
Position 4367: 0.35679093884260904
Position 3295: 0.19947563631753965
Position 2856: 0.17346009078994773
Position 8151: 0.15748803165128883
Position 3090: 0.1461335351950993
Position 2980: 0.14025411938602192
Position 2451: 0.1323568105243954
Position 4587: 0.11475484655332038
Position 6146: 0.10812957493833386
Position 4032: 0.07538657244463771
Position 6597: 0.06929315906753095
Position 4577: 0.06926723105136583
Position 8575: 0.06547851183731856
Position 5190: 0.06440839008543629
