Gene = Vps29
index = 1180
Annotated 5SS: [ 108 5836 7903]
Annotated 3SS: [5643 7666 8435]
SMsplice 5SS: [ 108 7903]
SMsplice 3SS: [7666 8435]
top_k =  500
Partition function (log Z): -5.66270000790815

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.9811674287441632
Position 7903: 0.915494053172826
Position 5836: 0.5452662195529241
Position 8338: 0.25283795515448987
Position 883: 0.09803263947624033
Position 4965: 0.09552716724436386
Position 3805: 0.061724420722081445
Position 5815: 0.04549506369619704
Position 8538: 0.04468336366574301
Position 3852: 0.04269991356358313
Position 1089: 0.03708903871144084
Position 6885: 0.03614493712167591
Position 8524: 0.029588775839664322
Position 6553: 0.029075760271315844
Position 6106: 0.0254828357984075
Position 6052: 0.02043928781318264
Position 1085: 0.015648481265242584
Position 8550: 0.012105985055585088
Position 8122: 0.01203756484814584
Position 8547: 0.009581683635030034
Position 341: 0.008490577395467302
Position 8564: 0.007525485227578581
Position 135: 0.006656757385794376
Position 97: 0.005546937863590978
Position 7530: 0.005538386308076062
Position 801: 0.004873850283622535
Position 7945: 0.004854100447444994
Position 7953: 0.004817373461021614
Position 1215: 0.003723642777351967
Position 919: 0.0030577329274231284
Position 1571: 0.0029979062839653402
Position 2867: 0.002981986787202926
Position 7869: 0.002831472407325319
Position 2437: 0.002746644173364559
Position 6506: 0.0024764182171612054
Position 3621: 0.0023209148582340497
Position 78: 0.0022786380061609584
Position 3099: 0.0018938208420370623
Position 8035: 0.0014731231286383647
Position 944: 0.001426338439398089
Position 7917: 0.0014175206025479256
Position 6206: 0.0014067692212236366
Position 1081: 0.001281488297863805
Position 8894: 0.0007850503695162798
Position 7942: 0.0006932079249520947
Position 161: 0.000668248824824205
Position 7739: 0.0006108916681161479
Position 71: 0.0004636195483341474
Position 389: 0.0004077178837785479
Position 337: 0.00023535637600738117
Position 240: 0.00021980894725486208
Position 1103: 0.00021138288832373597
Position 7747: 0.00020446661175845218
Position 4294: 0.00019989399157807768
Position 316: 0.00013279436410280416
Position 2794: 9.384861730858866e-05
Position 1381: 9.328807074620512e-05
Position 1560: 9.247094457151744e-05
Position 3581: 8.897974951748e-05
Position 470: 8.803359611926749e-05
Position 542: 8.406053707592886e-05
Position 2298: 7.935939854532955e-05
Position 1049: 7.100903063638858e-05
Position 175: 6.775984413122552e-05
Position 504: 5.884851583110713e-05
Position 368: 5.178678260600679e-05
Position 343: 4.170525649218235e-05
Position 156: 3.576170748153506e-05
Position 416: 3.278398916671922e-05
Position 353: 2.9495855226598342e-05
Position 3041: 2.787644565393811e-05
Position 682: 2.7110711926337404e-05
Position 645: 1.6313280881097147e-05
Position 75: 1.2589985383019524e-05
Position 29: 1.23997721706736e-05
Position 545: 1.0698857322907578e-05
Position 287: 8.449324381900543e-06
Position 37: 8.07388360085564e-06
Position 233: 7.907434115989618e-06
Position 717: 6.46680903892409e-06
Position 834: 5.717967858320843e-06
Position 516: 4.954440061889198e-06
Position 198: 4.618600793529033e-06
Position 257: 4.245292135799991e-06
Position 477: 2.537798575372497e-06
Position 592: 2.3799294438396367e-06
Position 507: 2.1269870870697176e-06
Position 17: 1.640602034965355e-06
Position 170: 1.4348990563762236e-06
Position 8518: 1.2612632667956793e-06
Position 8: 1.2497896563885175e-06
Position 8582: 1.1955295872601894e-06
Position 569: 6.595365992421097e-07
Position 422: 4.4254643029743945e-07
Position 639: 3.6422923731317864e-07
Position 701: 3.5375317813113525e-07
Position 705: 1.3082187064905653e-07
Position 629: 9.253073042517251e-09
Position 209: 7.553327578614312e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 8435: 0.9527925806446188
Position 7666: 0.9442899163026341
Position 5725: 0.25389301034065825
Position 769: 0.14507282918689657
Position 5690: 0.12600248271375541
Position 5659: 0.10929675210252686
Position 8186: 0.10263164172725281
Position 3729: 0.0953860838133561
Position 8205: 0.08676980849342024
Position 8234: 0.06362916789767058
Position 5576: 0.055116940633741764
Position 4859: 0.05357912830251487
Position 5952: 0.045839931997853404
Position 4816: 0.031394152750228915
Position 8687: 0.029162189597180806
Position 6415: 0.02381804976436429
Position 5769: 0.021473382917007573
Position 6464: 0.021425715933081745
Position 6691: 0.020034852934358978
Position 9894: 0.019954492313339532
Position 9024: 0.01817366709594271
