Gene = Topaz1
index = 1133
Annotated 5SS: [  217  3329 10645 11855 19723 23888 26767 27539 28300 33488 34074 37845
 41535 42910 44190 48044 48854 50515 52246]
Annotated 3SS: [  897 10579 11729 19657 23753 26680 27412 28235 33335 33980 37728 41467
 42734 44088 47877 48688 50310 52055 54501]
SMsplice 5SS: [  205   960  3329 10645 11855 19751 26767 27539 28300 33488 34074 37845
 42910 44190 48044 50515 52246]
SMsplice 3SS: [  857  3225 10579 11729 19657 26680 27412 28235 33335 33980 37728 42734
 44088 47877 50452 52055 54501]
top_k =  500
Partition function (log Z): -0.7186969168835877

Sorted 5' Splice Sites (High to Low Probability):
Position 11855: 0.999999999999831
Position 19751: 0.999999999999831
Position 26767: 0.999999999999831
Position 48044: 0.9815854237041718
Position 37845: 0.9781108025638797
Position 3329: 0.9589969140530293
Position 27539: 0.9537916535708006
Position 34074: 0.9034591069713286
Position 44190: 0.843781956787358
Position 960: 0.7848752091980147
Position 52246: 0.7629664884766902
Position 50515: 0.695998153819938
Position 42910: 0.6180799675946819
Position 28300: 0.5677726461204932
Position 33488: 0.5170393582457874
Position 34764: 0.43246277924160004
Position 10645: 0.4097030629309265
Position 708: 0.4067176423775507
Position 50182: 0.27602339090892214
Position 205: 0.2564857978177068
Position 240: 0.22758190871219164
Position 1447: 0.2274255555345229
Position 33455: 0.22441215192493155
Position 217: 0.20041803611173847
Position 41535: 0.1999054033305209
Position 33584: 0.1664753432941942
Position 445: 0.16519934856276916
Position 2016: 0.15224571849263355
Position 1069: 0.14079701329935973
Position 28334: 0.1332319941121567
Position 52843: 0.130626012054346
Position 6136: 0.12232385235918206
Position 42080: 0.10461986494128647
Position 3879: 0.09650531565898282
Position 48521: 0.0876983112143961
Position 48854: 0.08220098366440941
Position 6104: 0.07569810267231453
Position 45833: 0.06139552381937745
Position 52223: 0.04992627568255601
Position 53889: 0.04949107835621488
Position 45880: 0.04844140959846057
Position 5928: 0.045894504462512455
Position 137: 0.043923521260126996
Position 321: 0.040795220075553085
Position 42540: 0.03620138549787631
Position 257: 0.031112132630219783
Position 41694: 0.030007639749449845
Position 51173: 0.025326667089922313
Position 51968: 0.022713048600223225
Position 37865: 0.02188919743595114
Position 52880: 0.01876253968999892
Position 54632: 0.01858169363502804
Position 435: 0.017902126561578573
Position 2394: 0.017016678653616633
Position 1623: 0.01684684093714666
Position 37268: 0.015755779360600398
Position 2047: 0.012953020664729923
Position 35862: 0.012442088312448122
Position 45212: 0.011279712305193139
Position 45222: 0.010986375860437061
Position 171: 0.010087055622207127
Position 44872: 0.009137810961838163
Position 35457: 0.008929392998434454
Position 52480: 0.008179645240799734
Position 261: 0.007964383296722041
Position 673: 0.007766082419574804
Position 45920: 0.006797775612454096
Position 3883: 0.006639270422519434
Position 47385: 0.006202332833017687
Position 773: 0.005940438635431617
Position 49724: 0.004898901976718356
Position 701: 0.004697161415560088
Position 5202: 0.0027765824825292944
Position 45272: 0.002717576568641052
Position 416: 0.0025157114557407784
Position 52126: 0.0024761258084304866
Position 50980: 0.002383209157365844
Position 50622: 0.0022469725756163695
Position 5209: 0.0021230398387866176
Position 48664: 0.0016680569805013275
Position 54698: 0.001660890898591084
Position 479: 0.0014807476943323858
Position 50626: 0.0014461705696507585
Position 2673: 0.0013244404996647318
Position 540: 0.0012933908085502846
Position 212: 0.0011852000083750133
Position 1666: 0.001163143731373561
Position 50538: 0.000904955219692506
Position 44: 0.0008737894805718203
Position 5197: 0.0006889355455459564
Position 230: 0.0006424294358452239
Position 54685: 0.0006299964856152535
Position 52991: 0.0006251872732027631
Position 735: 0.0005321532373604543
Position 52738: 0.0005159038807107227
Position 333: 0.0005117374782975729
Position 52466: 0.0003758978580231713
Position 1012: 0.00032619148502024395
Position 982: 0.00024044468253186735
Position 336: 0.00021389451119851156
Position 556: 0.00020489556013757486
Position 769: 0.00017618717927370933
Position 1323: 0.0001412344396931816
Position 402: 0.00013493682355257514
Position 578: 0.00010600990464881308
Position 875: 9.010226848600201e-05
Position 3199: 7.377603102998123e-05
Position 515: 6.183320689734847e-05
Position 405: 3.324895561145538e-05
Position 1099: 3.0978876899687805e-05
Position 377: 1.4363950125869902e-05
Position 53319: 1.28100038791278e-05
Position 282: 9.043092159097878e-06
Position 931: 6.604013924544347e-06
Position 718: 2.6946470555777295e-11
Position 413: 3.3964772234909225e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19657: 0.999999999999831
Position 26680: 0.999999999999831
Position 37728: 0.9999999999998307
Position 47877: 0.9818776632948563
Position 27412: 0.9537916535708006
Position 33980: 0.8938636146060946
Position 52055: 0.8860329724816253
Position 11729: 0.880471400990955
Position 44088: 0.8437989696071352
Position 33335: 0.8295357855757135
Position 54501: 0.600776774072743
Position 28235: 0.5638134284729276
Position 42734: 0.5226340866674896
Position 3225: 0.49463419158796496
Position 857: 0.43475182266129275
Position 34619: 0.427392701858554
Position 897: 0.4265198786857065
Position 10579: 0.4097030629309265
Position 50452: 0.4075642005852385
Position 52627: 0.3693970008661683
Position 50310: 0.2367086730182109
Position 41467: 0.22416406507229075
Position 3199: 0.21691202339875612
Position 1281: 0.20564212343764107
Position 5828: 0.2043911462186262
Position 595: 0.19898939192840315
Position 50157: 0.12471600081541617
Position 3228: 0.12174065715097615
Position 50136: 0.1201398744856264
Position 11699: 0.11952859900887564
Position 45706: 0.1166347090302921
Position 1782: 0.11343726065400277
Position 28255: 0.10926998866744134
Position 3668: 0.10036547892292402
Position 41984: 0.0817403193676631
Position 33543: 0.07839106788919954
Position 3120: 0.07790441584945264
Position 48731: 0.07656580747822343
Position 315: 0.06593013971140572
Position 629: 0.05821533729062111
Position 48357: 0.05748433698935229
Position 42813: 0.05195801437604024
Position 42784: 0.043487866551151985
Position 618: 0.04201214849770597
Position 5856: 0.03599982215947433
Position 54752: 0.03579085500827353
Position 49931: 0.03360457626481531
Position 53756: 0.033293238494777014
Position 50406: 0.031911502716226996
Position 312: 0.028809783481674803
Position 3171: 0.02824467455142741
Position 45108: 0.024983664734271258
Position 53798: 0.02486919575928433
Position 672: 0.023651304064264952
Position 42412: 0.02227590063851074
Position 820: 0.021930557034277744
Position 51050: 0.021755334999285843
Position 52953: 0.020740099771140344
Position 1826: 0.019726120305198245
Position 51876: 0.019279342442578448
Position 50403: 0.018112107026079745
Position 1516: 0.017899191141951678
Position 27997: 0.0167838382447696
Position 48302: 0.0165957760445584
Position 786: 0.016593257834259165
Position 53153: 0.01626230926172645
Position 42046: 0.016242561478731925
Position 37120: 0.015755779360600394
Position 42409: 0.013925484859365574
Position 1935: 0.012675552320608564
Position 35478: 0.012442088312448113
Position 1040: 0.01122584313912291
Position 27954: 0.011137384847511422
Position 1264: 0.010991046880524026
Position 577: 0.010489234363735637
Position 52350: 0.010249823736525344
Position 3099: 0.009822970073158452
Position 33880: 0.009595492365233835
Position 1872: 0.009467308374251263
Position 50370: 0.00919877604932374
Position 35303: 0.008929392998434454
Position 52918: 0.008187576953886846
Position 48371: 0.007896430821921265
Position 638: 0.00772722497889995
Position 44756: 0.007007332650847034
Position 41852: 0.006636984094891426
Position 2284: 0.0065458766220276784
Position 1213: 0.006447285433919061
Position 47293: 0.006202332833017687
Position 1927: 0.00593878958274657
Position 3070: 0.005381758217020766
Position 2235: 0.005366708935950551
Position 34575: 0.005070077383046044
Position 53409: 0.004977889729936113
Position 3132: 0.004395290094911962
Position 51122: 0.00418990150145689
Position 52777: 0.003950592095593095
Position 2298: 0.0039161600352707535
Position 54451: 0.0038619742621868614
Position 53177: 0.0038290616503273913
Position 48688: 0.0036892931779064627
Position 6065: 0.00352549111590863
Position 41607: 0.0034638399170214404
Position 51741: 0.003433706157644791
Position 368: 0.0032453953907925484
Position 1896: 0.0031271960465110837
Position 48396: 0.0029926864428088317
Position 49564: 0.00281547773339681
Position 53714: 0.002768242035837932
Position 604: 0.00271542428235662
Position 48321: 0.002614642989390005
Position 53121: 0.0024093866893899907
Position 50859: 0.002383209157365844
Position 53951: 0.002312145885716368
Position 41355: 0.0022851380906585674
Position 944: 0.0022455988363263286
Position 44608: 0.0021304783109911277
Position 5040: 0.0021051844886990616
Position 554: 0.0021035188517669425
Position 49606: 0.0020834242433215426
Position 3773: 0.002007404295984598
Position 48650: 0.0019458830082795223
Position 5014: 0.0018909083246167336
Position 54780: 0.0016608908985910858
Position 50455: 0.0014806497344474943
Position 1307: 0.001462351981757905
Position 50472: 0.0014515186267413853
Position 903: 0.001354602468189741
Position 2496: 0.001324440499664733
Position 492: 0.0012182067798830426
Position 353: 0.0011976734002336104
Position 1341: 0.0011940331378376603
Position 48520: 0.0011878305149281676
Position 794: 0.0011383383873451503
Position 52866: 0.0010905331393568814
Position 48324: 0.0010705843905639467
Position 52185: 0.001007338414388542
Position 5108: 0.000919555584504789
Position 1386: 0.0009112061995184787
Position 2310: 0.0008464077416883363
Position 3809: 0.0007717028627625638
Position 52465: 0.000713728446273922
Position 53307: 0.0006941218903254439
Position 5126: 0.0006729094690412839
Position 426: 0.0004951121561902336
Position 1355: 0.0003503432605580368
Position 2080: 0.00030479957444704345
Position 277: 0.0002566904873630768
Position 931: 0.00021531337282650897
Position 647: 0.00017820471425081906
Position 1002: 0.00017475235922695173
Position 769: 0.00014555704746822896
Position 239: 0.00014510937200749397
Position 1173: 0.00012877323383250457
Position 49342: 0.00012513989027209354
Position 51228: 0.00010126941710143543
Position 268: 9.3954253867185e-05
Position 948: 7.524243750118855e-05
