Gene = Nmu
index = 755
Annotated 5SS: [  234  5438 13677 18350 19725 19867 23027 26351 27966]
Annotated 3SS: [ 5378 13628 18289 19694 19815 22957 26296 27925 30110]
SMsplice 5SS: [  234  5494  8692 13677 18350]
SMsplice 3SS: [ 5378  8577 13599 18289 30110]
top_k =  500
Partition function (log Z): -9.285640565446585

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9957357028794644
Position 8692: 0.7625858968431025
Position 18350: 0.6367173477109805
Position 13677: 0.6215970184148609
Position 5494: 0.5106026757439838
Position 418: 0.4934635896555158
Position 5438: 0.4686826968777184
Position 854: 0.3495473739084211
Position 14626: 0.1754499769400352
Position 19867: 0.15035115086775724
Position 4322: 0.08923414996551067
Position 718: 0.08308950521896759
Position 4155: 0.07788184922665829
Position 11873: 0.07561004034625897
Position 518: 0.06367047921715031
Position 3034: 0.05655700747505352
Position 622: 0.051817085735842865
Position 2826: 0.038024036691887204
Position 5789: 0.026569347352671798
Position 817: 0.020994583950815396
Position 1226: 0.019405687247866735
Position 13018: 0.012157823274377432
Position 5458: 0.01177573708186839
Position 1078: 0.011473860802477313
Position 2693: 0.009861382304204542
Position 2082: 0.008909127344758969
Position 8069: 0.008056705608867098
Position 5739: 0.0076603392239467
Position 76: 0.0074891773429843446
Position 3846: 0.007309273044113406
Position 2989: 0.005754550061270345
Position 6017: 0.005246897705182102
Position 5217: 0.004759405122009585
Position 964: 0.004583307285392854
Position 7801: 0.0038330724288347827
Position 3836: 0.0036146268087349337
Position 3151: 0.0034222131153758095
Position 5640: 0.002792889787664278
Position 9872: 0.0024925809828064446
Position 1353: 0.002473785414838034
Position 5826: 0.0022369826412501296
Position 5955: 0.0020729924805636896
Position 1324: 0.0019606065739564012
Position 1203: 0.0019504337862523895
Position 6333: 0.0019319447136309357
Position 7753: 0.0019170825649984405
Position 6721: 0.0018012440500953684
Position 83: 0.0016321310046075095
Position 7758: 0.0010823166224521834
Position 401: 0.0010756118376071097
Position 6369: 0.0008623429106277373
Position 7229: 0.0006243409707287369
Position 5662: 0.0004556962296461831
Position 550: 0.0003899717926887074
Position 9760: 0.00027694036116739215
Position 597: 0.000217123362142218
Position 8684: 0.00021056380558424984
Position 653: 0.00018933497933902748
Position 584: 0.00016431669136277187
Position 450: 9.018989803591345e-05
Position 682: 6.823025799513272e-05
Position 792: 4.5174618872027374e-05
Position 689: 3.6454740195690514e-05
Position 862: 2.1237435938621603e-05
Position 637: 1.9620758098812914e-05
Position 90: 1.1363090279227747e-05
Position 148: 1.0392123928978145e-05
Position 216: 8.013006099017509e-06
Position 132: 7.730551194681749e-06
Position 138: 7.148242141616632e-06
Position 118: 6.178066729576307e-06
Position 589: 5.704521957757014e-06
Position 5: 3.335510172809209e-06
Position 190: 1.510567024359015e-06
Position 1102: 8.858916896207788e-07
Position 751: 6.080977485195415e-07
Position 506: 5.680547834099061e-07
Position 7: 4.684006017521077e-07
Position 487: 5.344320467904695e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5378: 0.9845693925489727
Position 8577: 0.7865945114579466
Position 18289: 0.7191823704577993
Position 355: 0.51973911291312
Position 13599: 0.4942699558741848
Position 487: 0.3257969105018572
Position 19815: 0.21786093441446516
Position 21619: 0.21630494827182511
Position 22646: 0.20440279304554004
Position 761: 0.12651852361293892
Position 13628: 0.12514317728190527
Position 14547: 0.11406555588483397
Position 14487: 0.09316633722378953
Position 18500: 0.09183193100464454
Position 11698: 0.07240070125881765
Position 13343: 0.05400669141072793
Position 2823: 0.04648021663628972
Position 19078: 0.03998879501954632
Position 737: 0.03981500556078089
Position 4237: 0.03924377227224159
Position 3944: 0.0379895125107122
Position 4044: 0.036245976138755936
Position 4259: 0.0326569861228947
Position 963: 0.030569146161606435
Position 5609: 0.027333634960222432
Position 12883: 0.027314679909574268
Position 10015: 0.02099156990823175
Position 15393: 0.01777027991968759
Position 2944: 0.017182658202170253
Position 4000: 0.017041311010399372
Position 297: 0.016774811810796895
Position 19116: 0.016223010259357733
Position 5083: 0.015793320435194255
Position 13507: 0.01539305947220508
Position 14958: 0.0151326185510807
Position 13972: 0.013428710497819268
Position 3708: 0.013093971772325238
Position 2601: 0.012441777449192198
Position 5900: 0.011668589794066403
Position 2636: 0.010805652225034539
Position 16953: 0.010701986723961946
Position 2874: 0.01037133323248285
Position 689: 0.009967213674748038
Position 11806: 0.008634534798160315
Position 7650: 0.008518298680512388
Position 2803: 0.007918280028536381
Position 155: 0.007603696353310633
Position 3006: 0.007585812975003372
Position 7952: 0.006988279696353042
Position 517: 0.006945882682310832
Position 12159: 0.006862615121336145
Position 12135: 0.005174236538131872
Position 18702: 0.0050345781572175485
Position 374: 0.00486834765168987
Position 11375: 0.004480926998967891
Position 1900: 0.004387831179627049
Position 987: 0.004250154096070763
Position 12591: 0.004116754731919978
Position 5738: 0.0036507409089529645
Position 629: 0.0034713635784397864
Position 14020: 0.003309516858132069
Position 9791: 0.00327888992491861
Position 621: 0.003212614785372499
Position 8550: 0.00315274179947264
Position 1729: 0.003001755434574564
Position 10491: 0.0028560067213746483
Position 5726: 0.002511414728270228
Position 9967: 0.0022620561071714103
Position 705: 0.002198849914098993
Position 5587: 0.00196411247858091
Position 378: 0.001844410264193631
Position 10894: 0.0018404177723923372
Position 649: 0.0018351590335115436
Position 4087: 0.001589541161580946
Position 8592: 0.001496199815819956
Position 11239: 0.0014838053376736078
Position 6187: 0.0014261701336403963
Position 10585: 0.0013710375007888163
Position 1173: 0.001368951073127137
Position 143: 0.0013063789001830338
Position 13669: 0.001221496416142085
Position 539: 0.001194231773602944
Position 717: 0.00119203815073384
Position 1996: 0.0011234565733148525
Position 6902: 0.001082932380540171
Position 8894: 0.00103892324116788
Position 14854: 0.0009409749119159991
Position 10831: 0.000889568551688635
Position 10879: 0.0008382959810616758
Position 6604: 0.0007649195426084423
Position 2377: 0.0007508225073594479
Position 8800: 0.0007274434649803066
Position 7986: 0.0007090572640254983
Position 9449: 0.000706359313796369
Position 6645: 0.0006948640286213976
Position 7109: 0.0006243409707287371
Position 7777: 0.0005681678283914694
Position 9796: 0.0005666950823209587
Position 10876: 0.00046223339165417653
Position 1139: 0.00045714110908804507
Position 11575: 0.0004558270917457202
Position 10565: 0.00043125736163936656
Position 1021: 0.00041075637500002953
Position 1960: 0.0004106186808545173
Position 9836: 0.0003948805393565677
Position 10735: 0.00039304671426144424
Position 6648: 0.0003414604788655295
Position 1225: 0.00027223901175693486
Position 9298: 0.00021702347415411818
Position 3805: 0.0001788280561073751
Position 5565: 0.0001264005995531008
Position 9506: 7.33066375323317e-05
Position 544: 5.714054996500629e-05
Position 2988: 4.959617688479403e-05
Position 576: 3.895411463437842e-05
Position 6925: 2.6673262841075358e-05
Position 398: 2.3132059756427252e-05
Position 221: 2.0603773044576363e-05
Position 2335: 1.885578098901894e-05
Position 390: 1.7259394135218818e-05
Position 2138: 1.4184433848862179e-05
Position 769: 7.304489325126137e-06
Position 837: 5.762260159222934e-06
Position 550: 5.708952283008418e-06
Position 797: 4.3304540024557335e-06
Position 417: 4.099489939856016e-06
Position 659: 3.73505723446737e-06
Position 413: 3.413013337793072e-06
Position 635: 3.214041710214382e-06
Position 496: 1.8712751638731624e-06
Position 423: 1.7005404596767213e-06
Position 783: 1.6865654799386386e-06
Position 653: 1.655833290992877e-06
Position 605: 1.1771448888412809e-06
Position 671: 7.565255141449876e-07
Position 1293: 6.683352989007248e-07
Position 1148: 4.943764345327198e-07
Position 1197: 4.666344959018222e-07
Position 74: 2.2251842811861677e-07
Position 233: 2.0819716341284852e-07
Position 435: 1.905536907318136e-07
Position 112: 8.094398007504742e-08
Position 128: 8.01548061486049e-08
Position 82: 2.1662046370783697e-08
Position 90: 2.0884497658146896e-08
Position 97: 1.8176658438497034e-08
Position 238: 1.2711589184612614e-08
Position 903: 1.179056693621255e-08
Position 115: 9.13574719765954e-09
Position 95: 6.209631186140103e-09
Position 107: 1.4715777789599846e-09
Position 450: 4.500349666953719e-10
Position 125: 3.449552627680547e-11
Position 597: 2.5040721950180694e-11
Position 607: 2.902813510568834e-14
Position 637: 2.3087949286383758e-14
