Gene = Knop1
index = 608
Annotated 5SS: [ 166  632 3852 5634 7806]
Annotated 3SS: [  279  2913  5564  7679 10159]
SMsplice 5SS: [ 632 5634 7596 7806]
SMsplice 3SS: [ 5564  7466  7679 12501]
top_k =  500
Partition function (log Z): -3.101975403593201

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9966828192294188
Position 7806: 0.9254117921654649
Position 5634: 0.8659357696835496
Position 4702: 0.6087654459266246
Position 11554: 0.4455787306273074
Position 7596: 0.4187875662465905
Position 11015: 0.35770176901203216
Position 7440: 0.25046105208743574
Position 2070: 0.2193931634404558
Position 867: 0.21057101606152853
Position 3366: 0.20518006415657908
Position 11011: 0.19288296373877595
Position 4359: 0.17191562392794324
Position 3043: 0.14313141002727897
Position 2769: 0.14055547925058487
Position 8096: 0.10213058197163974
Position 12594: 0.08637274267272757
Position 4934: 0.07988887841125288
Position 5097: 0.07627145652970342
Position 13111: 0.07427240233947244
Position 12862: 0.0709816433805372
Position 8984: 0.0687325640960338
Position 2037: 0.06053601388415518
Position 2340: 0.05870524618482274
Position 1789: 0.054542241405924785
Position 802: 0.03548468984079476
Position 2725: 0.031044597825074727
Position 4389: 0.0257664367049016
Position 7762: 0.019849159263204266
Position 10421: 0.01931657341322898
Position 7842: 0.017038128195246558
Position 4719: 0.016240983654446307
Position 13176: 0.01473448311798778
Position 11279: 0.014723375473804767
Position 6371: 0.01370380201798748
Position 9915: 0.013678899491121641
Position 7758: 0.013554446609363736
Position 8789: 0.012714557413733132
Position 798: 0.011764520321526433
Position 11268: 0.011309064148179447
Position 7810: 0.010586704262677408
Position 2882: 0.009817988845697631
Position 11260: 0.009549831957851626
Position 7558: 0.009304540285081136
Position 3006: 0.008776290350693725
Position 10375: 0.008228641048730072
Position 11589: 0.008090433192006082
Position 6397: 0.007794657679882166
Position 3108: 0.0071851526664407665
Position 8343: 0.006840468677003681
Position 10291: 0.006299643355382044
Position 1072: 0.005118823648792809
Position 832: 0.004615838827427718
Position 1448: 0.004505821004515876
Position 1171: 0.0038889834764469578
Position 3875: 0.0034590169355871456
Position 890: 0.0032303304699274585
Position 1136: 0.0031402062594471174
Position 1893: 0.002961706570026489
Position 1299: 0.0025436274223738027
Position 7205: 0.0021779415730169066
Position 2730: 0.002047324307901493
Position 48: 0.0018377710365595392
Position 2994: 0.0017211696525702737
Position 6403: 0.0014082625764546346
Position 645: 0.00128686224049005
Position 1771: 0.0011150364959344235
Position 2570: 0.0010731683165414816
Position 347: 0.0007737415021455159
Position 124: 0.0007209156091198738
Position 2748: 0.000711882810213523
Position 6401: 0.00048241353255196667
Position 668: 0.00033604896528570345
Position 2591: 0.0003003446442258434
Position 168: 0.00021754641478425872
Position 400: 0.00019002134630815895
Position 1207: 0.00015912153037717024
Position 394: 0.00014664049044538425
Position 247: 0.0001460283292531009
