Gene = Nosip
index = 760
Annotated 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
Annotated 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
SMsplice 5SS: [   76 11109 11632 12232 13773 13973 14284 14474]
SMsplice 3SS: [11033 11525 12149 13612 13853 14095 14364 14855]
top_k =  500
Partition function (log Z): 16.050858270989696

Sorted 5' Splice Sites (High to Low Probability):
Position 14474: 0.9922760042784562
Position 11632: 0.9905537885942147
Position 14284: 0.9436706494595216
Position 11109: 0.9343819444417947
Position 13973: 0.8748360977650378
Position 76: 0.857063001677343
Position 13773: 0.8241950627911673
Position 12232: 0.518409163470767
Position 12226: 0.45712066034180815
Position 12015: 0.3808128965817512
Position 90: 0.1389328808120987
Position 13718: 0.12332302627386077
Position 3606: 0.10987044599092659
Position 314: 0.09435665922000665
Position 375: 0.08977407708280652
Position 13386: 0.08230922524816592
Position 3077: 0.0787526687444491
Position 4673: 0.05534279662562709
Position 3086: 0.05390398395061203
Position 11158: 0.04658684376906661
Position 14211: 0.03356159390235221
Position 9442: 0.028332531291744727
Position 13685: 0.017235526507754857
Position 15012: 0.012951607512124373
Position 12656: 0.009546309826048665
Position 13354: 0.008766070553221726
Position 11795: 0.007641530921590058
Position 14980: 0.0050424628033626006
Position 12025: 0.004495967297340166
Position 149: 0.002954820071829908
Position 14263: 0.0026820557086582983
Position 12346: 0.0025843910110806964
Position 14008: 0.002514814692155634
Position 2588: 0.002468403093056201
Position 11153: 0.0024587442328583235
Position 793: 0.002224766094211432
Position 3065: 0.0022205289682237284
Position 14152: 0.002118772054866423
Position 11850: 0.002058669962747147
Position 11662: 0.0020223647765604835
Position 3392: 0.0019510673773719888
Position 2058: 0.001857635938615338
Position 14222: 0.0017145315476904332
Position 2066: 0.0015854386290754462
Position 356: 0.001580919343072852
Position 14945: 0.0012076282744400801
Position 3423: 0.001145385915595364
Position 14231: 0.001128747284281744
Position 11736: 0.001029199335357659
Position 12669: 0.0010085757286442875
Position 13796: 0.000991196121115612
Position 12909: 0.000926948911769131
Position 14951: 0.0008360501294133831
Position 14288: 0.0008332103782991691
Position 12544: 0.0008259830901347165
Position 3406: 0.0008151106091945142
Position 14295: 0.0008021404715940032
Position 11790: 0.0007889408538605933
Position 12931: 0.0007879643381458906
Position 12712: 0.0006806200662450318
Position 13202: 0.0006778974220906271
Position 12566: 0.0005668440029891783
Position 9679: 0.00048257419726116583
Position 12309: 0.0004774423532134672
Position 1664: 0.00045564823630037506
Position 12291: 0.00044699300052810053
Position 12505: 0.00042299102257591277
Position 7457: 0.000395685714097536
Position 6777: 0.0003944431002493877
Position 12725: 0.0003792679151223965
Position 14192: 0.0003690489013087501
Position 13044: 0.0003475983908785202
Position 110: 0.00033072323324947876
Position 11931: 0.0003257815152463794
Position 3460: 0.0003068058406579753
Position 14156: 0.00029605830912952415
Position 15001: 0.00027837850297991864
Position 14012: 0.0002585332488661019
Position 11627: 0.00025633446602250443
Position 11957: 0.00023050625013647935
Position 12552: 0.00022007140448376865
Position 13032: 0.00021158909710807325
Position 12306: 0.00018731938118927405
Position 12165: 0.00014720153705253497
Position 13142: 0.0001464371313287288
Position 13801: 0.00013668891714264234
Position 15079: 0.00013517163993127454
Position 13986: 0.00012823362583297843
Position 6729: 0.00012352719207182894
Position 13550: 0.00010539555250740599
Position 11823: 9.108466463674615e-05
Position 102: 7.790026578224766e-05
Position 11865: 6.127413097826198e-05
Position 12738: 6.047403494783155e-05
Position 11852: 5.758395234273568e-05
Position 12075: 5.473581735098787e-05
Position 11668: 5.167139878154602e-05
Position 15014: 5.137943446898521e-05
Position 11595: 4.886844329322425e-05
Position 14478: 4.4502510400161055e-05
Position 97: 3.8632813454796665e-05
Position 13825: 3.6911419196089814e-05
Position 14318: 2.960678139253908e-05
Position 11624: 2.810506944457819e-05
Position 14277: 2.7127174904268497e-05
