Gene = Taldo1
index = 1057
Annotated 5SS: [  120  3974  6404  8221  9558  9871 10131]
Annotated 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
SMsplice 5SS: [  120  3974  6404  8221  9558  9871 10131]
SMsplice 3SS: [ 3849  6295  8088  9381  9672  9984 10544]
top_k =  500
Partition function (log Z): 14.131650495470222

Sorted 5' Splice Sites (High to Low Probability):
Position 10131: 0.9987395303109113
Position 8221: 0.9832297517318408
Position 9871: 0.9828192396025897
Position 9558: 0.930307098973062
Position 120: 0.9128605722338718
Position 3974: 0.8261232558212206
Position 6404: 0.6536271167777692
Position 3546: 0.3554360202671687
Position 7531: 0.16738932574261342
Position 8639: 0.11463869886431546
Position 5900: 0.10465249585021157
Position 6413: 0.06768904764092512
Position 307: 0.05844705915301991
Position 8868: 0.0486751829065414
Position 8414: 0.03854762939059277
Position 3970: 0.03757429018471662
Position 232: 0.033606962238358476
Position 9575: 0.03272063664648806
Position 9257: 0.0315353399517969
Position 6381: 0.030120263711291173
Position 7267: 0.026652433071074295
Position 4408: 0.020767309408853744
Position 7332: 0.020391256671272246
Position 9069: 0.015933114911814875
Position 9889: 0.013934809976784257
Position 3765: 0.012960531289785866
Position 4688: 0.011236104043408787
Position 9604: 0.010440777980809973
Position 8826: 0.0104367281867349
Position 2372: 0.01017091135009116
Position 3936: 0.008682729913555544
Position 317: 0.007061136287572577
Position 5368: 0.006631896184972501
Position 7812: 0.006562514019883397
Position 891: 0.00586328607229217
Position 108: 0.005474813583814883
Position 5870: 0.005122322686550544
Position 9587: 0.0048569333511536035
Position 4072: 0.004802954322608354
Position 1539: 0.004477921871743635
Position 38: 0.004278471596785009
Position 714: 0.0037629150791539255
Position 2380: 0.003619085316001292
Position 7289: 0.0030214099932578927
Position 8931: 0.002836239310309551
Position 766: 0.002688824398715332
Position 8348: 0.0026460308311836767
Position 3283: 0.0025736968264625034
Position 695: 0.002171201201945185
Position 9592: 0.0021159608580343064
Position 2339: 0.0018227687734935142
Position 3978: 0.0016014049934237593
Position 731: 0.0014677818340937624
Position 8483: 0.0013737014189264562
Position 2494: 0.0013698250711962111
Position 7705: 0.00135450644935094
Position 7514: 0.0011104666062619567
Position 613: 0.0010481484137613271
Position 8159: 0.0010029083383014258
Position 8185: 0.0009953072067073845
Position 2185: 0.0009793118543496308
Position 6432: 0.0009100429414151835
Position 9883: 0.0009055368868901334
Position 8398: 0.0008878297656947861
Position 10302: 0.0007804812425894168
Position 9467: 0.0006587558453834283
Position 6417: 0.000638531696788018
Position 7563: 0.0004005929847584287
Position 10147: 0.0003298362416788595
Position 8403: 0.00029473477575090394
Position 9610: 0.00024945207746058384
Position 8225: 0.0001958187519017245
Position 10143: 0.0001889600430357527
Position 5675: 0.0001669256408191143
Position 10643: 0.00011686178920049481
Position 10112: 0.00011047902800106328
Position 133: 8.297147922384794e-05
Position 9784: 5.214490471617764e-05
Position 10663: 4.824870038961226e-05
Position 812: 4.694657549719129e-05
Position 311: 4.0529560429725824e-05
Position 185: 3.603636797557292e-05
Position 10574: 3.2773299487533005e-05
Position 9488: 3.082487248354384e-05
Position 10689: 3.0328481063170905e-05
Position 9453: 2.7020318432199864e-05
Position 10306: 2.301818552386864e-05
Position 10597: 2.2951992564629863e-05
Position 9938: 1.1987642783679186e-05
Position 92: 1.0791536127053782e-05
Position 10135: 9.069380006287888e-06
Position 277: 6.066570141557451e-06
Position 858: 2.223405555474937e-06
Position 95: 2.107028193739204e-06
Position 58: 1.8873803018643206e-06
Position 10273: 1.6087841173755598e-06
Position 187: 1.2531741567241958e-06
Position 472: 1.0102344146507693e-06
Position 82: 6.948415121134807e-07
Position 25: 2.5535940051940105e-07
Position 31: 2.5078309183041846e-07
Position 330: 2.3333619018802974e-07
Position 346: 1.5032679367189915e-07
Position 15: 1.015987557789744e-07
Position 538: 7.511095493882785e-08
Position 489: 7.509797160206724e-08
Position 454: 5.2391467367413454e-08
Position 507: 4.484313166053076e-08
Position 9: 2.2810593506557232e-08
Position 191: 8.160818197396705e-09
Position 236: 4.170617110334647e-09
Position 320: 1.8540011687843446e-09
Position 193: 1.16625639781955e-09
Position 9861: 9.10560139930229e-10
Position 10260: 3.2936840435996037e-10
Position 10283: 1.3756030205161296e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10544: 0.9949781178054139
Position 9672: 0.9870236952858593
Position 8088: 0.9716593958236359
Position 9381: 0.9514139801696854
Position 6295: 0.734876458066345
Position 9984: 0.7012592536831995
Position 3849: 0.6846220228320121
Position 9989: 0.2547940952578461
Position 3410: 0.20514544094964218
Position 7405: 0.12788997943485375
Position 3799: 0.10904538902668309
Position 5813: 0.10852433905727737
Position 8511: 0.07587318838628132
Position 7141: 0.06617857390513089
Position 3909: 0.048750857439558225
Position 3426: 0.04704803878859639
Position 8321: 0.04684654067076959
Position 3479: 0.042193997815634134
Position 3506: 0.038296352270886645
Position 8665: 0.03278243401870045
Position 3802: 0.031538940222012285
Position 9442: 0.026605887802126398
Position 8701: 0.025601817779937835
Position 7449: 0.019931582060988204
Position 197: 0.018141490477041982
Position 8857: 0.01652303422942275
Position 2111: 0.01626549312419396
Position 10050: 0.01345074259106326
Position 9231: 0.01322124017268687
Position 8104: 0.012870001174481031
Position 9125: 0.012076283860655986
Position 8444: 0.011122754400283598
Position 630: 0.010852072295721856
Position 10007: 0.010429598837423061
Position 6354: 0.010382716066024455
Position 4610: 0.009105833806999017
Position 3648: 0.009037401444918646
Position 9994: 0.008907049017978362
Position 3240: 0.008190065584778068
Position 4244: 0.008004307020662273
Position 8584: 0.007811477399313894
Position 5213: 0.0066318961849725095
Position 3207: 0.005803742948250804
Position 4256: 0.005760982960815302
Position 7625: 0.0056038222617132575
Position 10025: 0.005164284058686094
Position 3155: 0.004989576183352986
Position 9809: 0.004697566789675948
Position 6079: 0.004609647035989328
Position 9958: 0.004175227297559092
Position 9201: 0.00404998271518764
Position 8428: 0.003794544212946359
Position 8352: 0.003515383932973705
Position 3321: 0.003377321033166508
Position 4304: 0.0033336797216826784
Position 3575: 0.003245485740173185
Position 441: 0.0030545883446795505
Position 7420: 0.0028930380744210354
Position 8953: 0.0028270886599332857
Position 1363: 0.002643503115012593
Position 9680: 0.0025644378549533353
Position 8382: 0.0025136937526250946
Position 8538: 0.0024878340070744282
Position 9309: 0.0024594412511215235
Position 3340: 0.0021388030816638444
Position 4299: 0.0020854958944065984
Position 7401: 0.002072311593844335
Position 10689: 0.0020222700410454752
Position 8051: 0.001980308087656564
Position 3753: 0.001900913208212602
Position 9639: 0.0018984499590210572
Position 6250: 0.0017874332752344246
Position 222: 0.0017802789583179375
Position 7687: 0.0017563171310653915
Position 10754: 0.0015229844859448716
Position 2197: 0.0014052536483635696
Position 4472: 0.0013414245336121789
Position 6133: 0.0013287483245949822
Position 8706: 0.0012511433316119381
Position 3914: 0.0012423004145310204
Position 253: 0.001234117194720835
Position 8478: 0.0011862426487490227
Position 9236: 0.0011107565304298017
Position 3584: 0.001110695941509914
Position 7986: 0.0010889154539007
Position 791: 0.0009346101350636732
Position 4166: 0.0009289375170491176
Position 10004: 0.0008594606097865901
Position 1448: 0.0008503193619344852
Position 9710: 0.0008376029533180383
Position 9130: 0.0008341316400882317
Position 5572: 0.0008176561622137112
Position 10213: 0.0007173582269975935
Position 468: 0.000615619231951629
Position 3171: 0.0006051852828739271
Position 4502: 0.0005987753274981848
Position 7704: 0.000556881076455689
Position 4273: 0.00047906252857869653
Position 3302: 0.00046682833638956667
Position 10558: 0.0004354744886180732
Position 8540: 0.00043492870766993844
Position 179: 0.00043252446573990004
Position 2992: 0.00039993990639571893
Position 8535: 0.0003154119070056695
Position 4066: 0.00029481620853696443
Position 3183: 0.00029084541220633013
Position 5704: 0.00028767372465791306
Position 385: 0.00028180699651970026
Position 799: 0.00028140913744225147
Position 152: 0.00027610149295326193
Position 1404: 0.0002675661642022787
Position 1419: 0.0002464238833512608
Position 10757: 0.00023919555556474128
Position 5631: 0.00023791924673916137
Position 9385: 0.00023781145773686495
Position 569: 0.00023583772883013117
Position 755: 0.00022129664678418605
Position 8327: 0.00021834120881793567
Position 636: 0.00020335574921352733
Position 10597: 0.0001960753605983767
Position 3930: 0.0001890809833405537
Position 1400: 0.0001782931768663629
Position 10242: 0.00017766688131212345
Position 698: 0.00017586772233707054
Position 1472: 0.00017385773591599
Position 4527: 0.0001728146375557718
Position 2436: 0.00016301475505727932
Position 8675: 0.00013946563980746506
Position 9713: 0.00013630815467552662
Position 9954: 0.00012282941784934025
Position 1498: 0.00011795843446066616
Position 9764: 0.0001128497716161615
Position 594: 0.0001113798309851858
Position 2356: 0.00010947057824803146
Position 10620: 0.00010735234104188138
Position 10070: 0.00010667001869982945
Position 10022: 0.00010541688514690768
Position 9866: 8.709746404488953e-05
Position 262: 8.662453973370496e-05
Position 9682: 8.375386140028801e-05
Position 9286: 7.50326843840944e-05
Position 5490: 7.415598669298597e-05
Position 10424: 6.738096305223241e-05
Position 10590: 6.243527968386975e-05
Position 10264: 4.666111681553536e-05
Position 821: 4.5700337870361124e-05
Position 10638: 4.3776875780751795e-05
Position 10216: 4.234715562388355e-05
Position 9966: 4.215783861686201e-05
Position 10204: 4.168399253105848e-05
Position 10178: 3.120597444024761e-05
Position 9935: 2.566998071366529e-05
Position 10565: 2.408946667826439e-05
Position 8455: 2.2832302341731848e-05
Position 2126: 1.867025926897929e-05
Position 8496: 1.8238174621965112e-05
Position 10305: 1.7515776793105165e-05
Position 4553: 1.7255737743644163e-05
Position 8398: 1.5357030381198332e-05
Position 10609: 1.3891134587585813e-05
Position 10195: 1.384285261720352e-05
Position 8514: 1.3455035889828497e-05
Position 10258: 1.3430943980416447e-05
Position 8461: 1.3279710562330617e-05
Position 8517: 1.166204474515339e-05
Position 10260: 1.0598847685738517e-05
Position 8402: 1.054032884717316e-05
Position 10577: 8.422625002428633e-06
Position 9942: 6.723103846419304e-06
Position 10067: 6.635734094082362e-06
Position 10286: 6.123282905018237e-06
Position 7933: 4.477877927643562e-06
Position 10112: 4.277298541597273e-06
Position 10574: 3.252757789028836e-06
Position 4262: 3.0772423299349224e-06
Position 4342: 2.60908694513489e-06
Position 10197: 2.5180062339874015e-06
Position 10714: 1.9059153201252121e-06
Position 10450: 1.781751975354967e-06
Position 10296: 1.4805227205256804e-06
Position 10184: 1.262354369003717e-06
Position 10701: 1.1869549311609086e-06
Position 8718: 8.172529574559296e-07
Position 787: 1.4765824452420457e-07
Position 672: 1.383128110358686e-07
Position 9316: 4.819590090223357e-08
