Gene = Thumpd1
index = 1078
Annotated 5SS: [ 288 1672 2777]
Annotated 3SS: [1496 2527 3728]
SMsplice 5SS: [ 288 2777]
SMsplice 3SS: [2527 3728]
top_k =  500
Partition function (log Z): -2.4281104350992306

Sorted 5' Splice Sites (High to Low Probability):
Position 288: 0.9619610076553744
Position 2777: 0.9507847649075715
Position 3020: 0.49948446502701105
Position 1672: 0.3017609116962567
Position 3348: 0.25908955241225906
Position 933: 0.07248982428169215
Position 1619: 0.06401486161830662
Position 3311: 0.06226143335355245
Position 3008: 0.05166006436124094
Position 1763: 0.021331239483770734
Position 561: 0.02100029864727109
Position 3263: 0.020358602298339894
Position 272: 0.018070464994206746
Position 1953: 0.014273485232464854
Position 1942: 0.011450155660928066
Position 2417: 0.011306285939053086
Position 3952: 0.010233044958927452
Position 224: 0.009699501841924257
Position 1009: 0.007890669612007378
Position 3539: 0.007412679576741341
Position 3656: 0.006455444433223545
Position 952: 0.005906823431197196
Position 257: 0.004643183533725005
Position 565: 0.004522737598309769
Position 837: 0.0044888019173270986
Position 332: 0.00418040519872007
Position 2056: 0.0040992926624585455
Position 1839: 0.0039951746456713426
Position 1828: 0.0032093751786796388
Position 2365: 0.0030009659529224536
Position 1168: 0.002606825958017185
Position 4266: 0.0022263314282054674
Position 1572: 0.0021144215709212174
Position 3986: 0.0021033690649680864
Position 572: 0.0019377974373354708
Position 2627: 0.0018689628476538786
Position 3875: 0.0016444884488753047
Position 621: 0.0013954054740724032
Position 4127: 0.001276002283434942
Position 1576: 0.001179218363116754
Position 4143: 0.0009432051563536045
Position 4094: 0.000845845630713983
Position 1959: 0.0008233928284196364
Position 1644: 0.0008088742520895309
Position 3812: 0.0007331366610906411
Position 3791: 0.0007318332127674199
Position 432: 0.0005765287336462398
Position 3999: 0.0005451939676703854
Position 48: 0.00048160613503243644
Position 2370: 0.00045325872184998593
Position 148: 0.00045184597366713307
Position 3622: 0.00036494109849655225
Position 660: 0.00036263435520640376
Position 734: 0.00032384944365287146
Position 2260: 0.00026954625315273533
Position 317: 0.0002675873278098069
Position 717: 0.00024148953186826832
Position 1290: 0.00023447306308649766
Position 1818: 0.00019440405030194915
Position 41: 0.00018553746845963802
Position 1900: 0.0001796806418319947
Position 954: 0.0001682404000083768
Position 1342: 0.00016085640534145717
Position 2971: 0.00011172553650185
Position 548: 9.292391622660917e-05
Position 550: 9.281821343210408e-05
Position 1647: 9.104469238748188e-05
Position 598: 5.9586948163046566e-05
Position 77: 4.913598053884629e-05
Position 13: 2.1984041550232464e-05
Position 780: 1.3346726240112233e-05
Position 540: 1.0914403790582728e-05
Position 90: 1.0493021846480707e-05
Position 363: 6.06341570044921e-06
Position 719: 5.802569896821881e-06
Position 526: 4.041225496795957e-06
Position 797: 3.1426649999837044e-06
Position 3435: 2.813970958081041e-06
Position 3049: 1.962885482596437e-06
Position 119: 1.5867725931263485e-06
Position 487: 1.1090739967759576e-06
Position 346: 1.0734848334299778e-06
Position 405: 8.868176478247744e-07
Position 498: 7.165390110856207e-07
Position 420: 6.53106315013806e-07
Position 528: 6.465411266141249e-07
Position 368: 4.229379384246245e-07
Position 228: 4.047649799766239e-08
Position 438: 3.4211927373971004e-08
Position 425: 3.32716722302098e-08
Position 514: 8.24741385915119e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2527: 0.8981248063618058
Position 3728: 0.8753912899647542
Position 2869: 0.4827688725251043
Position 1496: 0.34929156729731353
Position 3229: 0.1946020963311115
Position 3204: 0.12789413570354152
Position 4346: 0.06830202904734932
Position 2559: 0.04637652045944398
Position 840: 0.04092116398148408
Position 2897: 0.036018916696286554
Position 910: 0.023553963576893194
Position 462: 0.02316681444045015
Position 1736: 0.022565071636077478
Position 2909: 0.019233755112600254
Position 1503: 0.01711493913677591
Position 643: 0.016536733498476713
Position 3115: 0.015979715935057714
